;0
1488.0;0.06451345409912534
1489.0;0.06459490346863046
1490.0;0.06461407164219055
1491.0;0.06318849649477248
1492.0;0.04520715610664383
1493.0;0.007762527508151415
1494.0;0.004367989379668265
1495.0;0.011637021877357524
1496.0;0.027226158454517597
1497.0;0.045973571215756855
1498.0;0.06049718923285697
1499.0;0.0624632279978871
1500.0;0.05878643675333546
1501.0;0.0501896957772497
1502.0;0.04278192676035912
1503.0;0.04469603512911631
1504.0;0.05527994018294043
1505.0;0.06288970076629262
1506.0;0.06448734369890664
1507.0;0.06462291429492181
1508.0;0.06462539335022228
1509.0;0.06460812199760183
1510.0;0.06449640442456565
1511.0;0.06455762082147475
1512.0;0.06461347467967476
1513.0;0.06189933835340141
1514.0;0.036620731324715564
1515.0;0.02176002209118972
1516.0;0.02610878271667289
1517.0;0.016444330273035858
1518.0;0.0020079131747963164
1519.0;0.009357761076655022
1520.0;0.029773748942915013
1521.0;0.04569967540376291
1522.0;0.05110977921174692
1523.0;0.05089070517263457
1524.0;0.04690553413810818
1525.0;0.03698144561606366
1526.0;0.025497183827688064
1527.0;0.022380402066402204
1528.0;0.023050899964371235
1529.0;0.021367585767574332
1530.0;0.02405902191912339
1531.0;0.02138571649747882
1532.0;0.02396867987231572
1533.0;0.03535538723493775
1534.0;0.047129717172934876
1535.0;0.05295206698171419
1536.0;0.05746970712639056
1537.0;0.05966218224362413
1538.0;0.05951059542393384
1539.0;0.05889990059058182
1540.0;0.05892305851132601
1541.0;0.05838006231977046
1542.0;0.054161866812413195
1543.0;0.04430574880446966
1544.0;0.03205182292696373
1545.0;0.021473654370383802
1546.0;0.02061288650957599
1547.0;0.06360935875010616
1548.0;0.06457941806488679
1549.0;0.06459119491354152
1550.0;0.06462747297452366
1551.0;0.06464474795369861
1552.0;0.06465280361875683
1553.0;0.06465363392108373
1554.0;0.06465271652702935
1555.0;0.06464913935465132
1556.0;0.06464586969193599
1557.0;0.06464256184294366
1558.0;0.056508750519999804
1559.0;0.0267416560860173
1560.0;-0.004118503806561827
1561.0;-0.005722761613853156
1562.0;5.582349042020096e-05
1563.0;0.009719089237371657
1564.0;0.01602195210489038
1565.0;0.020912095513494912
1566.0;0.03707287679202877
1567.0;0.0312711082993381
1568.0;0.040690024903769675
1569.0;0.045366499549386964
1570.0;0.04806723146435122
1571.0;0.03983653344323396
1572.0;0.027046072235075783
1573.0;0.014286329708489781
1574.0;0.004856275522922969
1575.0;0.00025028049340149183
1576.0;0.0038682579298128517
1577.0;0.013712660616435945
1578.0;0.01907020274238712
1579.0;0.03085211529755412
1580.0;0.04776369739195401
1581.0;0.0590723201940099
1582.0;0.062103621431058076
1583.0;0.06055426574046876
1584.0;0.05849136162417033
1585.0;0.05741734138570977
1586.0;0.058367367551250576
1587.0;0.06066173119238709
1588.0;0.06052561497682305
1589.0;0.04830013181909332
1590.0;0.017905805663202365
1591.0;-0.0015100517100924
1592.0;0.006861879645773977
1593.0;0.020793969021992063
1594.0;0.03253897702616791
1595.0;0.0475968372236325
1596.0;0.060534430928548745
1597.0;0.06396118271335298
1598.0;0.06275021132555125
1599.0;0.058689484185211915
1600.0;0.05336677037901879
1601.0;0.05098115744331387
1602.0;0.05010184857771097
1603.0;0.05868274137306313
1604.0;0.05699248550504172
1605.0;0.052193526281556823
1606.0;0.05528525225968803
1607.0;0.056564705988079195
1608.0;0.057627340556477516
1609.0;0.05812666129656047
1610.0;0.05818086576670842
1611.0;0.057172802738412395
1612.0;0.053670106503849395
1613.0;0.050909513818635746
1614.0;0.05050727460622656
1615.0;0.05422430922637274
1616.0;0.058886212170467876
1617.0;0.059443136310021655
1618.0;0.05507036330202491
1619.0;0.05169685428730759
1620.0;0.05397718544677734
1621.0;0.05941787710305273
1622.0;0.05904890694707607
1623.0;0.05213406988122851
1624.0;0.05034288583998202
1625.0;0.05179091923833819
1626.0;0.04889020509623981
1627.0;0.04832699465177745
1628.0;0.04579139231900067
1629.0;0.04262139743303378
1630.0;0.045886477460546776
1631.0;0.05488181471826873
1632.0;0.05979740961621443
1633.0;0.058026416801901286
1634.0;0.054975163473471395
1635.0;0.05398250220121454
1636.0;0.05741246984473144
1637.0;0.06048620407374702
1638.0;0.0567766358895829
1639.0;0.05164617719458265
1640.0;0.05418005758166185
1641.0;0.051365851067307164
1642.0;0.05055818841890128
1643.0;0.04604693322260614
1644.0;0.04613452198401546
1645.0;0.055491315753277495
1646.0;0.060454593526257545
1647.0;0.055033288742898825
1648.0;0.04750544247285693
1649.0;0.05077470631869356
1650.0;0.05856905679467192
1651.0;0.06159681903443622
1652.0;0.05688393569121634
1653.0;0.05070267235587144
1654.0;0.04914597308203078
1655.0;0.04174123334057918
1656.0;0.0340930537143309
1657.0;0.0279761945764719
1658.0;0.024529415468939997
1659.0;0.02408307451572534
1660.0;0.025860087003051743
1661.0;0.02727604774557034
1662.0;0.024475357232266452
1663.0;0.01783001916190053
1664.0;0.01795060900623329
1665.0;0.038070882878701286
1666.0;0.05607259223848263
1667.0;0.06194022899768822
1668.0;0.0624426531837617
1669.0;0.0612416110477476
1670.0;0.05484900158096556
1671.0;0.04056705865903183
1672.0;0.04257675906571688
1673.0;0.04110276303607351
1674.0;0.02935241137114905
1675.0;0.023283432072181975
1676.0;0.0248643058888693
1677.0;0.02211979607565792
1678.0;0.027475181498379485
1679.0;0.04557021402979518
1680.0;0.05886728143465061
1681.0;0.05810695196283329
1682.0;0.04665550705247774
1683.0;0.034616457844719804
1684.0;0.03272395465482712
1685.0;0.044412790817616676
1686.0;0.05800664633382486
1687.0;0.061231154984103205
1688.0;0.055843665911223576
1689.0;0.051649643186214594
1690.0;0.052783196405419626
1691.0;0.061682418176923104
1692.0;0.0646520850438281
1693.0;0.06465108392122386
1694.0;0.0646530885384078
1695.0;0.06465542754943716
1696.0;0.0646560041874982
1697.0;0.06465535300261777
1698.0;0.06464672166956617
1699.0;0.0645862175448993
1700.0;0.06401992902828756
1701.0;0.06369595158339536
1702.0;0.06464316294034284
1703.0;0.06456632071897239
1704.0;0.051778764245054905
1705.0;0.03183656180082399
1706.0;0.005815533025140901
1707.0;0.0013372666231770136
1708.0;0.020019498108589787
1709.0;0.04619929540537082
1710.0;0.06345541761506553
1711.0;0.013577249834162475
1712.0;0.027935304782255165
1713.0;0.03960069265613573
1714.0;0.03682672531534351
1715.0;0.0290505378797644
1716.0;0.015049695433484334
1717.0;0.0040314664588397
1718.0;0.00028719595978286827
1719.0;0.009012205320194262
1720.0;0.02464686185523543
1721.0;0.02318249223934845
1722.0;0.03299096013606799
1723.0;0.04682075911226245
1724.0;0.059333914624271546
1725.0;0.06391680602267204
1726.0;0.06442849088559453
1727.0;0.06461692716785819
1728.0;0.06458941673236378
1729.0;0.06461749348024869
1730.0;0.06462753993019413
1731.0;0.06461595709050993
1732.0;0.06457313352396774
1733.0;0.06406726131177314
1734.0;0.05750687411484231
1735.0;0.036634961532209055
1736.0;0.0024716301424203627
1737.0;0.004562684491230748
1738.0;0.02575277606089027
1739.0;0.0642315040519187
1740.0;0.051866707906486724
1741.0;0.03500179075057734
1742.0;0.061523852746445507
1743.0;0.0613376603549424
1744.0;0.05983619692091927
1745.0;0.06329435747941765
1746.0;0.025663465510230347
1747.0;0.062161106586875375
1748.0;0.06464997169099473
1749.0;0.038762815078851424
1750.0;0.04408489054434234
1751.0;0.042267779588046325
1752.0;-0.006154306187770284
1753.0;0.06035012742279378
1754.0;0.0560816523221499
1755.0;0.056448548687440994
1756.0;0.06070402334467323
1757.0;0.04813827397386817
1758.0;0.021262885139202478
1759.0;0.013802588139426517
1760.0;0.03142448521103804
1761.0;0.039284396909730054
1762.0;0.04057110687483976
1763.0;0.03758848095986332
1764.0;0.027331359973192255
1765.0;0.014596271562799946
1766.0;0.0045752137835632645
1767.0;-0.00041360647017844865
1768.0;0.0018587004908072052
1769.0;0.0073319194483643865
1770.0;0.02003902961339602
1771.0;0.02196563797979908
1772.0;0.02753651011184831
1773.0;0.03488314556898608
1774.0;0.04266118547999788
1775.0;0.0488946277913108
1776.0;0.052920486136123254
1777.0;0.05340737038056372
1778.0;0.060036744912566456
1779.0;0.06219909262690045
1780.0;0.06313091615059266
1781.0;0.06391506456104794
1782.0;0.06424933289190649
1783.0;0.06433909060585548
1784.0;0.06434729923608563
1785.0;0.06394131780373766
1786.0;0.06316415367696022
1787.0;0.05655927931535283
1788.0;0.04475275858730963
1789.0;0.04786132135181273
1790.0;0.05490894424718514
1791.0;0.04865289603618036
1792.0;0.047523626956205905
1793.0;0.05820944390665199
1794.0;0.05847835145242359
1795.0;0.05520852417063872
1796.0;0.05126660237978014
1797.0;0.04768095031955183
1798.0;0.046343865122986036
1799.0;0.054933566605439035
1800.0;0.06188367458152129
1801.0;0.06356082935680438
1802.0;0.06357185703618111
1803.0;0.06462093386514799
1804.0;0.06465616398488483
1805.0;0.06465466392903185
1806.0;0.0645769687805143
1807.0;0.04960902278050115
1808.0;0.05801677838557287
1809.0;0.06373241972977839
1810.0;0.06415997382898407
1811.0;0.06318735412483478
1812.0;0.06082450004646569
1813.0;0.058724299769027204
1814.0;0.058096798560673284
1815.0;0.05786148874210888
1816.0;0.05695870474438439
1817.0;0.05661266782771336
1818.0;0.05873927236268973
1819.0;0.06273741780531715
1820.0;0.0588605137331476
1821.0;0.03246760761388484
1822.0;0.02611431306444837
1823.0;0.047542553855136574
1824.0;0.0595400803844003
1825.0;0.06295657887238995
1826.0;0.06342634143408694
1827.0;0.0630583591546625
1828.0;0.06124819122636487
1829.0;0.0611991733720067
1830.0;0.0634125369632632
1831.0;0.06302176269762565
1832.0;0.055426034836808406
1833.0;0.04392163038778091
1834.0;0.04332241103202518
1835.0;0.058931062778280176
1836.0;0.0641633842627515
1837.0;0.06414988042016102
1838.0;0.06425578040788851
1839.0;0.06462580142783748
1840.0;0.06270027497236855
1841.0;0.062341038615401384
1842.0;0.06277972879835649
1843.0;0.06449230073202472
1844.0;0.06465439309797094
1845.0;0.06465624612018882
1846.0;0.06465621116739101
1847.0;0.06465624744246354
1848.0;0.03951223459676939
1849.0;0.043308138214281686
1850.0;0.015641927751493055
1851.0;0.02678160549471021
1852.0;0.03673830342618617
1853.0;0.0041491938714096135
1854.0;0.00658439946361096
1855.0;0.04034804172099392
1856.0;0.058232556300471916
1857.0;0.06178326596758707
1858.0;0.0588107791057292
1859.0;0.05900427520621479
1860.0;0.06102447505495819
1861.0;0.052682249056994694
1862.0;0.038771600329600565
1863.0;0.0465776440394878
1864.0;0.05405894964036112
1865.0;0.05545449827805148
1866.0;0.059376847847708365
1867.0;0.06303093824676753
1868.0;0.05948536537762573
1869.0;0.028094891881223674
1870.0;0.0033260969400234347
1871.0;0.03227875074348156
1872.0;0.054634789323388784
1873.0;0.06143527067651073
1874.0;0.06291005595141352
1875.0;0.0626971248029393
1876.0;0.061331409122286386
1877.0;0.05842242182447064
1878.0;0.05778456572569214
1879.0;0.062021849661040046
1880.0;0.06377568170313047
1881.0;0.06412279794581183
1882.0;0.06462747977140745
1883.0;0.0636366360624457
1884.0;0.06465528046276056
1885.0;0.06465137583553664
1886.0;0.0646165548729996
1887.0;0.0644715247816671
1888.0;0.06402353965381112
1889.0;0.06278570186098659
1890.0;0.05887025852126085
1891.0;0.0495280502862928
1892.0;0.035022260263148794
1893.0;0.023277346978335868
1894.0;0.025332332122507052
1895.0;0.03538746848371184
1896.0;0.06237251195689578
1897.0;0.06427942572530745
1898.0;0.06442768208764262
1899.0;0.06465519264266781
1900.0;0.05129902618831893
1901.0;0.02439503610736083
1902.0;0.026875418139428058
1903.0;0.01093485405892402
1904.0;0.03816115438052299
1905.0;0.058073994097115375
1906.0;0.0633191561990211
1907.0;0.06294859268609308
1908.0;0.06034653127350633
1909.0;0.05144574388464998
1910.0;0.03660127028034156
1911.0;0.045565647443525585
1912.0;0.05478075625681143
1913.0;0.051851920118922507
1914.0;0.04795721377732699
