;y_real;y_pred;error
1488.0;0.098514689;0.08731749356840467;0.011197195431595336
1489.0;0.066937285;0.07624710680708328;0.009309821807083285
1490.0;0.027493356;0.045779985644660875;0.018286629644660875
1491.0;-0.018920515;-0.02273950363858665;0.003818988638586651
1492.0;-0.073193214;-0.0859145189736194;0.012721304973619396
1493.0;-0.134010735;-0.14052423593816044;0.006513500938160444
1494.0;-0.172456504;-0.14175936142062523;0.03069714257937478
1495.0;-0.175710674;-0.12192015867490708;0.053790515325092936
1496.0;-0.185080459;-0.09811631112688834;0.08696414787311166
1497.0;-0.087074092;-0.04948201445004602;0.03759207754995399
1498.0;0.047847079;-0.005299753639697036;0.053146832639697036
1499.0;0.208738237;0.20008841293061094;0.00864982406938905
1500.0;0.258481236;0.2180633611957292;0.04041787480427081
1501.0;0.271253245;0.23385798701999924;0.037395257980000735
1502.0;0.273577443;0.25479547102648914;0.018781971973510836
1503.0;0.274889553;0.25624460015810135;0.018644952841898654
1504.0;0.274667165;0.25831508689785104;0.016352078102148948
1505.0;0.269439191;0.2629727396027475;0.006466451397252548
1506.0;0.267962422;0.26087186713934213;0.0070905548606578495
1507.0;0.263940789;0.24907647786509013;0.01486431113490988
1508.0;0.249703964;0.23397251778053685;0.015731446219463152
1509.0;0.212863345;0.2192121599179916;0.00634881491799158
1510.0;0.170455634;0.1944757096297992;0.024020075629799215
1511.0;0.116035829;0.13678564734089205;0.020749818340892054
1512.0;0.048724034;0.0688697406541014;0.020145706654101397
1513.0;-0.035842927;-0.053476493447599055;0.01763356644759906
1514.0;-0.140405919;-0.20723880890540575;0.06683288990540576
1515.0;-0.222601673;-0.25660124697134107;0.03399957397134107
1516.0;-0.270959404;-0.23772820401928457;0.03323119998071544
1517.0;-0.28814824;-0.23065739437981092;0.05749084562018908
1518.0;-0.258653769;-0.2327099132456088;0.025943855754391176
1519.0;-0.226470109;-0.21367022736212576;0.012799881637874239
1520.0;-0.206153633;-0.18819556084268607;0.01795807215731393
1521.0;-0.193129865;-0.1697452900582665;0.023384574941733516
1522.0;-0.111443131;-0.15228210790815055;0.040838976908150554
1523.0;-0.145737221;-0.14539904380625412;0.0003381771937458755
1524.0;-0.142671348;-0.13770022164112833;0.004971126358871675
1525.0;-0.139985773;-0.13117646725846094;0.00880930574153907
1526.0;-0.128560615;-0.12408296144973913;0.004477653550260863
1527.0;-0.119397191;-0.11624528008863244;0.0031519109113675586
1528.0;-0.120212937;-0.1063913518638688;0.013821585136131201
1529.0;-0.120340499;-0.09571243737394053;0.024628061626059475
1530.0;-0.018847158;-0.08141025053713696;0.06256309253713696
1531.0;-0.011218723;-0.06320853315184793;0.051989810151847934
1532.0;-0.018166861;-0.04606794347782145;0.02790108247782145
1533.0;-0.005048059;-0.030225491869443788;0.025177432869443787
1534.0;0.006328707;-0.015702602556425083;0.022031309556425082
1535.0;0.01910022;-0.001160290932492869;0.02026051093249287
1536.0;0.03574589;0.012873044221275082;0.02287284577872492
1537.0;0.048649806;0.026846286947044093;0.021803519052955904
1538.0;0.056570013;0.036279431185807856;0.020290581814192146
1539.0;0.056732742;0.03987024371860204;0.016862498281397964
1540.0;0.048252855;0.03642434013536219;0.011828514864637804
1541.0;0.031280829;0.02266263023366391;0.008618198766336092
1542.0;0.007931203;0.0022206917087944644;0.005710511291205535
1543.0;-0.018808485;-0.023235664400649114;0.004427179400649114
1544.0;-0.051396908;-0.05365090074552556;0.0022539927455255612
1545.0;-0.076102508;-0.0753052701362148;0.0007972378637852023
1546.0;0.018008354;-0.0828816076353234;0.1008899616353234
1547.0;0.198631619;0.17052485841354517;0.028106760586454838
1548.0;0.297120351;0.265926061085911;0.031194289914089013
1549.0;0.330738283;0.2918045296121814;0.038933753387818626
1550.0;0.330743973;0.3063980957755662;0.02434587722443382
1551.0;0.30795893;0.2985976046142025;0.009361325385797536
1552.0;0.299115206;0.2841836621815464;0.01493154381845363
1553.0;0.290588872;0.2707233870579638;0.019865484942036216
1554.0;0.272066027;0.2527903441760044;0.01927568282399561
1555.0;0.239311828;0.2288813556909155;0.010430472309084504
1556.0;0.181004262;0.1894820287739987;0.008477766773998696
1557.0;0.118021631;0.11431875437306245;0.0037028766269375513
1558.0;0.06061394;-0.007037550968886974;0.06765149096888698
1559.0;-0.075186295;-0.19121318308990537;0.11602688808990537
1560.0;-0.219898506;-0.25544162426204614;0.03554311826204615
1561.0;-0.268270646;-0.2475345831637979;0.020736062836202107
1562.0;-0.247047706;-0.24135151851632436;0.0056961874836756465
1563.0;-0.212174967;-0.2244740167758273;0.012299049775827298
1564.0;-0.125243922;-0.20201059300705504;0.07676667100705503
1565.0;-0.113113918;-0.177753726144391;0.064639808144391
1566.0;-0.1373191;-0.14240703862283938;0.0050879386228393775
1567.0;-0.175815593;-0.1869300212420037;0.011114428242003704
1568.0;-0.193993256;-0.1825179718267747;0.011475284173225297
1569.0;-0.213460294;-0.17125181424729335;0.04220847975270664
1570.0;-0.205598018;-0.15788148724341683;0.047716530756583164
1571.0;-0.191898255;-0.1497072288790549;0.04219102612094508
1572.0;-0.166872;-0.13945070639703255;0.02742129360296744
1573.0;-0.143324934;-0.13209128100109613;0.01123365299890386
1574.0;-0.12842081;-0.12622580303525072;0.00219500696474928
1575.0;-0.12018855;-0.11442331921918769;0.005765230780812314
1576.0;-0.121961769;-0.09950870207192314;0.02245306692807686
1577.0;-0.068014515;-0.08777188644318851;0.01975737144318851
1578.0;-0.048435495;-0.06735088560946914;0.01891539060946914
1579.0;-0.033379274;-0.04609651208855853;0.012717238088558527
1580.0;0.00028519;-0.0157186167536697;0.016003806753669702
1581.0;0.040322099;0.013738347760646169;0.02658375123935383
1582.0;0.061308259;0.04455282922583309;0.016755429774166906
1583.0;0.077027963;0.0665358774314139;0.010492085568586107
1584.0;0.090386061;0.08123069562619967;0.009155365373800337
1585.0;0.090402386;0.08366713956211305;0.006735246437886949
1586.0;0.074880539;0.07361059008903895;0.0012699489109610496
1587.0;0.054226019;0.05117497275632321;0.0030510462436767888
1588.0;0.022577848;0.017971418695555033;0.004606429304444968
1589.0;-0.021555869;-0.018536578787786334;0.003019290212213664
1590.0;-0.064734951;-0.06268267024121621;0.0020522807587837893
1591.0;-0.12237329;-0.0951161825205778;0.0272571074794222
1592.0;-0.162725247;-0.10928172252028728;0.053443524479712706
1593.0;-0.126197959;-0.09371089095652962;0.032487068043470374
1594.0;-0.079907096;-0.06780909960579934;0.012097996394200658
1595.0;-0.038127277;-0.028488893494937606;0.009638383505062395
1596.0;0.008886282;0.010777611848801813;0.0018913298488018124
1597.0;0.059860493;0.05316203950530307;0.006698453494696929
1598.0;0.114825012;0.10151363083083617;0.013311381169163833
1599.0;0.16134664;0.1220202957741523;0.039326344225847715
1600.0;0.186417437;0.13295855356808967;0.053458883431910326
1601.0;0.172935922;0.12510355569012613;0.047832366309873864
1602.0;0.130348484;0.08833429539446896;0.04201418860553102
1603.0;0.082080224;0.05408496050280291;0.02799526349719708
1604.0;0.012730393;-0.029153212615150026;0.041883605615150026
1605.0;-0.070849874;-0.1264279242114849;0.05557805021148492
1606.0;-0.114377731;-0.12970964263535728;0.015331911635357284
1607.0;-0.120910056;-0.1190647823484392;0.0018452736515607998
1608.0;-0.118360428;-0.10766862280451006;0.010691805195489942
1609.0;-0.113138711;-0.09429206493933853;0.01884664606066147
1610.0;-0.108473979;-0.08176315205900703;0.02671082694099297
1611.0;-0.057121161;-0.07804089054611679;0.020919729546116796
1612.0;-0.036411933;-0.06656032032769149;0.03014838732769149
1613.0;-0.037152515;-0.0434308604704442;0.006278345470444202
1614.0;-0.013458277;-0.011885443889045;0.0015728331109549996
1615.0;0.017745747;0.015287432593247996;0.0024583144067520032
1616.0;0.047332857;0.04734628641790012;1.3429417900119589e-05
1617.0;0.070802172;0.07654915226725362;0.005746980267253621
1618.0;0.089152022;0.09790267221058283;0.008750650210582828
1619.0;0.097110725;0.10982334433822713;0.012712619338227135
1620.0;0.090192132;0.10727009903336565;0.017077967033365657
1621.0;0.067687651;0.0867834396856725;0.019095788685672493
1622.0;0.027914545;0.04805260744489606;0.020138062444896063
1623.0;-0.018825746;-0.013042751309681966;0.005782994690318035
1624.0;-0.080647787;-0.07215677296406048;0.00849101403593952
1625.0;-0.124561457;-0.09306267539345126;0.031498781606548745
1626.0;-0.132125728;-0.08135584822716951;0.050769879772830484
1627.0;-0.091112401;-0.08121318007789219;0.009899220922107807
1628.0;-0.05741213;-0.06573761985743887;0.008325489857438868
1629.0;-0.029329993;-0.0324671002863314;0.003137107286331403
1630.0;0.004857215;0.004248549578133587;0.0006086654218664129
1631.0;0.040363843;0.03728383512883854;0.003080007871161465
1632.0;0.073524814;0.07291567355827674;0.0006091404417232493
1633.0;0.098108888;0.10644435249606901;0.008335464496069006
1634.0;0.104266911;0.12493293761916681;0.020666026619166805
1635.0;0.095616084;0.12546019942756614;0.02984411542756614
1636.0;0.073927024;0.10654483684373539;0.0326178128437354
1637.0;0.038302021;0.06851588727405442;0.030213866274054417
1638.0;-0.006887589;0.013084234026783464;0.019971823026783464
1639.0;-0.076374033;-0.04837701281662651;0.02799702018337348
1640.0;-0.19103217;-0.09353411892760921;0.09749805107239079
1641.0;-0.150222091;-0.08117985744631345;0.06904223355368655
1642.0;-0.098032749;-0.077631392906304;0.020401356093696005
1643.0;-0.05251108;-0.04512678284731381;0.007384297152686195
1644.0;-0.012502606;-0.0002001091972448632;0.012302496802755136
1645.0;0.034965253;0.0382797326600038;0.003314479660003797
1646.0;0.084394138;0.08715068087799727;0.002756542877997273
1647.0;0.122633938;0.12468934527335154;0.002055407273351545
1648.0;0.14988669;0.1485953779350955;0.0012913120649044874
1649.0;0.158361606;0.16074770276025663;0.0023860967602566396
1650.0;0.123956712;0.1435419027634978;0.019585190763497795
1651.0;0.064096611;0.09065945055095172;0.02656283955095172
1652.0;0.011772277;0.003715513850599539;0.00805676314940046
1653.0;-0.054864331;-0.0835249480323754;0.028660617032375393
1654.0;-0.089008207;-0.10066693556476053;0.011658728564760523
1655.0;-0.086004568;-0.08925190314976081;0.003247335149760805
1656.0;-0.076643858;-0.07602799067859317;0.0006158673214068239
1657.0;-0.065364022;-0.07072368216439165;0.005359660164391655
1658.0;-0.051331382;-0.06522309993248981;0.013891717932489812
1659.0;-0.029770236;-0.05980148984909611;0.030031253849096114
1660.0;-0.035424677;-0.05633352461421856;0.02090884761421856
1661.0;-0.075521847;-0.05516662083325832;0.02035522616674168
1662.0;-0.092489516;-0.04732257199376044;0.04516694400623955
1663.0;-0.050067087;-0.02165563757331479;0.028411449426685213
1664.0;-0.000871201;0.0139405260893197;0.0148117270893197
1665.0;0.046839692;0.059695766088787516;0.012856074088787514
1666.0;0.146172122;0.10659176956952401;0.039580352430475974
1667.0;0.117964701;0.13431393178996404;0.01634923078996403
1668.0;0.124208904;0.13693550366037177;0.012726599660371776
1669.0;0.106187105;0.1279839342608011;0.021796829260801093
1670.0;0.06755828;0.0952816027652959;0.027723322765295905
1671.0;0.011851975;0.03922323728846658;0.027371262288466577
1672.0;-0.065987441;-0.03293225644969777;0.03305518455030222
1673.0;-0.127274329;-0.057000356065669944;0.07027397293433005
1674.0;-0.136419501;-0.06308127871684635;0.07333822228315365
1675.0;-0.133706859;-0.0668040170059152;0.0669028419940848
1676.0;-0.089818129;-0.07104182259583475;0.01877630640416525
1677.0;-0.054833511;-0.049768664405985874;0.005064846594014127
1678.0;-0.023705697;-0.011992464617030713;0.011713232382969289
1679.0;0.017899409;0.02418220509038796;0.006282796090387958
1680.0;0.055054469;0.057917056928268346;0.002862587928268344
1681.0;0.082374885;0.09284854948786586;0.010473664487865866
1682.0;0.100519085;0.1141272696965947;0.013608184696594708
1683.0;0.102912252;0.12052658543200684;0.017614333432006843
1684.0;0.091511086;0.11661663400703194;0.025105548007031936
1685.0;0.068339129;0.10271027805760367;0.034371149057603675
1686.0;0.030540358;0.06824473600826737;0.03770437800826737
1687.0;-0.014044562;0.011929402225669336;0.025973964225669336
1688.0;-0.126092965;-0.041013099622634;0.085079865377366
1689.0;-0.13089675;-0.07619421771111784;0.054702532288882166
1690.0;-0.033208097;-0.08462583623984343;0.051417739239843434
1691.0;0.174143047;0.1801995512903349;0.006056504290334913
1692.0;0.285202367;0.2758749942909776;0.009327372709022397
1693.0;0.328675061;0.2999493627552626;0.028725698244737363
1694.0;0.328931172;0.31561128243724834;0.013319889562751652
1695.0;0.315959503;0.31808004161971754;0.00212053861971756
1696.0;0.296908919;0.3096429105984017;0.012733991598401717
1697.0;0.274191948;0.28499936353487676;0.010807415534876741
1698.0;0.254136543;0.2487493743992954;0.005387168600704595
1699.0;0.225220577;0.22189244236213204;0.0033281346378679633
1700.0;0.179962698;0.1825835507843988;0.0026208527843988028
1701.0;0.115362484;0.10538764461462662;0.009974839385373385
1702.0;0.022145649;0.006044702659023793;0.016100946340976207
1703.0;-0.085597155;-0.10759130728154132;0.02199415228154132
1704.0;-0.207041741;-0.2541450088004088;0.0471032678004088
1705.0;-0.287075229;-0.30718620952086456;0.020110980520864574
1706.0;-0.281638487;-0.2917811968040683;0.010142709804068284
1707.0;-0.194506217;-0.2712331443174856;0.07672692731748557
1708.0;-0.140053714;-0.24427854893970946;0.10422483493970947
1709.0;-0.130186151;-0.17756723773734695;0.04738108673734695
1710.0;-0.158713134;-0.08423612707877326;0.07447700692122675
1711.0;-0.196319002;-0.23362572406289994;0.03730672206289995
1712.0;-0.192693244;-0.20366392740766043;0.010970683407660414
1713.0;-0.179193662;-0.17528420294947494;0.00390945905052506
1714.0;-0.108292763;-0.15025176099956467;0.041958997999564665
1715.0;-0.163237895;-0.13891943935451828;0.024318455645481712
1716.0;-0.14880216;-0.128862074717004;0.019940085282995984
1717.0;-0.138346709;-0.12500485898688735;0.013341850013112666
1718.0;-0.142246257;-0.11678860706775146;0.025457649932248527
1719.0;-0.150014083;-0.10741223914496256;0.04260184385503743
1720.0;-0.060368274;-0.0933036112146643;0.032935337214664295
1721.0;-0.013495952;-0.06633708545091754;0.052841133450917545
1722.0;-0.012253852;-0.034356424051298434;0.02210257205129843
1723.0;-0.014247357;-0.0149106635434747;0.0006633065434746999
1724.0;-0.018148786;0.01106918512420911;0.02921797112420911
1725.0;-0.019682054;0.028768767895381298;0.0484508218953813
1726.0;0.037905638;0.043516030551672885;0.005610392551672887
1727.0;0.103610063;0.0712108823110065;0.0323991806889935
1728.0;0.107960807;0.09846447200825938;0.00949633499174063
1729.0;0.093136092;0.10379846064730643;0.010662368647306422
1730.0;0.088449173;0.10075318117895446;0.012304008178954454
1731.0;0.080970834;0.09891336524935532;0.017942531249355312
1732.0;0.069014529;0.07468130220817715;0.005666773208177142
1733.0;0.048300282;0.029166464787248852;0.019133817212751147
1734.0;-0.024501221;-0.013937207631935511;0.01056401336806449
1735.0;-0.111676096;-0.07918084260283487;0.032495253397165136
1736.0;-0.225993173;-0.13532846739263965;0.09066470560736034
1737.0;-0.219242358;-0.1253422116668319;0.0939001463331681
1738.0;-0.076562472;-0.10405386409328463;0.02749139209328462
1739.0;0.124762895;0.1337494126636557;0.0089865176636557
1740.0;0.223881681;0.20426592891999973;0.01961575208000027
1741.0;0.28924822;0.22051704864835914;0.06873117135164086
1742.0;0.400716141;0.39262566533754906;0.008090475662450969
1743.0;0.518656048;0.5511007027958464;0.03244465479584646
1744.0;0.587215984;0.6333056127239407;0.046089628723940734
1745.0;0.482369771;0.5732978415680146;0.09092807056801455
1746.0;0.398989264;0.419044691856176;0.020055427856175978
1747.0;0.382145116;0.3157416674123802;0.06640344858761982
1748.0;0.031821385;0.24089468820991505;0.20907330320991505
1749.0;-0.248592571;-0.07199342283155305;0.17659914816844696
1750.0;-0.307494107;-0.28537220466554525;0.02212190233445477
1751.0;-0.244426878;-0.286671639085559;0.042244761085558996
1752.0;-0.056581734;-0.2295889086218486;0.17300717462184861
1753.0;0.014166188;-0.14748054764386137;0.16164673564386137
1754.0;-0.010432678;-0.09773901336964738;0.08730633536964738
1755.0;-0.038865376;-0.07580634657910734;0.03694097057910734
1756.0;-0.147178186;-0.10442392717483859;0.0427542588251614
1757.0;-0.289659449;-0.20173059605142563;0.08792885294857439
1758.0;-0.312968839;-0.2363617766179441;0.07660706238205589
1759.0;-0.238083934;-0.21332214517252052;0.02476178882747948
1760.0;-0.212910367;-0.18811580063021566;0.024794566369784332
1761.0;-0.202986347;-0.17710131816283547;0.025885028837164537
1762.0;-0.11277411;-0.16566819737029265;0.05289408737029265
1763.0;-0.147347838;-0.15537711279654232;0.008029274796542307
1764.0;-0.132705775;-0.13832543130455105;0.005619656304551052
1765.0;-0.12210462;-0.12728302664602464;0.005178406646024647
1766.0;-0.123425861;-0.12134245089329404;0.0020834101067059574
1767.0;-0.126706852;-0.11857463203763566;0.008132219962364351
1768.0;-0.106942101;-0.10979563765452816;0.0028535366545281576
1769.0;-0.094566181;-0.0937870834884616;0.0007790975115384013
1770.0;0.01056296;-0.0769029067756041;0.0874658667756041
1771.0;0.008116205;-0.05730459824852813;0.06542080324852813
1772.0;-0.006262774;-0.044532389540120065;0.03826961554012007
1773.0;-0.004044499;-0.030483240488104357;0.026438741488104357
1774.0;0.003895154;-0.020070978240524673;0.023966132240524674
1775.0;0.010934603;-0.00879620783716395;0.01973081083716395
1776.0;-0.003344717;0.0018582506262243559;0.005202967626224356
1777.0;-0.022428528;0.0075466831147723845;0.029975211114772384
1778.0;0.010743294;0.005926809645734055;0.004816484354265946
1779.0;0.033902916;0.022974651583590397;0.010928264416409601
1780.0;0.023499862;0.035676374944035166;0.012176512944035166
1781.0;0.014840329;0.03703987550969355;0.022199546509693552
1782.0;0.015670675;0.03484150325503843;0.019170828255038432
1783.0;0.017692761;0.035875277727726224;0.018182516727726222
1784.0;-0.069547343;0.03355053763611182;0.10309788063611182
1785.0;-0.058320342;0.02718833126286653;0.08550867326286653
1786.0;0.038797309;0.003082661235719486;0.035714647764280516
1787.0;0.171464002;0.19499291125008017;0.023528909250080166
1788.0;0.192129193;0.21026542686137667;0.018136233861376666
1789.0;0.176729262;0.19934848058912133;0.02261921858912133
1790.0;0.18459068;0.18772946151920578;0.003138781519205769
1791.0;0.199661687;0.1870960169282949;0.012565670071705115
1792.0;0.18352129;0.18242800223936761;0.0010932877606323887
1793.0;0.167121037;0.15560895065739422;0.011512086342605782
1794.0;0.159576401;0.14071666277097128;0.018859738229028727
1795.0;0.143197998;0.1346509093074213;0.008547088692578697
1796.0;0.149078985;0.12595536284253833;0.023123622157461665
1797.0;0.170648613;0.11237881833071506;0.05826979466928495
1798.0;0.197568492;0.10036483998559702;0.097203652014403
1799.0;0.188516069;0.10554980280344606;0.08296626619655395
1800.0;0.156117995;0.10021140698545337;0.055906588014546635
1801.0;0.106414036;0.07210187204544033;0.034312163954559674
1802.0;0.004088752;0.037204796586473854;0.03311604458647385
1803.0;-0.075522915;-0.04582625167649104;0.029696663323508954
1804.0;-0.063851167;-0.13019802430874416;0.06634685730874416
1805.0;-0.113633188;-0.16345966725940958;0.049826479259409584
1806.0;-0.243605953;-0.19408570103835182;0.049520251961648165
1807.0;-0.302763146;-0.3099357479812273;0.007172601981227322
1808.0;-0.30769726;-0.2947684805362737;0.012928779463726281
1809.0;-0.300133584;-0.27869997705622535;0.021433606943774663
1810.0;-0.207770013;-0.246623929357135;0.038853916357135004
1811.0;-0.233098365;-0.23296786520755675;0.00013049979244325605
1812.0;-0.230203323;-0.22994903406862327;0.00025428893137671715
1813.0;-0.207980407;-0.2173306594345697;0.009350252434569689
1814.0;-0.197152558;-0.1903795330025989;0.006773024997401095
1815.0;-0.097525792;-0.17006961232652168;0.07254382032652168
1816.0;-0.088826921;-0.15321388799119784;0.06438696699119784
1817.0;-0.089051368;-0.12312180895464703;0.03407044095464702
1818.0;-0.074332712;-0.0853947148150849;0.011062002815084904
1819.0;-0.042389736;-0.04674195861690872;0.004352222616908721
1820.0;0.003974348;-0.012863027863984772;0.01683737586398477
1821.0;0.046379586;0.02019958917476676;0.02617999682523324
1822.0;0.082532734;0.055475822567581684;0.027056911432418312
1823.0;0.111192609;0.09504408660072096;0.01614852239927904
1824.0;0.133169021;0.11498842363605197;0.01818059736394803
1825.0;0.152867602;0.1250159511224277;0.027851650877572298
1826.0;0.135114752;0.11701004789341989;0.01810470410658012
1827.0;0.098472408;0.08535264077296742;0.013119767227032578
1828.0;0.068516989;0.05810015967616802;0.010416829323831978
1829.0;0.033260067;0.034183420459812236;0.0009233534598122387
1830.0;-0.036181996;0.01188686131677677;0.04806885731677677
1831.0;-0.104079275;-0.05827492508248916;0.04580434991751084
1832.0;-0.183681097;-0.11560945979777304;0.06807163720222695
1833.0;-0.15144996;-0.14585976802841888;0.0055901919715811155
1834.0;-0.087007267;-0.14727305660395823;0.06026578960395823
1835.0;0.048983971;0.10611212139948982;0.05712815039948982
1836.0;0.121478826;0.1630317054859718;0.04155287948597179
1837.0;0.158586891;0.15178834536102265;0.00679854563897736
1838.0;0.215979459;0.1890065603474298;0.026972898652570215
1839.0;0.322160879;0.25437760425208356;0.06778327474791646
1840.0;0.485233111;0.44038644594197723;0.04484666505802276
1841.0;0.51413539;0.5544830407461039;0.040347650746103914
1842.0;0.508683465;0.5231799202262599;0.014496455226259974
1843.0;0.4866955;0.48615461062752924;0.0005408893724707653
1844.0;0.427507766;0.381669564172632;0.04583820182736803
1845.0;0.352247507;0.2669812059569696;0.0852663010430304
1846.0;0.241672889;0.17450838556567694;0.06716450343432306
1847.0;-0.015139011;0.08437665219746315;0.09951566319746316
1848.0;-0.31515056;-0.07439693780652651;0.24075362219347352
1849.0;-0.29946638;-0.2687774552283093;0.030688924771690662
1850.0;-0.272864361;-0.30109899167190307;0.02823463067190307
1851.0;-0.279200431;-0.3331425653072292;0.05394213430722916
1852.0;-0.316487708;-0.36026601069718106;0.04377830269718108
1853.0;-0.318105329;-0.32784074825847515;0.009735419258475153
1854.0;-0.315102968;-0.2888558997865331;0.026247068213466895
1855.0;-0.272613182;-0.26862942744915747;0.003983754550842544
1856.0;-0.246021825;-0.253808734631454;0.007786909631453981
1857.0;-0.227788583;-0.2384345400840075;0.010645957084007507
1858.0;-0.170045468;-0.22771387123140302;0.057668403231403015
1859.0;-0.227717809;-0.2289073998435851;0.0011895908435851088
1860.0;-0.186784744;-0.22529292535020518;0.03850818135020517
1861.0;-0.148372335;-0.20644059293665934;0.058068257936659345
1862.0;-0.160643316;-0.18372979089617242;0.02308647489617241
1863.0;-0.163926401;-0.16901800319596055;0.005091602195960554
1864.0;-0.055212163;-0.1494613842124754;0.09424922121247539
1865.0;-0.048464056;-0.1167830430528767;0.0683189870528767
1866.0;-0.062873023;-0.08603195969699404;0.023158936696994037
1867.0;-0.049042547;-0.05384827891988128;0.004805731919881283
1868.0;-0.010421351;-0.023481313974400675;0.013059962974400674
1869.0;0.023540527;0.008537736790837774;0.015002790209162224
1870.0;0.059114329;0.027195102387357603;0.0319192266126424
1871.0;0.093110763;0.05172373344300754;0.04138702955699246
1872.0;0.11504773;0.06533145293318329;0.04971627706681671
1873.0;0.124921083;0.06982040654365781;0.05510067645634219
1874.0;0.127647316;0.07550409972725092;0.05214321627274909
1875.0;0.119994995;0.0752885719602086;0.04470642303979139
1876.0;0.091476634;0.06473921327073073;0.026737420729269268
1877.0;0.047361638;0.039626467772339025;0.007735170227660973
1878.0;0.00044702;0.009960689120930413;0.009513669120930414
1879.0;-0.037656404;-0.030095493719697525;0.007560910280302473
1880.0;-0.100276345;-0.07217962581539575;0.028096719184604255
1881.0;-0.174689151;-0.13327244469290245;0.04141670630709754
1882.0;-0.108235188;-0.18100090473368152;0.07276571673368153
1883.0;0.030335893;0.03331640629447;0.0029805132944699976
1884.0;0.107918818;0.0914211018712883;0.016497716128711704
1885.0;0.149826477;0.09836842993021705;0.051458047069782964
1886.0;0.174630075;0.10568111771992642;0.06894895728007358
1887.0;0.18031069;0.11165703515612302;0.06865365484387698
1888.0;0.167805232;0.11891591277600871;0.048889319223991284
1889.0;0.179195547;0.11699405855934154;0.06220148844065847
1890.0;0.196752;0.11256675185843454;0.08418524814156547
1891.0;0.206695371;0.10432064797646817;0.10237472302353182
1892.0;0.217187914;0.09913899257945315;0.11804892142054686
1893.0;0.212525273;0.09263255916839158;0.1198927138316084
1894.0;0.189202437;0.07617311927576569;0.11302931772423432
1895.0;0.226908953;0.06149257378806579;0.1654163792119342
1896.0;0.341440809;0.13082058583749007;0.21062022316250995
1897.0;0.267724749;0.13978961712970153;0.12793513187029845
1898.0;0.133867727;0.02193375121026489;0.1119339757897351
1899.0;0.071830394;-0.12377533943321656;0.19560573343321658
1900.0;-0.082526848;-0.24303313493932976;0.16050628693932978
1901.0;-0.342462324;-0.33755813818925;0.0049041858107499725
1902.0;-0.426244833;-0.3560732952385892;0.07017153776141077
1903.0;-0.364982508;-0.32058940419294363;0.044393103807056356
1904.0;-0.305599916;-0.2943266341794327;0.011273281820567305
1905.0;-0.275243044;-0.278876148856071;0.00363310485607099
1906.0;-0.253363948;-0.26237085241198543;0.009006904411985428
1907.0;-0.238694291;-0.23380751603399996;0.00488677496600004
1908.0;-0.215187832;-0.22935877742287097;0.014170945422870979
1909.0;-0.179775186;-0.22519088951976868;0.045415703519768674
1910.0;-0.187153319;-0.20721560706431386;0.020062288064313843
1911.0;-0.191138532;-0.18751434084092283;0.003624191159077167
1912.0;-0.08180456;-0.1705600962400557;0.0887555362400557
1913.0;-0.069825341;-0.15375739429942847;0.08393205329942847
1914.0;-0.073921133;-0.12512982013891488;0.05120868713891488
1915.0;-0.059841958;-0.08846160881289572;0.02861965081289572
1916.0;-0.035465587;-0.05059476029767751;0.01512917329767751
1917.0;-0.004490191;-0.02374165903702513;0.01925146803702513
1918.0;0.021670259;0.0027849501139345367;0.018885308886065464
1919.0;0.038595828;0.02193857430073408;0.01665725369926592
1920.0;0.052039139;0.04522691312478409;0.006812225875215905
1921.0;0.060821286;0.06250320186501532;0.0016819158650153154
1922.0;0.083775639;0.06669954032694417;0.01707609867305583
1923.0;0.092642121;0.06926644181747342;0.023375679182526574
1924.0;0.09032693;0.0669098490917894;0.023417080908210597
1925.0;0.079141222;0.058820770825031315;0.02032045117496868
1926.0;0.041430715;0.045872643202217095;0.004441928202217095
1927.0;-0.012225244;0.02090643676173244;0.03313168076173244
1928.0;-0.009213921;-0.01773777300879162;0.008523852008791619
1929.0;-0.001698495;-0.01660208720447695;0.014903592204476951
1930.0;-0.029340479;-0.021249581386200755;0.008090897613799244
1931.0;-0.049407755;-0.03400784781963956;0.01539990718036044
1932.0;-0.058765848;-0.046427213414342444;0.012338634585657558
1933.0;-0.059060334;-0.05331023144429686;0.005750102555703136
1934.0;-0.036634549;-0.05589609099959536;0.019261541999595358
1935.0;-0.009128209;-0.048376482410074556;0.03924827341007456
1936.0;-0.029227911;-0.034859914317414586;0.005632003317414588
