$T_{umg}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heiz}$ in kW
4.200006;1.677107566;14.693180911580148
4.499994;1.473095053;12.977942353632965
4.800012;1.567995071;13.968637522584887
4.800012;1.490332534;13.26671561853873
4.499994;1.5248202;13.46707120319989
4.300012;1.609091314;14.152420859653079
4.300012;1.670988128;14.652518237679942
4.499994;1.588331712;13.99579827671285
4.6;1.512862042;13.365055711407491
4.700006;1.540033171;13.645481794300691
4.800012;1.526373432;13.577548965811719
4.700006;1.512618439;13.425422039496333
4.8999877;1.424919382;12.7181648159866
4.8999877;1.330839513;11.88982706498072
4.6;1.450552616;12.831914037837558
4.700006;1.377746986;12.251210681543146
5.1;1.397798328;12.53684286333524
5.300012;1.399290341;12.682297383331791
5.6;1.4010713;12.7667423469553
5.8999877;1.364800642;12.516204848871675
6.1;1.265623347;11.669731150038777
6.3999877;1.333157393;12.434592448304864
6.499994;1.267875898;11.847329744293482
6.800012;0.98440387;9.299406009881842
7.1;0.84120672;8.016269752491471
6.8999877;0.447025153;4.227723921746863
5.499994;0.737065884;6.673271125638632
4.800012;0.747232629;6.617316055506283
4.300012;0.753045959;6.59657170095866
3.9999938;0.791011703;6.89782997588647
3.200006;0.953919655;8.121672874882604
2.700006;1.0764546;9.01239922442576
2.300012;1.055417033;8.770146618517025
2.300012;1.050159621;8.730719347594576
2.200006;1.101897528;9.110874851275979
2.700006;1.209096547;10.15397650211891
2.4999938;0.975503642;8.14726857436892
2.200006;0.950519989;7.8516215940433876
2.700006;1.12749276;9.472957747206966
3.1;1.304991802;11.085963190527366
3.6;1.227071374;10.578183024863504
3.4999938;1.065323764;9.160968641040698
3.6;1.090337212;9.35264161264086
3.200006;1.069226382;9.079838499201697
2.700006;1.486433288;12.489567705344173
2.1;1.663505372;13.755043719018245
1.4999939;1.578133876;12.84647095372612
0.6;1.787841778;14.286766629813094
0.4999939;1.706134365;13.537389810213863
-0.4;1.532900445;11.904586912803612
-6.1e-06;1.530598426;12.001750635269865
-0.2999939;1.249242929;9.720235825026116
-0.9;1.322291906;10.117795115107194
-1.1000122;1.500472394;11.447607384409865
-1.4;1.546156407;11.679685495709249
-1.6999878;1.532705789;11.5052626278652
-2.199988;0.790977426;5.859834229043418
-2.1000123;0.124837097;0.9302057827877265
-2.6000123;1.528764243;11.28414257133347
-2.299994;2.156598229;15.928111696148166
-2.4;2.461002017;18.18973420380749
-1.7999939;2.152757083;16.09540068257621
-1.7999939;1.944493536;14.557983362684212
-1.6999878;2.20900795;16.61053301193935
-0.5000061;2.247729258;17.38094760038191
0.2000061;2.170056316;17.052647104441412
0.6;2.231698285;17.7231639258148
-6.1e-06;2.36910373;18.560709954978694
-1.0000061;2.15962606;16.48019266736566
-1.9;2.350499416;17.57136717179164
-2.699988;2.634759432;19.323514436798078
-3.299994;2.498347708;18.055274993047885
-3.1000123;1.763101418;12.852972881786506
-3.6000123;2.438349658;17.52572838044636
-3.6000123;2.559916768;18.345683148266847
-4.000006;1.62695816;11.582862686295389
-4.299994;1.362814374;9.620294270704633
-4.6000123;1.361048243;9.573374666695925
-4.699988;1.485992612;10.394411585231346
-3.5000062;1.641458669;11.814319271170662
-2.9;1.60921866;11.75664574557961
-3.299994;1.544266666;11.185610103883404
-3.1000123;1.598522269;11.590312071858886
-3.0000062;1.852011022;13.48068597528318
-3.1000123;1.934087005;14.04291809377678
-2.6000123;1.907919806;14.011931415348526
-2.0000062;1.794931391;13.418230084805622
-0.2999939;2.156040279;16.76155163421922
0.3999878;2.418548457;19.1002423209133
1.6;2.118621502;17.295605238941096
1.8999878;1.59473511;13.149822123940252
1.9999939;1.27334653;10.514028305211022
2.800012;1.063216165;8.91978060068092
3.3999877;1.131367916;9.670308318542675
3.200006;1.755052411;14.959978222983732
2.9999938;1.775825902;15.015570610687623
2.9999938;1.60986064;13.633951388562926
3.300012;1.291299584;11.033765081068587
2.800012;1.096759352;9.213996390568438
2.9999938;0.393871712;3.332347492878764
3.3999877;0.379333561;3.1807556531986187
3.8999877;0.386669739;3.3336836471733142
4.3999877;0.458716555;4.0299778369721375
4.6;0.353505451;3.102169536360703
4.700006;0.375408374;3.362935826078633
4.800012;0.263371144;2.3144284724407873
4.999994;0.349663729;3.11968991026606
4.8999877;0.663632228;5.923308811545722
4.999994;0.718807356;6.460096465781322
5.200006;0.161901819;1.4281667569764114
5.300012;0.650175321;5.890769675043099
5.700006;0.789339853;7.206671661220391
5.8999877;0.723328786;6.622901426979041
5.999994;0.430673098;3.9758672694852657
5.8999877;0.710544183;6.52910819391147
5.999994;1.222185507;11.244681662456824
5.6;0.845538708;7.6985020416998005
5.700006;1.064468413;9.710612728062763
5.3999877;1.485161249;13.443833346905025
5.6;1.506436693;13.72663361349042
5.3999877;1.62247982;14.716095336322907
4.800012;1.638345251;14.550470690023463
4.3999877;1.446902117;12.770111267493125
4.300012;1.131218788;9.88368324400955
3.9999938;1.236416908;10.752072298099288
2.4999938;1.277013032;10.675674744129692
2.300012;1.303122267;10.8298338373547
1.7000061;1.396371546;11.404617009603587
0.7000061;1.387804205;11.054131554992855
0.2000061;1.471823474;11.570581981306823
0.6;1.43660855;11.406333704861115
0.9999939;1.750561759;14.07310304194042
1.3000122;1.692899484;13.7056323097193
1.6;1.534335673;12.498569308094787
2.1;1.557505916;12.886935997508665
1.8000122;1.768433883;14.503141990417532
1.8999878;2.17761882;17.91444924237678
1.9999939;2.19482247;18.099659576838473
1.7000061;2.094441557;17.108080099781557
1.3999878;2.06170252;16.71475337919606
1.2000061;2.109653613;17.041701872102465
1.6;2.231867841;18.21297340530867
1.6;2.428401898;19.80307296812072
1.8999878;2.447689324;20.120290547666176
1.7000061;2.477214741;20.279859297915767
1.9999939;2.317672127;19.087613572223283
1.7000061;2.453464464;20.0710599476234
2.1;2.425925929;20.04024914695132
2.300012;2.418360988;20.083444375935454
2.1;2.480849764;20.520078537039744
1.8999878;2.434812822;20.02861832697976
2.6;2.340567242;19.61382719272001
3.200006;2.296742212;19.570265576143086
2.9999938;2.355111185;19.932932076832653
2.800012;2.415476059;20.3471490594259
1.8000122;2.573300733;21.088804664868128
3.200006;2.359494574;20.084631327049767
3.6;2.277848999;19.593782138912648
3.800012;2.343904197;20.278012919299854
3.8999877;2.269727953;19.70068614050874
3.8999877;2.207933355;19.13638058633533
3.700006;2.299069249;19.87528174551371
3.800012;2.236913725;19.330425652370007
3.9999938;1.934506749;16.803235227744246
3.9999938;2.136524436;18.607954217470002
3.8999877;2.211418738;19.198812253879257
3.3999877;2.188721642;18.739202396341042
3.3999877;2.273470394;19.464397910185284
3.200006;2.168611601;18.453582064543063
3.200006;2.170556483;18.452431912570283
2.8999877;2.316775221;19.556716091163874
3.3999877;2.222901367;19.00561876576976
4.200006;2.148288875;18.811032394668356
4.6;2.139361554;18.921947852369957
5.200006;2.109597862;18.96684305606415
5.300012;2.046455367;18.46180628316694
5.300012;2.061570334;18.612897629085513
5.1;2.070378111;18.56577150894392
5.1;2.046650457;18.34769859208867
4.800012;2.099594586;18.683517744229835
4.999994;2.11928965;18.96648333142217
5.1;2.098131384;18.81593113649258
5.300012;2.078589562;18.748808233887633
5.3999877;2.117724055;19.171260998747155
6.1;1.927507667;17.776319313170056
6.700006;1.610757131;15.11925872451247
7.200006;1.339324611;12.772508515574952
6.999994;1.615593565;15.326732056965763
6.999994;1.82088606;17.28532015131196
6.8999877;1.86043632;17.63057712433899
6.800012;1.888329124;17.82831219246404
6.700006;1.356207255;12.750446229400731
6.300012;1.120986328;10.416147675841946
5.999994;1.528439299;14.057322412707244
5.999994;1.637013484;15.077002737280152
5.3999877;1.111703135;10.055779227221597
5.3999877;1.048931498;9.49988737120676
5.6;0.957207051;8.697100381128953
5.700006;1.029977876;9.413816330284824
5.6;1.065037248;9.725899378260053
5.300012;1.060076711;9.564485797030862
4.800012;1.115667751;9.93336023444198
4.3999877;0.956377988;8.42643387983422
4.1;1.176512415;10.254506590562283
3.9999938;1.285077328;11.182867849636208
4.3999877;1.315300689;11.570090848015635
5.200006;1.575666938;14.180694521970977
5.3999877;1.835048418;16.59278280432289
5.6;1.83274313;16.68431320348518
5.700006;2.150538428;19.64381496582491
6.200006;1.803321587;16.736426872155903
5.999994;1.385896638;12.783698816521705
5.700006;1.468915453;13.45387864915023
5.300012;1.321148273;11.907354048742238
5.200006;1.398232754;12.599534412734414
4.8999877;1.536148704;13.708646840114769
4.800012;1.807875768;16.127219058664352
4.8999877;2.260638738;20.152460034292897
4.499994;1.954670688;17.225600563156384
4.1;2.056847825;17.92956914709112
3.6;1.84506224;15.830633085513803
3.1;1.944018201;16.487297899566386
2.9999938;2.016631017;17.052598346768924
2.8999877;2.048595149;17.294580875729523
2.9999938;2.041903976;17.288514119515543
2.9999938;2.040712745;17.309120416784317
2.700006;2.105321721;17.69411847676372
2.300012;2.357365261;19.569606926886753
3.1;2.324880287;19.712011706573033
3.4999938;2.11242664;18.13329838343013
3.800012;1.904835392;16.451479335859588
4.300012;1.692030886;14.878636175317087
4.800012;1.824499177;16.254898802414427
4.999994;1.93959203;17.344420486957905
5.1;2.112939728;18.92467930941818
4.800012;2.126812388;18.947859447483307
4.6;1.919827179;16.98058720309495
4.700006;1.987537558;17.65641332623947
4.700006;2.048956617;18.144623446824113
4.499994;1.838767675;16.208012499540924
4.3999877;1.208544193;10.630876873994364
4.6;1.744557783;15.433376611875294
4.800012;1.608410031;14.299912690570414
4.700006;1.590153526;14.11887799864695
4.700006;1.67199732;14.811113591412349
4.499994;1.668042177;14.711161410299574
4.200006;1.675526261;14.658582912634238
3.300012;1.828767258;15.614611776681176
3.1;1.875074649;15.926959297561778
2.8999877;1.945934564;16.40255315816324
2.200006;1.990401385;16.45858471658529
1.9999939;2.140760529;17.66710753643797
1.9999939;2.040345619;16.820702280239594
2.1;1.840820368;15.19486926926887
2.300012;1.982611007;16.499321039510452
2.200006;2.493327559;20.65801849268586
2.700006;2.041584649;17.163594943681275
2.800012;2.057583308;17.322114369628203
3.300012;2.695860055;23.04418095849764
3.6;1.86352273;16.067033816848863
3.700006;1.609437291;13.879190717030419
3.800012;1.711455785;14.824474419019086
3.9999938;1.828124805;15.915051518991703
4.300012;1.463652083;12.866106631150647
4.6;1.398068258;12.348076530788397
4.999994;1.506285473;13.490670029199968
4.999994;1.37114784;12.289021989736991
4.8999877;1.168058915;10.385837210271538
4.700006;1.244307823;11.014721829746685
4.6;1.40104699;12.352940356444797
4.499994;1.316222664;11.605176863311108
4.499994;1.29110682;11.40336584511592
4.3999877;1.303566156;11.496665141041921
4.200006;1.280598939;11.203147395608395
4.3999877;1.199558188;10.584300310911427
3.8999877;1.567308404;13.568033970835703
3.9999938;1.486427208;12.895782351212898
4.499994;0.934381357;8.241184046022068
4.499994;1.161576521;10.254093308978785
2.9999938;1.479597507;12.521937505038117
2.3999877;1.543834412;12.816406157999202
2.800012;1.447140355;12.180264599209744
2.9999938;1.588315211;13.416635609989902
3.1;1.645019911;13.9737724509766
2.9999938;1.286233585;10.893385464921936
2.700006;1.407145639;11.794814404273453
2.200006;0.869837794;7.195800661653266
2.700006;0.449399392;3.751723029562221
3.3999877;1.135369665;9.712978418054538
3.3999877;1.243591513;10.659281846410025
3.4999938;0.997609976;8.53923097907329
3.800012;0.769681174;6.668250530310357
3.700006;1.001540818;8.629410247632551
3.800012;1.119668461;9.669896543354753
3.8999877;1.084797312;9.407946992800909
3.800012;1.018138217;8.786756153551613
3.800012;1.027154863;8.874387013893056
3.700006;0.940762828;8.091742942148224
3.200006;0.917115783;7.843502502658327
2.6;1.16261468;9.735271771039434
1.8999878;1.257995243;10.325666489840147
1.3000122;1.422864958;11.517724098214686
1.6;1.172540168;9.559757439006184
2.200006;1.270769288;10.523132608009336
3.4999938;1.122736228;9.644743334000868
3.9999938;1.393402042;12.135810554200946
3.9999938;1.365089483;11.863770477047789
3.800012;1.510568682;13.055741635187108
3.8999877;1.643040962;14.247077966056969
3.700006;1.864896861;16.041910576705288
3.200006;1.9520818;16.580960178756026
3.1;1.977160446;16.80641048534889
2.800012;1.962955282;16.557083354270027
3.200006;1.958776895;16.663255279208872
3.4999938;1.919713135;16.481615139261116
3.800012;1.622933029;14.04549700309087
4.300012;1.636006928;14.412158616169105
4.700006;1.706984163;15.16522949822869
4.999994;1.683846209;15.063051648170385
5.1;1.629881489;14.605456191187992
5.700006;1.465241635;13.345145073594848
5.8999877;1.504247859;13.818000272717345
6.3999877;1.481053242;13.788195985094315
6.499994;1.553256582;14.491023925808047
6.6;1.563787467;14.64874654231515
7.300012;1.398701549;13.372973039927711
7.999994;1.422562898;13.95485183270145
7.200006;1.357450088;12.977558795138988
6.200006;1.398956657;12.960886547173667
6.200006;1.10143565;10.234173882777801
5.800012;1.100282473;10.076213366152952
5.200006;1.48738586;13.367112315973435
4.1;1.560353404;13.641177481545395
3.6;1.500453798;12.919215200873692
3.700006;1.468543643;12.647974576913471
3.3999877;1.658219571;14.183933226438327
3.6;1.89484556;16.283885634932304
3.800012;1.723191563;14.878908005380712
3.8999877;1.632775486;14.182054550950633
3.8999877;1.387825749;12.076899832809403
3.8999877;1.412099332;12.221301648523617
3.8999877;1.472304677;12.782784384733812
3.700006;1.540319158;13.274894148617564
2.8999877;1.616196076;13.632080492324707
2.800012;1.645853508;13.842969121515223
2.6;1.669660806;13.962781184606403
-6.1e-06;1.959294311;15.339793432558896
0.1;1.895508398;14.860033997671778
0.2000061;2.166152193;17.048893136515595
0.3999878;2.135693088;16.887684237811015
0.3000122;2.022674888;15.949902039062673
1.3999878;1.955243773;15.844138726759168
1.8000122;2.134598972;17.487152573388634
2.200006;1.877516709;15.569193824516516
2.300012;1.955917995;16.25659434375249
2.1;1.96661448;16.22966589510403
1.2000061;1.734811723;14.003439646108584
0.7000061;2.073129584;16.534127742467437
-0.4;2.587540206;20.023250894377572
-1.0000061;2.502048448;19.1210222038476
-0.5000061;2.313955918;17.878480524821082
-0.69998777;2.4324426;18.726881973371864
-0.4;2.282191678;17.67454481686915
-0.9;2.137285498;16.327984357986708
-1.1999878;2.266370741;17.193522151242338
-1.1000122;2.342039998;17.845477698933227
-1.9;2.412784104;18.03773245003443
-2.9;2.606872921;19.01087066749791
-3.299994;2.663197968;19.273292849175547
-3.4;2.801995609;20.184394598754622
-2.799994;2.668228164;19.521009404027055
-2.4;2.667875022;19.679672676004753
-2.5000062;2.663082689;19.609180277843954
-2.199988;2.810278116;20.85494897342633
-1.6999878;2.36773889;17.76355073269432
-0.6000122;2.643889649;20.384766889115404
0.4999939;2.413892485;19.15709585618429
1.1;2.542701885;20.457539162609535
1.1;2.635109478;21.2296838422413
1.3000122;2.177480055;17.59699486290685
1.2000061;2.68723938;21.698976083558303
2.1;2.628402095;21.746090372413157
2.6;2.313854099;19.324455109997455
2.9999938;2.416598189;20.43697009489059
3.3999877;2.383992613;20.40900144254361
3.1;2.38938983;20.27337609227914
2.6;2.408666891;20.175177917467426
1.8999878;2.04397045;16.787635296265684
1.3999878;1.512611227;12.273080395749458
0.9999939;1.512916408;12.144827455292157
0.9999939;1.449293779;11.660439641233197
1.3000122;1.358210026;10.995362416866024
1.2000061;1.27722152;10.315050553241504
1.4999939;1.490547131;12.115522460677552
1.7000061;1.397680827;11.41802387551855
1.9999939;1.641603904;13.519458836243608
1.9999939;1.819528633;15.002239042847567
1.9999939;1.928086939;15.880536310383595
2.200006;1.876748518;15.553517497137928
2.800012;1.424768093;12.035225015972909
3.200006;1.524478443;12.989990494068635
3.200006;1.678850041;14.279674529356642
3.300012;1.575173095;13.464504278443279
3.1;1.446221588;12.26512549253957
2.3999877;1.958867826;16.273579509296443
1.3000122;1.791346123;14.474934273781653
0.4999939;2.261247256;17.889406161579483
0.7000061;2.319338053;18.473906730319175
0.4999939;2.156592738;17.097505367583793
0.3000122;2.436688141;19.253909746245505
0.3000122;2.344777883;18.501939547475285
0.80001223;1.410620604;11.264392989423822
0.6;1.701642781;13.541193111623668
0.8999878;1.80058584;14.376577293819842
0.6;1.749658189;13.910942291162172
0.6;1.773552091;14.11155530387774
0.3999878;1.735224102;13.692278275084403
0.4999939;1.721750459;13.67264908086414
0.7000061;1.73992073;13.870796928149888
0.6;1.671342967;13.275477241721983
0.6;1.837664063;14.618353637322127
0.3000122;2.00187255;15.836007857156089
0.7000061;2.216598469;17.66592532510117
1.6;2.214180052;18.061487411726006
2.200006;2.063080217;17.082179782009195
2.300012;2.249349468;18.666929112610703
1.9999939;2.029117324;16.738132716330885
1.3000122;1.951060472;15.770340323481822
0.3999878;2.369597202;18.739793324744387
-0.2999939;2.394303392;18.595315851064697
-0.4;2.438364029;18.909918596514927
-0.6000122;2.408519651;18.583710242105738
-0.69998777;2.374751813;18.292341798885158
-1.0000061;2.561097884;19.550962672022905
-1.4;2.522144319;19.072126501294132
-1.6000122;2.09384359;15.742129725684354
-1.0000061;2.123347044;16.208822134798478
-0.2999939;1.940748098;15.088076009860897
-0.100012206;1.925389633;15.050939772332907
1.3999878;1.81753239;14.726636693516447
1.8000122;1.751791179;14.377957118402113
2.6;1.584470856;13.293878757176099
3.200006;1.52082465;12.949744698064475
3.300012;1.500406611;12.840055916251162
3.4999938;1.766128825;15.136939216017929
3.700006;1.585971139;13.656840905933771
4.200006;1.730927366;15.105207595021914
4.6;1.561492813;13.842956886229784
4.700006;1.533638478;13.61815731312708
4.8999877;1.742787627;15.54742830658179
5.300012;1.229745413;11.103435372526395
4.800012;1.685407686;14.971399219054033
4.200006;1.989419099;17.450778039592336
3.300012;1.942457293;16.576990423639504
3.6;2.116127222;18.2072768958921
3.3999877;1.865698337;15.977445332477973
3.4999938;1.865885212;16.017890184634734
2.6;2.223751331;18.623935680485584
1.8999878;2.33230049;19.153735510891092
0.80001223;1.626440477;13.002286367142721
-0.1999878;2.180695612;17.0248304899295
-0.5000061;2.228964751;17.2614814009231
-0.69998777;2.301148065;17.73713973253279
-0.9;2.197921463;16.818115686471376
-0.9;2.153769576;16.470499903594828
-0.69998777;2.258123311;17.371723261598007
-0.5000061;2.169583969;16.776549498245775
-0.69998777;2.276710397;17.53913383036942
-0.100012206;2.285686226;17.815587707405705
0.3000122;2.168745995;17.137468006389213
0.4999939;2.205204549;17.479363842028423
0.4999939;2.210634145;17.517031378601054
0.6;1.981280365;15.726913912494798
0.8999878;2.142217312;17.123811866562683
0.9999939;2.319392571;18.63999341167924
1.2000061;2.014468301;16.25999335934377
1.2000061;2.500160962;20.15269378200518
1.3000122;2.662783834;21.52063642455873
1.4999939;2.627170092;21.362068306014198
1.4999939;2.614959265;21.302844430505786
1.6;2.58978944;21.11440617297273
1.3000122;2.74421941;22.17543014093764
1.2000061;3.258508856;26.294111138718282
1.4999939;3.282639366;26.694762528605047
2.8999877;3.136124757;26.41714426714117
3.6;3.040292593;26.154618102669644
3.4999938;3.047690491;26.14289130939583
3.3999877;3.057819702;26.176654127296267
3.3999877;3.056595767;26.189237121898906
3.300012;3.069270567;26.211697300590956
3.300012;3.071939827;26.206564226188902
2.6;3.167673467;26.500782481825166
2.9999938;3.075632752;26.082122196064997
3.4999938;2.279380804;19.557019368680287
3.300012;2.007149123;17.12668058583826
3.300012;1.976389927;16.863460498257798
3.1;1.907202924;16.189343695215356
2.800012;2.030441513;17.08939679176152
2.3999877;2.294690268;19.099750759862395
2.6;2.077295009;17.382242821175193
2.6;2.197675236;18.400467934595678
2.700006;2.040791243;17.122479504577328
2.800012;1.820404666;15.309934084346457
2.8999877;2.048098863;17.28951260455384
2.9999938;2.006637647;16.97810245565158
2.800012;1.854337969;15.639921859771654
2.6;1.98992376;16.60860160383214
2.3999877;1.5399541;12.84726813703845
2.200006;1.595860462;13.245656703849953
2.1;1.732271693;14.271484195351837
2.1;1.697674192;14.020235248118393
1.9999939;1.771637947;14.592264182680085
1.7000061;1.836981452;14.991453766105643
1.2000061;1.907874812;15.382667666248183
1.2000061;1.72398601;13.891868483090684
1.2000061;1.822248683;14.742191408868472
1.4999939;1.771190598;14.425161567862949
0.80001223;2.314674969;18.516265101899883
0.7000061;2.318609281;18.489563441280865
1.1;2.287408197;18.391348964575656
1.2000061;2.541182895;20.499085594674405
1.3999878;2.52120599;20.463554491224556
1.7000061;2.595300172;21.195358443822162
1.8999878;2.592193065;21.319902968603447
1.9999939;2.264376375;18.655439492036837
1.8000122;1.948562165;15.966127583849007
2.1;1.966064043;16.25888819936407
2.300012;1.96862138;16.36098026622972
2.300012;2.024834994;16.81180667668362
2.300012;2.117399871;17.611090596067285
2.300012;2.209494507;18.331254733448
2.3999877;1.606259678;13.389979712138885
2.1;1.686743282;13.948634025159366
1.1;1.844527443;14.84249207121372
0.9999939;1.947467889;15.643688660444843
1.6;1.879993981;15.306230728472293
1.8000122;1.791282391;14.702780540384138
1.9999939;1.741267065;14.34571495727114
1.8999878;1.678346235;13.784137539589619
1.4999939;1.798850729;14.652409184516738
1.4999939;1.799427952;14.622037126189145
1.8000122;1.894888468;15.505456774072728
1.8000122;1.809835521;14.805259416529521
1.8999878;1.873810187;15.413261199026914
1.8999878;2.233962187;18.335678412950074
1.6;2.431290574;19.86214388363969
1.7000061;2.130289813;17.376125411842324
1.4999939;2.061493431;16.801632127365803
1.2000061;1.79211652;14.468173349344053
1.2000061;1.945400347;15.699153737762593
1.2000061;1.816324172;14.648431618263821
