$T_{umg}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heiz}$ in kW
4.700006;1.686471727;14.96087
5.1;1.63897555;14.706166
5.3999877;1.672141307;15.13384
5.499994;1.520995369;13.805786
5.200006;1.415072995;12.733626
4.999994;1.361889184;12.185015
4.6;1.477390824;13.069066
4.3999877;1.609126695;14.154434
4.300012;1.719041349;15.078935
4.200006;1.677107566;14.670009
4.499994;1.473095053;12.994356
4.800012;1.567995071;13.94937
4.800012;1.490332534;13.25846
4.499994;1.5248202;13.45063
4.300012;1.609091314;14.114485
4.300012;1.670988128;14.657426
4.499994;1.588331712;14.010873
4.6;1.512862042;13.382846
4.700006;1.540033171;13.661798
4.800012;1.526373432;13.579091
4.700006;1.512618439;13.418599
4.8999877;1.424919382;12.712631
4.8999877;1.330839513;11.8732834
4.6;1.450552616;12.831654
4.700006;1.377746986;12.22214
5.1;1.397798328;12.542136
5.300012;1.399290341;12.627894
5.6;1.4010713;12.754229
5.8999877;1.364800642;12.533348
6.1;1.265623347;11.691149
6.3999877;1.333157393;12.424943
6.499994;1.267875898;11.851799
6.800012;0.98440387;9.285126
7.1;0.84120672;8.006805
6.8999877;0.447025153;4.2291805
5.499994;0.737065884;6.690207
4.800012;0.747232629;6.647613
4.300012;0.753045959;6.605502
3.9999938;0.791011703;6.880702
3.200006;0.953919655;8.117391
2.700006;1.0764546;9.037314
2.300012;1.055417033;8.766683
2.300012;1.050159621;8.723013
2.200006;1.101897528;9.128552
2.700006;1.209096547;10.150902
2.4999938;0.975503642;8.1461044
2.200006;0.950519989;7.874481
2.700006;1.12749276;9.465802
3.1;1.304991802;11.0747475
3.6;1.227071374;10.556522
3.4999938;1.065323764;9.1398926
3.6;1.090337212;9.380195
3.200006;1.069226382;9.098595
2.700006;1.486433288;12.479267
2.1;1.663505372;13.744768
1.4999939;1.578133876;12.83617
0.6;1.787841778;14.209712
0.4999939;1.706134365;13.525972
-0.4;1.532900445;11.8818756
-6.10E-06;1.530598426;11.9826706
-0.2999939;1.249242929;9.707208
-0.9;1.322291906;10.1241005
-1.1000122;1.500472394;11.432428
-1.4;1.546156407;11.695142
-1.6999878;1.532705789;11.509999
-2.199988;0.790977426;5.8695415
-2.1000123;0.124837097;0.9285683
-2.6000123;1.528764243;11.2378494
-2.299994;2.156598229;15.965457
-2.4;2.461002017;18.176009
-1.7999939;2.152757083;16.127655
-1.7999939;1.944493536;14.567422
-1.6999878;2.20900795;16.588754
-0.5000061;2.247729258;17.379662
0.2000061;2.170056316;17.074202
0.6;2.231698285;17.73747
-6.10E-06;2.36910373;18.547118
-1.0000061;2.15962606;16.4948
-1.9;2.350499416;17.567038
-2.699988;2.634759432;19.322603
-3.299994;2.498347708;18.068307
-3.1000123;1.763101418;12.810094
-3.6000123;2.438349658;17.51305
-3.6000123;2.559916768;18.386186
-4.000006;1.62695816;11.5791336
-4.299994;1.362814374;9.63353
-4.6000123;1.361048243;9.556326
-4.699988;1.485992612;10.410262
-3.5000062;1.641458669;11.816614
-2.9;1.60921866;11.746546
-3.299994;1.544266666;11.168295
-3.1000123;1.598522269;11.614318
-3.0000062;1.852011022;13.487376
-3.1000123;1.934087005;14.052417
-2.6000123;1.907919806;14.024998
-2.0000062;1.794931391;13.382921
-0.2999939;2.156040279;16.753452
0.3999878;2.418548457;19.12546
1.6;2.118621502;17.277248
1.8999878;1.59473511;13.107379
1.9999939;1.27334653;10.493379
2.800012;1.063216165;8.950168
3.3999877;1.131367916;9.679993
3.200006;1.755052411;14.93464
2.9999938;1.775825902;15.029724
2.9999938;1.60986064;13.625075
3.300012;1.291299584;11.0182724
2.800012;1.096759352;9.232535
2.9999938;0.393871712;3.333538
3.3999877;0.379333561;3.245581
3.8999877;0.386669739;3.3541714
4.3999877;0.458716555;4.0350292
4.6;0.353505451;3.1271252
4.700006;0.375408374;3.3302876
4.800012;0.263371144;2.3430313
4.999994;0.349663729;3.1284908
4.8999877;0.663632228;5.920694
4.999994;0.718807356;6.431271
5.200006;0.161901819;1.456884
5.300012;0.650175321;5.8675064
5.700006;0.789339853;7.206467
5.8999877;0.723328786;6.6425316
5.999994;0.430673098;3.9666252
5.8999877;0.710544183;6.525127
5.999994;1.222185507;11.256686
5.6;0.845538708;7.697106
5.700006;1.064468413;9.718319
5.3999877;1.485161249;13.441563
5.6;1.506436693;13.713391
5.3999877;1.62247982;14.684375
4.800012;1.638345251;14.575227
4.3999877;1.446902117;12.7274506
4.300012;1.131218788;9.922725
3.9999938;1.236416908;10.755108
2.4999938;1.277013032;10.6639084
2.300012;1.303122267;10.824214
1.7000061;1.396371546;11.417071
0.7000061;1.387804205;11.058294
0.2000061;1.471823474;11.580442
0.6;1.43660855;11.418121
0.9999939;1.750561759;14.056111
1.3000122;1.692899484;13.698492
1.6;1.534335673;12.5124275
2.1;1.557505916;12.868944
1.8000122;1.768433883;14.496996
1.8999878;2.17761882;17.898192
1.9999939;2.19482247;18.087067
1.7000061;2.094441557;17.12466
1.3999878;2.06170252;16.725957
1.2000061;2.109653613;17.026756
1.6;2.231867841;18.200766
1.6;2.428401898;19.803491
1.8999878;2.447689324;20.117944
1.7000061;2.477214741;20.254306
1.9999939;2.317672127;19.099445
1.7000061;2.453464464;20.060118
2.1;2.425925929;20.044293
2.300012;2.418360988;20.087798
2.1;2.480849764;20.498103
1.8999878;2.434812822;20.01211
2.6;2.340567242;19.597557
3.200006;2.296742212;19.544156
2.9999938;2.355111185;19.932512
2.800012;2.415476059;20.33351
1.8000122;2.573300733;21.09501
3.200006;2.359494574;20.078148
3.6;2.277848999;19.596385
3.800012;2.343904197;20.276073
3.8999877;2.269727953;19.688783
3.8999877;2.207933355;19.152745
3.700006;2.299069249;19.833434
3.800012;2.236913725;19.350546
3.9999938;1.934506749;16.827519
3.9999938;2.136524436;18.584792
3.8999877;2.211418738;19.182979
3.3999877;2.188721642;18.72672
3.3999877;2.273470394;19.451831
3.200006;2.168611601;18.453827
3.200006;2.170556483;18.470377
2.8999877;2.316775221;19.5552
3.3999877;2.222901367;19.019162
4.200006;2.148288875;18.79153
4.6;2.139361554;18.924889
5.200006;2.109597862;18.983353
5.300012;2.046455367;18.468234
5.300012;2.061570334;18.604639
5.1;2.070378111;18.577046
5.1;2.046650457;18.364143
4.800012;2.099594586;18.678644
4.999994;2.11928965;18.961584
5.1;2.098131384;18.82607
5.300012;2.078589562;18.758229
5.3999877;2.117724055;19.16662
6.1;1.927507667;17.805281
6.700006;1.610757131;15.147408
7.200006;1.339324611;12.7868774
6.999994;1.615593565;15.331001
6.999994;1.82088606;17.279102
6.8999877;1.86043632;17.60107
6.800012;1.888329124;17.811159
6.700006;1.356207255;12.753645
6.300012;1.120986328;10.416528
5.999994;1.528439299;14.077373
5.999994;1.637013484;15.077373
5.3999877;1.111703135;10.0615524
5.3999877;1.048931498;9.493433
5.6;0.957207051;8.713645
5.700006;1.029977876;9.4034294
5.6;1.065037248;9.6952446
5.300012;1.060076711;9.566661
4.800012;1.115667751;9.925326
4.3999877;0.956377988;8.412631
4.1;1.176512415;10.262531
3.9999938;1.285077328;11.178386
4.3999877;1.315300689;11.569839
5.200006;1.575666938;14.178741
5.3999877;1.835048418;16.608243
5.6;1.83274313;16.683823
5.700006;2.150538428;19.633855
6.200006;1.803321587;16.707404
5.999994;1.385896638;12.7645134
5.700006;1.468915453;13.410815
5.300012;1.321148273;11.922701
5.200006;1.398232754;12.582088
4.8999877;1.536148704;13.70498
4.800012;1.807875768;16.083423
4.8999877;2.260638738;20.168626
4.499994;1.954670688;17.242395
4.1;2.056847825;17.941557
3.6;1.84506224;15.873111
3.1;1.944018201;16.497813
2.9999938;2.016631017;17.067781
2.8999877;2.048595149;17.291573
2.9999938;2.041903976;17.281679
2.9999938;2.040712745;17.271597
2.700006;2.105321721;17.67511
2.300012;2.357365261;19.581145
3.1;2.324880287;19.72998
3.4999938;2.11242664;18.12346
3.800012;1.904835392;16.477884
4.300012;1.692030886;14.842007
4.800012;1.824499177;16.23131
4.999994;1.93959203;17.353804
5.1;2.112939728;18.958942
4.800012;2.126812388;18.920782
4.6;1.919827179;16.982878
4.700006;1.987537558;17.631657
4.700006;2.048956617;18.176512
4.499994;1.838767675;16.22
4.3999877;1.208544193;10.630772
4.6;1.744557783;15.432437
4.800012;1.608410031;14.308914
4.700006;1.590153526;14.106421
4.700006;1.67199732;14.832466
4.499994;1.668042177;14.714009
4.200006;1.675526261;14.656177
3.300012;1.828767258;15.604323
3.1;1.875074649;15.912727
2.8999877;1.945934564;16.425046
2.200006;1.990401385;16.489267
1.9999939;2.140760529;17.641554
1.9999939;2.040345619;16.814056
2.1;1.840820368;15.209839
2.300012;1.982611007;16.468298
2.200006;2.493327559;20.655705
2.700006;2.041584649;17.140009
2.800012;2.057583308;17.320764
3.300012;2.695860055;23.002966
3.6;1.86352273;16.031927
3.700006;1.609437291;13.88417
3.800012;1.711455785;14.805043
3.9999938;1.828124805;15.902144
4.300012;1.463652083;12.838734
4.6;1.398068258;12.367375
4.999994;1.506285473;13.476949
4.999994;1.37114784;12.2678535
4.8999877;1.168058915;10.421012
4.700006;1.244307823;11.038387
4.6;1.40104699;12.393725
4.499994;1.316222664;11.610565
4.499994;1.29110682;11.389015
4.3999877;1.303566156;11.466618
4.200006;1.280598939;11.2016655
4.3999877;1.199558188;10.551728
3.8999877;1.567308404;13.595636
3.9999938;1.486427208;12.92985
4.499994;0.934381357;8.242295
4.499994;1.161576521;10.246412
2.9999938;1.479597507;12.5225914
2.3999877;1.543834412;12.857755
2.800012;1.447140355;12.182047
2.9999938;1.588315211;13.442725
3.1;1.645019911;13.960379
2.9999938;1.286233585;10.8860535
2.700006;1.407145639;11.813612
2.200006;0.869837794;7.206078
2.700006;0.449399392;3.7729073
3.3999877;1.135369665;9.714232
3.3999877;1.243591513;10.640179
3.4999938;0.997609976;8.5589455
3.800012;0.769681174;6.6581696
3.700006;1.001540818;8.6400154
3.800012;1.119668461;9.685754
3.8999877;1.084797312;9.4100876
3.800012;1.018138217;8.807461
3.800012;1.027154863;8.88546
3.700006;0.940762828;8.1157005
3.200006;0.917115783;7.804208
2.6;1.16261468;9.7345665
1.8999878;1.257995243;10.339661
1.3000122;1.422864958;11.5134445
1.6;1.172540168;9.562004
2.200006;1.270769288;10.527552
3.4999938;1.122736228;9.63246
3.9999938;1.393402042;12.1206604
3.9999938;1.365089483;11.8743805
3.800012;1.510568682;13.067258
3.8999877;1.643040962;14.252579
3.700006;1.864896861;16.087949
3.200006;1.9520818;16.611264
3.1;1.977160446;16.779073
2.800012;1.962955282;16.524184
3.200006;1.958776895;16.668236
3.4999938;1.919713135;16.470084
3.800012;1.622933029;14.039272
4.300012;1.636006928;14.350581
4.700006;1.706984163;15.142838
4.999994;1.683846209;15.06561
5.1;1.629881489;14.624567
5.700006;1.465241635;13.377274
5.8999877;1.504247859;13.813931
6.3999877;1.481053242;13.803323
6.499994;1.553256582;14.519469
6.6;1.563787467;14.661678
7.300012;1.398701549;13.394604
7.999994;1.422562898;13.921109
7.200006;1.357450088;12.959926
6.200006;1.398956657;12.961046
6.200006;1.10143565;10.204575
5.800012;1.100282473;10.074666
5.200006;1.48738586;13.384338
4.1;1.560353404;13.610715
3.6;1.500453798;12.908437
3.700006;1.468543643;12.6687195
3.3999877;1.658219571;14.18774
3.6;1.89484556;16.301398
3.800012;1.723191563;14.906564
3.8999877;1.632775486;14.163531
3.8999877;1.387825749;12.0387115
3.8999877;1.412099332;12.249273
3.8999877;1.472304677;12.771525
3.700006;1.540319158;13.287907
2.8999877;1.616196076;13.641823
2.800012;1.645853508;13.854817
2.6;1.669660806;13.980061
-6.10E-06;1.959294311;15.338823
0.1;1.895508398;14.876653
0.2000061;2.166152193;17.043484
0.3999878;2.135693088;16.888689
0.3000122;2.022674888;15.954681
1.3999878;1.955243773;15.86229
1.8000122;2.134598972;17.498688
2.200006;1.877516709;15.554086
2.300012;1.955917995;16.246576
2.1;1.96661448;16.249217
1.2000061;1.734811723;14.001453
0.7000061;2.073129584;16.5191
-0.4;2.587540206;20.056639
-1.0000061;2.502048448;19.110155
-0.5000061;2.313955918;17.891733
-0.69998777;2.4324426;18.71547
-0.4;2.282191678;17.68981
-0.9;2.137285498;16.364082
-1.1999878;2.266370741;17.226073
-1.1000122;2.342039998;17.844516
-1.9;2.412784104;18.032538
-2.9;2.606872921;19.028957
-3.299994;2.663197968;19.260521
-3.4;2.801995609;20.217625
-2.799994;2.668228164;19.522331
-2.4;2.667875022;19.703893
-2.5000062;2.663082689;19.622217
-2.199988;2.810278116;20.854001
-1.6999878;2.36773889;17.780759
-0.6000122;2.643889649;20.392458
0.4999939;2.413892485;19.13697
1.1;2.542701885;20.469077
1.1;2.635109478;21.21297
1.3000122;2.177480055;17.619589
1.2000061;2.68723938;21.68838
2.1;2.628402095;21.717259
2.6;2.313854099;19.373888
2.9999938;2.416598189;20.452908
3.3999877;2.383992613;20.39746
3.1;2.38938983;20.277437
2.6;2.408666891;20.167755
1.8999878;2.04397045;16.799715
1.3999878;1.512611227;12.2713486
0.9999939;1.512916408;12.147941
0.9999939;1.449293779;11.637084
1.3000122;1.358210026;10.990274
1.2000061;1.27722152;10.3082985
1.4999939;1.490547131;12.12376
1.7000061;1.397680827;11.427776
1.9999939;1.641603904;13.52811
1.9999939;1.819528633;14.99435
1.9999939;1.928086939;15.888956
2.200006;1.876748518;15.547722
2.800012;1.424768093;11.993717
3.200006;1.524478443;12.972568
3.200006;1.678850041;14.286195
3.300012;1.575173095;13.44048
3.1;1.446221588;12.273287
2.3999877;1.958867826;16.314342
1.3000122;1.791346123;14.495096
0.4999939;2.261247256;17.926822
0.7000061;2.319338053;18.480937
0.4999939;2.156592738;17.097137
0.3000122;2.436688141;19.220381
0.3000122;2.344777883;18.495401
0.80001223;1.410620604;11.268775
0.6;1.701642781;13.524605
0.8999878;1.80058584;14.4208
0.6;1.749658189;13.90623
0.6;1.773552091;14.096138
0.3999878;1.735224102;13.72185
0.4999939;1.721750459;13.649774
0.7000061;1.73992073;13.864027
0.6;1.671342967;13.283783
0.6;1.837664063;14.605698
0.3000122;2.00187255;15.790594
0.7000061;2.216598469;17.662288
1.6;2.214180052;18.056523
2.200006;2.063080217;17.091367
2.300012;2.249349468;18.683926
1.9999939;2.029117324;16.721526
1.3000122;1.951060472;15.787462
0.3999878;2.369597202;18.738362
-0.2999939;2.394303392;18.604869
-0.4;2.438364029;18.900339
-0.6000122;2.408519651;18.577037
-0.69998777;2.374751813;18.271591
-1.0000061;2.561097884;19.561163
-1.4;2.522144319;19.077524
-1.6000122;2.09384359;15.761705
-1.0000061;2.123347044;16.217708
-0.2999939;1.940748098;15.08053
-0.100012206;1.925389633;15.0358
1.3999878;1.81753239;14.74508
1.8000122;1.751791179;14.360565
2.6;1.584470856;13.266766
3.200006;1.52082465;12.941476
3.300012;1.500406611;12.80252
3.4999938;1.766128825;15.152415
3.700006;1.585971139;13.681734
4.200006;1.730927366;15.140782
4.6;1.561492813;13.813036
4.700006;1.533638478;13.60507
4.8999877;1.742787627;15.54854
5.300012;1.229745413;11.097836
4.800012;1.685407686;14.993909
4.200006;1.989419099;17.401863
3.300012;1.942457293;16.574406
3.6;2.116127222;18.205089
3.3999877;1.865698337;15.96293
3.4999938;1.865885212;16.00827
2.6;2.223751331;18.619458
1.8999878;2.33230049;19.169545
0.80001223;1.626440477;12.992857
-0.1999878;2.180695612;16.98719
-0.5000061;2.228964751;17.234573
-0.69998777;2.301148065;17.705276
-0.9;2.197921463;16.82834
-0.9;2.153769576;16.490292
-0.69998777;2.258123311;17.374239
-0.5000061;2.169583969;16.775435
-0.69998777;2.276710397;17.51725
-0.100012206;2.285686226;17.849437
0.3000122;2.168745995;17.106877
0.4999939;2.205204549;17.482524
0.4999939;2.210634145;17.525569
0.6;1.981280365;15.747156
0.8999878;2.142217312;17.156909
0.9999939;2.319392571;18.62353
1.2000061;2.014468301;16.258527
1.2000061;2.500160962;20.178493
1.3000122;2.662783834;21.546538
1.4999939;2.627170092;21.368784
1.4999939;2.614959265;21.269464
1.6;2.58978944;21.119598
1.3000122;2.74421941;22.205493
1.2000061;3.258508856;26.299026
1.4999939;3.282639366;26.700217
2.8999877;3.136124757;26.471082
3.6;3.040292593;26.155704
3.4999938;3.047690491;26.14751
3.3999877;3.057819702;26.16273
3.3999877;3.056595767;26.152258
3.300012;3.069270567;26.189166
3.300012;3.071939827;26.211942
2.6;3.167673467;26.522913
2.9999938;3.075632752;26.030655
3.4999938;2.279380804;19.555835
3.300012;2.007149123;17.126402
3.300012;1.976389927;16.863943
3.1;1.907202924;16.185382
2.800012;2.030441513;17.092284
2.3999877;2.294690268;19.111224
2.6;2.077295009;17.39318
2.6;2.197675236;18.401123
2.700006;2.040791243;17.133348
2.800012;1.820404666;15.324191
2.8999877;2.048098863;17.287384
2.9999938;2.006637647;16.983202
2.800012;1.854337969;15.609842
2.6;1.98992376;16.661621
2.3999877;1.5399541;12.825438
2.200006;1.595860462;13.220735
2.1;1.732271693;14.312952
2.1;1.697674192;14.027089
1.9999939;1.771637947;14.599693
1.7000061;1.836981452;15.019604
1.2000061;1.907874812;15.398224
1.2000061;1.72398601;13.91408
1.2000061;1.822248683;14.707146
1.4999939;1.771190598;14.406448
0.80001223;2.314674969;18.490834
0.7000061;2.318609281;18.47513
1.1;2.287408197;18.41393
1.2000061;2.541182895;20.509576
1.3999878;2.52120599;20.453767
1.7000061;2.595300172;21.219801
1.8999878;2.592193065;21.305643
1.9999939;2.264376375;18.660246
1.8000122;1.948562165;15.973624
2.1;1.966064043;16.244669
2.300012;1.96862138;16.352095
2.300012;2.024834994;16.819026
2.300012;2.117399871;17.587904
2.300012;2.209494507;18.352876
2.3999877;1.606259678;13.377661
2.1;1.686743282;13.936772
1.1;1.844527443;14.848683
0.9999939;1.947467889;15.637166
1.6;1.879993981;15.331253
1.8000122;1.791282391;14.6843
1.9999939;1.741267065;14.349413
1.8999878;1.678346235;13.794592
1.4999939;1.798850729;14.631429
1.4999939;1.799427952;14.636124
1.8000122;1.894888468;15.533626
1.8000122;1.809835521;14.836392
1.8999878;1.873810187;15.401141
1.8999878;2.233962187;18.361287
1.6;2.431290574;19.827048
1.7000061;2.130289813;17.417764
1.4999939;2.061493431;16.767703
1.2000061;1.79211652;14.463953
1.2000061;1.945400347;15.701088
1.2000061;1.816324172;14.65933
1.3999878;1.893467606;15.361119
1.8000122;1.807764439;14.819414
1.9999939;2.146841622;17.691667
2.200006;2.020308948;16.737033
2.200006;1.87284117;15.515352
0.9999939;2.065328361;16.583525
1.4999939;1.975838632;16.071007
1.8999878;2.018265626;16.588443
1.9999939;2.078485053;17.128355
1.9999939;2.047661788;16.874347
1.8999878;2.060142302;16.932634
1.9999939;2.047697707;16.874643
1.9999939;2.041202454;16.821117
2.1;1.674735947;13.837561
2.200006;1.624019436;13.454015
2.300012;1.688789111;14.027705
2.1;1.890491334;15.620247
2.300012;1.978569049;16.434724
2.1;2.028553234;16.760988
1.8000122;1.875886185;15.377852
1.8000122;1.978584196;16.219734
1.7000061;2.016720027;16.48919
1.6;1.803793617;14.709843
1.6;1.966844076;16.039511
1.8000122;1.937890931;15.886145
1.8999878;1.929911679;15.862248
1.8999878;1.985207249;16.316731
1.8999878;2.028190609;16.670018
1.8000122;1.813166111;14.863695
1.7000061;1.896982982;15.510191
1.8000122;1.907007068;15.63297
1.8000122;1.961257394;16.077695
1.7000061;1.950695558;15.949358
1.6;1.97362217;16.094786
1.7000061;2.00680667;16.408136
1.8999878;1.951020534;16.035745
1.7000061;1.958367421;16.012085
1.8999878;1.959172099;16.102744
2.1;1.902952283;15.723206
2.3999877;1.789534013;14.904053
2.6;1.933072774;16.185608
2.700006;1.925876768;16.16859
2.700006;2.000200654;16.792572
2.700006;1.843085432;15.47352
2.4999938;1.713252479;14.306798
2.200006;1.674088283;13.868805
2.1;1.787578099;14.769923
1.9999939;1.939353458;15.981801
1.9999939;2.054909881;16.934077
2.4999938;1.952822613;16.307368
3.3999877;1.663830248;14.235745
4.300012;1.709436838;14.994687
4.700006;1.578944552;14.006985
4.8999877;1.56122938;13.928741
4.700006;1.635595434;14.509541
4.700006;1.690840517;14.999626
4.800012;1.603960658;14.269331
4.6;1.545031446;13.667418
4.700006;1.569627225;13.92433
4.700006;1.560875216;13.84669
4.700006;1.535224977;13.619144
4.700006;1.453931847;12.897984
4.6;1.350231062;11.944205
4.800012;1.41471635;12.585755
4.800012;1.310233928;11.656247
4.999994;1.331781356;11.915636
5.300012;1.330223458;12.0046
5.300012;1.363294824;12.3030525
4.300012;1.43772818;12.611337
3.1;1.504779172;12.770233
2.4999938;1.696803011;14.169434
2.1;1.683690102;13.911545
1.8999878;1.398992906;11.498543
1.9999939;1.272215085;10.484055
1.9999939;0.77324684;6.3721634
2.1;1.039060542;8.585272
1.8999878;1.005211304;8.26199
1.8999878;0.975777752;8.020071
1.8999878;1.001770988;8.2337135
1.1;1.189685601;9.577122
0.80001223;1.298333763;10.371769
0.4999939;1.262782084;10.011143
0.1;1.290867378;10.131206
-0.1999878;1.357750653;10.5766106
0.1;1.497278749;11.751199
-6.10E-06;1.206219695;9.443191
-0.1999878;1.148885561;8.9495926
-0.4;1.379337406;10.691572
-0.5000061;1.729582668;13.373302
-6.10E-06;1.658671944;12.985326
0.6;1.378164189;10.953607
0.9999939;1.344463656;10.795352
0.3999878;1.347439259;10.655315
-0.100012206;1.880710421;14.68689
-0.9;2.117309868;16.211139
-1.2999939;2.00658846;15.214607
-1.6000122;2.182796944;16.431314
-1.6999878;2.079195881;15.613918
-2.199988;1.85167564;13.740578
-2.5000062;1.918218338;14.133882
-3.0000062;1.618198643;11.784624
-3.6000123;1.711288718;12.291053
-3.799994;1.928328899;13.786673
-4.299994;1.99753886;14.120302
-4.699988;1.998560087;14.001102
-5.000006;1.137686027;7.9170296
-5.6000123;0.409924117;2.8150812
-5.699988;2.049372947;14.042917
-5.799994;2.803056015;19.165439
-5.9;3.137752582;21.407129
-5.799994;2.821389907;19.290794
-5.000006;2.462091227;17.133417
-3.799994;2.705496886;19.34307
-3.199988;2.813868845;20.397298
-2.6000123;2.700140189;19.84856
-1.9;2.687434423;20.085205
-1.6999878;2.749496386;20.647603
-2.199988;2.495596114;18.518866
-3.1000123;2.710383534;19.692723
-4.000006;3.016408012;21.46791
-4.4;2.839208086;20.02473
-5.299994;2.167428301;14.983008
-5.699988;2.910244993;19.94187
-6.9;3.191259916;21.307954
-6.799994;2.107056634;14.098822
-7.1000123;1.821596773;12.1111015
-7.000006;1.784576795;11.890216
-7.199988;1.93272262;12.822717
-7.199988;2.22528673;14.763744
