$T_{umg}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heiz}$ in kW
4.300012;2.219526794;19.469049
4.6;2.184391281;19.323224
4.6;2.131041113;18.851286
4.700006;2.182449775;19.360744
4.8999877;1.797659319;16.038086
5.3999877;1.612420459;14.593332
6.700006;1.305106785;12.273101
6.200006;1.57264189;14.570204
5.1;1.898375442;17.033704
5.200006;1.702945791;15.324068
5.700006;1.484570117;13.553738
5.200006;1.526105813;13.732762
4.1;2.104481043;18.357054
3.8999877;1.956303992;16.969983
3.6;1.786703561;15.37105
3.4999938;2.047889874;17.56977
3.700006;1.749342673;15.091095
3.700006;1.784664543;15.395807
3.6;1.753794892;15.087936
3.6;1.410051379;12.130703
3.800012;1.505486349;13.023293
3.3999877;1.443075547;12.346966
2.300012;1.487102181;12.352419
1.9999939;1.779169751;14.661761
1.3000122;1.801572979;14.577849
1.3000122;1.791419037;14.495686
1.3999878;1.680157147;13.630597
0.9999939;1.86586939;14.981972
1.8000122;1.853483536;15.194203
3.1;2.020957794;17.150757
4.700006;1.796963244;15.941052
5.800012;1.809719859;16.570584
6.800012;1.465100681;13.81917
8.300013;1.250584277;12.353963
8.800013;1.201945898;12.0637665
6.499994;1.605592545;15.008693
7.300012;1.506540711;14.427321
6.499994;1.364291515;12.753069
5.8999877;1.456159273;13.37232
5.200006;1.562083994;14.056514
4.700006;1.439398485;12.769057
3.700006;1.512825057;13.050723
3.200006;1.562922715;13.29971
2.300012;1.428969799;11.86955
1.6;1.672945449;13.642783
1.3000122;1.69671214;13.729343
0.4999939;1.640514279;13.005746
0.2000061;1.80977696;14.239491
-0.4;1.787510288;13.855417
0.3000122;1.862011706;14.687384
0.1;1.868770747;14.666806
0.6;1.907211008;15.158455
0.6;1.459913559;11.6033485
1.1;1.551426036;12.489179
1.8000122;1.42683682;11.696704
2.4999938;1.759179957;14.690323
2.8999877;1.930001284;16.290558
2.8999877;2.030697459;17.140504
3.1;1.913356852;16.237607
2.8999877;1.904147024;16.07233
2.9999938;2.163244147;18.308643
1.9999939;2.630370858;21.676329
1.2000061;2.90719105;23.463583
-0.100012206;3.214359738;25.101657
-1.0000061;3.393029708;25.915295
-1.6000122;3.54070769;26.65318
-2.199988;3.677438075;27.288864
-2.9;3.495853119;25.518098
-3.6000123;3.612776241;25.948178
-4.699988;3.839213667;26.895975
-5.500006;4.391823603;30.22636
-5.699988;4.562606099;31.264343
-6.000006;4.683785244;31.885373
-5.500006;4.671315836;32.149942
-5.9;4.754281399;32.4358
-5.000006;4.199974933;29.227155
-2.799994;3.841334929;28.105472
-2.799994;4.187479248;30.638068
-1.2999939;3.955681895;29.993268
-0.4;3.494109885;27.083676
1.8000122;3.47387432;28.477594
0.1;3.715624589;29.1616
-0.1999878;3.762636956;29.310202
1.3999878;3.550203426;28.801706
1.4999939;3.138938016;25.531384
1.7000061;2.973056748;24.30843
1.7000061;3.392666173;27.739258
0.7000061;3.69703495;29.458694
-0.1999878;3.841408906;29.92382
-1.5000061;4.049726444;30.558353
-1.6999878;4.109926296;30.86388
-2.0000062;3.841128103;28.639264
-2.699988;3.929220579;28.815826
-2.5000062;3.935185302;28.995367
-2.9;4.022689367;29.363757
-4.199988;4.265537097;30.220663
-4.699988;4.3910853;30.762164
-5.299994;4.53473496;31.347736
-6.1000123;4.670092445;31.72319
-6.4;4.676133917;31.558865
-3.199988;4.180560441;30.304233
-0.69998777;3.799418916;29.23313
0.80001223;3.550459873;28.36293
0.8999878;3.446094777;27.599597
2.200006;3.274315269;27.125714
1.7000061;3.312014935;27.079834
2.200006;3.224403102;26.712222
1.4999939;3.277137486;26.655466
1.6;3.554309028;28.985205
0.7000061;3.75652559;29.932727
-0.1999878;3.629985597;28.276874
-0.6000122;3.514381137;27.106604
-0.6000122;3.383098732;26.094016
-0.6000122;3.509925184;27.072235
-0.6000122;3.369587997;25.989807
-0.6000122;2.13746002;16.48634
-0.9;2.589075532;19.823203
-1.1000122;3.221608739;24.546143
-1.2999939;3.450080024;26.15963
-1.1999878;3.450991234;26.230054
-1.1999878;3.495842976;26.57096
-1.0000061;3.44811557;26.33603
-0.1999878;3.329057462;25.932703
0.3000122;3.150670774;24.852213
0.9999939;3.176714953;25.507388
1.8999878;2.757446256;22.663885
2.200006;2.887770828;23.923428
2.9999938;2.741902503;23.206125
2.9999938;2.606162282;22.057286
3.200006;2.69322181;22.918004
3.800012;2.569821831;22.230386
3.1;2.679606828;22.740349
2.9999938;2.732867129;23.129654
2.800012;2.607689936;21.951569
2.700006;2.686738043;22.556358
2.300012;2.604065363;21.630327
1.9999939;2.733205318;22.523766
1.9999939;2.81221196;23.174843
1.8000122;2.831740149;23.213605
2.1;2.714573854;22.429256
2.1;2.924057677;24.160123
1.8000122;2.998414448;24.579942
2.200006;2.962011393;24.538466
2.1;2.982746097;24.645038
2.1;3.272525031;27.039346
2.200006;3.296683716;27.311023
2.200006;3.275781761;27.137863
2.6;2.882003513;24.131
3.200006;2.783852151;23.689224
3.1;3.070979787;26.061716
4.6;2.57652448;22.792052
5.300012;2.398142377;21.642033
5.8999877;2.603638462;23.909944
6.1;2.589896346;23.924072
5.800012;2.583012004;23.651184
4.700006;2.223276814;19.722925
3.9999938;2.245874441;19.535985
3.6;2.051905719;17.65259
3.300012;2.304156272;19.660675
2.700006;2.461789956;20.667819
2.9999938;2.485025692;21.032045
3.200006;2.46090732;20.941121
3.300012;2.241428181;19.125435
3.200006;2.132535855;18.14684
3.200006;2.132779935;18.148917
2.9999938;2.282323435;19.316472
3.4999938;2.305000859;19.775641
3.6;2.320312217;19.961697
3.700006;2.344218721;20.222926
3.6;2.355291786;20.262627
3.6;2.2891169;19.693323
3.9999938;2.225266665;19.356726
5.300012;2.104100784;18.988455
5.700006;2.067164743;18.872675
6.700006;1.864409082;17.532727
7.1;1.779344206;16.93622
7.300012;1.746644876;16.726668
6.999994;1.757923018;16.681621
6.800012;1.443292058;13.613466
6.8999877;1.426393739;13.494714
6.3999877;1.369626202;12.76483
5.700006;1.404229377;12.820248
5.300012;1.454350684;13.124786
4.499994;1.541082751;13.594084
4.3999877;1.521219504;13.381172
4.200006;1.610688316;14.089026
4.300012;1.515518813;13.293694
4.1;1.273167161;11.105635
3.700006;1.520251979;13.114793
3.9999938;1.578101514;13.727289
3.3999877;1.59579782;13.653659
3.3999877;1.621085781;13.870023
3.1;1.634590815;13.871873
3.200006;1.623542641;13.815556
2.9999938;1.542820268;13.057678
3.200006;1.585714856;13.49366
4.3999877;1.348705585;11.86368
5.800012;1.373603556;12.577313
6.300012;1.329582743;12.354866
7.499994;1.11836096;10.775836
7.999994;1.293152074;12.654703
8.2000065;1.477913304;14.553731
8.800013;1.48400489;14.894754
7.800012;1.554983127;15.122458
7.3999877;1.548852975;14.87801
6.700006;1.632371235;15.350665
5.300012;1.803289508;16.273784
3.800012;1.981109917;17.137701
3.300012;2.05311933;17.518652
2.800012;2.117382571;17.824155
2.700006;2.079107026;17.455026
1.8999878;2.096748366;17.233505
1.6;2.253641125;18.378326
1.4999939;2.333922867;18.98358
1.3999878;2.399705133;19.468068
1.3000122;2.447520945;19.804688
0.8999878;2.45803853;19.686305
0.8999878;2.548722714;20.41259
0.9999939;2.575610717;20.68083
1.9999939;2.453566896;20.219325
3.3999877;2.309130949;19.756943
4.6;2.122290422;18.773877
5.700006;1.969161834;17.977934
5.300012;2.024936831;18.27404
5.6;1.909994117;17.387054
6.499994;1.850163664;17.294885
6.6;1.87378085;17.568098
6.700006;1.860982314;17.500502
6.6;1.816053619;17.026862
5.8999877;1.895782098;17.4095
5.499994;1.967284428;17.856667
4.8999877;2.05494863;18.333531
4.200006;2.1134445;18.486739
3.4999938;2.211245206;18.971269
3.9999938;2.116647926;18.411894
3.6;2.090353488;17.983357
3.800012;2.141208193;18.52264
3.4999938;2.207134336;18.936
2.700006;2.347881146;19.711504
3.4999938;2.277998664;19.543977
3.3999877;2.303488248;19.708664
3.200006;2.331057457;19.836162
2.300012;2.445120456;20.310072
2.3999877;2.431296522;20.248943
4.3999877;2.238237743;19.688312
5.1;2.114766587;18.975334
5.999994;2.007780645;18.492247
8.300013;1.770174852;17.486766
10.2000065;1.562667599;16.421123
8.7000065;1.633894244;16.346776
8.999994;1.558954515;15.747952
9.499994;1.489003865;15.287917
8.499994;1.850313068;18.394458
8.999994;1.867534604;18.865108
7.700006;2.047553504;19.85113
6.300012;2.215676227;20.588702
5.1;2.358066228;21.158408
3.9999938;2.509662345;21.830573
3.4999938;2.616918501;22.451723
2.8999877;2.732535268;23.064505
2.1;2.888047776;23.86259
1.4999939;3.028816073;24.635678
0.9999939;2.647018651;21.254199
0.1;2.756055008;21.630542
-1.0000061;3.039443246;23.214671
-1.7999939;3.221535741;24.134547
-2.5000062;3.314509185;24.42208
-2.5000062;3.383302194;24.928963
-0.9;3.044374749;23.309192
0.1;3.013768363;23.653172
1.1;2.739045707;22.04967
1.8000122;2.789895579;22.870578
1.7000061;2.85075202;23.308437
2.200006;2.672930703;22.143608
1.8000122;2.777419803;22.768306
3.700006;2.486163;21.44744
2.700006;2.641233003;22.174323
1.9999939;2.647390225;21.816582
0.9999939;2.828015419;22.70751
-0.4;3.153092214;24.440367
-2.199988;3.390831632;25.162067
-2.5000062;3.581788284;26.391455
-3.0000062;3.501230775;25.497913
-3.199988;3.650948729;26.46516
-3.799994;3.825115928;27.347836
-4.199988;3.915670515;27.741913
-3.799994;3.860461397;27.60054
-3.799994;3.828215985;27.37
-3.1000123;3.745637571;27.214526
-3.199988;3.892063568;28.212964
-3.0000062;3.882018315;28.27102
-2.699988;3.845245118;28.199973
-1.9;3.541205896;26.466077
-0.9;3.512184417;26.890967
-0.5000061;3.258649761;25.196198
0.1;3.222303104;25.28983
1.2000061;3.087084994;24.915485
0.8999878;3.212695361;25.730313
2.300012;3.471022425;28.831592
2.1;3.574058956;29.53078
1.6;3.58947504;29.271982
1.3000122;3.611030548;29.219498
0.1;3.821924738;29.995883
-0.2999939;2.498530257;19.414761
-1.1999878;2.59894562;19.753885
-2.299994;2.374978313;17.582141
-2.4;2.659216026;19.639941
-2.9;2.495178528;18.21364
-3.799994;2.781806924;19.888652
-4.000006;2.563743565;18.246277
-4.799994;2.710232969;18.94441
-5.500006;2.928902877;20.15793
-6.1000123;3.134486977;21.292068
-6.000006;3.221999066;21.934106
-5.699988;3.07296643;21.056886
-4.199988;2.752145881;19.498523
-1.2999939;2.342415506;17.760957
-6.10E-06;2.332333487;18.259253
1.3000122;2.177919269;17.623143
1.4999939;2.129699852;17.322478
1.4999939;2.49722289;20.311824
1.8999878;2.588889441;21.27849
2.3999877;2.701888255;22.502554
1.3000122;3.034549647;24.554768
0.1;3.072894009;24.117212
-0.5000061;3.182601575;24.608186
0.3000122;3.176235081;25.053862
0.4999939;3.119821483;24.733467
1.3999878;3.034072019;24.614491
0.6;2.854294909;22.685849
0.80001223;2.930232321;23.408228
1.6;2.926291773;23.863757
2.3999877;2.847818808;23.71793
2.4999938;2.837167721;23.692238
2.200006;2.890343376;23.94474
1.8999878;2.892737373;23.775864
1.3000122;2.975983954;24.08087
0.8999878;3.027540852;24.24742
0.7000061;3.108395587;24.768301
1.2000061;3.06473092;24.735068
2.4999938;2.799594068;23.378473
3.800012;2.632655601;22.773933
5.1;2.393935158;21.480252
4.8999877;2.405338104;21.459583
5.700006;2.307852998;21.070096
6.200006;2.491823417;23.086232
7.6;1.999125628;19.321796
8.399988;1.909177567;18.91958
7.499994;2.152229169;20.737552
6.8999877;2.139994278;20.24589
5.700006;2.075934873;18.952744
4.1;2.114376099;18.443367
2.300012;2.479643725;20.596835
1.9999939;2.478224731;20.422525
1.6;2.404765818;19.61074
1.2000061;2.597427337;20.963518
1.1;2.714603861;21.85291
1.3999878;2.716904785;22.041411
2.3999877;2.612862497;21.761107
2.300012;2.669505993;22.173901
2.800012;2.634642494;22.178456
3.3999877;2.575748394;22.038124
3.4999938;2.536718028;21.763647
3.4999938;2.776784799;23.823288
3.8999877;2.436713018;21.137297
4.6;2.279965516;20.168678
4.800012;2.071982014;18.432994
5.6;2.117833501;19.279057
5.800012;2.114821977;19.364232
5.800012;2.054943875;18.815962
7.3999877;1.921606502;18.458615
6.300012;2.022998173;18.798282
5.200006;2.121533432;19.090756
5.1;2.078235431;18.647548
4.700006;2.20402882;19.552174
4.800012;2.184036901;19.429869
4.8999877;2.224044159;19.842142
4.8999877;2.476946052;22.098444
4.6;2.582262637;22.842812
3.1;2.808374336;23.833128
3.700006;2.712017586;23.395825
2.4999938;2.882374898;24.069748
2.800012;2.569920217;21.633623
3.1;2.523986866;21.419688
0.1;2.908511487;22.827077
1.3000122;2.783515932;22.52347
0.6;2.881720655;22.903828
0.80001223;3.227664278;25.78427
1.9999939;2.739681155;22.577132
2.800012;2.959823727;24.915836
1.1;2.813956684;22.652713
1.3000122;2.717156854;21.98651
1.2000061;2.744380254;22.149557
2.6;2.566078911;21.485765
3.9999938;2.399179746;20.869528
6.1;2.207442641;20.39117
4.3999877;2.355282376;20.717877
4.499994;2.25530002;19.894284
2.6;2.550040086;21.351472
1.7000061;2.667757914;21.812233
1.3000122;2.820704254;22.824388
0.9999939;2.827494962;22.703331
0.9999939;2.802306052;22.501077
-6.10E-06;2.821484448;22.088693
-0.4;3.011720726;23.344563
-0.5000061;3.10926546;24.041144
-0.6000122;3.186889109;24.580641
-1.2999939;3.292724607;24.96651
-0.7999939;3.227312481;24.770418
-1.1000122;3.263161685;24.862744
-1.1000122;3.323001151;25.318674
-0.2999939;3.249270304;25.248366
1.3999878;2.991632221;24.27019
2.700006;2.782028063;23.35636
3.6;2.641139713;22.721783
4.8999877;2.495054811;22.260004
5.499994;2.397643882;21.762958
5.300012;2.392463613;21.590785
7.6;2.099953414;20.296309
5.300012;2.288572525;20.65322
5.1;2.279127699;20.45011
5.8999877;1.955257573;17.95568
4.3999877;2.148688621;18.900607
3.6;2.409140655;20.72589
2.200006;2.593298072;21.4839
1.8000122;2.646147372;21.692181
0.6;2.707008109;21.515218
-0.100012206;2.840393543;22.181271
-0.69998777;3.016172053;23.206746
-0.9;3.0944812;23.692831
-1.2999939;3.164539397;23.994568
-1.1999878;3.178185083;24.156528
-2.1000123;3.344581197;24.877798
-1.5000061;3.268816661;24.665778
-2.299994;3.463975753;25.64407
-0.9;3.35909225;25.71882
1.4999939;2.888894031;23.497585
2.4999938;2.819850059;23.547624
3.800012;2.663794989;23.043306
4.1;2.533103427;22.095859
5.700006;2.339566609;21.359633
6.1;2.170490937;20.04983
7.1;2.097708518;19.966487
7.3999877;1.99743768;19.187036
7.700006;1.845532849;17.89253
7.800012;1.801534265;17.520207
6.200006;1.999604299;18.525923
4.999994;2.148653889;19.22431
4.3999877;2.214596675;19.480357
2.700006;2.282406584;19.161816
2.8999877;2.320917177;19.590161
1.9999939;2.407145729;19.836778
2.3999877;2.476142416;20.62244
2.3999877;2.497292318;20.798586
2.700006;2.510533895;21.077046
2.6;2.509629932;21.013118
2.700006;2.510544615;21.077136
2.8999877;2.439250163;20.588974
3.200006;2.44620871;20.816043
3.700006;2.395463903;20.665004
3.9999938;2.370466536;20.619763
4.6;2.189600388;19.369304
5.6;1.986318945;18.081854
6.8999877;1.778585903;16.826706
8.7000065;1.712889271;17.137105
9.6;1.579664284;16.272101
10.2000065;1.151434826;12.099728
9.800013;0.820789105;8.5109344
9.399988;0.846862441;8.666499
8.999994;0.901240361;9.1039795
8.6;0.903131784;9.00687
7.1;0.890567857;8.476636
6.499994;0.882301206;8.2475395
5.499994;0.928738729;8.429985
4.999994;0.810092491;7.248012
5.499994;0.715654287;6.495858
5.499994;0.713639262;6.477568
4.8999877;0.719075956;6.4153435
5.6;0.810508929;7.378223
5.800012;0.791613247;7.248356
5.3999877;0.752793357;6.8132126
4.800012;0.817931538;7.2765724
4.8999877;0.876362065;7.818595
5.800012;0.885872957;8.111439
6.8999877;0.880701958;8.332076
7.800012;0.811624579;7.893178
8.899988;0.823770047;8.294646
10.1;0.657651431;6.887744
11.2000065;0.62303569;6.774433
11.1;0.53958621;5.846762
12.499994;0.420141869;4.784269
12.300013;0.383909418;4.3401188
11.2000065;0.466398103;5.0712708
8.399988;0.581572514;5.763271
5.700006;0.727082434;6.638073
5.6;0.752939928;6.854161
5.999994;0.779557545;7.179953
6.800012;0.579246822;5.4635906
6.800012;0.514642158;4.8542244
6.6;0.47922976;4.4931377
6.1;0.554453786;5.1217464
4.8999877;0.573167968;5.1136036
4.200006;0.561434495;4.9109844
3.6;0.66148163;5.690741
2.700006;0.808556907;6.788194
2.1;0.869341643;7.182964
1.8999878;0.928879027;7.634603
3.1;0.915029149;7.765349
5.300012;0.912845653;8.2379745
7.3999877;0.747783694;7.183079
9.2000065;0.678829988;6.901807
10.2000065;0.331154486;3.479901
10.1;0.415694444;4.3536694
10.499994;0.500168462;5.3094143
10.499994;0.486724231;5.1667004
10.899988;0.305915328;3.292005
10.399988;0.199399245;2.1095219
9.2000065;0.346063967;3.518505
6.8999877;0.591818326;5.5990284
5.3999877;0.732527285;6.629793
4.999994;0.809690128;7.244412
4.700006;0.631225238;5.5996662
4.6;0.864483035;7.647256
4.499994;0.861786651;7.601928
4.3999877;0.984681334;8.661597
4.700006;0.930489017;8.254467
4.700006;1.000920187;8.8792694
4.8999877;0.894864249;7.983665
5.1;0.935902763;8.397649
5.1;0.976034809;8.757745
5.200006;1.183267473;10.647709
5.6;1.149300045;10.4623055
5.8999877;1.133146621;10.406004
5.8999877;0.958731891;8.8043045
6.6;0.993794469;9.317567
8.999994;0.815910506;8.2420105
9.899988;0.580271905;6.036946
10.499994;0.557086205;5.9136105
9.800013;0.728223228;7.5510994
8.300013;0.768968395;7.596295
9.899988;0.732356072;7.6191765
5.499994;0.938456571;8.518192
5.700006;0.974643612;8.898242
5.3999877;1.019737662;9.229212
5.499994;1.074508113;9.753106
4.300012;0.994547172;8.723881
3.800012;0.985719951;8.527025
2.6;0.995123351;8.3321625
1.8999878;1.134101887;9.321362
1.4999939;1.235457069;10.0489174
0.3999878;1.390957542;10.99945
0.2000061;1.456592335;11.460602
0.2000061;1.570817695;12.3593376
-0.4;1.714453052;13.289133
-0.1999878;1.888050869;14.707545
1.1;1.805044595;14.530841
2.9999938;1.634651058;13.834889
4.3999877;1.316629536;11.581528
5.1;1.215347949;10.905049
5.8999877;1.144775798;10.512798
6.800012;1.183451024;11.162585
7.999994;1.072797263;10.498325
7.999994;0.977566615;9.566404
8.899988;0.922765511;9.291444
7.3999877;1.08128968;10.386679
5.1;1.150457353;10.3228
5.1;1.17836097;10.573173
4.800012;1.278871486;11.377237
3.3999877;1.405139047;12.022381
1.9999939;1.154789666;9.516377
1.8000122;1.223281082;10.028026
-0.1999878;1.270378281;9.895997
-0.1999878;1.390312759;10.830263
-0.9;1.607394476;12.3069824
-1.4;1.699237121;12.853046
-0.9;1.63347952;12.506702
-0.9;1.646298206;12.604848
-0.6000122;1.66354735;12.831027
-0.6000122;1.925331665;14.850183
0.8999878;1.89245932;15.15661
3.200006;1.666100779;14.177705
5.1;1.396459768;12.5301254
5.8999877;1.322779866;12.1474594
6.6;0.944204934;8.852628
6.700006;1.169293746;10.995928
6.499994;1.202424653;11.2399765
7.200006;1.137262571;10.857739
7.499994;1.075009076;10.358124
9.7000065;0.846161305;8.745065
8.1;0.902610373;8.860578
7.6;1.006469027;9.7276474
5.8999877;1.217543689;11.181046
4.200006;1.3540398;11.844068
4.6;1.105809023;9.7820366
3.200006;1.18105171;10.050174
2.1;1.200148601;9.9162674
1.6;1.287383207;10.498543
1.3999878;1.228776431;9.9686844
1.3000122;1.277405094;10.336422
2.6;1.163363934;9.74084
2.8999877;1.156258284;9.759627
2.700006;1.248789863;10.484145
2.9999938;1.522988312;12.88983
2.8999877;1.608697999;13.578534
3.800012;1.509868727;13.061203
3.300012;1.504633878;12.83859
3.1;1.389720105;11.79379
3.4999938;1.497094581;12.844249
3.800012;1.590750124;13.760872
3.8999877;1.511699745;13.113258
4.700006;1.517324278;13.460345
5.1;1.447874451;12.991458
5.300012;1.418838795;12.804309
5.300012;1.446351126;13.052594
5.300012;1.44462139;13.036984
5.499994;1.320603712;11.986869
5.999994;1.31909839;12.149282
5.8999877;1.129235927;10.370091
5.800012;1.10766078;10.142225
5.999994;1.022345328;9.4160995
5.3999877;1.113600429;10.078724
5.200006;1.153050833;10.3758026
4.499994;1.268471613;11.189347
4.1;1.341221065;11.6992584
4.800012;1.269226588;11.291433
4.700006;1.273997018;11.301763
3.4999938;1.500881654;12.87674
2.9999938;1.654093696;13.999442
3.200006;1.538525547;13.092102
2.8999877;1.557689895;13.14799
4.700006;1.3980546;12.402291
5.8999877;1.305267563;11.986639
6.999994;1.268648374;12.038702
7.3999877;1.221578;11.734264
7.3999877;1.164272352;11.183796
7.6;1.153939011;11.152963
5.999994;1.334266312;12.288983
5.8999877;1.282997897;11.7821304
3.800012;1.492662202;12.912357
1.8999878;1.65433684;13.597255
1.3000122;1.775338799;14.365569
1.3000122;1.488954268;12.0482216
1.3000122;1.510932054;12.22606
0.80001223;1.472391473;11.762233
0.3999878;1.617273477;12.789117
0.3999878;1.790538926;14.15927
0.7000061;1.628830446;12.978838
0.4999939;1.647720018;13.062872
-6.10E-06;1.677819576;13.135228
0.1;1.758786139;13.803606
0.2000061;2.058585576;16.19714
0.6;2.17347461;17.27471
1.2000061;1.901067126;15.34328
1.8000122;1.750337835;14.348651
2.700006;1.547600752;12.992795
2.700006;1.93039541;16.206526
2.9999938;2.025377031;17.141803
5.3999877;1.841406799;16.66579
6.1;1.79396256;16.571663
4.6;1.914778483;16.938217
4.499994;1.870910853;16.503539
4.3999877;1.871909126;16.465959
2.8999877;2.03222257;17.153377
0.80001223;2.768858934;22.119093
0.6;2.254663144;17.919994
0.4999939;2.507792255;19.881393
0.6;2.564477744;20.382391
0.3999878;2.600088747;20.561049
-0.100012206;2.728052555;21.303975
-0.6000122;2.863208283;22.084074
0.2000061;2.827249982;22.245062
-6.10E-06;2.871192263;22.477843
0.2000061;3.239575377;25.489276
0.7000061;3.242826666;25.839474
0.4999939;3.272823681;25.946445
0.3000122;3.294161477;25.984055
0.3999878;3.360334119;26.572937
0.9999939;2.62715474;21.094702
2.3999877;2.483753912;20.685832
2.6;2.319550269;19.421582
3.800012;2.211987926;19.134924
5.3999877;2.099500903;19.00169
5.3999877;2.098120659;18.989198
6.1;1.989368374;18.376717
7.6;1.773091267;17.137146
5.800012;1.938021963;17.745374
6.300012;1.840960771;17.106738
6.800012;1.696380183;16.000652
4.700006;1.983454076;17.595432
3.800012;2.173813961;18.804698
3.800012;2.080911371;18.001039
4.200006;2.121798137;18.55981
4.6;2.121489839;18.766795
2.700006;2.360770638;19.819717
1.8999878;2.499253977;20.541762
0.3000122;2.72269882;21.476408
0.3000122;3.084719859;24.331998
0.3999878;3.168871506;25.058884
0.3999878;3.228530255;25.530655
0.4999939;3.255341633;25.80785
0.80001223;3.231064156;25.81143
1.2000061;3.195509635;25.790567
0.7000061;2.893619081;23.05692
0.8999878;2.764667905;22.142084
1.9999939;2.399354727;19.772574
3.3999877;1.443138894;12.347508
5.200006;1.167376495;10.504713
5.8999877;1.272932279;11.689695
6.999994;1.021695361;9.695268
6.999994;0.954490593;9.0575356
6.499994;1.140236436;10.658656
3.800012;1.811742987;15.672583
3.6;1.47922556;12.72581
2.4999938;1.411765122;11.789178
2.300012;1.366309325;11.349069
1.6;1.243778685;10.1429504
1.4999939;1.280648515;10.416494
1.3999878;1.343138302;10.896467
1.2000061;1.285893625;10.37829
0.80001223;1.266353258;10.116292
0.8999878;1.348097999;10.796848
0.9999939;1.411329767;11.3322525
1.1;1.41897071;11.4228966
2.3999877;1.325845654;11.0422455
3.6;1.072795121;9.22928
4.6;1.122787842;9.932232
5.499994;1.149155373;10.430665
6.1;1.011547312;9.344131
7.300012;0.825775308;7.908001
7.3999877;0.732606652;7.037291
6.999994;0.934967414;8.8722725
7.1;1.391038686;13.240236
6.700006;1.454611582;13.67903
5.8999877;1.602749907;14.718503
6.300012;1.903861962;17.691234
5.700006;2.061531614;18.821246
5.3999877;2.158773823;19.538144
5.200006;2.19810342;19.779776
4.300012;2.318090454;20.333621
3.6;2.433192203;20.932806
3.1;2.547925734;21.622844
2.1;2.709157839;22.384506
2.200006;2.773968041;22.980641
1.8999878;2.851940978;23.440552
1.9999939;2.860291828;23.571059
2.300012;2.828335687;23.493199
2.300012;2.813016598;23.365953
3.300012;2.723899479;23.242218
4.8999877;2.510226782;22.395363
6.3999877;2.28317722;21.279068
7.800012;1.684074077;16.377888
7.999994;1.566259837;15.327318
9.6;1.76259035;18.15642
9.1;1.605686554;16.272516
9.2000065;1.755769686;17.851279
9.499994;1.418300341;14.561989
9.300013;1.395318478;14.232709
9.6;1.316696857;13.563277
8.499994;1.475003498;14.663405
7.200006;1.813709264;17.31595
6.3999877;1.687768371;15.729895
5.200006;1.505482635;13.547183
4.800012;1.413060382;12.571023
4.700006;1.385019585;12.286656
4.3999877;1.468915168;12.921085
3.9999938;1.557639738;13.5493
3.800012;1.604886557;13.88316
3.700006;1.688329819;14.564754
2.800012;1.755737866;14.779825
2.1;1.774801388;14.664355
2.200006;1.855119654;15.36854
3.1;1.900690543;16.130115
4.499994;1.709793653;15.082304
5.800012;1.830868699;16.764232
7.1;1.748170891;16.639505
6.8999877;1.752114561;16.576268
8.1;1.498090825;14.70618
8.300013;1.370867178;13.542184
9.6;1.228731304;12.657145
10.499994;0.811337963;8.612557
9.399988;0.57563569;5.8908577
8.999994;0.574032581;5.7986538
9.1;0.581523544;5.8933365
8.7000065;0.630981782;6.312843
8.1;0.585207726;5.7447586
7.300012;0.75563339;7.23629
7.1;0.842515629;8.0192635
6.999994;1.040772662;9.8763
6.8999877;1.320381318;12.49176
6.700006;1.302138337;12.245186
6.499994;1.456881296;13.618576
6.300012;1.499352876;13.932419
6.200006;1.54487754;14.312973
5.800012;1.579946396;14.466678
5.8999877;1.574122339;14.455608
7.200006;1.494051091;14.264091
8.1;1.196032552;11.7409904
9.399988;0.348506239;3.566493
10.899988;0.559850963;6.024648
11.1;0.452404716;4.9020947
10.800013;0.389787424;4.180205
10.7000065;0.658901192;7.0421486
10.899988;0.817906273;8.8016235
11.2000065;0.849999228;9.242268
11.899988;0.809275096;9.0186615
12.399988;0.748328384;8.490541
11.800013;0.838167281;9.307525
9.899988;0.958878968;9.9758415
9.300013;0.762276903;7.775476
9.6;0.60395233;6.221305
9.899988;0.594078838;6.1805885
9.999994;0.549936562;5.74042
9.1;0.573816572;5.8152317
8.2000065;0.655618075;6.45619
7.6;0.689301076;6.66218
7.6;0.7253091;7.010202
6.200006;0.783315805;7.25726
5.300012;0.897035856;8.095299
5.300012;0.924461977;8.342806
6.300012;1.231453414;11.44302
8.6;1.14240941;11.393169
9.800013;1.033535799;10.7169495
10.999994;0.627297255;6.7737274
12.2000065;0.728999367;8.211734
13.399988;0.69966441;8.236835
14.6;0.630212487;7.769726
14.399988;0.635734667;7.776571
15.300013;0.565808041;7.173396
16.300013;0.438010528;5.7874714
15.999994;0.364309545;4.7534794
14.7000065;0.406285902;5.028793
14.2000065;0.46493213;5.6431602
12.399988;0.571096557;6.479667
10.2000065;0.69174183;7.269094
9.6;0.741938041;7.642694
8.2000065;0.830331697;8.17668
7.1;0.94910874;9.033842
6.800012;1.033248829;9.745843
6.700006;1.0898257;10.248618
5.999994;1.185336243;10.9172935
6.200006;1.231622455;11.410729
5.3999877;1.321940235;11.964319
5.6;1.36075272;12.387201
7.1;1.303815664;12.4100266
8.6;1.183068474;11.798659
9.800013;0.628048188;6.5123634
9.800013;0.665809658;6.90392
9.800013;0.483224548;5.0106567
9.6;0.610718516;6.2910034
10.300013;0.578983506;6.1046722
