$T_{amb}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heat}$ in kW
3.6;2.76412893;23.77848
3.6;2.761388786;23.740166
3.300012;2.801530386;23.869954
3.3999877;2.798196158;23.900032
3.800012;2.737611859;23.645923
3.800012;2.700712535;23.368642
3.8999877;2.252056082;19.545009
4.1;2.551628402;22.223734
4.200006;2.26950058;19.868816
4.499994;2.222040071;19.591823
4.499994;2.519263605;22.225865
5.200006;2.440959641;21.999059
5.499994;2.144547863;19.482378
5.3999877;2.376141163;21.499911
5.200006;2.434403968;21.887439
3.800012;2.237424836;19.315068
2.4999938;2.342716719;19.549765
1.3999878;2.430764819;19.716057
0.8999878;2.574667844;20.600882
-0.1999878;2.673498266;20.823407
-0.2999939;2.629848455;20.43667
-1.5000061;2.922805197;22.0501
-1.4;2.963206711;22.399767
-2.699988;3.150797075;23.110815
-2.699988;3.180691909;23.336198
-3.299994;3.32310234;24.007912
-2.9;3.307591386;24.17651
-4.4;3.572794763;25.196284
-4.000006;3.63482523;25.86968
-0.1999878;2.898821466;22.59657
2.200006;2.525956583;20.930692
3.300012;2.593545186;22.150151
3.800012;2.515977112;21.770586
3.300012;2.53524715;21.619812
2.9999938;2.613593509;22.127841
3.300012;2.603881479;22.193796
3.3999877;2.265177434;19.382892
3.1;1.812845655;15.384134
3.700006;2.35523889;20.313943
4.1;2.414832427;21.061606
4.300012;2.394622865;20.967073
4.300012;2.343682727;20.547302
4.300012;2.365314482;20.749702
4.200006;2.264002274;19.806732
4.300012;2.128375086;18.651112
4.3999877;2.182837882;19.224278
3.9999938;2.253454124;19.585652
3.8999877;2.255997581;19.587854
4.200006;2.244994734;19.645473
4.300012;2.220901734;19.469049
4.6;2.180682461;19.323224
4.6;2.133480775;18.851286
4.700006;2.180529695;19.360744
4.8999877;1.795937796;16.038086
5.3999877;1.613457039;14.593332
6.700006;1.303368102;12.273101
6.200006;1.573018701;14.570204
5.1;1.897850552;17.033704
5.200006;1.702521199;15.324068
5.700006;1.484761159;13.553738
5.200006;1.524921314;13.732762
4.1;2.102882499;18.357054
3.8999877;1.959586508;16.969983
3.6;1.78447374;15.37105
3.4999938;2.051156709;17.56977
3.700006;1.747613956;15.091095
3.700006;1.782740268;15.395807
3.6;1.755629795;15.087936
3.6;1.410606541;12.130703
3.800012;1.507082762;13.023293
3.3999877;1.443372731;12.346966
2.300012;1.487541153;12.352419
1.9999939;1.777841844;14.661761
1.3000122;1.799314326;14.577849
1.3000122;1.789026973;14.495686
1.3999878;1.681062502;13.630597
0.9999939;1.866243452;14.981972
1.8000122;1.856477563;15.194203
3.1;2.022519239;17.150757
4.700006;1.795303782;15.941052
5.800012;1.806923212;16.570584
6.800012;1.466835236;13.81917
8.300013;1.251294494;12.353963
8.800013;1.201976304;12.0637665
6.499994;1.605161726;15.008693
7.300012;1.5077101;14.427321
6.499994;1.363737492;12.753069
5.8999877;1.456820585;13.37232
5.200006;1.562105622;14.056514
4.700006;1.438645578;12.769057
3.700006;1.512815749;13.050723
3.200006;1.563576385;13.29971
2.300012;1.429119867;11.86955
1.6;1.673087079;13.642783
1.3000122;1.697313792;13.729343
0.4999939;1.64092111;13.005746
0.2000061;1.807009496;14.239491
-0.4;1.786550259;13.855417
0.3000122;1.862538939;14.687384
0.1;1.867523825;14.666806
0.6;1.907821132;15.158455
0.6;1.458274659;11.6033485
1.1;1.550876839;12.489179
1.8000122;1.426983508;11.696704
2.4999938;1.75842574;14.690323
2.8999877;1.932910142;16.290558
2.8999877;2.032891867;17.140504
3.1;1.915547835;16.237607
2.8999877;1.903886305;16.07233
2.9999938;2.159659625;18.308643
1.9999939;2.624760166;21.676329
1.2000061;2.905415093;23.463583
-0.100012206;3.212818188;25.101657
-1.0000061;3.39889425;25.915295
-1.6000122;3.54254941;26.65318
-2.199988;3.680215544;27.288864
-2.9;3.497933608;25.518098
-3.6000123;3.613358292;25.948178
-4.699988;3.840950799;26.895975
-5.500006;4.400167129;30.22636
-5.699988;4.559339316;31.264343
-6.000006;4.688603702;31.885373
-5.500006;4.670245414;32.149942
-5.9;4.744853439;32.4358
-5.000006;4.203677437;29.227155
-2.799994;3.850669082;28.105472
-2.799994;4.188626907;30.638068
-1.2999939;3.951514125;29.993268
-0.4;3.487566821;27.083676
1.8000122;3.477971083;28.477594
0.1;3.713857381;29.1616
-0.1999878;3.764314978;29.310202
1.3999878;3.550563806;28.801706
1.4999939;3.131006237;25.531384
1.7000061;2.977343696;24.30843
1.7000061;3.391841669;27.739258
0.7000061;3.695379222;29.458694
-0.1999878;3.837417258;29.92382
-1.5000061;4.049346338;30.558353
-1.6999878;4.108713754;30.86388
-2.0000062;3.842569844;28.639264
-2.699988;3.928207787;28.815826
-2.5000062;3.93647954;28.995367
-2.9;4.0202954;29.363757
-4.199988;4.267048014;30.220663
-4.699988;4.389499528;30.762164
-5.299994;4.53486209;31.347736
-6.1000123;4.665059944;31.72319
-6.4;4.67636416;31.558865
-3.199988;4.187673531;30.304233
-0.69998777;3.79483123;29.23313
0.80001223;3.553543276;28.36293
0.8999878;3.448254463;27.599597
2.200006;3.276184817;27.125714
1.7000061;3.307659668;27.079834
2.200006;3.231013729;26.712222
1.4999939;3.267315979;26.655466
1.6;3.550716731;28.985205
0.7000061;3.755722374;29.932727
-0.1999878;3.630176504;28.276874
-0.6000122;3.513419996;27.106604
-0.6000122;3.3814106;26.094016
-0.6000122;3.507756965;27.072235
-0.6000122;3.36779541;25.989807
-0.6000122;2.137276601;16.48634
-0.9;2.589565093;19.823203
-1.1000122;3.222075686;24.546143
-1.2999939;3.450724355;26.15963
-1.1999878;3.447246972;26.230054
-1.1999878;3.493856258;26.57096
-1.0000061;3.457856053;26.33603
-0.1999878;3.326966936;25.932703
0.3000122;3.150083099;24.852213
0.9999939;3.176771891;25.507388
1.8999878;2.758472969;22.663885
2.200006;2.884664309;23.923428
2.9999938;2.739415833;23.206125
2.9999938;2.608093373;22.057286
3.200006;2.692171973;22.918004
3.800012;2.57221619;22.230386
3.1;2.683153109;22.740349
2.9999938;2.734508927;23.129654
2.800012;2.605537295;21.951569
2.700006;2.684287018;22.556358
2.300012;2.60278599;21.630327
1.9999939;2.731308023;22.523766
1.9999939;2.810822002;23.174843
1.8000122;2.833481449;23.213605
2.1;2.713451069;22.429256
2.1;2.921817233;24.160123
1.8000122;2.996249309;24.579942
2.200006;2.958641536;24.538466
2.1;2.980723496;24.645038
2.1;3.271423575;27.039346
2.200006;3.293307378;27.311023
2.200006;3.275864993;27.137863
2.6;2.88444041;24.131
3.200006;2.78428711;23.689224
3.1;3.073172872;26.061716
4.6;2.578192121;22.792052
5.300012;2.398474446;21.642033
5.8999877;2.605616501;23.909944
6.1;2.590660667;23.924072
5.800012;2.587706353;23.651184
4.700006;2.222822609;19.722925
3.9999938;2.245871847;19.535985
3.6;2.053513162;17.65259
3.300012;2.302701972;19.660675
2.700006;2.459580763;20.667819
2.9999938;2.488858669;21.032045
3.200006;2.46270681;20.941121
3.300012;2.243080982;19.125435
3.200006;2.134457794;18.14684
3.200006;2.131086482;18.148917
2.9999938;2.282747311;19.316472
3.4999938;2.305585111;19.775641
3.6;2.324775123;19.961697
3.700006;2.342792581;20.222926
3.6;2.358091356;20.262627
3.6;2.288985476;19.693323
3.9999938;2.224675503;19.356726
5.300012;2.101361616;18.988455
5.700006;2.069759931;18.872675
6.700006;1.869817932;17.532727
7.1;1.779030866;16.93622
7.300012;1.743637271;16.726668
6.999994;1.755838978;16.681621
6.800012;1.443002223;13.613466
6.8999877;1.427065874;13.494714
6.3999877;1.368567985;12.76483
5.700006;1.405540275;12.820248
5.300012;1.453687288;13.124786
4.499994;1.540336852;13.594084
4.3999877;1.519675986;13.381172
4.200006;1.606441248;14.089026
4.300012;1.514949287;13.293694
4.1;1.273788249;11.105635
3.700006;1.520289227;13.114793
3.9999938;1.580780602;13.727289
3.3999877;1.596860595;13.653659
3.3999877;1.621721651;13.870023
3.1;1.635411923;13.871873
3.200006;1.623305708;13.815556
2.9999938;1.544036791;13.057678
3.200006;1.584013695;13.49366
4.3999877;1.348705317;11.86368
5.800012;1.373615795;12.577313
6.300012;1.33000053;12.354866
7.499994;1.118194714;10.775836
7.999994;1.292130709;12.654703
8.2000065;1.479142053;14.553731
8.800013;1.484941116;14.894754
7.800012;1.555435715;15.122458
7.3999877;1.550852573;14.87801
6.700006;1.633653417;15.350665
5.300012;1.804112586;16.273784
3.800012;1.979451787;17.137701
3.300012;2.052603027;17.518652
2.800012;2.116989953;17.824155
2.700006;2.077413588;17.455026
1.8999878;2.097024341;17.233505
1.6;2.252798425;18.378326
1.4999939;2.334153685;18.98358
1.3999878;2.399095237;19.468068
1.3000122;2.448888128;19.804688
0.8999878;2.463794952;19.686305
0.8999878;2.549050625;20.41259
0.9999939;2.57210493;20.68083
1.9999939;2.451391724;20.219325
3.3999877;2.306997305;19.756943
4.6;2.119780132;18.773877
5.700006;1.968994598;17.977934
5.300012;2.02455413;18.27404
5.6;1.911124958;17.387054
6.499994;1.850724063;17.294885
6.6;1.872676134;17.568098
6.700006;1.858838459;17.500502
6.6;1.816296259;17.026862
5.8999877;1.896600073;17.4095
5.499994;1.967283433;17.856667
4.8999877;2.053765742;18.333531
4.200006;2.116371916;18.486739
3.4999938;2.216120134;18.971269
3.9999938;2.117764874;18.411894
3.6;2.092800917;17.983357
3.800012;2.142251045;18.52264
3.4999938;2.207446855;18.936
2.700006;2.348901075;19.711504
3.4999938;2.274833291;19.543977
3.3999877;2.302767427;19.708664
3.200006;2.330386639;19.836162
2.300012;2.443663839;20.310072
2.3999877;2.433951989;20.248943
4.3999877;2.236011846;19.688312
5.1;2.114920093;18.975334
5.999994;2.006491824;18.492247
8.300013;1.771994419;17.486766
10.2000065;1.564997117;16.421123
8.7000065;1.632615018;16.346776
8.999994;1.558392554;15.747952
9.499994;1.490291733;15.287917
8.499994;1.85185593;18.394458
8.999994;1.865523244;18.865108
7.700006;2.049889282;19.85113
6.300012;2.212194911;20.588702
5.1;2.360102527;21.158408
3.9999938;2.508128413;21.830573
3.4999938;2.617742616;22.451723
2.8999877;2.730957163;23.064505
2.1;2.889554;23.86259
1.4999939;3.029288511;24.635678
0.9999939;2.64691489;21.254199
0.1;2.758703648;21.630542
-1.0000061;3.037287637;23.214671
-1.7999939;3.223120428;24.134547
-2.5000062;3.315235223;24.42208
-2.5000062;3.38652818;24.928963
-0.9;3.051866271;23.309192
0.1;3.014320001;23.653172
1.1;2.73272954;22.04967
1.8000122;2.78780011;22.870578
1.7000061;2.850804621;23.308437
2.200006;2.673604053;22.143608
1.8000122;2.777360028;22.768306
3.700006;2.484860574;21.44744
2.700006;2.644224222;22.174323
1.9999939;2.644567075;21.816582
0.9999939;2.826078593;22.70751
-0.4;3.150924292;24.440367
-2.199988;3.389407867;25.162067
-2.5000062;3.581720973;26.391455
-3.0000062;3.498975314;25.497913
-3.199988;3.648879951;26.46516
-3.799994;3.826413746;27.347836
-4.199988;3.917823416;27.741913
-3.799994;3.860084733;27.60054
-3.799994;3.822543435;27.37
-3.1000123;3.750089203;27.214526
-3.199988;3.897543124;28.212964
-3.0000062;3.881405666;28.27102
-2.699988;3.845057668;28.199973
-1.9;3.540617932;26.466077
-0.9;3.51136378;26.890967
-0.5000061;3.259346705;25.196198
0.1;3.217710465;25.28983
1.2000061;3.091826861;24.915485
0.8999878;3.215247323;25.730313
2.300012;3.471365809;28.831592
2.1;3.579694063;29.53078
1.6;3.59007986;29.271982
1.3000122;3.605292003;29.219498
0.1;3.821848265;29.995883
-0.2999939;2.497978171;19.414761
-1.1999878;2.602086982;19.753885
-2.299994;2.376381516;17.582141
-2.4;2.6601722;19.639941
-2.9;2.495938225;18.21364
-3.799994;2.778395543;19.888652
-4.000006;2.56237456;18.246277
-4.799994;2.71312186;18.94441
-5.500006;2.92821137;20.15793
-6.1000123;3.132991599;21.292068
-6.000006;3.218483609;21.934106
-5.699988;3.068320472;21.056886
-4.199988;2.754824859;19.498523
-1.2999939;2.344236527;17.760957
-6.10352E-06;2.335146799;18.259253
1.3000122;2.178407652;17.623143
1.4999939;2.128748781;17.322478
1.4999939;2.494863064;20.311824
1.8999878;2.589077827;21.27849
2.3999877;2.702716412;22.502554
1.3000122;3.034108533;24.554768
0.1;3.075354517;24.117212
-0.5000061;3.176243391;24.608186
0.3000122;3.181134509;25.053862
0.4999939;3.119269426;24.733467
1.3999878;3.028201458;24.614491
0.6;2.854276315;22.685849
0.80001223;2.930765893;23.408228
1.6;2.927294182;23.863757
2.3999877;2.848311043;23.71793
2.4999938;2.833441182;23.692238
2.200006;2.896480962;23.94474
1.8999878;2.888494058;23.775864
1.3000122;2.980049222;24.08087
0.8999878;3.02831445;24.24742
0.7000061;3.109674346;24.768301
1.2000061;3.063003881;24.735068
2.4999938;2.803886861;23.378473
3.800012;2.631490469;22.773933
5.1;2.389301577;21.480252
4.8999877;2.408483416;21.459583
5.700006;2.307433645;21.070096
6.200006;2.493404694;23.086232
7.6;1.998310311;19.321796
8.399988;1.909142546;18.91958
7.499994;2.153552633;20.737552
6.8999877;2.138994543;20.24589
5.700006;2.072352648;18.952744
4.1;2.114762862;18.443367
2.300012;2.477935106;20.596835
1.9999939;2.481298974;20.422525
1.6;2.406971261;19.61074
1.2000061;2.596252354;20.963518
1.1;2.710749733;21.85291
1.3999878;2.715979505;22.041411
2.3999877;2.61364636;21.761107
2.300012;2.669507805;22.173901
2.800012;2.637802317;22.178456
3.3999877;2.574257564;22.038124
3.4999938;2.534575598;21.763647
3.4999938;2.777987962;23.823288
3.8999877;2.437810774;21.137297
4.6;2.279384926;20.168678
4.800012;2.072849254;18.432994
5.6;2.117967686;19.279057
5.800012;2.110576449;19.364232
5.800012;2.055430298;18.815962
7.3999877;1.922266401;18.458615
6.300012;2.024253918;18.798282
5.200006;2.120021981;19.090756
5.1;2.078596305;18.647548
4.700006;2.205400809;19.552174
4.800012;2.181275801;19.429869
4.8999877;2.221023588;19.842142
4.8999877;2.478371637;22.098444
4.6;2.586888405;22.842812
3.1;2.805666291;23.833128
3.700006;2.713797513;23.395825
2.4999938;2.880193367;24.069748
2.800012;2.574779789;21.633623
3.1;2.521830412;21.419688
0.1;2.911890187;22.827077
1.3000122;2.781568619;22.52347
0.6;2.881681252;22.903828
0.80001223;3.230616677;25.78427
1.9999939;2.740749893;22.577132
2.800012;2.957878927;24.915836
1.1;2.813671244;22.652713
1.3000122;2.715636445;21.98651
1.2000061;2.739193742;22.149557
2.6;2.569930093;21.485765
3.9999938;2.395468443;20.869528
6.1;2.207221977;20.39117
4.3999877;2.35731212;20.717877
4.499994;2.258177956;19.894284
2.6;2.550502182;21.351472
1.7000061;2.665404502;21.812233
1.3000122;2.821048966;22.824388
0.9999939;2.823407522;22.703331
0.9999939;2.806207345;22.501077
-6.10352E-06;2.821517125;22.088693
-0.4;3.015338535;23.344563
-0.5000061;3.108182687;24.041144
-0.6000122;3.184183684;24.580641
-1.2999939;3.294052416;24.96651
-0.7999939;3.235384299;24.770418
-1.1000122;3.262539865;24.862744
-1.1000122;3.321611393;25.318674
-0.2999939;3.248012293;25.248366
1.3999878;2.988094651;24.27019
2.700006;2.784885571;23.35636
3.6;2.63941973;22.721783
4.8999877;2.492207636;22.260004
5.499994;2.4017362;21.762958
5.300012;2.391731196;21.590785
7.6;2.100968198;20.296309
5.300012;2.288751275;20.65322
5.1;2.278368828;20.45011
5.8999877;1.956170652;17.95568
4.3999877;2.15008044;18.900607
3.6;2.409061834;20.72589
2.200006;2.59600204;21.4839
1.8000122;2.648902836;21.692181
0.6;2.705247413;21.515218
-0.100012206;2.843522991;22.181271
-0.69998777;3.014247961;23.206746
-0.9;3.093110439;23.692831
-1.2999939;3.169780107;23.994568
-1.1999878;3.180249421;24.156528
-2.1000123;3.340759483;24.877798
-1.5000061;3.271892121;24.665778
-2.299994;3.465517571;25.64407
-0.9;3.357605979;25.71882
1.4999939;2.88672756;23.497585
2.4999938;2.820529739;23.547624
3.800012;2.665320669;23.043306
4.1;2.529656414;22.095859
5.700006;2.335675657;21.359633
6.1;2.168457459;20.04983
7.1;2.097537075;19.966487
7.3999877;1.998985544;19.187036
7.700006;1.847002272;17.89253
7.800012;1.800632918;17.520207
6.200006;1.998803122;18.525923
4.999994;2.14577267;19.22431
4.3999877;2.21321754;19.480357
2.700006;2.285697902;19.161816
2.8999877;2.318580573;19.590161
1.9999939;2.409449523;19.836778
2.3999877;2.477053594;20.62244
2.3999877;2.496693876;20.798586
2.700006;2.505743255;21.077046
2.6;2.502175139;21.013118
2.700006;2.509086221;21.077136
2.8999877;2.439678336;20.588974
3.200006;2.444956745;20.816043
3.700006;2.393428578;20.665004
3.9999938;2.371194972;20.619763
4.6;2.185841123;19.369304
5.6;1.985881238;18.081854
6.8999877;1.777738204;16.826706
8.7000065;1.711797212;17.137105
9.6;1.579026541;16.272101
10.2000065;1.150510148;12.099728
9.800013;0.821274752;8.5109344
9.399988;0.847315634;8.666499
8.999994;0.902191231;9.1039795
8.6;0.902751684;9.00687
7.1;0.889903787;8.476636
6.499994;0.881914443;8.2475395
5.499994;0.927251255;8.429985
4.999994;0.810096834;7.248012
5.499994;0.71519609;6.495858
5.499994;0.714386408;6.477568
4.8999877;0.719342721;6.4153435
5.6;0.809969222;7.378223
5.800012;0.790969835;7.248356
5.3999877;0.75300542;6.8132126
4.800012;0.817987646;7.2765724
4.8999877;0.877638269;7.818595
5.800012;0.886176062;8.111439
6.8999877;0.879951365;8.332076
7.800012;0.811177579;7.893178
8.899988;0.823375122;8.294646
10.1;0.657620073;6.887744
11.2000065;0.623031474;6.774433
11.1;0.539927765;5.846762
12.499994;0.419860779;4.784269
12.300013;0.383754652;4.3401188
11.2000065;0.466178367;5.0712708
8.399988;0.581865742;5.763271
5.700006;0.728585446;6.638073
5.6;0.752149358;6.854161
5.999994;0.779915315;7.179953
6.800012;0.579725992;5.4635906
6.800012;0.514300479;4.8542244
6.6;0.479409802;4.4931377
6.1;0.553891349;5.1217464
4.8999877;0.572829371;5.1136036
4.200006;0.561067072;4.9109844
3.6;0.662348376;5.690741
2.700006;0.80761922;6.788194
2.1;0.869124119;7.182964
1.8999878;0.929207753;7.634603
3.1;0.914903472;7.765349
5.300012;0.914401641;8.2379745
7.3999877;0.747491057;7.183079
9.2000065;0.679500074;6.901807
10.2000065;0.331584175;3.479901
10.1;0.416301591;4.3536694
10.499994;0.499635868;5.3094143
10.499994;0.487017824;5.1667004
10.899988;0.305466499;3.292005
10.399988;0.199501649;2.1095219
9.2000065;0.346630937;3.518505
6.8999877;0.592452036;5.5990284
5.3999877;0.731661059;6.629793
4.999994;0.809811074;7.244412
4.700006;0.631556972;5.5996662
4.6;0.864350531;7.647256
4.499994;0.861372579;7.601928
4.3999877;0.983628383;8.661597
4.700006;0.929199592;8.254467
4.700006;1.001265284;8.8792694
4.8999877;0.896002498;7.983665
5.1;0.936273623;8.397649
5.1;0.975791495;8.757745
5.200006;1.18436098;10.647709
5.6;1.150354872;10.4623055
5.8999877;1.132773541;10.406004
5.8999877;0.958776579;8.8043045
6.6;0.993763245;9.317567
8.999994;0.816503814;8.2420105
9.899988;0.580400014;6.036946
10.499994;0.557579899;5.9136105
9.800013;0.727602716;7.5510994
8.300013;0.768206505;7.596295
9.899988;0.733653657;7.6191765
5.499994;0.939292991;8.518192
5.700006;0.976042951;8.898242
5.3999877;1.020373076;9.229212
5.499994;1.07459401;9.753106
4.300012;0.995930291;8.723881
3.800012;0.986591258;8.527025
2.6;0.996081381;8.3321625
1.8999878;1.13387674;9.321362
1.4999939;1.235375;10.0489174
0.3999878;1.391919957;10.99945
0.2000061;1.456345636;11.460602
0.2000061;1.5716408;12.3593376
-0.4;1.71489935;13.289133
-0.1999878;1.885028829;14.707545
1.1;1.802729581;14.530841
2.9999938;1.636688749;13.834889
4.3999877;1.315583792;11.581528
5.1;1.214403963;10.905049
5.8999877;1.146036489;10.512798
6.800012;1.182523458;11.162585
7.999994;1.071218983;10.498325
7.999994;0.978619028;9.566404
8.899988;0.923577312;9.291444
7.3999877;1.080236528;10.386679
5.1;1.150158203;10.3228
5.1;1.177738749;10.573173
4.800012;1.278454343;11.377237
3.3999877;1.404613315;12.022381
1.9999939;1.156259006;9.516377
1.8000122;1.222054948;10.028026
-0.1999878;1.268956446;9.895997
-0.1999878;1.390618359;10.830263
-0.9;1.607461429;12.3069824
-1.4;1.701733244;12.853046
-0.9;1.632675167;12.506702
-0.9;1.645396471;12.604848
-0.6000122;1.663646469;12.831027
-0.6000122;1.923260047;14.850183
0.8999878;1.893065192;15.15661
3.200006;1.665200078;14.177705
5.1;1.397825228;12.5301254
5.8999877;1.322809712;12.1474594
6.6;0.944362674;8.852628
6.700006;1.169041412;10.995928
6.499994;1.202850474;11.2399765
7.200006;1.137405829;10.857739
7.499994;1.07415903;10.358124
9.7000065;0.846515507;8.745065
8.1;0.904001733;8.860578
7.6;1.004784893;9.7276474
5.8999877;1.215934469;11.181046
4.200006;1.355718175;11.844068
4.6;1.105078848;9.7820366
3.200006;1.181621078;10.050174
2.1;1.199845733;9.9162674
1.6;1.287020436;10.498543
1.3999878;1.229052433;9.9686844
1.3000122;1.278364959;10.336422
2.6;1.164134059;9.74084
2.8999877;1.157274045;9.759627
2.700006;1.249785807;10.484145
2.9999938;1.523086334;12.88983
2.8999877;1.609801846;13.578534
3.800012;1.508882807;13.061203
3.300012;1.502493137;12.83859
3.1;1.390492796;11.79379
3.4999938;1.496751299;12.844249
3.800012;1.589988993;13.760872
3.8999877;1.511016491;13.113258
4.700006;1.517213877;13.460345
5.1;1.446845027;12.991458
5.300012;1.418183597;12.804309
5.300012;1.448068086;13.052594
5.300012;1.443419516;13.036984
5.499994;1.319482111;11.986869
5.999994;1.320063665;12.149282
5.8999877;1.129194887;10.370091
5.800012;1.106936142;10.142225
5.999994;1.022550374;9.4160995
5.3999877;1.112456911;10.078724
5.200006;1.150445525;10.3758026
4.499994;1.269427467;11.189347
4.1;1.34299792;11.6992584
4.800012;1.268857274;11.291433
4.700006;1.27311696;11.301763
3.4999938;1.50121368;12.87674
2.9999938;1.651794011;13.999442
3.200006;1.540501077;13.092102
2.8999877;1.556656554;13.14799
4.700006;1.398866529;12.402291
5.8999877;1.303121092;11.986639
6.999994;1.266231335;12.038702
7.3999877;1.222475863;11.734264
7.3999877;1.164885641;11.183796
7.6;1.152989534;11.152963
5.999994;1.334761341;12.288983
5.8999877;1.283053716;11.7821304
3.800012;1.492625898;12.912357
1.8999878;1.657384872;13.597255
1.3000122;1.775362335;14.365569
1.3000122;1.489938766;12.0482216
1.3000122;1.511646179;12.22606
0.80001223;1.470357953;11.762233
0.3999878;1.619222604;12.789117
0.3999878;1.789145081;14.15927
0.7000061;1.629265865;12.978838
0.4999939;1.648161746;13.062872
-6.10352E-06;1.676550122;13.135228
0.1;1.758213363;13.803606
0.2000061;2.057460862;16.19714
0.6;2.171460519;17.27471
1.2000061;1.901670708;15.34328
1.8000122;1.751365059;14.348651
2.700006;1.549211285;12.992795
2.700006;1.931923077;16.206526
2.9999938;2.019670947;17.141803
5.3999877;1.839213698;16.66579
6.1;1.796287565;16.571663
4.6;1.917207439;16.938217
4.499994;1.87004758;16.503539
4.3999877;1.870928229;16.465959
2.8999877;2.031154518;17.153377
0.80001223;2.769535391;22.119093
0.6;2.254934156;17.919994
0.4999939;2.507004778;19.881393
0.6;2.56426674;20.382391
0.3999878;2.60562859;20.561049
-0.100012206;2.728653267;21.303975
-0.6000122;2.865545576;22.084074
0.2000061;2.826775497;22.245062
-6.10352E-06;2.863004357;22.477843
0.2000061;3.238435285;25.489276
0.7000061;3.243800987;25.839474
0.4999939;3.269936025;25.946445
0.3000122;3.2926389;25.984055
0.3999878;3.358982285;26.572937
0.9999939;2.625628285;21.094702
2.3999877;2.478870083;20.685832
2.6;2.322065994;19.421582
3.800012;2.210984708;19.134924
5.3999877;2.101365823;19.00169
5.3999877;2.097004664;18.989198
6.1;1.991120776;18.376717
7.6;1.773800505;17.137146
5.800012;1.938569994;17.745374
6.300012;1.839241375;17.106738
6.800012;1.694888874;16.000652
4.700006;1.985823971;17.595432
3.800012;2.173699565;18.804698
3.800012;2.082326901;18.001039
4.200006;2.124359386;18.55981
4.6;2.121930997;18.766795
2.700006;2.36146852;19.819717
1.8999878;2.493457157;20.541762
0.3000122;2.721569971;21.476408
0.3000122;3.088796352;24.331998
0.3999878;3.170586976;25.058884
0.3999878;3.22537425;25.530655
0.4999939;3.248841535;25.80785
0.80001223;3.235980852;25.81143
1.2000061;3.201275072;25.790567
0.7000061;2.888441843;23.05692
0.8999878;2.763636369;22.142084
1.9999939;2.401352245;19.772574
3.3999877;1.442400128;12.347508
5.200006;1.170331659;10.504713
5.8999877;1.272928163;11.689695
6.999994;1.021374593;9.695268
6.999994;0.95364618;9.0575356
6.499994;1.141345047;10.658656
3.800012;1.811594276;15.672583
3.6;1.480538151;12.72581
2.4999938;1.411419805;11.789178
2.300012;1.367482281;11.349069
1.6;1.244265148;10.1429504
1.4999939;1.281871419;10.416494
1.3999878;1.342300983;10.896467
1.2000061;1.284836972;10.37829
0.80001223;1.266637958;10.116292
0.8999878;1.348048617;10.796848
0.9999939;1.413291078;11.3322525
1.1;1.419378202;11.4228966
2.3999877;1.325909426;11.0422455
3.6;1.070108358;9.22928
4.6;1.123985193;9.932232
5.499994;1.147545719;10.430665
6.1;1.010582208;9.344131
7.300012;0.825553357;7.908001
7.3999877;0.731374454;7.037291
6.999994;0.934634236;8.8722725
7.1;1.390520276;13.240236
6.700006;1.454685611;13.67903
5.8999877;1.600873382;14.718503
6.300012;1.901864196;17.691234
5.700006;2.062768044;18.821246
5.3999877;2.161505639;19.538144
5.200006;2.19853094;19.779776
4.300012;2.319868501;20.333621
3.6;2.433340289;20.932806
3.1;2.544908809;21.622844
2.1;2.710345237;22.384506
2.200006;2.774081848;22.980641
1.8999878;2.851782458;23.440552
1.9999939;2.857968862;23.571059
2.300012;2.834436916;23.493199
2.300012;2.81465254;23.365953
3.300012;2.723348242;23.242218
4.8999877;2.507344127;22.395363
6.3999877;2.284253666;21.279068
7.800012;1.687107075;16.377888
7.999994;1.565330519;15.327318
9.6;1.76366386;18.15642
9.1;1.607518658;16.272516
9.2000065;1.756820489;17.851279
9.499994;1.418551108;14.561989
9.300013;1.396127324;14.232709
9.6;1.319484861;13.563277
8.499994;1.473736975;14.663405
7.200006;1.811496811;17.31595
6.3999877;1.686715586;15.729895
5.200006;1.507125268;13.547183
4.800012;1.413333199;12.571023
4.700006;1.385028238;12.286656
4.3999877;1.468073009;12.921085
3.9999938;1.556643058;13.5493
3.800012;1.606016139;13.88316
3.700006;1.688197207;14.564754
2.800012;1.754969052;14.779825
2.1;1.77232954;14.664355
2.200006;1.853868437;15.36854
3.1;1.899254854;16.130115
4.499994;1.709656357;15.082304
5.800012;1.828398113;16.764232
7.1;1.747484906;16.639505
6.8999877;1.753561123;16.576268
8.1;1.496079438;14.70618
8.300013;1.369951233;13.542184
9.6;1.229253048;12.657145
10.499994;0.811710829;8.612557
9.399988;0.575472186;5.8908577
8.999994;0.573777975;5.7986538
9.1;0.581413653;5.8933365
8.7000065;0.630793656;6.312843
8.1;0.584256223;5.7447586
7.300012;0.754858493;7.23629
7.1;0.842361788;8.0192635
6.999994;1.039834958;9.8763
6.8999877;1.321688687;12.49176
6.700006;1.301642129;12.245186
6.499994;1.454360411;13.618576
6.300012;1.499666141;13.932419
6.200006;1.546133061;14.312973
5.800012;1.580934015;14.466678
5.8999877;1.575767246;14.455608
7.200006;1.495175175;14.264091
8.1;1.196457234;11.7409904
9.399988;0.34897615;3.566493
10.899988;0.559842586;6.024648
11.1;0.452014;4.9020947
