;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y
0;269.15;-1.78e-15;0.0;292.50903
1;269.15;-1.78e-15;0.0;292.9864
2;269.15;-1.78e-15;0.0;293.46375
3;269.15;-1.78e-15;0.0;293.94107
4;269.15;-1.78e-15;0.0;294.41843
5;269.15;-1.78e-15;0.0;294.89578
6;269.15;-1.78e-15;0.0;295.37314
7;269.15;-1.78e-15;0.0;295.85046
8;269.15;-1.78e-15;0.0;296.32782
9;269.15;-1.78e-15;0.0;296.80518
10;269.15;-1.78e-15;0.11111111;292.50903
11;269.15;-1.78e-15;0.11111111;292.9864
12;269.15;-1.78e-15;0.11111111;293.46375
13;269.15;-1.78e-15;0.11111111;293.94107
14;269.15;-1.78e-15;0.11111111;294.41843
15;269.15;-1.78e-15;0.11111111;294.89578
16;269.15;-1.78e-15;0.11111111;295.37314
17;269.15;-1.78e-15;0.11111111;295.85046
18;269.15;-1.78e-15;0.11111111;296.32782
19;269.15;-1.78e-15;0.11111111;296.80518
20;269.15;-1.78e-15;0.22222222;292.50903
21;269.15;-1.78e-15;0.22222222;292.9864
22;269.15;-1.78e-15;0.22222222;293.46375
23;269.15;-1.78e-15;0.22222222;293.94107
24;269.15;-1.78e-15;0.22222222;294.41843
25;269.15;-1.78e-15;0.22222222;294.89578
26;269.15;-1.78e-15;0.22222222;295.37314
27;269.15;-1.78e-15;0.22222222;295.85046
28;269.15;-1.78e-15;0.22222222;296.32782
29;269.15;-1.78e-15;0.22222222;296.80518
30;269.15;-1.78e-15;0.33333334;292.50903
31;269.15;-1.78e-15;0.33333334;292.9864
32;269.15;-1.78e-15;0.33333334;293.46375
33;269.15;-1.78e-15;0.33333334;293.94107
34;269.15;-1.78e-15;0.33333334;294.41843
35;269.15;-1.78e-15;0.33333334;294.89578
36;269.15;-1.78e-15;0.33333334;295.37314
37;269.15;-1.78e-15;0.33333334;295.85046
38;269.15;-1.78e-15;0.33333334;296.32782
39;269.15;-1.78e-15;0.33333334;296.80518
40;269.15;-1.78e-15;0.44444445;292.50903
41;269.15;-1.78e-15;0.44444445;292.9864
42;269.15;-1.78e-15;0.44444445;293.46375
43;269.15;-1.78e-15;0.44444445;293.94107
44;269.15;-1.78e-15;0.44444445;294.41843
45;269.15;-1.78e-15;0.44444445;294.89578
46;269.15;-1.78e-15;0.44444445;295.37314
47;269.15;-1.78e-15;0.44444445;295.85046
48;269.15;-1.78e-15;0.44444445;296.32782
49;269.15;-1.78e-15;0.44444445;296.80518
