;0
0.0;0.039982300068093
1.0;0.021781921174164776
2.0;0.023156587629211356
3.0;0.0287739383423683
4.0;0.029160246133991707
5.0;0.021461232055094204
6.0;0.016287033573550214
7.0;0.010408214174702723
8.0;0.00028551746828886504
9.0;-0.040162268301596415
10.0;-0.07962711456517191
11.0;-0.06171258694607096
12.0;-0.07081183872525854
13.0;-0.07433609922940887
14.0;-0.07700361191303684
15.0;-0.079160891678425
16.0;-0.08066398140423625
17.0;-0.08315198899952048
18.0;-0.09092126864439443
19.0;-0.10092933142679639
20.0;-0.10810070683511708
21.0;-0.1126928275625102
22.0;-0.11490397794217844
23.0;-0.11381137603138969
24.0;-0.10914497090572917
25.0;-0.09923049574526488
26.0;-0.084432190714952
27.0;-0.06988820051039579
28.0;-0.05716597754284569
29.0;-0.05194511991661632
30.0;-0.04651078866072844
31.0;0.07943938257902716
32.0;0.049448810210905414
33.0;0.021779793050886398
34.0;-0.006798057345184794
35.0;-0.030210377987382353
36.0;-0.05060683302788582
37.0;-0.059774808291871984
38.0;-0.05449339667026043
39.0;-0.054064855086093044
40.0;-0.061589197537627705
41.0;-0.06395375536330117
42.0;-0.05146354156453148
43.0;-0.02830502646865285
44.0;-0.022418450002393064
45.0;-0.04932582633612059
46.0;-0.08804026049930891
47.0;-0.11690602210908363
48.0;-0.13458503491953366
49.0;-0.15333329924737504
50.0;-0.16851088118129953
51.0;-0.16204897646170013
52.0;-0.1339655830909825
53.0;-0.11963574275445488
54.0;-0.1401739265718116
55.0;-0.1478636387711818
56.0;-0.09556911239899579
57.0;-0.07753301758961884
58.0;-0.05335385265255954
59.0;-0.03909816440947789
60.0;0.08369292291130759
61.0;0.06274957329062048
62.0;0.0480926569971869
63.0;0.04858486474836432
64.0;0.03700582311545786
65.0;0.029950600658699256
66.0;0.03094576582819908
67.0;0.05296900256660453
68.0;0.04833831996917315
69.0;-0.03932869409870121
70.0;-0.09368726483923784
71.0;-0.10616735861830873
72.0;-0.03546931772468387
73.0;-0.04478759310307001
74.0;-0.05324810623139098
75.0;-0.05413068659221687
76.0;-0.052736593461666814
77.0;-0.07011302744352099
78.0;-0.09884700590603546
79.0;-0.05455839195182188
80.0;-0.0618970083665884
81.0;-0.06678708075053441
82.0;-0.07117161211138623
83.0;-0.07276777725953987
84.0;-0.07473768717637219
85.0;-0.07528005072156985
86.0;-0.07399088406410836
87.0;-0.07086088999297002
88.0;-0.06567411332290685
89.0;-0.05828429086729814
90.0;-0.04840705113639909
91.0;-0.053906423210479226
92.0;-0.06347195395478
93.0;-0.07184882319495689
94.0;-0.07646847425895442
95.0;-0.07569485626092087
96.0;-0.07214503512919845
97.0;-0.07114541987150003
98.0;-0.07483142482712501
99.0;-0.07927661630305582
100.0;-0.08987823536975703
101.0;-0.11302418764190736
102.0;-0.12948644384829222
103.0;-0.13174694037817258
104.0;-0.11814385837537267
105.0;-0.08477267844910896
106.0;-0.06566966310416289
107.0;0.013637730456292463
108.0;0.1393903552257949
109.0;0.11552260249022162
110.0;0.10025743689931255
111.0;0.09291965486600029
112.0;0.09011048721746728
113.0;0.09082903920388785
114.0;0.09702240484664626
115.0;0.10819054465138944
116.0;0.1240094650122533
117.0;0.10368866252527298
118.0;0.04061961240129708
119.0;-0.016269171109373093
120.0;0.00656966570693196
121.0;0.026084963512768566
122.0;0.017011823177247254
123.0;-0.00485620635837869
124.0;-0.027688410881226866
125.0;-0.05305874434243696
126.0;-0.06012203611122591
127.0;-0.058087905493484415
128.0;-0.07674021699455624
129.0;-0.08851685498785666
130.0;-0.09518192413802617
131.0;-0.09701601921063108
132.0;-0.09315838384331465
133.0;-0.08092748942847194
134.0;-0.05984327835810643
135.0;-0.058583303967134626
136.0;-0.05173676038704156
137.0;-0.03984731368963135
