,Carnot_mid_oldANN_4_EnergyAI_32Neurons,Carnot_uncertain_mid_32Neurons,Carnot_mid_newANN_4_buildsys_8Neurons
kNN_TiV,0.9371014492753623,0.950641940085592,0.9766847652507186
