,Carnot_mid_oldANN_4_EnergyAI_32Neurons,Carnot_uncertain_mid_32Neurons,Carnot_mid_newANN_4_buildsys_8Neurons
kNN_TiV,0.9460131675201171,0.9346423562412342,0.8561030235162375
