,Carnot_mid_oldANN_4_EnergyAI_32Neurons,Carnot_uncertain_mid_32Neurons,Carnot_mid_newANN_4_buildsys_8Neurons
kNN_TiV,0.955096011816839,0.9191724137931034,0.7620234238724146
