,Carnot_mid_oldANN_4_EnergyAI_32Neurons,Carnot_uncertain_mid_32Neurons,Carnot_mid_newANN_4_buildsys_8Neurons
ANN,0.020270152243371902,0.024635967595115982,0.02839853806102856
