;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y
172;268.9679;-3.55e-15;0.7777778;295.69547
173;268.9679;-3.55e-15;0.7777778;297.28867
174;268.9679;-3.55e-15;0.7777778;298.88187
175;268.9679;-3.55e-15;0.7777778;300.47507
176;268.9679;-3.55e-15;0.7777778;302.06827
177;268.9679;-3.55e-15;0.7777778;303.66147
178;268.9679;-3.55e-15;0.7777778;305.2547
179;268.9679;-3.55e-15;0.7777778;306.8479
180;268.9679;-3.55e-15;0.8888889;292.50903
181;268.9679;-3.55e-15;0.8888889;294.10223
182;268.9679;-3.55e-15;0.8888889;295.69547
183;268.9679;-3.55e-15;0.8888889;297.28867
184;268.9679;-3.55e-15;0.8888889;298.88187
185;268.9679;-3.55e-15;0.8888889;300.47507
186;268.9679;-3.55e-15;0.8888889;302.06827
187;268.9679;-3.55e-15;0.8888889;303.66147
188;268.9679;-3.55e-15;0.8888889;305.2547
189;268.9679;-3.55e-15;0.8888889;306.8479
190;268.9679;-3.55e-15;1.0;292.50903
191;268.9679;-3.55e-15;1.0;294.10223
192;268.9679;-3.55e-15;1.0;295.69547
193;268.9679;-3.55e-15;1.0;297.28867
194;268.9679;-3.55e-15;1.0;298.88187
195;268.9679;-3.55e-15;1.0;300.47507
196;268.9679;-3.55e-15;1.0;302.06827
197;268.9679;-3.55e-15;1.0;303.66147
198;268.9679;-3.55e-15;1.0;305.2547
199;268.9679;-3.55e-15;1.0;306.8479
200;273.8858;-3.55e-15;0.0;292.50903
201;273.8858;-3.55e-15;0.0;294.10223
202;273.8858;-3.55e-15;0.0;295.69547
203;273.8858;-3.55e-15;0.0;297.28867
204;273.8858;-3.55e-15;0.0;298.88187
205;273.8858;-3.55e-15;0.0;300.47507
206;273.8858;-3.55e-15;0.0;302.06827
207;273.8858;-3.55e-15;0.0;303.66147
208;273.8858;-3.55e-15;0.0;305.2547
209;273.8858;-3.55e-15;0.0;306.8479
210;273.8858;-3.55e-15;0.11111111;292.50903
211;273.8858;-3.55e-15;0.11111111;294.10223
212;273.8858;-3.55e-15;0.11111111;295.69547
213;273.8858;-3.55e-15;0.11111111;297.28867
214;273.8858;-3.55e-15;0.11111111;298.88187
215;273.8858;-3.55e-15;0.11111111;300.47507
216;273.8858;-3.55e-15;0.11111111;302.06827
217;273.8858;-3.55e-15;0.11111111;303.66147
218;273.8858;-3.55e-15;0.11111111;305.2547
219;273.8858;-3.55e-15;0.11111111;306.8479
220;273.8858;-3.55e-15;0.22222222;292.50903
221;273.8858;-3.55e-15;0.22222222;294.10223
222;273.8858;-3.55e-15;0.22222222;295.69547
223;273.8858;-3.55e-15;0.22222222;297.28867
224;273.8858;-3.55e-15;0.22222222;298.88187
225;273.8858;-3.55e-15;0.22222222;300.47507
226;273.8858;-3.55e-15;0.22222222;302.06827
227;273.8858;-3.55e-15;0.22222222;303.66147
228;273.8858;-3.55e-15;0.22222222;305.2547
229;273.8858;-3.55e-15;0.22222222;306.8479
230;273.8858;-3.55e-15;0.33333334;292.50903
231;273.8858;-3.55e-15;0.33333334;294.10223
232;273.8858;-3.55e-15;0.33333334;295.69547
233;273.8858;-3.55e-15;0.33333334;297.28867
234;273.8858;-3.55e-15;0.33333334;298.88187
235;273.8858;-3.55e-15;0.33333334;300.47507
236;273.8858;-3.55e-15;0.33333334;302.06827
237;273.8858;-3.55e-15;0.33333334;303.66147
238;273.8858;-3.55e-15;0.33333334;305.2547
239;273.8858;-3.55e-15;0.33333334;306.8479
240;273.8858;-3.55e-15;0.44444445;292.50903
241;273.8858;-3.55e-15;0.44444445;294.10223
242;273.8858;-3.55e-15;0.44444445;295.69547
243;273.8858;-3.55e-15;0.44444445;297.28867
244;273.8858;-3.55e-15;0.44444445;298.88187
245;273.8858;-3.55e-15;0.44444445;300.47507
246;273.8858;-3.55e-15;0.44444445;302.06827
247;273.8858;-3.55e-15;0.44444445;303.66147
248;273.8858;-3.55e-15;0.44444445;305.2547
249;273.8858;-3.55e-15;0.44444445;306.8479
250;273.8858;-3.55e-15;0.5555556;292.50903
251;273.8858;-3.55e-15;0.5555556;294.10223
252;273.8858;-3.55e-15;0.5555556;295.69547
253;273.8858;-3.55e-15;0.5555556;297.28867
254;273.8858;-3.55e-15;0.5555556;298.88187
255;273.8858;-3.55e-15;0.5555556;300.47507
256;273.8858;-3.55e-15;0.5555556;302.06827
257;273.8858;-3.55e-15;0.5555556;303.66147
258;273.8858;-3.55e-15;0.5555556;305.2547
259;273.8858;-3.55e-15;0.5555556;306.8479
260;273.8858;-3.55e-15;0.6666667;292.50903
261;273.8858;-3.55e-15;0.6666667;294.10223
262;273.8858;-3.55e-15;0.6666667;295.69547
263;273.8858;-3.55e-15;0.6666667;297.28867
264;273.8858;-3.55e-15;0.6666667;298.88187
265;273.8858;-3.55e-15;0.6666667;300.47507
266;273.8858;-3.55e-15;0.6666667;302.06827
267;273.8858;-3.55e-15;0.6666667;303.66147
268;273.8858;-3.55e-15;0.6666667;305.2547
269;273.8858;-3.55e-15;0.6666667;306.8479
270;273.8858;-3.55e-15;0.7777778;292.50903
271;273.8858;-3.55e-15;0.7777778;294.10223
272;273.8858;-3.55e-15;0.7777778;295.69547
273;273.8858;-3.55e-15;0.7777778;297.28867
274;273.8858;-3.55e-15;0.7777778;298.88187
275;273.8858;-3.55e-15;0.7777778;300.47507
276;273.8858;-3.55e-15;0.7777778;302.06827
277;273.8858;-3.55e-15;0.7777778;303.66147
278;273.8858;-3.55e-15;0.7777778;305.2547
279;273.8858;-3.55e-15;0.7777778;306.8479
280;273.8858;-3.55e-15;0.8888889;292.50903
281;273.8858;-3.55e-15;0.8888889;294.10223
282;273.8858;-3.55e-15;0.8888889;295.69547
283;273.8858;-3.55e-15;0.8888889;297.28867
284;273.8858;-3.55e-15;0.8888889;298.88187
285;273.8858;-3.55e-15;0.8888889;300.47507
286;273.8858;-3.55e-15;0.8888889;302.06827
287;273.8858;-3.55e-15;0.8888889;303.66147
288;273.8858;-3.55e-15;0.8888889;305.2547
289;273.8858;-3.55e-15;0.8888889;306.8479
290;273.8858;-3.55e-15;1.0;292.50903
291;273.8858;-3.55e-15;1.0;294.10223
292;273.8858;-3.55e-15;1.0;295.69547
293;273.8858;-3.55e-15;1.0;297.28867
294;273.8858;-3.55e-15;1.0;298.88187
295;273.8858;-3.55e-15;1.0;300.47507
296;273.8858;-3.55e-15;1.0;302.06827
297;273.8858;-3.55e-15;1.0;303.66147
298;273.8858;-3.55e-15;1.0;305.2547
299;273.8858;-3.55e-15;1.0;306.8479
300;278.8037;-3.55e-15;0.0;292.50903
301;278.8037;-3.55e-15;0.0;294.10223
302;278.8037;-3.55e-15;0.0;295.69547
303;278.8037;-3.55e-15;0.0;297.28867
304;278.8037;-3.55e-15;0.0;298.88187
305;278.8037;-3.55e-15;0.0;300.47507
306;278.8037;-3.55e-15;0.0;302.06827
307;278.8037;-3.55e-15;0.0;303.66147
308;278.8037;-3.55e-15;0.0;305.2547
309;278.8037;-3.55e-15;0.0;306.8479
310;278.8037;-3.55e-15;0.11111111;292.50903
311;278.8037;-3.55e-15;0.11111111;294.10223
312;278.8037;-3.55e-15;0.11111111;295.69547
313;278.8037;-3.55e-15;0.11111111;297.28867
314;278.8037;-3.55e-15;0.11111111;298.88187
315;278.8037;-3.55e-15;0.11111111;300.47507
316;278.8037;-3.55e-15;0.11111111;302.06827
317;278.8037;-3.55e-15;0.11111111;303.66147
318;278.8037;-3.55e-15;0.11111111;305.2547
319;278.8037;-3.55e-15;0.11111111;306.8479
320;278.8037;-3.55e-15;0.22222222;292.50903
321;278.8037;-3.55e-15;0.22222222;294.10223
322;278.8037;-3.55e-15;0.22222222;295.69547
323;278.8037;-3.55e-15;0.22222222;297.28867
324;278.8037;-3.55e-15;0.22222222;298.88187
325;278.8037;-3.55e-15;0.22222222;300.47507
326;278.8037;-3.55e-15;0.22222222;302.06827
327;278.8037;-3.55e-15;0.22222222;303.66147
328;278.8037;-3.55e-15;0.22222222;305.2547
329;278.8037;-3.55e-15;0.22222222;306.8479
330;278.8037;-3.55e-15;0.33333334;292.50903
331;278.8037;-3.55e-15;0.33333334;294.10223
332;278.8037;-3.55e-15;0.33333334;295.69547
333;278.8037;-3.55e-15;0.33333334;297.28867
334;278.8037;-3.55e-15;0.33333334;298.88187
335;278.8037;-3.55e-15;0.33333334;300.47507
336;278.8037;-3.55e-15;0.33333334;302.06827
337;278.8037;-3.55e-15;0.33333334;303.66147
338;278.8037;-3.55e-15;0.33333334;305.2547
339;278.8037;-3.55e-15;0.33333334;306.8479
340;278.8037;-3.55e-15;0.44444445;292.50903
341;278.8037;-3.55e-15;0.44444445;294.10223
342;278.8037;-3.55e-15;0.44444445;295.69547
343;278.8037;-3.55e-15;0.44444445;297.28867
344;278.8037;-3.55e-15;0.44444445;298.88187
345;278.8037;-3.55e-15;0.44444445;300.47507
346;278.8037;-3.55e-15;0.44444445;302.06827
347;278.8037;-3.55e-15;0.44444445;303.66147
348;278.8037;-3.55e-15;0.44444445;305.2547
349;278.8037;-3.55e-15;0.44444445;306.8479
350;278.8037;-3.55e-15;0.5555556;292.50903
351;278.8037;-3.55e-15;0.5555556;294.10223
352;278.8037;-3.55e-15;0.5555556;295.69547
353;278.8037;-3.55e-15;0.5555556;297.28867
354;278.8037;-3.55e-15;0.5555556;298.88187
355;278.8037;-3.55e-15;0.5555556;300.47507
356;278.8037;-3.55e-15;0.5555556;302.06827
357;278.8037;-3.55e-15;0.5555556;303.66147
358;278.8037;-3.55e-15;0.5555556;305.2547
359;278.8037;-3.55e-15;0.5555556;306.8479
360;278.8037;-3.55e-15;0.6666667;292.50903
361;278.8037;-3.55e-15;0.6666667;294.10223
362;278.8037;-3.55e-15;0.6666667;295.69547
363;278.8037;-3.55e-15;0.6666667;297.28867
364;278.8037;-3.55e-15;0.6666667;298.88187
365;278.8037;-3.55e-15;0.6666667;300.47507
366;278.8037;-3.55e-15;0.6666667;302.06827
367;278.8037;-3.55e-15;0.6666667;303.66147
368;278.8037;-3.55e-15;0.6666667;305.2547
369;278.8037;-3.55e-15;0.6666667;306.8479
370;278.8037;-3.55e-15;0.7777778;292.50903
371;278.8037;-3.55e-15;0.7777778;294.10223
372;278.8037;-3.55e-15;0.7777778;295.69547
373;278.8037;-3.55e-15;0.7777778;297.28867
374;278.8037;-3.55e-15;0.7777778;298.88187
375;278.8037;-3.55e-15;0.7777778;300.47507
376;278.8037;-3.55e-15;0.7777778;302.06827
377;278.8037;-3.55e-15;0.7777778;303.66147
378;278.8037;-3.55e-15;0.7777778;305.2547
379;278.8037;-3.55e-15;0.7777778;306.8479
380;278.8037;-3.55e-15;0.8888889;292.50903
381;278.8037;-3.55e-15;0.8888889;294.10223
382;278.8037;-3.55e-15;0.8888889;295.69547
383;278.8037;-3.55e-15;0.8888889;297.28867
384;278.8037;-3.55e-15;0.8888889;298.88187
385;278.8037;-3.55e-15;0.8888889;300.47507
386;278.8037;-3.55e-15;0.8888889;302.06827
387;278.8037;-3.55e-15;0.8888889;303.66147
388;278.8037;-3.55e-15;0.8888889;305.2547
389;278.8037;-3.55e-15;0.8888889;306.8479
390;278.8037;-3.55e-15;1.0;292.50903
391;278.8037;-3.55e-15;1.0;294.10223
392;278.8037;-3.55e-15;1.0;295.69547
393;278.8037;-3.55e-15;1.0;297.28867
394;278.8037;-3.55e-15;1.0;298.88187
395;278.8037;-3.55e-15;1.0;300.47507
396;278.8037;-3.55e-15;1.0;302.06827
397;278.8037;-3.55e-15;1.0;303.66147
398;278.8037;-3.55e-15;1.0;305.2547
399;278.8037;-3.55e-15;1.0;306.8479
400;283.72162;-3.55e-15;0.0;292.50903
401;283.72162;-3.55e-15;0.0;294.10223
402;283.72162;-3.55e-15;0.0;295.69547
403;283.72162;-3.55e-15;0.0;297.28867
404;283.72162;-3.55e-15;0.0;298.88187
405;283.72162;-3.55e-15;0.0;300.47507
406;283.72162;-3.55e-15;0.0;302.06827
407;283.72162;-3.55e-15;0.0;303.66147
408;283.72162;-3.55e-15;0.0;305.2547
409;283.72162;-3.55e-15;0.0;306.8479
410;283.72162;-3.55e-15;0.11111111;292.50903
411;283.72162;-3.55e-15;0.11111111;294.10223
412;283.72162;-3.55e-15;0.11111111;295.69547
413;283.72162;-3.55e-15;0.11111111;297.28867
414;283.72162;-3.55e-15;0.11111111;298.88187
415;283.72162;-3.55e-15;0.11111111;300.47507
416;283.72162;-3.55e-15;0.11111111;302.06827
417;283.72162;-3.55e-15;0.11111111;303.66147
418;283.72162;-3.55e-15;0.11111111;305.2547
419;283.72162;-3.55e-15;0.11111111;306.8479
420;283.72162;-3.55e-15;0.22222222;292.50903
421;283.72162;-3.55e-15;0.22222222;294.10223
422;283.72162;-3.55e-15;0.22222222;295.69547
423;283.72162;-3.55e-15;0.22222222;297.28867
424;283.72162;-3.55e-15;0.22222222;298.88187
425;283.72162;-3.55e-15;0.22222222;300.47507
426;283.72162;-3.55e-15;0.22222222;302.06827
427;283.72162;-3.55e-15;0.22222222;303.66147
428;283.72162;-3.55e-15;0.22222222;305.2547
429;283.72162;-3.55e-15;0.22222222;306.8479
430;283.72162;-3.55e-15;0.33333334;292.50903
431;283.72162;-3.55e-15;0.33333334;294.10223
432;283.72162;-3.55e-15;0.33333334;295.69547
433;283.72162;-3.55e-15;0.33333334;297.28867
434;283.72162;-3.55e-15;0.33333334;298.88187
435;283.72162;-3.55e-15;0.33333334;300.47507
436;283.72162;-3.55e-15;0.33333334;302.06827
437;283.72162;-3.55e-15;0.33333334;303.66147
438;283.72162;-3.55e-15;0.33333334;305.2547
439;283.72162;-3.55e-15;0.33333334;306.8479
440;283.72162;-3.55e-15;0.44444445;292.50903
441;283.72162;-3.55e-15;0.44444445;294.10223
442;283.72162;-3.55e-15;0.44444445;295.69547
443;283.72162;-3.55e-15;0.44444445;297.28867
444;283.72162;-3.55e-15;0.44444445;298.88187
445;283.72162;-3.55e-15;0.44444445;300.47507
446;283.72162;-3.55e-15;0.44444445;302.06827
447;283.72162;-3.55e-15;0.44444445;303.66147
448;283.72162;-3.55e-15;0.44444445;305.2547
449;283.72162;-3.55e-15;0.44444445;306.8479
450;283.72162;-3.55e-15;0.5555556;292.50903
451;283.72162;-3.55e-15;0.5555556;294.10223
452;283.72162;-3.55e-15;0.5555556;295.69547
453;283.72162;-3.55e-15;0.5555556;297.28867
454;283.72162;-3.55e-15;0.5555556;298.88187
455;283.72162;-3.55e-15;0.5555556;300.47507
456;283.72162;-3.55e-15;0.5555556;302.06827
457;283.72162;-3.55e-15;0.5555556;303.66147
458;283.72162;-3.55e-15;0.5555556;305.2547
459;283.72162;-3.55e-15;0.5555556;306.8479
460;283.72162;-3.55e-15;0.6666667;292.50903
461;283.72162;-3.55e-15;0.6666667;294.10223
462;283.72162;-3.55e-15;0.6666667;295.69547
463;283.72162;-3.55e-15;0.6666667;297.28867
464;283.72162;-3.55e-15;0.6666667;298.88187
465;283.72162;-3.55e-15;0.6666667;300.47507
466;283.72162;-3.55e-15;0.6666667;302.06827
467;283.72162;-3.55e-15;0.6666667;303.66147
468;283.72162;-3.55e-15;0.6666667;305.2547
469;283.72162;-3.55e-15;0.6666667;306.8479
470;283.72162;-3.55e-15;0.7777778;292.50903
471;283.72162;-3.55e-15;0.7777778;294.10223
472;283.72162;-3.55e-15;0.7777778;295.69547
473;283.72162;-3.55e-15;0.7777778;297.28867
474;283.72162;-3.55e-15;0.7777778;298.88187
475;283.72162;-3.55e-15;0.7777778;300.47507
476;283.72162;-3.55e-15;0.7777778;302.06827
477;283.72162;-3.55e-15;0.7777778;303.66147
478;283.72162;-3.55e-15;0.7777778;305.2547
479;283.72162;-3.55e-15;0.7777778;306.8479
480;283.72162;-3.55e-15;0.8888889;292.50903
481;283.72162;-3.55e-15;0.8888889;294.10223
482;283.72162;-3.55e-15;0.8888889;295.69547
483;283.72162;-3.55e-15;0.8888889;297.28867
484;283.72162;-3.55e-15;0.8888889;298.88187
485;283.72162;-3.55e-15;0.8888889;300.47507
486;283.72162;-3.55e-15;0.8888889;302.06827
487;283.72162;-3.55e-15;0.8888889;303.66147
488;283.72162;-3.55e-15;0.8888889;305.2547
489;283.72162;-3.55e-15;0.8888889;306.8479
490;283.72162;-3.55e-15;1.0;292.50903
491;283.72162;-3.55e-15;1.0;294.10223
492;283.72162;-3.55e-15;1.0;295.69547
493;283.72162;-3.55e-15;1.0;297.28867
494;283.72162;-3.55e-15;1.0;298.88187
495;283.72162;-3.55e-15;1.0;300.47507
496;283.72162;-3.55e-15;1.0;302.06827
497;283.72162;-3.55e-15;1.0;303.66147
498;283.72162;-3.55e-15;1.0;305.2547
499;283.72162;-3.55e-15;1.0;306.8479
500;288.63953;-3.55e-15;0.0;292.50903
501;288.63953;-3.55e-15;0.0;294.10223
502;288.63953;-3.55e-15;0.0;295.69547
503;288.63953;-3.55e-15;0.0;297.28867
504;288.63953;-3.55e-15;0.0;298.88187
505;288.63953;-3.55e-15;0.0;300.47507
506;288.63953;-3.55e-15;0.0;302.06827
507;288.63953;-3.55e-15;0.0;303.66147
508;288.63953;-3.55e-15;0.0;305.2547
509;288.63953;-3.55e-15;0.0;306.8479
510;288.63953;-3.55e-15;0.11111111;292.50903
511;288.63953;-3.55e-15;0.11111111;294.10223
512;288.63953;-3.55e-15;0.11111111;295.69547
513;288.63953;-3.55e-15;0.11111111;297.28867
514;288.63953;-3.55e-15;0.11111111;298.88187
515;288.63953;-3.55e-15;0.11111111;300.47507
516;288.63953;-3.55e-15;0.11111111;302.06827
517;288.63953;-3.55e-15;0.11111111;303.66147
518;288.63953;-3.55e-15;0.11111111;305.2547
519;288.63953;-3.55e-15;0.11111111;306.8479
520;288.63953;-3.55e-15;0.22222222;292.50903
521;288.63953;-3.55e-15;0.22222222;294.10223
522;288.63953;-3.55e-15;0.22222222;295.69547
523;288.63953;-3.55e-15;0.22222222;297.28867
524;288.63953;-3.55e-15;0.22222222;298.88187
525;288.63953;-3.55e-15;0.22222222;300.47507
526;288.63953;-3.55e-15;0.22222222;302.06827
527;288.63953;-3.55e-15;0.22222222;303.66147
528;288.63953;-3.55e-15;0.22222222;305.2547
529;288.63953;-3.55e-15;0.22222222;306.8479
530;288.63953;-3.55e-15;0.33333334;292.50903
531;288.63953;-3.55e-15;0.33333334;294.10223
532;288.63953;-3.55e-15;0.33333334;295.69547
533;288.63953;-3.55e-15;0.33333334;297.28867
534;288.63953;-3.55e-15;0.33333334;298.88187
535;288.63953;-3.55e-15;0.33333334;300.47507
536;288.63953;-3.55e-15;0.33333334;302.06827
537;288.63953;-3.55e-15;0.33333334;303.66147
538;288.63953;-3.55e-15;0.33333334;305.2547
539;288.63953;-3.55e-15;0.33333334;306.8479
540;288.63953;-3.55e-15;0.44444445;292.50903
541;288.63953;-3.55e-15;0.44444445;294.10223
542;288.63953;-3.55e-15;0.44444445;295.69547
543;288.63953;-3.55e-15;0.44444445;297.28867
544;288.63953;-3.55e-15;0.44444445;298.88187
545;288.63953;-3.55e-15;0.44444445;300.47507
546;288.63953;-3.55e-15;0.44444445;302.06827
547;288.63953;-3.55e-15;0.44444445;303.66147
