;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y
0;264.05;-3.55e-15;0.0;292.50903
1;264.05;-3.55e-15;0.0;294.10223
2;264.05;-3.55e-15;0.0;295.69547
3;264.05;-3.55e-15;0.0;297.28867
4;264.05;-3.55e-15;0.0;298.88187
5;264.05;-3.55e-15;0.0;300.47507
6;264.05;-3.55e-15;0.0;302.06827
7;264.05;-3.55e-15;0.0;303.66147
8;264.05;-3.55e-15;0.0;305.2547
9;264.05;-3.55e-15;0.0;306.8479
10;264.05;-3.55e-15;0.11111111;292.50903
11;264.05;-3.55e-15;0.11111111;294.10223
12;264.05;-3.55e-15;0.11111111;295.69547
13;264.05;-3.55e-15;0.11111111;297.28867
14;264.05;-3.55e-15;0.11111111;298.88187
15;264.05;-3.55e-15;0.11111111;300.47507
16;264.05;-3.55e-15;0.11111111;302.06827
17;264.05;-3.55e-15;0.11111111;303.66147
18;264.05;-3.55e-15;0.11111111;305.2547
19;264.05;-3.55e-15;0.11111111;306.8479
20;264.05;-3.55e-15;0.22222222;292.50903
21;264.05;-3.55e-15;0.22222222;294.10223
22;264.05;-3.55e-15;0.22222222;295.69547
23;264.05;-3.55e-15;0.22222222;297.28867
24;264.05;-3.55e-15;0.22222222;298.88187
25;264.05;-3.55e-15;0.22222222;300.47507
26;264.05;-3.55e-15;0.22222222;302.06827
27;264.05;-3.55e-15;0.22222222;303.66147
28;264.05;-3.55e-15;0.22222222;305.2547
29;264.05;-3.55e-15;0.22222222;306.8479
30;264.05;-3.55e-15;0.33333334;292.50903
31;264.05;-3.55e-15;0.33333334;294.10223
32;264.05;-3.55e-15;0.33333334;295.69547
33;264.05;-3.55e-15;0.33333334;297.28867
34;264.05;-3.55e-15;0.33333334;298.88187
35;264.05;-3.55e-15;0.33333334;300.47507
36;264.05;-3.55e-15;0.33333334;302.06827
37;264.05;-3.55e-15;0.33333334;303.66147
38;264.05;-3.55e-15;0.33333334;305.2547
39;264.05;-3.55e-15;0.33333334;306.8479
40;264.05;-3.55e-15;0.44444445;292.50903
41;264.05;-3.55e-15;0.44444445;294.10223
42;264.05;-3.55e-15;0.44444445;295.69547
43;264.05;-3.55e-15;0.44444445;297.28867
44;264.05;-3.55e-15;0.44444445;298.88187
45;264.05;-3.55e-15;0.44444445;300.47507
46;264.05;-3.55e-15;0.44444445;302.06827
47;264.05;-3.55e-15;0.44444445;303.66147
48;264.05;-3.55e-15;0.44444445;305.2547
49;264.05;-3.55e-15;0.44444445;306.8479
50;264.05;-3.55e-15;0.5555556;292.50903
51;264.05;-3.55e-15;0.5555556;294.10223
52;264.05;-3.55e-15;0.5555556;295.69547
53;264.05;-3.55e-15;0.5555556;297.28867
54;264.05;-3.55e-15;0.5555556;298.88187
55;264.05;-3.55e-15;0.5555556;300.47507
56;264.05;-3.55e-15;0.5555556;302.06827
57;264.05;-3.55e-15;0.5555556;303.66147
58;264.05;-3.55e-15;0.5555556;305.2547
59;264.05;-3.55e-15;0.5555556;306.8479
60;264.05;-3.55e-15;0.6666667;292.50903
61;264.05;-3.55e-15;0.6666667;294.10223
62;264.05;-3.55e-15;0.6666667;295.69547
63;264.05;-3.55e-15;0.6666667;297.28867
64;264.05;-3.55e-15;0.6666667;298.88187
65;264.05;-3.55e-15;0.6666667;300.47507
66;264.05;-3.55e-15;0.6666667;302.06827
67;264.05;-3.55e-15;0.6666667;303.66147
68;264.05;-3.55e-15;0.6666667;305.2547
69;264.05;-3.55e-15;0.6666667;306.8479
70;264.05;-3.55e-15;0.7777778;292.50903
71;264.05;-3.55e-15;0.7777778;294.10223
72;264.05;-3.55e-15;0.7777778;295.69547
73;264.05;-3.55e-15;0.7777778;297.28867
74;264.05;-3.55e-15;0.7777778;298.88187
75;264.05;-3.55e-15;0.7777778;300.47507
76;264.05;-3.55e-15;0.7777778;302.06827
77;264.05;-3.55e-15;0.7777778;303.66147
78;264.05;-3.55e-15;0.7777778;305.2547
79;264.05;-3.55e-15;0.7777778;306.8479
80;264.05;-3.55e-15;0.8888889;292.50903
81;264.05;-3.55e-15;0.8888889;294.10223
82;264.05;-3.55e-15;0.8888889;295.69547
83;264.05;-3.55e-15;0.8888889;297.28867
84;264.05;-3.55e-15;0.8888889;298.88187
85;264.05;-3.55e-15;0.8888889;300.47507
86;264.05;-3.55e-15;0.8888889;302.06827
87;264.05;-3.55e-15;0.8888889;303.66147
88;264.05;-3.55e-15;0.8888889;305.2547
89;264.05;-3.55e-15;0.8888889;306.8479
90;264.05;-3.55e-15;1.0;292.50903
91;264.05;-3.55e-15;1.0;294.10223
92;264.05;-3.55e-15;1.0;295.69547
93;264.05;-3.55e-15;1.0;297.28867
94;264.05;-3.55e-15;1.0;298.88187
95;264.05;-3.55e-15;1.0;300.47507
96;264.05;-3.55e-15;1.0;302.06827
97;264.05;-3.55e-15;1.0;303.66147
98;264.05;-3.55e-15;1.0;305.2547
99;264.05;-3.55e-15;1.0;306.8479
100;268.9679;-3.55e-15;0.0;292.50903
101;268.9679;-3.55e-15;0.0;294.10223
102;268.9679;-3.55e-15;0.0;295.69547
103;268.9679;-3.55e-15;0.0;297.28867
104;268.9679;-3.55e-15;0.0;298.88187
105;268.9679;-3.55e-15;0.0;300.47507
106;268.9679;-3.55e-15;0.0;302.06827
107;268.9679;-3.55e-15;0.0;303.66147
108;268.9679;-3.55e-15;0.0;305.2547
109;268.9679;-3.55e-15;0.0;306.8479
110;268.9679;-3.55e-15;0.11111111;292.50903
111;268.9679;-3.55e-15;0.11111111;294.10223
112;268.9679;-3.55e-15;0.11111111;295.69547
113;268.9679;-3.55e-15;0.11111111;297.28867
114;268.9679;-3.55e-15;0.11111111;298.88187
115;268.9679;-3.55e-15;0.11111111;300.47507
116;268.9679;-3.55e-15;0.11111111;302.06827
117;268.9679;-3.55e-15;0.11111111;303.66147
118;268.9679;-3.55e-15;0.11111111;305.2547
119;268.9679;-3.55e-15;0.11111111;306.8479
120;268.9679;-3.55e-15;0.22222222;292.50903
121;268.9679;-3.55e-15;0.22222222;294.10223
122;268.9679;-3.55e-15;0.22222222;295.69547
123;268.9679;-3.55e-15;0.22222222;297.28867
124;268.9679;-3.55e-15;0.22222222;298.88187
125;268.9679;-3.55e-15;0.22222222;300.47507
126;268.9679;-3.55e-15;0.22222222;302.06827
127;268.9679;-3.55e-15;0.22222222;303.66147
128;268.9679;-3.55e-15;0.22222222;305.2547
129;268.9679;-3.55e-15;0.22222222;306.8479
130;268.9679;-3.55e-15;0.33333334;292.50903
131;268.9679;-3.55e-15;0.33333334;294.10223
132;268.9679;-3.55e-15;0.33333334;295.69547
133;268.9679;-3.55e-15;0.33333334;297.28867
134;268.9679;-3.55e-15;0.33333334;298.88187
135;268.9679;-3.55e-15;0.33333334;300.47507
136;268.9679;-3.55e-15;0.33333334;302.06827
137;268.9679;-3.55e-15;0.33333334;303.66147
138;268.9679;-3.55e-15;0.33333334;305.2547
139;268.9679;-3.55e-15;0.33333334;306.8479
140;268.9679;-3.55e-15;0.44444445;292.50903
141;268.9679;-3.55e-15;0.44444445;294.10223
142;268.9679;-3.55e-15;0.44444445;295.69547
143;268.9679;-3.55e-15;0.44444445;297.28867
144;268.9679;-3.55e-15;0.44444445;298.88187
145;268.9679;-3.55e-15;0.44444445;300.47507
146;268.9679;-3.55e-15;0.44444445;302.06827
147;268.9679;-3.55e-15;0.44444445;303.66147
148;268.9679;-3.55e-15;0.44444445;305.2547
149;268.9679;-3.55e-15;0.44444445;306.8479
150;268.9679;-3.55e-15;0.5555556;292.50903
151;268.9679;-3.55e-15;0.5555556;294.10223
152;268.9679;-3.55e-15;0.5555556;295.69547
153;268.9679;-3.55e-15;0.5555556;297.28867
154;268.9679;-3.55e-15;0.5555556;298.88187
155;268.9679;-3.55e-15;0.5555556;300.47507
156;268.9679;-3.55e-15;0.5555556;302.06827
157;268.9679;-3.55e-15;0.5555556;303.66147
158;268.9679;-3.55e-15;0.5555556;305.2547
159;268.9679;-3.55e-15;0.5555556;306.8479
160;268.9679;-3.55e-15;0.6666667;292.50903
161;268.9679;-3.55e-15;0.6666667;294.10223
162;268.9679;-3.55e-15;0.6666667;295.69547
163;268.9679;-3.55e-15;0.6666667;297.28867
164;268.9679;-3.55e-15;0.6666667;298.88187
165;268.9679;-3.55e-15;0.6666667;300.47507
166;268.9679;-3.55e-15;0.6666667;302.06827
167;268.9679;-3.55e-15;0.6666667;303.66147
168;268.9679;-3.55e-15;0.6666667;305.2547
169;268.9679;-3.55e-15;0.6666667;306.8479
170;268.9679;-3.55e-15;0.7777778;292.50903
171;268.9679;-3.55e-15;0.7777778;294.10223
