;delta_reaTZon_y
0;57.47619348577878
1;57.78137628191894
2;58.086564923800886
3;58.39174771994104
4;58.69693051608119
5;59.00211331222135
6;59.3072961083615
7;59.61247890450165
8;59.917667546383605
9;60.222850342523756
10;57.47622753969319
11;57.78141033583334
12;58.08659897771529
13;58.39178177385544
14;58.6969645699956
15;59.00214736613575
16;59.3073301622759
17;59.61251295841606
18;59.91770160029801
19;60.22288439643816
20;57.4762615936076
21;57.781444389747755
22;58.0866330316297
23;58.39181582776986
24;58.69699862391001
25;59.002181420050164
26;59.30736421619032
27;59.612547012330474
28;59.91773565421242
29;60.22291845035257
30;57.476295647524296
31;57.78147844366445
32;58.0866670855464
33;58.391849881686554
34;58.697032677826705
35;59.002215473966864
36;59.307398270107015
37;59.61258106624717
38;59.917769708129114
39;60.22295250426927
40;57.47632970143643
41;57.78151249757658
42;58.086701139458526
43;58.39188393559868
44;58.697066731738836
45;59.00224952787899
46;59.30743232401914
47;59.6126151201593
48;59.917803762041245
49;60.2229865581814
50;57.47636375535769
51;57.78154655149784
52;58.08673519337979
53;58.39191798951994
54;58.6971007856601
55;59.00228358180025
56;59.3074663779404
57;59.61264917408056
58;59.91783781596251
59;60.22302061210266
60;57.47639780926981
61;57.781580605409964
62;58.08676924729191
63;58.39195204343207
64;58.69713483957222
65;59.00231763571237
66;59.30750043185253
67;59.61268322799268
68;59.91787186987463
69;60.22305466601478
70;57.476431863181936
71;57.781614659322095
72;58.08680330120404
73;58.391986097344194
74;58.69716889348435
75;59.002351689624504
76;59.307534485764656
77;59.61271728190481
78;59.91790592378676
79;60.22308871992691
80;57.47646591709407
81;57.78164871323422
82;58.08683735511617
83;58.392020151256325
84;58.69720294739648
85;59.00238574353663
86;59.30756853967679
87;59.61275133581694
88;59.917939977698886
89;60.22312277383904
90;57.47649997100619
91;57.78168276714635
92;58.0868714090283
93;58.39205420516845
94;58.6972370013086
95;59.00241979744876
96;59.30760259358891
97;59.61278538972906
98;59.91797403161101
99;60.22315682775117
100;57.50310895121405
101;57.80829174735421
102;58.11348038923616
103;58.41866318537631
104;58.72384598151647
105;59.02902877765662
106;59.33421157379677
107;59.63939436993693
108;59.94458301181888
109;60.24976580795903
110;57.50314300512847
111;57.80832580126862
112;58.11351444315057
113;58.41869723929073
114;58.72388003543088
115;59.02906283157103
116;59.33424562771119
117;59.63942842385134
118;59.94461706573329
119;60.24979986187344
120;57.503177059042876
121;57.80835985518303
122;58.11354849706498
123;58.418731293205134
124;58.723914089345286
125;59.029096885485444
126;59.334279681625596
127;59.63946247776575
128;59.944651119647695
129;60.24983391578785
130;57.50321111295957
131;57.80839390909973
132;58.113582550981675
133;58.41876534712183
134;58.72394814326198
135;59.02913093940214
136;59.33431373554229
137;59.63949653168244
138;59.94468517356439
139;60.249867969704546
140;57.5032451668717
141;57.80842796301185
142;58.1136166048938
143;58.41879940103395
144;58.72398219717411
145;59.02916499331426
146;59.33434778945441
147;59.63953058559457
148;59.94471922747652
149;60.24990202361667
150;57.50327922079296
151;57.80846201693311
152;58.11365065881506
153;58.41883345495521
154;58.72401625109537
155;59.02919904723552
156;59.334381843375674
157;59.63956463951583
158;59.94475328139778
159;60.24993607753793
160;57.503313274705086
161;57.80849607084524
162;58.11368471272719
163;58.41886750886734
164;58.724050305007495
165;59.02923310114765
166;59.334415897287805
167;59.639598693427956
168;59.944787335309904
169;60.24997013145006
170;57.50334732861722
171;57.80853012475737
172;58.113718766639316
173;58.41890156277947
174;58.724084358919626
175;59.02926715505978
176;59.33444995119993
177;59.63963274734009
178;59.944821389222035
179;60.25000418536219
180;57.50338138252934
181;57.80856417866949
182;58.11375282055144
183;58.4189356166916
184;58.72411841283175
185;59.0293012089719
186;59.33448400511206
187;59.63966680125221
188;59.94485544313416
189;60.25003823927432
190;57.503415436441465
191;57.80859823258162
192;58.11378687446357
193;58.41896967060372
194;58.72415246674388
195;59.02933526288403
196;59.334518059024184
197;59.63970085516434
198;59.94488949704629
199;60.25007229318644
200;57.530024416649326
201;57.83520721278948
202;58.140395854671425
203;58.445578650811576
204;58.750761446951735
205;59.055944243091886
206;59.36112703923204
207;59.666309835372196
208;59.971498477254144
209;60.276681273394296
210;57.53005847056373
211;57.83524126670388
212;58.14042990858583
213;58.44561270472599
214;58.75079550086614
215;59.05597829700629
216;59.36116109314645
217;59.6663438892866
218;59.97153253116855
219;60.27671532730871
220;57.53009252447814
221;57.8352753206183
222;58.14046396250025
223;58.4456467586404
224;58.75082955478055
225;59.05601235092071
226;59.36119514706086
227;59.66637794320101
228;59.97156658508296
229;60.27674938122312
230;57.530126578394835
231;57.835309374534994
232;58.14049801641694
233;58.44568081255709
234;58.75086360869725
235;59.0560464048374
236;59.361229200977554
237;59.66641199711771
238;59.97160063899966
239;60.27678343513981
240;57.530160632306966
241;57.83534342844712
242;58.140532070329066
243;58.445714866469224
244;58.750897662609376
245;59.05608045874953
246;59.361263254889685
247;59.66644605102984
248;59.971634692911785
249;60.276817489051936
250;57.53019468622823
251;57.83537748236838
252;58.14056612425033
253;58.445748920390486
254;58.75093171653064
255;59.05611451267079
256;59.36129730881095
257;59.6664801049511
258;59.971668746833046
259;60.2768515429732
260;57.53022874014035
261;57.83541153628051
262;58.14060017816246
263;58.44578297430261
264;58.75096577044276
265;59.05614856658292
266;59.36133136272307
267;59.66651415886322
268;59.97170280074518
269;60.27688559688533
270;57.53026279405248
271;57.835445590192634
272;58.14063423207458
273;58.44581702821474
274;58.75099982435489
275;59.05618262049504
276;59.3613654166352
277;59.66654821277535
278;59.9717368546573
279;60.27691965079745
280;57.53029684796461
281;57.835479644104765
282;58.14066828598671
283;58.445851082126865
284;58.751033878267016
285;59.056216674407175
286;59.361399470547326
287;59.66658226668748
288;59.971770908569425
289;60.276953704709584
290;57.53033090187674
291;57.83551369801689
292;58.14070233989884
293;58.44588513603899
294;58.75106793217915
295;59.0562507283193
296;59.36143352445945
297;59.66661632059961
298;59.971804962481556
299;60.27698775862171
300;57.5569398820846
301;57.86212267822475
302;58.1673113201067
303;58.47249411624686
304;58.77767691238701
305;59.08285970852716
306;59.38804250466732
307;59.69322530080747
308;59.99841394268942
309;60.30359673882957
310;57.55697393599901
311;57.86215673213916
312;58.16734537402112
313;58.47252817016127
314;58.77771096630142
315;59.08289376244158
316;59.38807655858173
317;59.69325935472188
318;59.99844799660383
319;60.30363079274399
320;57.557007989913416
321;57.862190786053574
322;58.16737942793552
323;58.47256222407567
324;58.77774502021583
325;59.08292781635598
326;59.388110612496135
327;59.69329340863629
328;59.99848205051824
329;60.30366484665839
330;57.557042043830116
331;57.86222483997027
332;58.167413481852215
333;58.472596277992366
334;58.777779074132525
335;59.082961870272676
336;59.38814466641283
337;59.693327462552986
338;59.998516104434934
339;60.303698900575085
340;57.55707609774224
341;57.86225889388239
342;58.167447535764346
343;58.4726303319045
344;58.77781312804465
345;59.08299592418481
346;59.38817872032496
347;59.69336151646511
348;59.99855015834706
349;60.30373295448722
350;57.5571101516635
351;57.86229294780365
352;58.1674815896856
353;58.47266438582576
354;58.77784718196591
355;59.08302997810606
356;59.38821277424622
357;59.69339557038637
358;59.99858421226832
359;60.30376700840848
360;57.557144205575625
361;57.862327001715784
362;58.16751564359773
363;58.47269843973788
364;58.77788123587804
365;59.08306403201819
366;59.388246828158344
367;59.6934296242985
368;59.99861826618045
369;60.3038010623206
370;57.557178259487756
371;57.86236105562791
372;58.167549697509855
373;58.472732493650014
374;58.777915289790165
375;59.08309808593032
376;59.388280882070475
377;59.69346367821063
378;59.998652320092575
379;60.303835116232726
380;57.55721231339988
381;57.86239510954004
382;58.16758375142199
383;58.47276654756214
384;58.77794934370229
385;59.08313213984245
386;59.3883149359826
387;59.69349773212275
388;59.998686374004706
389;60.30386917014486
390;57.55724636731201
391;57.86242916345216
392;58.16761780533411
393;58.47280060147427
394;58.77798339761442
395;59.08316619375457
396;59.38834898989473
397;59.69353178603488
398;59.99872042791683
399;60.30390322405698
400;57.58385534751987
401;57.889038143660024
402;58.19422678554197
403;58.49940958168213
404;58.80459237782228
405;59.10977517396243
406;59.41495797010259
407;59.72014076624274
408;60.02532940812469
409;60.33051220426484
410;57.583889401434284
411;57.88907219757444
412;58.19426083945639
413;58.49944363559654
414;58.80462643173669
415;59.10980922787685
416;59.414992024017
417;59.720174820157155
418;60.0253634620391
419;60.33054625817926
420;57.583923455348696
421;57.88910625148885
422;58.194294893370795
423;58.49947768951095
424;58.804660485651105
425;59.10984328179126
426;59.41502607793141
427;59.72020887407157
428;60.025397515953514
429;60.330580312093666
430;57.58395750926539
431;57.88914030540554
432;58.19432894728749
433;58.49951174342765
434;58.8046945395678
435;59.10987733570795
436;59.41506013184811
437;59.72024292798826
438;60.02543156987021
439;60.33061436601036
440;57.58399156317751
441;57.88917435931767
442;58.19436300119962
443;58.49954579733977
444;58.80472859347992
445;59.10991138962008
446;59.41509418576023
447;59.72027698190038
448;60.02546562378233
449;60.33064841992249
450;57.584025617098774
451;57.889208413238926
452;58.19439705512088
453;58.49957985126103
454;58.80476264740118
455;59.10994544354134
456;59.41512823968149
457;59.720311035821645
458;60.02549967770359
459;60.33068247384375
460;57.584059671010905
461;57.88924246715106
462;58.194431109033005
463;58.499613905173156
464;58.804796701313315
465;59.109979497453466
466;59.41516229359362
467;59.720345089733776
468;60.025533731615724
469;60.330716527755875
470;57.58409372492303
471;57.88927652106318
472;58.19446516294513
473;58.49964795908529
474;58.80483075522544
475;59.11001355136559
476;59.41519634750575
477;59.7203791436459
478;60.02556778552785
479;60.330750581668006
480;57.58412777883515
481;57.88931057497531
482;58.19449921685726
483;58.49968201299741
484;58.80486480913757
485;59.11004760527772
486;59.41523040141787
487;59.72041319755803
488;60.02560183943998
489;60.33078463558013
490;57.584161832747284
491;57.889344628887436
492;58.194533270769384
493;58.49971606690954
494;58.804898863049694
495;59.110081659189845
496;59.415264455330004
497;59.720447251470155
498;60.0256358933521
499;60.330818689492254
500;57.61077081295514
501;57.91595360909529
502;58.221142250977245
503;58.526325047117396
504;58.83150784325755
505;59.136690639397706
506;59.44187343553786
507;59.74705623167801
508;60.05224487355996
509;60.357427669700115
510;57.61080486686954
511;57.9159876630097
512;58.22117630489165
513;58.5263591010318
514;58.83154189717196
515;59.13672469331211
516;59.44190748945226
517;59.74709028559242
518;60.05227892747437
519;60.35746172361452
520;57.61083892078396
521;57.916021716924114
522;58.22121035880606
523;58.52639315494622
524;58.83157595108637
525;59.13675874722652
526;59.44194154336668
527;59.74712433950683
528;60.05231298138878
529;60.35749577752893
530;57.610872974700655
531;57.916055770840806
532;58.221244412722754
533;58.52642720886291
534;58.831610005003064
535;59.136792801143216
536;59.441975597283374
537;59.747158393423526
538;60.05234703530547
539;60.35752983144563
540;57.61090702861278
541;57.91608982475294
542;58.221278466634885
543;58.52646126277504
544;58.831644058915195
545;59.13682685505535
546;59.4420096511955
547;59.74719244733566
548;60.052381089217604
549;60.357563885357756
550;57.61094108253404
551;57.9161238786742
552;58.22131252055615
553;58.5264953166963
554;58.83167811283645
555;59.13686090897661
556;59.44204370511676
557;59.74722650125691
558;60.052415143138866
559;60.35759793927902
560;57.61097513644617
561;57.91615793258632
562;58.22134657446827
563;58.52652937060843
564;58.83171216674858
565;59.13689496288873
566;59.44207775902889
