;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y
274;269.15;316.0;1.0;296.80518
275;272.8;316.0;0.0;292.50903
276;272.8;316.0;0.0;293.58307
277;272.8;316.0;0.0;294.6571
278;272.8;316.0;0.0;295.73114
279;272.8;316.0;0.0;296.80518
280;272.8;316.0;0.25;292.50903
281;272.8;316.0;0.25;293.58307
282;272.8;316.0;0.25;294.6571
283;272.8;316.0;0.25;295.73114
284;272.8;316.0;0.25;296.80518
285;272.8;316.0;0.5;292.50903
286;272.8;316.0;0.5;293.58307
287;272.8;316.0;0.5;294.6571
288;272.8;316.0;0.5;295.73114
289;272.8;316.0;0.5;296.80518
290;272.8;316.0;0.75;292.50903
291;272.8;316.0;0.75;293.58307
292;272.8;316.0;0.75;294.6571
293;272.8;316.0;0.75;295.73114
294;272.8;316.0;0.75;296.80518
295;272.8;316.0;1.0;292.50903
296;272.8;316.0;1.0;293.58307
297;272.8;316.0;1.0;294.6571
298;272.8;316.0;1.0;295.73114
299;272.8;316.0;1.0;296.80518
300;276.45;316.0;0.0;292.50903
301;276.45;316.0;0.0;293.58307
302;276.45;316.0;0.0;294.6571
303;276.45;316.0;0.0;295.73114
304;276.45;316.0;0.0;296.80518
305;276.45;316.0;0.25;292.50903
306;276.45;316.0;0.25;293.58307
307;276.45;316.0;0.25;294.6571
308;276.45;316.0;0.25;295.73114
309;276.45;316.0;0.25;296.80518
310;276.45;316.0;0.5;292.50903
311;276.45;316.0;0.5;293.58307
312;276.45;316.0;0.5;294.6571
313;276.45;316.0;0.5;295.73114
314;276.45;316.0;0.5;296.80518
315;276.45;316.0;0.75;292.50903
316;276.45;316.0;0.75;293.58307
317;276.45;316.0;0.75;294.6571
318;276.45;316.0;0.75;295.73114
319;276.45;316.0;0.75;296.80518
320;276.45;316.0;1.0;292.50903
321;276.45;316.0;1.0;293.58307
322;276.45;316.0;1.0;294.6571
323;276.45;316.0;1.0;295.73114
324;276.45;316.0;1.0;296.80518
325;280.1;316.0;0.0;292.50903
326;280.1;316.0;0.0;293.58307
327;280.1;316.0;0.0;294.6571
328;280.1;316.0;0.0;295.73114
329;280.1;316.0;0.0;296.80518
330;280.1;316.0;0.25;292.50903
331;280.1;316.0;0.25;293.58307
332;280.1;316.0;0.25;294.6571
333;280.1;316.0;0.25;295.73114
334;280.1;316.0;0.25;296.80518
335;280.1;316.0;0.5;292.50903
336;280.1;316.0;0.5;293.58307
337;280.1;316.0;0.5;294.6571
338;280.1;316.0;0.5;295.73114
339;280.1;316.0;0.5;296.80518
340;280.1;316.0;0.75;292.50903
341;280.1;316.0;0.75;293.58307
342;280.1;316.0;0.75;294.6571
343;280.1;316.0;0.75;295.73114
344;280.1;316.0;0.75;296.80518
345;280.1;316.0;1.0;292.50903
346;280.1;316.0;1.0;293.58307
347;280.1;316.0;1.0;294.6571
348;280.1;316.0;1.0;295.73114
349;280.1;316.0;1.0;296.80518
350;283.75;316.0;0.0;292.50903
351;283.75;316.0;0.0;293.58307
352;283.75;316.0;0.0;294.6571
353;283.75;316.0;0.0;295.73114
354;283.75;316.0;0.0;296.80518
355;283.75;316.0;0.25;292.50903
356;283.75;316.0;0.25;293.58307
357;283.75;316.0;0.25;294.6571
358;283.75;316.0;0.25;295.73114
359;283.75;316.0;0.25;296.80518
360;283.75;316.0;0.5;292.50903
361;283.75;316.0;0.5;293.58307
362;283.75;316.0;0.5;294.6571
363;283.75;316.0;0.5;295.73114
364;283.75;316.0;0.5;296.80518
365;283.75;316.0;0.75;292.50903
366;283.75;316.0;0.75;293.58307
367;283.75;316.0;0.75;294.6571
368;283.75;316.0;0.75;295.73114
369;283.75;316.0;0.75;296.80518
370;283.75;316.0;1.0;292.50903
371;283.75;316.0;1.0;293.58307
372;283.75;316.0;1.0;294.6571
373;283.75;316.0;1.0;295.73114
374;283.75;316.0;1.0;296.80518
375;269.15;474.0;0.0;292.50903
376;269.15;474.0;0.0;293.58307
377;269.15;474.0;0.0;294.6571
378;269.15;474.0;0.0;295.73114
379;269.15;474.0;0.0;296.80518
380;269.15;474.0;0.25;292.50903
381;269.15;474.0;0.25;293.58307
382;269.15;474.0;0.25;294.6571
383;269.15;474.0;0.25;295.73114
384;269.15;474.0;0.25;296.80518
385;269.15;474.0;0.5;292.50903
386;269.15;474.0;0.5;293.58307
387;269.15;474.0;0.5;294.6571
388;269.15;474.0;0.5;295.73114
389;269.15;474.0;0.5;296.80518
390;269.15;474.0;0.75;292.50903
391;269.15;474.0;0.75;293.58307
392;269.15;474.0;0.75;294.6571
393;269.15;474.0;0.75;295.73114
394;269.15;474.0;0.75;296.80518
395;269.15;474.0;1.0;292.50903
396;269.15;474.0;1.0;293.58307
397;269.15;474.0;1.0;294.6571
398;269.15;474.0;1.0;295.73114
399;269.15;474.0;1.0;296.80518
400;272.8;474.0;0.0;292.50903
401;272.8;474.0;0.0;293.58307
402;272.8;474.0;0.0;294.6571
403;272.8;474.0;0.0;295.73114
404;272.8;474.0;0.0;296.80518
405;272.8;474.0;0.25;292.50903
406;272.8;474.0;0.25;293.58307
407;272.8;474.0;0.25;294.6571
408;272.8;474.0;0.25;295.73114
409;272.8;474.0;0.25;296.80518
410;272.8;474.0;0.5;292.50903
411;272.8;474.0;0.5;293.58307
412;272.8;474.0;0.5;294.6571
413;272.8;474.0;0.5;295.73114
414;272.8;474.0;0.5;296.80518
415;272.8;474.0;0.75;292.50903
416;272.8;474.0;0.75;293.58307
417;272.8;474.0;0.75;294.6571
418;272.8;474.0;0.75;295.73114
419;272.8;474.0;0.75;296.80518
420;272.8;474.0;1.0;292.50903
421;272.8;474.0;1.0;293.58307
422;272.8;474.0;1.0;294.6571
423;272.8;474.0;1.0;295.73114
424;272.8;474.0;1.0;296.80518
425;276.45;474.0;0.0;292.50903
426;276.45;474.0;0.0;293.58307
427;276.45;474.0;0.0;294.6571
428;276.45;474.0;0.0;295.73114
429;276.45;474.0;0.0;296.80518
430;276.45;474.0;0.25;292.50903
431;276.45;474.0;0.25;293.58307
432;276.45;474.0;0.25;294.6571
433;276.45;474.0;0.25;295.73114
434;276.45;474.0;0.25;296.80518
435;276.45;474.0;0.5;292.50903
436;276.45;474.0;0.5;293.58307
437;276.45;474.0;0.5;294.6571
438;276.45;474.0;0.5;295.73114
439;276.45;474.0;0.5;296.80518
440;276.45;474.0;0.75;292.50903
441;276.45;474.0;0.75;293.58307
442;276.45;474.0;0.75;294.6571
443;276.45;474.0;0.75;295.73114
444;276.45;474.0;0.75;296.80518
445;276.45;474.0;1.0;292.50903
446;276.45;474.0;1.0;293.58307
447;276.45;474.0;1.0;294.6571
448;276.45;474.0;1.0;295.73114
449;276.45;474.0;1.0;296.80518
450;280.1;474.0;0.0;292.50903
451;280.1;474.0;0.0;293.58307
452;280.1;474.0;0.0;294.6571
453;280.1;474.0;0.0;295.73114
454;280.1;474.0;0.0;296.80518
455;280.1;474.0;0.25;292.50903
456;280.1;474.0;0.25;293.58307
457;280.1;474.0;0.25;294.6571
458;280.1;474.0;0.25;295.73114
459;280.1;474.0;0.25;296.80518
460;280.1;474.0;0.5;292.50903
461;280.1;474.0;0.5;293.58307
462;280.1;474.0;0.5;294.6571
463;280.1;474.0;0.5;295.73114
464;280.1;474.0;0.5;296.80518
465;280.1;474.0;0.75;292.50903
466;280.1;474.0;0.75;293.58307
467;280.1;474.0;0.75;294.6571
468;280.1;474.0;0.75;295.73114
469;280.1;474.0;0.75;296.80518
470;280.1;474.0;1.0;292.50903
471;280.1;474.0;1.0;293.58307
472;280.1;474.0;1.0;294.6571
473;280.1;474.0;1.0;295.73114
474;280.1;474.0;1.0;296.80518
475;283.75;474.0;0.0;292.50903
476;283.75;474.0;0.0;293.58307
477;283.75;474.0;0.0;294.6571
478;283.75;474.0;0.0;295.73114
479;283.75;474.0;0.0;296.80518
480;283.75;474.0;0.25;292.50903
481;283.75;474.0;0.25;293.58307
482;283.75;474.0;0.25;294.6571
483;283.75;474.0;0.25;295.73114
484;283.75;474.0;0.25;296.80518
485;283.75;474.0;0.5;292.50903
486;283.75;474.0;0.5;293.58307
487;283.75;474.0;0.5;294.6571
488;283.75;474.0;0.5;295.73114
489;283.75;474.0;0.5;296.80518
490;283.75;474.0;0.75;292.50903
491;283.75;474.0;0.75;293.58307
492;283.75;474.0;0.75;294.6571
493;283.75;474.0;0.75;295.73114
494;283.75;474.0;0.75;296.80518
495;283.75;474.0;1.0;292.50903
496;283.75;474.0;1.0;293.58307
497;283.75;474.0;1.0;294.6571
498;283.75;474.0;1.0;295.73114
499;283.75;474.0;1.0;296.80518
500;269.15;632.0;0.0;292.50903
501;269.15;632.0;0.0;293.58307
502;269.15;632.0;0.0;294.6571
503;269.15;632.0;0.0;295.73114
504;269.15;632.0;0.0;296.80518
505;269.15;632.0;0.25;292.50903
506;269.15;632.0;0.25;293.58307
507;269.15;632.0;0.25;294.6571
508;269.15;632.0;0.25;295.73114
509;269.15;632.0;0.25;296.80518
510;269.15;632.0;0.5;292.50903
511;269.15;632.0;0.5;293.58307
512;269.15;632.0;0.5;294.6571
513;269.15;632.0;0.5;295.73114
514;269.15;632.0;0.5;296.80518
515;269.15;632.0;0.75;292.50903
516;269.15;632.0;0.75;293.58307
517;269.15;632.0;0.75;294.6571
518;269.15;632.0;0.75;295.73114
519;269.15;632.0;0.75;296.80518
520;269.15;632.0;1.0;292.50903
521;269.15;632.0;1.0;293.58307
522;269.15;632.0;1.0;294.6571
523;269.15;632.0;1.0;295.73114
524;269.15;632.0;1.0;296.80518
525;272.8;632.0;0.0;292.50903
526;272.8;632.0;0.0;293.58307
527;272.8;632.0;0.0;294.6571
528;272.8;632.0;0.0;295.73114
529;272.8;632.0;0.0;296.80518
530;272.8;632.0;0.25;292.50903
531;272.8;632.0;0.25;293.58307
532;272.8;632.0;0.25;294.6571
533;272.8;632.0;0.25;295.73114
534;272.8;632.0;0.25;296.80518
535;272.8;632.0;0.5;292.50903
536;272.8;632.0;0.5;293.58307
537;272.8;632.0;0.5;294.6571
538;272.8;632.0;0.5;295.73114
539;272.8;632.0;0.5;296.80518
540;272.8;632.0;0.75;292.50903
541;272.8;632.0;0.75;293.58307
542;272.8;632.0;0.75;294.6571
543;272.8;632.0;0.75;295.73114
544;272.8;632.0;0.75;296.80518
545;272.8;632.0;1.0;292.50903
546;272.8;632.0;1.0;293.58307
547;272.8;632.0;1.0;294.6571
548;272.8;632.0;1.0;295.73114
549;272.8;632.0;1.0;296.80518
550;276.45;632.0;0.0;292.50903
551;276.45;632.0;0.0;293.58307
552;276.45;632.0;0.0;294.6571
553;276.45;632.0;0.0;295.73114
554;276.45;632.0;0.0;296.80518
555;276.45;632.0;0.25;292.50903
556;276.45;632.0;0.25;293.58307
557;276.45;632.0;0.25;294.6571
558;276.45;632.0;0.25;295.73114
559;276.45;632.0;0.25;296.80518
560;276.45;632.0;0.5;292.50903
561;276.45;632.0;0.5;293.58307
562;276.45;632.0;0.5;294.6571
563;276.45;632.0;0.5;295.73114
564;276.45;632.0;0.5;296.80518
565;276.45;632.0;0.75;292.50903
566;276.45;632.0;0.75;293.58307
567;276.45;632.0;0.75;294.6571
568;276.45;632.0;0.75;295.73114
569;276.45;632.0;0.75;296.80518
570;276.45;632.0;1.0;292.50903
571;276.45;632.0;1.0;293.58307
572;276.45;632.0;1.0;294.6571
573;276.45;632.0;1.0;295.73114
574;276.45;632.0;1.0;296.80518
575;280.1;632.0;0.0;292.50903
576;280.1;632.0;0.0;293.58307
577;280.1;632.0;0.0;294.6571
578;280.1;632.0;0.0;295.73114
579;280.1;632.0;0.0;296.80518
580;280.1;632.0;0.25;292.50903
581;280.1;632.0;0.25;293.58307
582;280.1;632.0;0.25;294.6571
583;280.1;632.0;0.25;295.73114
584;280.1;632.0;0.25;296.80518
585;280.1;632.0;0.5;292.50903
586;280.1;632.0;0.5;293.58307
587;280.1;632.0;0.5;294.6571
588;280.1;632.0;0.5;295.73114
589;280.1;632.0;0.5;296.80518
590;280.1;632.0;0.75;292.50903
591;280.1;632.0;0.75;293.58307
592;280.1;632.0;0.75;294.6571
593;280.1;632.0;0.75;295.73114
594;280.1;632.0;0.75;296.80518
595;280.1;632.0;1.0;292.50903
596;280.1;632.0;1.0;293.58307
597;280.1;632.0;1.0;294.6571
598;280.1;632.0;1.0;295.73114
599;280.1;632.0;1.0;296.80518
600;283.75;632.0;0.0;292.50903
601;283.75;632.0;0.0;293.58307
602;283.75;632.0;0.0;294.6571
603;283.75;632.0;0.0;295.73114
604;283.75;632.0;0.0;296.80518
605;283.75;632.0;0.25;292.50903
606;283.75;632.0;0.25;293.58307
607;283.75;632.0;0.25;294.6571
608;283.75;632.0;0.25;295.73114
609;283.75;632.0;0.25;296.80518
610;283.75;632.0;0.5;292.50903
611;283.75;632.0;0.5;293.58307
612;283.75;632.0;0.5;294.6571
613;283.75;632.0;0.5;295.73114
614;283.75;632.0;0.5;296.80518
615;283.75;632.0;0.75;292.50903
616;283.75;632.0;0.75;293.58307
617;283.75;632.0;0.75;294.6571
618;283.75;632.0;0.75;295.73114
619;283.75;632.0;0.75;296.80518
620;283.75;632.0;1.0;292.50903
621;283.75;632.0;1.0;293.58307
622;283.75;632.0;1.0;294.6571
623;283.75;632.0;1.0;295.73114
624;283.75;632.0;1.0;296.80518
