;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
0;264.05;-3.55e-15;0.0;292.50903;-0.15575494650823704
1;264.05;-3.55e-15;0.0;296.09375;-0.17537392405641544
2;264.05;-3.55e-15;0.0;299.67847;-0.19499290160459384
3;264.05;-3.55e-15;0.0;303.26318;-0.2146118791527722
4;264.05;-3.55e-15;0.0;306.8479;-0.2342308567009506
5;264.05;-3.55e-15;0.25;292.50903;-0.107866629725106
6;264.05;-3.55e-15;0.25;296.09375;-0.1274856072732844
7;264.05;-3.55e-15;0.25;299.67847;-0.14710458482146277
8;264.05;-3.55e-15;0.25;303.26318;-0.16672356236964114
9;264.05;-3.55e-15;0.25;306.8479;-0.18634253991781954
10;264.05;-3.55e-15;0.5;292.50903;-0.05997831294197495
11;264.05;-3.55e-15;0.5;296.09375;-0.07959729049015334
12;264.05;-3.55e-15;0.5;299.67847;-0.09921626803833172
13;264.05;-3.55e-15;0.5;303.26318;-0.11883524558651011
14;264.05;-3.55e-15;0.5;306.8479;-0.1384542231346885
15;264.05;-3.55e-15;0.75;292.50903;-0.012089996158843895
16;264.05;-3.55e-15;0.75;296.09375;-0.03170897370702227
17;264.05;-3.55e-15;0.75;299.67847;-0.05132795125520067
18;264.05;-3.55e-15;0.75;303.26318;-0.07094692880337905
19;264.05;-3.55e-15;0.75;306.8479;-0.09056590635155742
20;264.05;-3.55e-15;1.0;292.50903;0.03579832062428716
21;264.05;-3.55e-15;1.0;296.09375;0.01617934307610878
22;264.05;-3.55e-15;1.0;299.67847;-0.003439634472069618
23;264.05;-3.55e-15;1.0;303.26318;-0.023058612020247997
24;264.05;-3.55e-15;1.0;306.8479;-0.04267758956842638
25;275.1153;-3.55e-15;0.0;292.50903;-0.095195065768275
26;275.1153;-3.55e-15;0.0;296.09375;-0.11481404331645337
27;275.1153;-3.55e-15;0.0;299.67847;-0.13443302086463177
28;275.1153;-3.55e-15;0.0;303.26318;-0.15405199841281014
29;275.1153;-3.55e-15;0.0;306.8479;-0.17367097596098852
30;275.1153;-3.55e-15;0.25;292.50903;-0.04730674898514394
31;275.1153;-3.55e-15;0.25;296.09375;-0.06692572653332232
32;275.1153;-3.55e-15;0.25;299.67847;-0.08654470408150072
33;275.1153;-3.55e-15;0.25;303.26318;-0.1061636816296791
34;275.1153;-3.55e-15;0.25;306.8479;-0.12578265917785747
35;275.1153;-3.55e-15;0.5;292.50903;0.0005815677979871102
36;275.1153;-3.55e-15;0.5;296.09375;-0.019037409750191265
37;275.1153;-3.55e-15;0.5;299.67847;-0.03865638729836966
38;275.1153;-3.55e-15;0.5;303.26318;-0.05827536484654804
39;275.1153;-3.55e-15;0.5;306.8479;-0.07789434239472642
40;275.1153;-3.55e-15;0.75;292.50903;0.048469884581118165
41;275.1153;-3.55e-15;0.75;296.09375;0.02885090703293979
42;275.1153;-3.55e-15;0.75;299.67847;0.009231929484761387
43;275.1153;-3.55e-15;0.75;303.26318;-0.01038704806341699
44;275.1153;-3.55e-15;0.75;306.8479;-0.030006025611595367
45;275.1153;-3.55e-15;1.0;292.50903;0.0963582013642492
46;275.1153;-3.55e-15;1.0;296.09375;0.07673922381607085
47;275.1153;-3.55e-15;1.0;299.67847;0.057120246267892444
48;275.1153;-3.55e-15;1.0;303.26318;0.03750126871971406
49;275.1153;-3.55e-15;1.0;306.8479;0.017882291171535687
50;286.18057;-3.55e-15;0.0;292.50903;-0.03463535204950708
51;286.18057;-3.55e-15;0.0;296.09375;-0.05425432959768546
52;286.18057;-3.55e-15;0.0;299.67847;-0.07387330714586385
53;286.18057;-3.55e-15;0.0;303.26318;-0.09349228469404222
54;286.18057;-3.55e-15;0.0;306.8479;-0.11311126224222062
55;286.18057;-3.55e-15;0.25;292.50903;0.013252964733623975
56;286.18057;-3.55e-15;0.25;296.09375;-0.006366012814554409
57;286.18057;-3.55e-15;0.25;299.67847;-0.025984990362732788
58;286.18057;-3.55e-15;0.25;303.26318;-0.04560396791091117
59;286.18057;-3.55e-15;0.25;306.8479;-0.06522294545908956
60;286.18057;-3.55e-15;0.5;292.50903;0.061141281516755026
61;286.18057;-3.55e-15;0.5;296.09375;0.041522303968576646
62;286.18057;-3.55e-15;0.5;299.67847;0.021903326420398266
63;286.18057;-3.55e-15;0.5;303.26318;0.0022843488722198795
64;286.18057;-3.55e-15;0.5;306.8479;-0.01733462867595851
65;286.18057;-3.55e-15;0.75;292.50903;0.10902959829988608
66;286.18057;-3.55e-15;0.75;296.09375;0.08941062075170769
67;286.18057;-3.55e-15;0.75;299.67847;0.06979164320352932
68;286.18057;-3.55e-15;0.75;303.26318;0.05017266565535093
69;286.18057;-3.55e-15;0.75;306.8479;0.030553688107172548
70;286.18057;-3.55e-15;1.0;292.50903;0.1569179150830171
71;286.18057;-3.55e-15;1.0;296.09375;0.13729893753483874
72;286.18057;-3.55e-15;1.0;299.67847;0.11767995998666037
73;286.18057;-3.55e-15;1.0;303.26318;0.09806098243848199
74;286.18057;-3.55e-15;1.0;306.8479;0.07844200489030359
75;297.24588;-3.55e-15;0.0;292.50903;0.02592452869045498
76;297.24588;-3.55e-15;0.0;296.09375;0.006305551142276599
77;297.24588;-3.55e-15;0.0;299.67847;-0.013313426405901782
78;297.24588;-3.55e-15;0.0;303.26318;-0.03293240395408016
79;297.24588;-3.55e-15;0.0;306.8479;-0.05255138150225855
80;297.24588;-3.55e-15;0.25;292.50903;0.07381284547358603
81;297.24588;-3.55e-15;0.25;296.09375;0.05419386792540765
82;297.24588;-3.55e-15;0.25;299.67847;0.03457489037722927
83;297.24588;-3.55e-15;0.25;303.26318;0.014955912829050889
84;297.24588;-3.55e-15;0.25;306.8479;-0.004663064719127492
85;297.24588;-3.55e-15;0.5;292.50903;0.12170116225671707
86;297.24588;-3.55e-15;0.5;296.09375;0.10208218470853869
87;297.24588;-3.55e-15;0.5;299.67847;0.08246320716036033
88;297.24588;-3.55e-15;0.5;303.26318;0.06284422961218195
89;297.24588;-3.55e-15;0.5;306.8479;0.04322525206400356
90;297.24588;-3.55e-15;0.75;292.50903;0.1695894790398481
91;297.24588;-3.55e-15;0.75;296.09375;0.14997050149166974
92;297.24588;-3.55e-15;0.75;299.67847;0.1303515239434914
93;297.24588;-3.55e-15;0.75;303.26318;0.110732546395313
94;297.24588;-3.55e-15;0.75;306.8479;0.09111356884713462
95;297.24588;-3.55e-15;1.0;292.50903;0.2174777958229792
96;297.24588;-3.55e-15;1.0;296.09375;0.1978588182748008
97;297.24588;-3.55e-15;1.0;299.67847;0.17823984072662244
98;297.24588;-3.55e-15;1.0;303.26318;0.15862086317844407
99;297.24588;-3.55e-15;1.0;306.8479;0.13900188563026564
100;308.31116;-3.55e-15;0.0;292.50903;0.08648424240922291
101;308.31116;-3.55e-15;0.0;296.09375;0.06686526486104451
102;308.31116;-3.55e-15;0.0;299.67847;0.04724628731286614
103;308.31116;-3.55e-15;0.0;303.26318;0.027627309764687753
104;308.31116;-3.55e-15;0.0;306.8479;0.008008332216509373
105;308.31116;-3.55e-15;0.25;292.50903;0.13437255919235397
106;308.31116;-3.55e-15;0.25;296.09375;0.11475358164417558
107;308.31116;-3.55e-15;0.25;299.67847;0.09513460409599718
108;308.31116;-3.55e-15;0.25;303.26318;0.0755156265478188
109;308.31116;-3.55e-15;0.25;306.8479;0.055896648999640426
110;308.31116;-3.55e-15;0.5;292.50903;0.18226087597548501
111;308.31116;-3.55e-15;0.5;296.09375;0.16264189842730664
112;308.31116;-3.55e-15;0.5;299.67847;0.1430229208791282
113;308.31116;-3.55e-15;0.5;303.26318;0.12340394333094985
114;308.31116;-3.55e-15;0.5;306.8479;0.1037849657827715
115;308.31116;-3.55e-15;0.75;292.50903;0.23014919275861606
116;308.31116;-3.55e-15;0.75;296.09375;0.2105302152104377
117;308.31116;-3.55e-15;0.75;299.67847;0.1909112376622593
118;308.31116;-3.55e-15;0.75;303.26318;0.1712922601140809
119;308.31116;-3.55e-15;0.75;306.8479;0.15167328256590254
