;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
1488;275.05;0.0;0.593443121;293.3805253;0.0133539112714322
1489;275.1479167;0.0;0.518544164;293.4790399;-0.0009965009238339
1490;275.25;0.0;0.414906448;293.5459772;-0.0206562917038826
1491;275.40625;0.0;0.292766416;293.5734706;-0.0433479353841573
1492;275.55;0.0;0.164350574;293.5545501;-0.0670561218782288
1493;275.65;0.0;0.04393158;293.4813569;-0.0891748957950226
1494;275.75;0.0;0.0;293.3473461;-0.0963094039519079
1495;275.85;0.0;0.0;293.1748896;-0.0948182630168651
1496;275.95;0.0;0.001155941;292.9991789;-0.0930878877311775
1497;276.0833333;0.0;0.055187793;292.8140985;-0.0809952475360777
1498;276.25;0.0;0.165212272;292.7270244;-0.0585309882835076
1499;276.4666667;0.0;0.99645866;292.7748715;0.1016209144424596
1500;276.65;0.0;1.0;292.9836097;0.1021602299295959
1501;276.75;0.0;1.0;293.2420909;0.1012928701684793
1502;276.85;0.0;1.0;293.5133442;0.1003556093364158
1503;276.9169118;0.0;1.0;293.7869216;0.0992245387397324
1504;277.05;0.0;1.0;294.0618112;0.0984484666981908
1505;277.3705882;0.0;1.0;294.3364783;0.0986997906049141
1506;277.75;0.0;1.0;294.6059175;0.099301665199916
1507;278.1;0.0;1.0;294.87388;0.0997506523756985
1508;278.45;0.0;1.0;295.1378207;0.1002216506637592
1509;278.5265625;0.0;0.990456736;295.3875247;0.0974460124082735
1510;278.45;0.0;0.906714124;295.6003881;0.0798208278603829
1511;278.5046875;0.0;0.76095454;295.7708437;0.0512665102497416
1512;278.55;0.0;0.566178651;295.8868795;0.0135694872337956
1513;278.54375;0.0;0.339313004;295.9356036;-0.030188239176693
1514;278.55;0.0;0.101195737;295.8997606;-0.0755700067262559
1515;278.6;0.0;0.0;295.7593547;-0.0939122987048809
1516;278.65;0.0;0.0;295.536753;-0.0924203630974272
1517;278.7;0.0;0.0;295.2657936;-0.0906637681920874
1518;278.75;0.0;0.0;294.9776454;-0.0888130998353734
1519;278.8;0.0;0.0;294.7189916;-0.0871238528695772
1520;278.85;0.0;0.0;294.4925215;-0.08561074570045
1521;278.8125;0.0;0.0;294.2863679;-0.0846877128977741
1522;278.75;0.0;0.0;294.093238;-0.0839727819226255
1523;278.85;0.0;0.0;293.9817949;-0.082815564304979
1524;278.95;0.0;0.0;293.8360577;-0.0814706567759507
1525;278.85625;0.0;0.0;293.6933863;-0.0812029123758734
