;delta_reaTZon_y
1603;-0.0146628871017881
1604;-0.0426568243861538
1605;-0.0749818163682814
1606;-0.0761537745844936
1607;-0.0743761909140264
1608;-0.0726768759085098
1609;-0.0711910497556874
1610;-0.0697680076489958
1611;-0.0679258179871801
1612;-0.0621461738603126
1613;-0.054356202932626
1614;-0.0446680774291142
1615;-0.0329675304898072
1616;-0.0208913042478852
1617;-0.0107403217438133
1618;-0.0039264262235328
1619;-0.0012100041156587
1620;-0.0036764690220056
1621;-0.0112943767896546
1622;-0.0239058335084677
1623;-0.0405211062420096
1624;-0.0581037745023995
1625;-0.0664706266747229
1626;-0.065560868513459
1627;-0.0648377510989683
1628;-0.0600248612333404
1629;-0.0505533603916005
1630;-0.0382590769157515
1631;-0.0247353829532916
1632;-0.0120125734196307
1633;-0.0018230168490255
1634;0.0036208001125239
1635;0.0024221057395926
1636;-0.0048826408682728
1637;-0.0172068540769102
1638;-0.0332740337505911
1639;-0.0508340310524264
1640;-0.0669798843893938
1641;-0.0660791169722761
1642;-0.0645193390536613
1643;-0.0550033967046269
1644;-0.0406028956833746
1645;-0.023839749847852
1646;-0.0070011064937649
1647;0.0068674303895427
1648;0.01512746507163
1649;0.0168825719911907
1650;0.009866580276143
1651;-0.0085751121954851
1652;-0.0331461725194398
1653;-0.0582464888559781
1654;-0.0640647121665876
1655;-0.0624829845969282
1656;-0.0609176955813587
1657;-0.0594036377607314
1658;-0.0574915853386224
1659;-0.0556563337361422
1660;-0.0548585401014026
1661;-0.0545941987819399
1662;-0.052224184667201
1663;-0.0450544364557613
1664;-0.0326393524842817
1665;-0.0177592833280792
1666;-0.0035409270247728
1667;0.0060444769720134
1668;0.0066518798763988
1669;0.0017014435454209
1670;-0.0103479515840908
1671;-0.0281154724415048
1672;-0.0490904444199987
1673;-0.0559286776038109
1674;-0.0573604813569413
1675;-0.0579554972503897
1676;-0.0586185681885847
1677;-0.0533506673715827
1678;-0.0435331002403719
1679;-0.0308988736394245
1680;-0.0172229747346714
1681;-0.0050064809311458
1682;0.0035408721310794
1683;0.0069935034983099
1684;0.0044828308617489
1685;-0.0034462394809893
1686;-0.0162156363837371
1687;-0.0328482680848173
1688;-0.0506298960194137
1689;-0.0664045574900612
1690;-0.0734489455813585
1691;0.0607899580662533
1692;0.1173329912739277
1693;0.1160297777763184
1694;0.1145205657060546
1695;0.1130897656920435
1696;0.1109911108338151
1697;0.1072727395619886
1698;0.1031478211090824
1699;0.0972970735312791
1700;0.0774428483312753
1701;0.0451338005591166
1702;0.0032255705550886
1703;-0.0439923183856109
1704;-0.0913164206301775
1705;-0.1063905962670101
1706;-0.106681619314699
1707;-0.1073471930331529
1708;-0.1005322736606594
1709;-0.0807991049263123
1710;-0.0526353785475665
1711;-0.0985304925436522
1712;-0.0952668681807034
1713;-0.09202308764164
1714;-0.0888531891977092
1715;-0.0879569306161228
1716;-0.0879144107164747
1717;-0.0871071499719786
1718;-0.0863428590036602
1719;-0.0873540703427382
1720;-0.088574398194364
1721;-0.0766828164952538
1722;-0.0622426197536299
1723;-0.0527012902754423
1724;-0.0442544787343034
1725;-0.0378573042818175
1726;-0.0293236214185012
1727;-0.0121194946496434
1728;0.0027810543420199
1729;0.0067176109695441
1730;0.0047552334815408
1731;-0.0008839247950926
1732;-0.010970169546533
1733;-0.0232117207065799
1734;-0.0400843324478099
1735;-0.066487039150204
1736;-0.0916779692945585
1737;-0.0987782300259201
1738;-0.0976095174609011
1739;0.0514288480862189
1740;0.094452347567383
1741;0.0962900406530761
1742;0.1199605477692252
1743;0.1542643123128252
1744;0.1833073828175624
1745;0.1925698654967687
1746;0.1659791746177691
1747;0.1276007746414121
1748;0.0720028808332895
1749;-0.0319072520972348
1750;-0.1012956679407696
1751;-0.1021526663120192
1752;-0.0802892725989071
1753;-0.0517862774523197
1754;-0.0259334979903327
1755;-0.0088553017565982
1756;-0.0322691193803744
1757;-0.0697033343403562
1758;-0.0844686474207079
1759;-0.0901499063030877
1760;-0.0885353470507365
1761;-0.089693616022172
1762;-0.0906375253944903
1763;-0.0899407115273474
1764;-0.0886665960656052
1765;-0.0871109410847824
1766;-0.0856301462153451
1767;-0.0858387345881714
1768;-0.0859030674792903
1769;-0.0831571032329812
1770;-0.0787649903566611
1771;-0.0709518098499976
1772;-0.0648938821443896
1773;-0.0593697603340252
1774;-0.0534136601834093
1775;-0.0475688160311476
1776;-0.0425455196511758
1777;-0.0425840626313507
1778;-0.0426689629525034
1779;-0.0356694757679644
1780;-0.0298947082862658
1781;-0.028875448371469
1782;-0.0290849383307937
1783;-0.0289734724174241
1784;-0.0297577916754233
1785;-0.0357312200903255
1786;-0.0370007691684617
1787;0.087824506011489
1788;0.0881659644871189
1789;0.0844720419797193
1790;0.0812215647384367
1791;0.0819464833009334
1792;0.0824023406714652
1793;0.0792864980122241
1794;0.0766522273813904
1795;0.0757788736448974
1796;0.074995158080702
1797;0.0741792560946779
1798;0.0743403509329848
1799;0.0757620311870611
1800;0.0734979850327941
1801;0.0600138409002345
1802;0.0385944009527749
1803;0.0065248354831082
1804;-0.0252104828620028
1805;-0.0472376840826897
1806;-0.0650694505923919
1807;-0.1215469956785582
1808;-0.1196944194513039
1809;-0.1196522925095009
1810;-0.1196515613233154
1811;-0.118520147572637
1812;-0.11723871039773
1813;-0.1163322803376593
1814;-0.1153878477512742
1815;-0.1138128557417819
1816;-0.1099960893853219
1817;-0.1018617571017005
1818;-0.0887848000019702
1819;-0.0709937798275802
1820;-0.0490645174663742
1821;-0.0248028965864112
1822;-0.0014458065432406
1823;0.0186420278540343
1824;0.0334839208272036
1825;0.0421113504341146
1826;0.0427221912818087
1827;0.0327465424635282
1828;0.0150121016786633
1829;-0.0065892382638048
1830;-0.0316481116405278
1831;-0.059816108480446
1832;-0.0848681807310546
1833;-0.0999799817805478
1834;-0.1042240160729609
1835;0.0318823570410602
1836;0.0796528633382369
1837;0.0781670733068881
1838;0.0834070750792485
1839;0.0976983019623813
1840;0.1342866639301914
1841;0.1697365929131859
1842;0.1811973420331355
1843;0.1885084365531795
1844;0.1723920108364418
1845;0.1285626855056569
1846;0.0842508417288395
1847;0.0583719428098564
1848;-0.0050571089292282
1849;-0.0730672308184032
1850;-0.0832954290530481
1851;-0.0958749978108196
1852;-0.1116493692752937
1853;-0.1160400658286485
1854;-0.1119987412213874
1855;-0.1119075323122995
1856;-0.1120659703979054
1857;-0.1120887685204646
1858;-0.1122093047820453
1859;-0.1151611176421653
1860;-0.1176944966199059
1861;-0.1140157101043803
1862;-0.1103872479159006
1863;-0.1106327464141228
1864;-0.1097764618250755
1865;-0.0998199827000033
1866;-0.0877688436421828
1867;-0.0729184408056619
1868;-0.0543926680797826
1869;-0.0338713359143765
1870;-0.0134437265210425
1871;0.0057610472052927
1872;0.0215208663352246
1873;0.0320631877583232
1874;0.0362825948133941
1875;0.0345087444340095
1876;0.0250093250593269
1877;0.0067157365934602
1878;-0.016583942664276
1879;-0.0412214709867949
1880;-0.0652774597902327
1881;-0.091350582103014
1882;-0.1112246727175605
1883;0.0181363366149144
1884;0.0665994440576893
1885;0.0691347062776931
1886;0.0712090623303383
1887;0.0719636174670307
1888;0.0720029641499851
1889;0.0709477508362668
1890;0.0701038464990629
1891;0.0701216226422527
1892;0.0703153572069564
1893;0.0706038809786511
1894;0.0707010017968354
1895;0.0704743422608102
1896;0.0903533002705825
1897;0.0955143702166413
1898;0.0479765873340603
1899;-0.0100293648148391
1900;-0.0661059307621412
1901;-0.0987346308604353
1902;-0.1102515001887072
1903;-0.1172055218786666
1904;-0.1167860240547121
1905;-0.116501630391951
1906;-0.1163435748655845
1907;-0.1161593170414543
1908;-0.1158397443475368
1909;-0.1132233095150527
1910;-0.1103943611096515
1911;-0.111803055876635
1912;-0.1127023492092681
1913;-0.1089082810666562
1914;-0.1015191186853098
1915;-0.0904012442479288
1916;-0.0752442762515543
1917;-0.0576179090811571
1918;-0.0389721797338832
1919;-0.0208366411298798
1920;-0.0046590179173453
1921;0.0078677683442354
1922;0.0178019142738926
1923;0.0256593674473282
1924;0.0284341970470148
1925;0.0258130070414981
1926;0.0180844842674566
1927;0.0016621132265889
1928;-0.0163241184718644
1929;-0.0253599926498275
1930;-0.0337277654271527
1931;-0.0449242928947968
1932;-0.0542776745488096
1933;-0.0610060739899123
1934;-0.0642278858320636
1935;-0.0605872204690536
1936;-0.0547596854531166
1937;-0.0538795659184047
1938;-0.0449439229259707
1939;-0.0257852053286836
1940;0.0054575106251861
1941;0.0133400950542043
1942;-0.0245582277962395
1943;-0.0351808366827791
1944;-0.0342285813324228
1945;-0.0356976490393875
1946;-0.0449960550929088
1947;-0.0606678756414298
1948;-0.0852702913895165
1949;-0.1016794038643408
1950;-0.1011133579397185
1951;-0.1009557566682427
1952;-0.1021890302369566
1953;-0.0957513240435474
1954;-0.0804541190519974
1955;-0.0577045292222719
1956;-0.0276703808571518
1957;0.0090547948245592
1958;0.0447616116033115
1959;0.0734724941275238
1960;0.0827040168172821
1961;0.077873099244295
1962;0.0655488788113625
1963;0.0496981125435647
1964;0.0290044146734181
1965;0.0054163472379113
1966;-0.019474868348176
1967;-0.0435245764483616
1968;-0.065276661533039
1969;-0.0824380978651115
1970;-0.0929091960892482
1971;-0.0954082585728296
1972;-0.0899179371573932
1973;-0.0743999044422844
1974;-0.0523998926207116
1975;-0.029428065317475
1976;-0.0059608754367414
1977;0.0163701569861115
1978;0.0397465894214435
1979;0.0589887492283139
1980;0.0723817798637015
1981;0.0765653984745792
1982;0.0969128247342334
1983;0.115914651362108
1984;0.1181766025116462
1985;0.0963514497845847
1986;0.0245646127208883
1987;0.0136100353114765
1988;0.0073072683847355
1989;0.001101063503739
1990;0.0003097557881925
1991;-0.0047493498134816
1992;-0.0203645048074397
1993;-0.0368903795381708
1994;-0.0523077744006026
1995;-0.0677586521874288
1996;-0.083683357474737
1997;-0.0999219830907719
1998;-0.1089205727114309
1999;-0.1132174184311459
2000;-0.1163106857169127
2001;-0.1123609963615823
2002;-0.1084688939385979
2003;-0.1086485238357939
2004;-0.1076784554293859
2005;-0.0978454202623953
2006;-0.0831816662726143
2007;-0.0638291051507032
2008;-0.0396359781092924
2009;-0.0104545304263208
2010;0.0183785536962116
2011;0.0410867689232737
2012;0.0572837361698542
2013;0.0640804250074431
2014;0.0592490455174344
2015;0.0595470668269146
2016;0.0553550252084102
2017;0.0414811746922013
2018;0.0249098563459957
2019;0.0120196306798278
2020;-0.0020276836886374
2021;-0.0201614895291511
2022;-0.0365646711194592
2023;-0.04708588331779
2024;-0.0531387909048319
2025;-0.0552248181885847
2026;-0.0481353976481635
2027;0.0485811025587138
2028;0.0447365666430233
2029;0.038743257324997
2030;0.0559469824563475
2031;0.100284412270793
2032;0.1573361246300287
2033;0.2088628505972082
2034;0.237116462459938
2035;0.2546097342991998
2036;0.2547259340246766
2037;0.2149477436667018
2038;0.1377266990446418
2039;0.0862822542864146
2040;0.0802158904271527
2041;0.0758301809138513
2042;0.069280015258586
2043;0.0434054203007057
2044;0.0010276600684777
2045;-0.0429035775582759
2046;-0.0981121183295678
2047;-0.1321445340548871
2048;-0.1329591378570551
2049;-0.1327358020718401
2050;-0.1326717417336556
2051;-0.133071443348395
2052;-0.1333419231291266
2053;-0.13349647815636
2054;-0.1335301734706384
2055;-0.1326968439683707
2056;-0.1317659563871522
2057;-0.1337485277763184
2058;-0.1329278541984096
2059;-0.1220724283700239
2060;-0.1053858898032364
2061;-0.0874292338744988
2062;-0.0630498584695004
2063;-0.0311247738576858
2064;0.0032882087744532
2065;0.0382182953072734
2066;0.0492475700099825
2067;0.046804047027969
2068;0.0441897083355227
2069;0.0427376891451687
2070;0.0414605734119686
2071;0.0404030340942925
2072;0.039543284470831
2073;0.0402189442897421
2074;0.0409192033792187
2075;0.0372382670887406
2076;0.0359575006603882
2077;0.043344076735144
2078;0.0687280898264419
2079;0.110215551607734
2080;0.1654518366171035
2081;0.2138824087330775
2082;0.2372476694381686
2083;0.252013046966672
2084;0.2449021147929475
2085;0.2017196656793462
2086;0.1234163868193839
2087;0.0858218204346834
2088;0.0725934829506645
2089;0.0584231165388185
2090;0.0460155188751116
2091;0.0294700082313176
2092;-0.0040619299112067
2093;-0.0484511194372933
2094;-0.1021048838158285
2095;-0.1325284648154957
2096;-0.1307346352387959
2097;-0.1298294749032383
2098;-0.1295362106823237
2099;-0.1316587894490272
2100;-0.1335769622716685
2101;-0.1321279592243295
2102;-0.1305960437135502
2103;-0.1314526447485945
2104;-0.1321177921242054
2105;-0.131014680095098
2106;-0.1299576426469814
2107;-0.119855880685301
2108;-0.1061653349883534
2109;-0.0891152261040035
2110;-0.0667619631856514
2111;-0.0359203701301686
2112;-0.0032044503023257
2113;0.0248991362042245
2114;0.0500272721501252
2115;0.0521747770319971
2116;0.0506490716781377
2117;0.0486015593530532
2118;0.0466673622786739
2119;0.0459584493598837
2120;0.0455673172910207
2121;0.0440706667367204
2122;0.0430649852668173
2123;0.0444736800338011
2124;0.0513877913632462
2125;0.0640487300565684
2126;0.087024151788998
2127;0.1230236327475089
2128;0.1787296274672059
2129;0.2279319520700889
2130;0.2513530912669223
2131;0.251235095951768
2132;0.2091839583026849
2133;0.1225556014280022
2134;0.1070535439061978
2135;0.1025500194837035
2136;0.0959057520228024
2137;0.0913680586568942
2138;0.0135926338858823
2139;-0.0837187494527049
2140;-0.1149139602926497
2141;-0.1230035760258497
2142;-0.1218566026769294
2143;-0.124283600632235
2144;-0.1255194185756317
2145;-0.1221919363736667
2146;-0.1187927842431565
2147;-0.1171282098854621
2148;-0.1152544336371915
2149;-0.112968100908072
2150;-0.1106874053179565
2151;-0.1094699310627154
2152;-0.1094908492267815
2153;-0.1128129416671044
2154;-0.1156539759890716
2155;-0.1150181827834111
2156;-0.1139172473467137
2157;-0.1125838379393683
2158;-0.1087646349432564
2159;-0.1035038898721955
2160;-0.0953601447431215
2161;-0.0830914354892381
2162;-0.0679662680169532
2163;-0.0519802666749856
2164;-0.0358584295204383
2165;-0.0207174506120948
2166;-0.0085628811089073
2167;-0.0008402800672952
2168;0.0016594374463652
2169;-0.0009097850060857
2170;-0.0045887824491235
2171;0.0830642289050594
2172;0.0822075112961699
2173;0.0814577367817299
2174;0.080735756099056
2175;0.0799715477722902
2176;0.0792146753883606
2177;0.0784059604809192
2178;0.0777578033328081
2179;0.0775374935419185
2180;0.0774628063757681
2181;0.0773413594152262
2182;0.0745581648759171
2183;0.0620947990825143
2184;0.0414233531071036
2185;0.0151465421625159
2186;-0.0146134738294452
2187;-0.0448752659853936
2188;-0.072084236698541
2189;-0.0927107783465998
2190;-0.1040211817960908
2191;-0.1105188017741117
2192;-0.1090518425235118
2193;-0.1079337384411284
2194;-0.1068359685589942
2195;-0.1059396700248691
2196;-0.1048635341687246
2197;-0.1038353194670661
2198;-0.1028513667051962
2199;-0.1019365668619415
2200;-0.101085911640309
2201;-0.0972179562306259
2202;-0.0894074346748629
2203;-0.0785695937647768
2204;-0.0636036825294666
2205;-0.0442940020020051
2206;-0.0248981370076531
2207;-0.0089936351227693
2208;0.001962888989956
2209;0.0064531210321109
2210;0.0043978766046688
2211;-0.0039288474020998
2212;-0.017379692480385
2213;-0.0341824255897652
2214;-0.0527274731715968
2215;-0.0709699105391514
2216;-0.0865074192958722
2217;-0.0906367586341266
2218;-0.0884248448965833
2219;0.0505072134855688
2220;0.1040699672936477
2221;0.1040091644555947
2222;0.103750358478257
2223;0.1033979305679609
2224;0.1304721166443369
2225;0.1698792273069579
2226;0.1886689782132785
2227;0.160792733125799
2228;0.0645970399842816
2229;-0.0470975543026146
2230;-0.0287914387292245
2231;-0.0091819257999262
2232;0.0044830874708836
2233;0.0185064887301003
2234;0.0390255617611514
2235;0.051425694298499
2236;0.0265828598311702
2237;-0.0152159615317255
2238;-0.062327122530167
2239;-0.0932401136622357
2240;-0.0942722497329197
2241;-0.0929211287632005
2242;-0.0917388007014132
2243;-0.0911660175747385
2244;-0.0903172866424981
2245;-0.0889316412065008
2246;-0.0876018986759837
2247;-0.0863179444911469
2248;-0.0850734770967967
2249;-0.0840119036673146
2250;-0.0832035680353421
2251;-0.0838042068381232
2252;-0.0845712857274209
2253;-0.0833489109923115
2254;-0.0822753189635547
2255;-0.0825364471137849
2256;-0.0827163730976024
2257;-0.0824731962249779
2258;-0.0814676999870837
2259;-0.0748421066918859
2260;-0.069130292261029
2261;-0.0635592752281125
2262;-0.0572736146046779
2263;-0.060099945489413
2264;-0.0606872229318814
2265;-0.0460130633307938
2266;-0.0280314873344979
2267;-0.0098398545453949
2268;0.0051289435071105
2269;0.0149902575734689
2270;0.0181895984660413
2271;0.0148361870118128
2272;0.0037334857002747
2273;-0.01763101564826
2274;-0.0468597078571428
2275;-0.0835380519744215
2276;-0.1106772324748242
2277;-0.1074883070412789
2278;-0.0918691451163766
2279;-0.0689682141981472
2280;-0.0455103138671431
2281;-0.0247266808525541
2282;-0.0455614318902257
2283;-0.0835428061349584
2284;-0.0992514063503737
2285;-0.1028066346389603
2286;-0.0986325638091299
2287;-0.0892783939681517
2288;-0.0717213422082698
2289;-0.0483999285779959
2290;-0.0226302810962099
2291;0.0035942716542758
2292;0.0261849526972889
2293;0.0405288663658732
2294;0.045274812852458
2295;0.0394742240450798
2296;0.0244980694988091
2297;0.0024551463795338
2298;-0.0253375612970453
2299;-0.056542276380716
2300;-0.0869388757629293
2301;-0.097136952923869
2302;-0.0974178712630694
2303;-0.0967645657104326
2304;-0.0879035752870013
2305;-0.0705083311167884
2306;-0.0475895002265801
2307;-0.0217057223528431
2308;0.0038999457630604
2309;0.0262613670445189
2310;0.0423882179963748
2311;0.0497936816154838
2312;0.0475931573068267
2313;0.0361823638548838
2314;0.0203254558694112
2315;-0.0017185209022926
2316;-0.0275967080750101
2317;-0.0537113794133874
2318;-0.0763998809906914
2319;-0.0940392267158795
2320;-0.0909468822790242
2321;-0.0872819467065973
2322;-0.0824570597230248
2323;-0.0723116278306097
2324;-0.0594746819942117
2325;-0.0459309187223068
2326;-0.0346692795079599
2327;-0.027802952465236
2328;-0.0243615168118094
2329;-0.0239897005365679
2330;-0.027172285881758
2331;-0.0332067444263472
2332;-0.0409914647968877
2333;-0.0497300815798001
2334;-0.0572975309878454
2335;-0.0612725714603147
2336;-0.060105898280837
2337;-0.0541957379124414
2338;-0.0446075108856984
2339;-0.033049027018862
2340;-0.0248932218329131
2341;-0.0185450465419707
2342;-0.0152923119822589
2343;-0.015239248306669
2344;-0.0190301337096532
2345;-0.0263179334084221
2346;-0.0356323680143259
2347;-0.0455991657581568
2348;-0.0547544161511146
2349;-0.0617841880713757
2350;-0.0651971101453177
2351;-0.0638013879676088
2352;-0.0573033495277938
2353;-0.0460012566715265
2354;-0.0321539666576909
2355;-0.0184354269831784
2356;-0.0066882806616576
2357;0.0011342107293911
2358;0.0038765025711921
2359;0.0009964227427361
2360;-0.007614300600711
2361;-0.0207761810627156
2362;-0.0332429211490129
2363;0.0870277705443616
2364;0.1253696211842588
2365;0.1235744518292789
2366;0.121653289133785
2367;0.120215207359148
2368;0.1191173214504634
2369;0.1183903083898144
2370;0.1001399241065957
2371;0.0653347797246888
2372;0.0160581061785233
2373;-0.0430093431200631
2374;-0.0725825611000192
2375;-0.0712553470726284
2376;-0.0697777850750452
2377;-0.0675095152717209
2378;-0.0652811405409902
2379;-0.0645201333429656
2380;-0.0589516637769486
2381;-0.0481678860674005
2382;-0.0342814479018896
2383;-0.0616823450279341
2384;-0.0608005996164555
2385;-0.0602595557715548
2386;-0.0597504602751361
2387;-0.059662555386259
2388;-0.0593219922853289
2389;-0.0588203438326417
2390;-0.058177585750188
2391;-0.0573914232298291
2392;-0.0566395208322388
2393;-0.0563906641315961
2394;-0.0562495917178932
2395;-0.0554186144897459
2396;-0.0548805577812219
2397;-0.0554637975271021
2398;-0.0561918378605578
2399;-0.0565447758498394
2400;-0.0569704181553091
2401;-0.0587739558978703
2402;-0.0559942707786037
2403;-0.050363035801853
2404;-0.0441692208105658
2405;-0.0375134444944306
2406;-0.0312121526044675
2407;-0.0265542440541864
2408;-0.0244214246035394
2409;-0.0253473555524177
2410;-0.0245699530366119
2411;0.1090406178577996
2412;0.1151574091709138
2413;0.1136779688567227
2414;0.1168026199154098
2415;0.1259992715502898
2416;0.1505799089826442
2417;0.1732519795661919
2418;0.1454346690353596
2419;0.0843168766637768
2420;-0.0014383904840715
2421;-0.0133194692551532
2422;-0.0368324346485926
2423;-0.0547759215354036
2424;-0.0461205389892995
2425;-0.0389188843062048
2426;-0.0338344927975972
2427;-0.0295039169906652
2428;-0.0359439828455837
2429;-0.0504586704670835
2430;-0.0704194867484544
2431;-0.0831993795863324
2432;-0.0833611939350953
2433;-0.0841648819375121
2434;-0.0852418102768875
2435;-0.0867213255705004
2436;-0.0880167357353018
2437;-0.0885628798227638
2438;-0.0885688825548608
2439;-0.0887465701019282
2440;-0.0886370684031242
2441;-0.0873166879017146
2442;-0.0851328339813307
2443;-0.0820160729609976
2444;-0.0797018840084765
2445;-0.0800637757447591
2446;-0.0807059952888843
2447;-0.080825556817983
2448;-0.0806488620641342
2449;-0.0798417091367624
2450;-0.0751337286445469
2451;-0.0720624084922677
2452;-0.0688242494395698
2453;-0.0640270106525509
2454;-0.0577318466063328
2455;-0.0513397515718313
2456;-0.0441544871352826
2457;-0.035607684131946
2458;-0.0247420976067882
2459;0.1116839349200512
2460;0.1107390628557416
2461;0.1105054269777053
2462;0.1103615206702394
2463;0.1094221746440394
2464;0.1083413785705529
2465;0.1071982324559097
2466;0.1061349405199742
2467;0.0903188606083292
2468;0.0595847861006759
2469;0.0172825227620011
2470;-0.0330263277925181
2471;-0.083063339550605
2472;-0.079429872348903
2473;-0.0748279621797229
2474;-0.0721252150869544
2475;-0.0710288041384263
2476;-0.0703830797168076
2477;-0.0678569126101157
2478;-0.0598146162804952
2479;-0.0728520842090054
2480;-0.0714049676877004
2481;-0.0749907496190826
2482;-0.0779812770363756
2483;-0.0770003792754686
2484;-0.075084547233752
2485;-0.072198546055973
2486;-0.0695641791012102
2487;-0.0756987118863727
2488;-0.0830880209154276
2489;-0.0803700376757909
2490;-0.0780312516418851
2491;-0.0836241834357868
2492;-0.0814795494174592
2493;-0.0679975949666371
2494;-0.0524655012292245
2495;-0.0364281580839854
2496;-0.0219623255223382
2497;-0.0127665497370793
2498;-0.0084982250126972
2499;-0.007321632466199
2500;-0.0111236320360249
2501;-0.0197022161344771
2502;-0.0320590632607402
2503;-0.0478126098421165
2504;-0.0646341199605073
2505;-0.0794048423024044
2506;-0.0844729873498223
2507;0.0559881182518517
2508;0.095968237184539
2509;0.0935708478913815
2510;0.0913487210809296
2511;0.093922998323088
2512;0.0959960592933325
2513;0.0945524221089688
2514;0.0982882654096394
2515;0.1071456664083432
2516;0.1216963997957494
2517;0.1080538544074762
2518;0.0545457632401615
2519;-0.0118297386994515
2520;-0.0544549253270636
2521;-0.0550996471041524
2522;-0.0563132902940508
2523;-0.0583287513791835
2524;-0.0496498052242597
2525;-0.0381290302807403
2526;-0.067201130759733
2527;-0.0992978604047357
2528;-0.1010690735608328
2529;-0.0979438907642868
2530;-0.0947799474377833
2531;-0.1022191643023519
2532;-0.1089279491541007
2533;-0.1040469458747087
2534;-0.0996044134967338
2535;-0.101153991313333
2536;-0.1022100480087216
2537;-0.1012369442766071
2538;-0.0990398589511201
2539;-0.0882339306237848
2540;-0.0779769906762814
2541;-0.0693480778450584
2542;-0.0613327200892309
2543;-0.0550342198965831
2544;-0.0481726436485312
2545;-0.0389028023148391
2546;-0.0310146396226292
2547;-0.0270223213191122
2548;-0.0250021972254327
2549;-0.024198421819997
2550;-0.0252929478022818
2551;-0.0282515979647191
2552;-0.0323441287555386
2553;-0.0360139894087462
2554;-0.0407665865153065
2555;0.0861536711457293
2556;0.095769856958966
2557;0.0941335575053854
2558;0.0920219251869561
2559;0.0890752607313612
2560;0.0862238141210878
2561;0.086846353482548
2562;0.0889659927275434
2563;0.0859041888868456
2564;0.071833588172297
2565;0.0514752017603196
2566;0.0188904660494929
2567;-0.0252036302901538
2568;-0.0691198176117356
2569;-0.0848205654871361
2570;-0.0850749550543791
2571;-0.0788767869183349
2572;-0.0749831950445718
2573;-0.0775911344769609
2574;-0.0872410030166902
2575;-0.094570013266432
2576;-0.0942980678295592
2577;-0.0950080151359921
2578;-0.0962170763717405
2579;-0.0979116249846759
2580;-0.0995270024431251
2581;-0.0963580874883972
2582;-0.0924650765556316
2583;-0.0922397650352897
2584;-0.0920263736011139
2585;-0.0909506679188775
2586;-0.088650320796993
2587;-0.0886588428650241
2588;-0.0852443769264785
2589;-0.0737588341903971
2590;-0.0583834626044239
2591;-0.0409020554760152
2592;-0.0234693453201894
2593;-0.0090283025151492
2594;0.0020012914521268
2595;0.0103893107803988
2596;0.013129960627594
2597;0.0089451628968983
