TDryBul;TDryBul-1;HDirNor;Daily_Sin;Daily_Cos;Weekly_Sin;Weekly_Cos;oveHeaPumY_u;oveHeaPumY_u-1;oveHeaPumY_u-2;reaTZon_y;reaTZon_y-1;reaTZon_y-2;delta_reaTZon_y
271.65;271.4;0;-0.5;-0.866025404;0.5;0.866025404;1;1;1;294.2833731;294.1910484;294.0937047;0.094261767
271.8675;271.65;0;-0.608761429;-0.79335334;0.516106274;0.856524555;1;1;1;294.3776348;294.2833731;294.1910484;0.103834122
272.05;271.8675;0;-0.707106781;-0.707106781;0.532032077;0.846724199;1;1;1;294.481469;294.3776348;294.2833731;0.130577699
272.2033333;272.05;0;-0.79335334;-0.608761429;0.547771839;0.836627762;1;1;1;294.6120467;294.481469;294.3776348;0.136331107
272.25;272.2033333;0;-0.866025404;-0.5;0.563320058;0.826238774;1;1;1;294.7483778;294.6120467;294.481469;0.101887174
272.1729167;272.25;0;-0.923879533;-0.382683432;0.578671296;0.815560869;1;1;1;294.850265;294.7483778;294.6120467;0.072617311
272.05;272.1729167;0;-0.965925826;-0.258819045;0.593820186;0.80459778;1;1;1;294.9228823;294.850265;294.7483778;0.013033572
271.89375;272.05;0;-0.991444861;-0.130526192;0.608761429;0.79335334;1;1;1;294.9359158;294.9228823;294.850265;0.01281885
271.75;271.89375;0;-1;-1.84E-16;0.623489802;0.781831482;1;1;1;294.9487347;294.9359158;294.9228823;-0.044043145
271.78125;271.75;0;-0.991444861;0.130526192;0.638000154;0.770036235;0.359738652;1;1;294.9046915;294.9487347;294.9359158;-0.192453038
271.85;271.78125;0;-0.965925826;0.258819045;0.652287411;0.757971723;0;0.359738652;1;294.7122385;294.9046915;294.9487347;-0.295819904
271.73875;271.85;0;-0.923879533;0.382683432;0.666346578;0.745642165;0;0;0.359738652;294.4164186;294.7122385;294.9046915;-0.312239473
271.65;271.73875;0;-0.866025404;0.5;0.680172738;0.733051872;0;0;0;294.1041791;294.4164186;294.7122385;-0.235660151
271.705;271.65;0;-0.79335334;0.608761429;0.693761056;0.720205247;0;0;0;293.868519;294.1041791;294.4164186;-0.254328676
271.85;271.705;0;-0.707106781;0.707106781;0.707106781;0.707106781;0;0;0;293.6141903;293.868519;294.1041791;-0.241547316
272.05;271.85;0;-0.608761429;0.79335334;0.720205247;0.693761056;0;0;0;293.372643;293.6141903;293.868519;-0.228782641
272.25;272.05;0;-0.5;0.866025404;0.733051872;0.680172738;0;0;0;293.1438603;293.372643;293.6141903;-0.12206911
272.45;272.25;0;-0.382683432;0.923879533;0.745642165;0.666346578;0.01328103;0;0;293.0217912;293.1438603;293.372643;-0.105749684
272.65;272.45;0;-0.258819045;0.965925826;0.757971723;0.652287411;0.057847116;0.01328103;0;292.9160415;293.0217912;293.1438603;-0.09679138
272.9166667;272.65;0;-0.130526192;0.991444861;0.770036235;0.638000154;0.133322137;0.057847116;0.01328103;292.8192502;292.9160415;293.0217912;-0.065498052
273.15;272.9166667;0;6.43E-16;1;0.781831482;0.623489802;0.237386656;0.133322137;0.057847116;292.7537521;292.8192502;292.9160415;-0.032383209
273.0908333;273.15;0;0.130526192;0.991444861;0.79335334;0.608761429;0.359535924;0.237386656;0.133322137;292.7213689;292.7537521;292.8192502;0.004884585
272.95;273.0908333;0;0.258819045;0.965925826;0.80459778;0.593820186;0.489744413;0.359535924;0.237386656;292.7262535;292.7213689;292.7537521;0.047627578
272.92375;272.95;0;0.382683432;0.923879533;0.815560869;0.578671296;0.616624137;0.489744413;0.359535924;292.7738811;292.7262535;292.7213689;0.087076027
272.95;272.92375;0;0.5;0.866025404;0.826238774;0.563320058;0.727078437;0.616624137;0.489744413;292.8609571;292.7738811;292.7262535;0.124121644
273.0919643;272.95;0;0.608761429;0.79335334;0.836627762;0.547771839;0.809437507;0.727078437;0.616624137;292.9850787;292.8609571;292.7738811;0.146474106
273.25;273.0919643;0;0.707106781;0.707106781;0.846724199;0.532032077;0.852707803;0.809437507;0.727078437;293.1315528;292.9850787;292.8609571;0.150543542
273.297619;273.25;0;0.79335334;0.608761429;0.856524555;0.516106274;0.850918244;0.852707803;0.809437507;293.2820964;293.1315528;292.9850787;0.140300155
273.35;273.297619;0;0.866025404;0.5;0.866025404;0.5;0.803762151;0.850918244;0.852707803;293.4223965;293.2820964;293.1315528;0.118117306
273.5266667;273.35;0;0.923879533;0.382683432;0.875223422;0.483718887;0.715028181;0.803762151;0.850918244;293.5405138;293.4223965;293.2820964;0.085814483
273.85;273.5266667;0;0.965925826;0.258819045;0.884115394;0.467268628;0.591968161;0.715028181;0.803762151;293.6263283;293.5405138;293.4223965;0.052598415
274.3;273.85;0;0.991444861;0.130526192;0.892698209;0.450654976;0.444778938;0.591968161;0.715028181;293.6789267;293.6263283;293.5405138;0.007895973
274.75;274.3;0;1;3.06E-16;0.900968868;0.433883739;0.283470993;0.444778938;0.591968161;293.6868227;293.6789267;293.6263283;-0.048032432
275.1542857;274.75;0;0.991444861;-0.130526192;0.908924477;0.416960783;0.122029379;0.283470993;0.444778938;293.6387903;293.6868227;293.6789267;-0.125525137
275.55;275.1542857;0;0.965925826;-0.258819045;0.916562256;0.399892024;0;0.122029379;0.283470993;293.5132651;293.6387903;293.6868227;-0.239382441
275.9482143;275.55;0;0.923879533;-0.382683432;0.923879533;0.382683432;0;0;0.122029379;293.2738827;293.5132651;293.6387903;-0.198944302
276.25;275.9482143;0;0.866025404;-0.5;0.930873749;0.365341024;0;0;0;293.0749384;293.2738827;293.5132651;-0.055796131
276.33;276.25;0;0.79335334;-0.608761429;0.937542459;0.347870865;0.732465693;0;0;293.0191423;293.0749384;293.2738827;0.122630137
276.35;276.33;0;0.707106781;-0.707106781;0.94388333;0.330279062;1;0.732465693;0;293.1417724;293.0191423;293.0749384;0.209925806
276.4283333;276.35;0;0.608761429;-0.79335334;0.949894147;0.312571768;1;1;0.732465693;293.3516982;293.1417724;293.0191423;0.236979799
276.55;276.4283333;0;0.5;-0.866025404;0.955572806;0.294755174;1;1;1;293.588678;293.3516982;293.1417724;0.248017775
276.8041667;276.55;0;0.382683432;-0.923879533;0.960917322;0.276835511;1;1;1;293.8366958;293.588678;293.3516982;0.280704795
277.15;276.8041667;29.3710443;0.258819045;-0.965925826;0.965925826;0.258819045;1;1;1;294.1174006;293.8366958;293.588678;0.352291378
277.5303571;277.15;75;0.130526192;-0.991444861;0.970596567;0.240712075;1;1;1;294.469692;294.1174006;293.8366958;0.389936696
277.95;277.5303571;106.8930686;3.67E-16;-1;0.974927912;0.222520934;1;1;1;294.8596287;294.469692;294.1174006;0.402559745
278.6071429;277.95;129;-0.130526192;-0.991444861;0.978918346;0.204251982;1;1;1;295.2621884;294.8596287;294.469692;0.391009196
279.15;278.6071429;124.8192204;-0.258819045;-0.965925826;0.982566473;0.185911607;0.946215491;1;1;295.6531976;295.2621884;294.8596287;0.318045725
279.1769231;279.15;100;-0.382683432;-0.923879533;0.985871019;0.167506223;0.77570575;0.946215491;1;295.9712433;295.6531976;295.2621884;0.174613916
279.15;279.1769231;63.77934272;-0.5;-0.866025404;0.988830826;0.149042266;0.513430466;0.77570575;0.946215491;296.1458572;295.9712433;295.6531976;0.029368303
279.2605769;279.15;30;-0.608761429;-0.79335334;0.991444861;0.130526192;0.205942597;0.513430466;0.77570575;296.1752255;296.1458572;295.9712433;-0.140782945
279.35;279.2605769;9.137323944;-0.707106781;-0.707106781;0.99371221;0.111964476;0;0.205942597;0.513430466;296.0344426;296.1752255;296.1458572;-0.265885382
279.4;279.35;0;-0.79335334;-0.608761429;0.995632079;0.093363608;0;0;0.205942597;295.7685572;296.0344426;296.1752255;-0.272195356
279.45;279.4;0;-0.866025404;-0.5;0.997203797;0.074730094;0;0;0;295.4963619;295.7685572;296.0344426;-0.209332297
279.5;279.45;0;-0.923879533;-0.382683432;0.998426815;0.056070447;0;0;0;295.2870296;295.4963619;295.7685572;-0.212201762
279.55;279.5;0;-0.965925826;-0.258819045;0.999300705;0.037391194;0;0;0;295.0748278;295.2870296;295.4963619;-0.206054526
279.65;279.55;0;-0.991444861;-0.130526192;0.999825161;0.018698866;0.033161747;0;0;294.8687733;295.0748278;295.2870296;-0.134806197
279.75;279.65;0;-1;-4.29E-16;1;6.12E-17;0.127832489;0.033161747;0;294.7339671;294.8687733;295.0748278;-0.151228446
279.509375;279.75;0;-0.991444861;0.130526192;0.999825161;-0.018698866;0;0.127832489;0.033161747;294.5827386;294.7339671;294.8687733;-0.198249972
279.25;279.509375;0;-0.965925826;0.258819045;0.999300705;-0.037391194;0;0;0.127832489;294.3844887;294.5827386;294.7339671;-0.18789721
279.278125;279.25;0;-0.923879533;0.382683432;0.998426815;-0.056070447;0;0;0;294.1965915;294.3844887;294.5827386;-0.174126963
279.35;279.278125;0;-0.866025404;0.5;0.997203797;-0.074730094;0;0;0;294.0224645;294.1965915;294.3844887;-0.094819668
279.45;279.35;0;-0.79335334;0.608761429;0.995632079;-0.093363608;0;0;0;293.9276448;294.0224645;294.1965915;-0.134221562
279.55;279.45;0;-0.707106781;0.707106781;0.99371221;-0.111964476;0;0;0;293.7934233;293.9276448;294.0224645;-0.1295879
279.65;279.55;0;-0.608761429;0.79335334;0.991444861;-0.130526192;0;0;0;293.6638354;293.7934233;293.9276448;-0.123255501
279.75;279.65;0;-0.5;0.866025404;0.988830826;-0.149042266;0;0;0;293.5405799;293.6638354;293.7934233;-0.116095684
279.8175;279.75;0;-0.382683432;0.923879533;0.985871019;-0.167506223;0;0;0;293.4244842;293.5405799;293.6638354;-0.111687251
279.85;279.8175;0;-0.258819045;0.965925826;0.982566473;-0.185911607;0;0;0;293.3127969;293.4244842;293.5405799;-0.107523353
279.8533333;279.85;0;-0.130526192;0.991444861;0.978918346;-0.204251982;0;0;0;293.2052736;293.3127969;293.4244842;-0.107019012
279.75;279.8533333;0;1.29E-15;1;0.974927912;-0.222520934;0;0;0;293.0982546;293.2052736;293.3127969;-0.053909458
279.5222222;279.75;0;0.130526192;0.991444861;0.970596567;-0.240712075;0.020874583;0;0;293.0443451;293.0982546;293.2052736;-0.045959613
279.25;279.5222222;0;0.258819045;0.965925826;0.965925826;-0.258819045;0.055266525;0.020874583;0;292.9983855;293.0443451;293.0982546;-0.04472025
278.9256944;279.25;0;0.382683432;0.923879533;0.960917322;-0.276835511;0.10304886;0.055266525;0.020874583;292.9536652;292.9983855;293.0443451;-0.027902339
278.65;278.9256944;0;0.5;0.866025404;0.955572806;-0.294755174;0.164185301;0.10304886;0.055266525;292.9257629;292.9536652;292.9983855;0.006582542
278.575;278.65;0;0.608761429;0.79335334;0.949894147;-0.312571768;0.232851548;0.164185301;0.10304886;292.9323454;292.9257629;292.9536652;0.043466098
278.55;278.575;0;0.707106781;0.707106781;0.94388333;-0.330279062;0.297818789;0.232851548;0.164185301;292.9758115;292.9323454;292.9257629;0.065733376
278.4505682;278.55;0;0.79335334;0.608761429;0.937542459;-0.347870865;0.347902023;0.297818789;0.232851548;293.0415449;292.9758115;292.9323454;0.078171444
278.35;278.4505682;0;0.866025404;0.5;0.930873749;-0.365341024;0.37715188;0.347902023;0.297818789;293.1197164;293.0415449;292.9758115;0.090230036
278.5;278.35;0;0.923879533;0.382683432;0.923879533;-0.382683432;0.382328401;0.37715188;0.347902023;293.2099464;293.1197164;293.0415449;0.094135248
278.65;278.5;0;0.965925826;0.258819045;0.916562256;-0.399892024;0.359832981;0.382328401;0.37715188;293.3040816;293.2099464;293.1197164;0.063060351
278.2931818;278.65;0;0.991444861;0.130526192;0.908924477;-0.416960783;0.308901726;0.359832981;0.382328401;293.367142;293.3040816;293.2099464;0.021678796
277.95;278.2931818;0;1;5.51E-16;0.900968868;-0.433883739;0.240606111;0.308901726;0.359832981;293.3888208;293.367142;293.3040816;-0.00368842
277.9;277.95;0;0.991444861;-0.130526192;0.892698209;-0.450654976;0.167875934;0.240606111;0.308901726;293.3851324;293.3888208;293.367142;-0.034982414
277.85;277.9;0;0.965925826;-0.258819045;0.884115394;-0.467268628;0.097520645;0.167875934;0.240606111;293.35015;293.3851324;293.3888208;-0.130682438
277.8;277.85;0;0.923879533;-0.382683432;0.875223422;-0.483718887;0.039224779;0.097520645;0.167875934;293.2194675;293.35015;293.3851324;-0.10728078
277.75;277.8;0;0.866025404;-0.5;0.866025404;-0.5;0.024918646;0.039224779;0.097520645;293.1121867;293.2194675;293.35015;-0.01627205
277.540625;277.75;0;0.79335334;-0.608761429;0.856524555;-0.516106274;0.741626664;0.024918646;0.039224779;293.0959147;293.1121867;293.2194675;0.154370706
277.35;277.540625;0;0.707106781;-0.707106781;0.846724199;-0.532032077;1;0.741626664;0.024918646;293.2502854;293.0959147;293.1121867;0.2396174
277.3739583;277.35;0;0.608761429;-0.79335334;0.836627762;-0.547771839;1;1;0.741626664;293.4899028;293.2502854;293.0959147;0.255581253
277.45;277.3739583;0;0.5;-0.866025404;0.826238774;-0.563320058;1;1;1;293.745484;293.4899028;293.2502854;0.271054043
277.5604167;277.45;0;0.382683432;-0.923879533;0.815560869;-0.578671296;1;1;1;294.0165381;293.745484;293.4899028;0.277409613
277.65;277.5604167;0;0.258819045;-0.965925826;0.80459778;-0.593820186;1;1;1;294.2939477;294.0165381;293.745484;0.262452821
277.7;277.65;0;0.130526192;-0.991444861;0.79335334;-0.608761429;1;1;1;294.5564005;294.2939477;294.0165381;0.246231347
277.75;277.7;0;6.12E-16;-1;0.781831482;-0.623489802;1;1;1;294.8026319;294.5564005;294.2939477;0.233857838
277.8;277.75;0;-0.130526192;-0.991444861;0.770036235;-0.638000154;1;1;1;295.0364897;294.8026319;294.5564005;0.222672389
277.85;277.8;0;-0.258819045;-0.965925826;0.757971723;-0.652287411;1;1;1;295.2591621;295.0364897;294.8026319;0.20612517
277.8770833;277.85;0;-0.382683432;-0.923879533;0.745642165;-0.666346578;0.956117752;1;1;295.4652873;295.2591621;295.0364897;0.173651398
277.75;277.8770833;0;-0.5;-0.866025404;0.733051872;-0.680172738;0.851225313;0.956117752;1;295.6389387;295.4652873;295.2591621;0.093040741
276.6322917;277.75;0;-0.608761429;-0.79335334;0.720205247;-0.693761056;0.695861144;0.851225313;0.956117752;295.7319794;295.6389387;295.4652873;-0.021454074
275.15;276.6322917;0;-0.707106781;-0.707106781;0.707106781;-0.707106781;0.516615285;0.695861144;0.851225313;295.7105253;295.7319794;295.6389387;-0.098856234
274.1588942;275.15;0;-0.79335334;-0.608761429;0.693761056;-0.720205247;0.349530389;0.516615285;0.695861144;295.6116691;295.7105253;295.7319794;-0.162669558
273.55;274.1588942;0;-0.866025404;-0.5;0.680172738;-0.733051872;0.215972471;0.349530389;0.516615285;295.4489995;295.6116691;295.7105253;-0.196629481
273.4215745;273.55;0;-0.923879533;-0.382683432;0.666346578;-0.745642165;0.134406087;0.215972471;0.349530389;295.2523701;295.4489995;295.6116691;-0.20658085
273.45;273.4215745;0;-0.965925826;-0.258819045;0.652287411;-0.757971723;0.113526543;0.134406087;0.215972471;295.0457892;295.2523701;295.4489995;-0.208743706
273.5429688;273.45;0;-0.991444861;-0.130526192;0.638000154;-0.770036235;0.155118823;0.113526543;0.134406087;294.8370455;295.0457892;295.2523701;-0.170018441
273.65;273.5429688;0;-1;-2.45E-15;0.623489802;-0.781831482;0.259442357;0.155118823;0.113526543;294.6670271;294.8370455;295.0457892;-0.188176255
273.8130208;273.65;0;-0.991444861;0.130526192;0.608761429;-0.79335334;0;0.259442357;0.155118823;294.4788508;294.6670271;294.8370455;-0.22925416
273.95;273.8130208;0;-0.965925826;0.258819045;0.593820186;-0.80459778;0;0;0.259442357;294.2495966;294.4788508;294.6670271;-0.237014914
273.8791667;273.95;0;-0.923879533;0.382683432;0.578671296;-0.815560869;0;0;0;294.0125817;294.2495966;294.4788508;-0.238611994
273.75;273.8791667;0;-0.866025404;0.5;0.563320058;-0.826238774;0;0;0;293.7739697;294.0125817;294.2495966;-0.159111954
273.7625;273.75;0;-0.79335334;0.608761429;0.547771839;-0.836627762;0;0;0;293.6148578;293.7739697;294.0125817;-0.192779108
273.75;273.7625;0;-0.707106781;0.707106781;0.532032077;-0.846724199;0;0;0;293.4220787;293.6148578;293.7739697;-0.190624551
273.5473684;273.75;0;-0.608761429;0.79335334;0.516106274;-0.856524555;0;0;0;293.2314541;293.4220787;293.6148578;-0.193617752
273.25;273.5473684;0;-0.5;0.866025404;0.5;-0.866025404;0;0;0;293.0378364;293.2314541;293.4220787;-0.127410292
272.8251316;273.25;0;-0.382683432;0.923879533;0.483718887;-0.875223422;0.043329975;0;0;292.9104261;293.0378364;293.2314541;-0.107668855
272.45;272.8251316;0;-0.258819045;0.965925826;0.467268628;-0.884115394;0.121572665;0.043329975;0;292.8027572;292.9104261;293.0378364;-0.071038031
272.7091667;272.45;0;-0.130526192;0.991444861;0.450654976;-0.892698209;0.23112894;0.121572665;0.043329975;292.7317192;292.8027572;292.9104261;-0.014849043
273.05;272.7091667;0;-7.35E-16;1;0.433883739;-0.900968868;0.360165082;0.23112894;0.121572665;292.7168702;292.7317192;292.8027572;0.024083915
272.9948958;273.05;0;0.130526192;0.991444861;0.416960783;-0.908924477;0.490846488;0.360165082;0.23112894;292.7409541;292.7168702;292.7317192;0.068881537
272.95;272.9948958;0;0.258819045;0.965925826;0.399892024;-0.916562256;0.612356072;0.490846488;0.360165082;292.8098356;292.7409541;292.7168702;0.098877338
272.9505208;272.95;0;0.382683432;0.923879533;0.382683432;-0.923879533;0.710961313;0.612356072;0.490846488;292.9087129;292.8098356;292.7409541;0.118183134
272.95;272.9505208;0;0.5;0.866025404;0.365341024;-0.930873749;0.778403563;0.710961313;0.612356072;293.0268961;292.9087129;292.8098356;0.126932432
272.9;272.95;0;0.608761429;0.79335334;0.347870865;-0.937542459;0.809425583;0.778403563;0.710961313;293.1538285;293.0268961;292.9087129;0.131471162
272.85;272.9;0;0.707106781;0.707106781;0.330279062;-0.94388333;0.801930409;0.809425583;0.778403563;293.2852997;293.1538285;293.0268961;0.117794832
273.0604167;272.85;0;0.79335334;0.608761429;0.312571768;-0.949894147;0.75476695;0.801930409;0.809425583;293.4030945;293.2852997;293.1538285;0.10758147
273.25;273.0604167;0;0.866025404;0.5;0.294755174;-0.955572806;0.672948857;0.75476695;0.801930409;293.510676;293.4030945;293.2852997;0.066595776
273.2;273.25;0;0.923879533;0.382683432;0.276835511;-0.960917322;0.559366992;0.672948857;0.75476695;293.5772717;293.510676;293.4030945;0.018025617
273.15;273.2;0;0.965925826;0.258819045;0.258819045;-0.965925826;0.427855678;0.559366992;0.672948857;293.5952974;293.5772717;293.510676;-0.028202959
273.1;273.15;0;0.991444861;0.130526192;0.240712075;-0.970596567;0.293365187;0.427855678;0.559366992;293.5670944;293.5952974;293.5772717;-0.074545345
273.05;273.1;0;1;-9.80E-16;0.222520934;-0.974927912;0.169647013;0.293365187;0.427855678;293.4925491;293.5670944;293.5952974;-0.109268081
273.4275;273.05;0;0.991444861;-0.130526192;0.204251982;-0.978918346;0.070609562;0.169647013;0.293365187;293.383281;293.4925491;293.5670944;-0.12486083
273.85;273.4275;0;0.965925826;-0.258819045;0.185911607;-0.982566473;0.006088672;0.070609562;0.169647013;293.2584202;293.383281;293.4925491;-0.221420646
273.8683333;273.85;0;0.923879533;-0.382683432;0.167506223;-0.985871019;0;0.006088672;0.070609562;293.0369995;293.2584202;293.383281;-0.177086896
273.85;273.8683333;0;0.866025404;-0.5;0.149042266;-0.988830826;0.044971181;0;0.006088672;292.8599126;293.0369995;293.2584202;-0.057696134
273.8083333;273.85;0;0.79335334;-0.608761429;0.130526192;-0.991444861;0.840851743;0.044971181;0;292.8022165;292.8599126;293.0369995;0.10026666
273.75;273.8083333;0;0.707106781;-0.707106781;0.111964476;-0.99371221;1;0.840851743;0.044971181;292.9024831;292.8022165;292.8599126;0.158429808
273.4358333;273.75;0;0.608761429;-0.79335334;0.093363608;-0.995632079;1;1;0.840851743;293.0609129;292.9024831;292.8022165;0.164765193
273.25;273.4358333;0;0.5;-0.866025404;0.074730094;-0.997203797;1;1;1;293.2256781;293.0609129;292.9024831;0.189175175
273.5339583;273.25;0;0.382683432;-0.923879533;0.056070447;-0.998426815;1;1;1;293.4148533;293.2256781;293.0609129;0.204956909
273.85;273.5339583;16.06534091;0.258819045;-0.965925826;0.037391194;-0.999300705;1;1;1;293.6198102;293.4148533;293.2256781;0.252043381
274.0989583;273.85;65;0.130526192;-0.991444861;0.018698866;-0.999825161;1;1;1;293.8718536;293.6198102;293.4148533;0.352946011
274.35;274.0989583;138.7085078;8.57E-16;-1;1.22E-16;-1;1;1;1;294.2247996;293.8718536;293.6198102;0.437648993
274.65;274.35;220;-0.130526192;-0.991444861;-0.018698866;-0.999825161;1;1;1;294.6624486;294.2247996;293.8718536;0.489376261
274.95;274.65;315.4042335;-0.258819045;-0.965925826;-0.037391194;-0.999300705;1;1;1;295.1518249;294.6624486;294.2247996;0.526420422
275.0280449;274.95;398;-0.382683432;-0.923879533;-0.056070447;-0.998426815;0.974983727;1;1;295.6782453;295.1518249;294.6624486;0.466123739
275.05;275.0280449;403.8717103;-0.5;-0.866025404;-0.074730094;-0.997203797;0.79018912;0.974983727;1;296.144369;295.6782453;295.1518249;0.315109843
275.382967;275.05;362;-0.608761429;-0.79335334;-0.093363608;-0.995632079;0.468572225;0.79018912;0.974983727;296.4594789;296.144369;295.6782453;0.116166235
275.65;275.382967;321.3877075;-0.707106781;-0.707106781;-0.111964476;-0.99371221;0.059973072;0.468572225;0.79018912;296.5756451;296.4594789;296.144369;-0.079930457
275.5903361;275.65;276;-0.79335334;-0.608761429;-0.130526192;-0.991444861;0;0.059973072;0.468572225;296.4957146;296.5756451;296.4594789;-0.175489776
275.45;275.5903361;222.0756579;-0.866025404;-0.5;-0.149042266;-0.988830826;0;0;0.059973072;296.3202249;296.4957146;296.5756451;-0.195086222
275.2793067;275.45;163;-0.923879533;-0.382683432;-0.167506223;-0.985871019;0;0;0;296.1251386;296.3202249;296.4957146;-0.287737353
275.05;275.2793067;66.48684211;-0.965925826;-0.258819045;-0.185911607;-0.982566473;0;0;0;295.8374013;296.1251386;296.3202249;-0.470044072
274.4064286;275.05;0;-0.991444861;-0.130526192;-0.204251982;-0.978918346;0;0;0;295.3673572;295.8374013;296.1251386;-0.407780976
273.75;274.4064286;0;-1;8.58E-16;-0.222520934;-0.974927912;0;0;0;294.9595762;295.3673572;295.8374013;-0.331538806
273.5757143;273.75;0;-0.991444861;0.130526192;-0.240712075;-0.970596567;0;0;0;294.6280374;294.9595762;295.3673572;-0.282787656
273.65;273.5757143;0;-0.965925826;0.258819045;-0.258819045;-0.965925826;0;0;0;294.3452498;294.6280374;294.9595762;-0.243621048
273.9107143;273.65;0;-0.923879533;0.382683432;-0.276835511;-0.960917322;0;0;0;294.1016287;294.3452498;294.6280374;-0.21436786
274.15;273.9107143;0;-0.866025404;0.5;-0.294755174;-0.955572806;0;0;0;293.8872609;294.1016287;294.3452498;-0.137102804
274.2994048;274.15;0;-0.79335334;0.608761429;-0.312571768;-0.949894147;0;0;0;293.7501581;293.8872609;294.1016287;-0.173370021
274.45;274.2994048;0;-0.707106781;0.707106781;-0.330279062;-0.94388333;0;0;0;293.5767881;293.7501581;293.8872609;-0.161283574
274.6583333;274.45;0;-0.608761429;0.79335334;-0.347870865;-0.937542459;0;0;0;293.4155045;293.5767881;293.7501581;-0.15054961
274.85;274.6583333;0;-0.5;0.866025404;-0.365341024;-0.930873749;0;0;0;293.2649549;293.4155045;293.5767881;-0.146957956
274.8770833;274.85;0;-0.382683432;0.923879533;-0.382683432;-0.923879533;0;0;0;293.1179969;293.2649549;293.4155045;-0.049234882
274.85;274.8770833;0;-0.258819045;0.965925826;-0.399892024;-0.916562256;0.016948824;0;0;293.068762;293.1179969;293.2649549;-0.048987817
274.95625;274.85;0;-0.130526192;0.991444861;-0.416960783;-0.908924477;0.043781958;0.016948824;0;293.0197742;293.068762;293.1179969;-0.060290664
275.05;274.95625;0;2.57E-15;1;-0.433883739;-0.900968868;0.085299085;0.043781958;0.016948824;292.9594836;293.0197742;293.068762;-0.062678353
274.58125;275.05;0;0.130526192;0.991444861;-0.450654976;-0.892698209;0.145468553;0.085299085;0.043781958;292.8968052;292.9594836;293.0197742;-0.056705818
274.05;274.58125;0;0.258819045;0.965925826;-0.467268628;-0.884115394;0.224560911;0.145468553;0.085299085;292.8400994;292.8968052;292.9594836;-0.012061993
274.0642045;274.05;0;0.382683432;0.923879533;-0.483718887;-0.875223422;0.320366388;0.224560911;0.145468553;292.8280374;292.8400994;292.8968052;0.026958651
