TDryBul;TDryBul-1;HDirNor;Daily_Sin;Daily_Cos;Weekly_Sin;Weekly_Cos;oveHeaPumY_u;oveHeaPumY_u-1;oveHeaPumY_u-2;reaTZon_y;reaTZon_y-1;reaTZon_y-2;delta_reaTZon_y
274.35;274.5;0;1;-2.40E-14;-1;3.43E-15;0.539797381;0.583230124;0.598021974;293.3601854;293.2786228;293.1817047;0.05723922
274.2;274.35;0;0.991444861;-0.130526192;-0.999825161;0.018698866;0.472663621;0.539797381;0.583230124;293.4174246;293.3601854;293.2786228;0.024816789
274.05;274.2;0;0.965925826;-0.258819045;-0.999300705;0.037391194;0.389574265;0.472663621;0.539797381;293.4422414;293.4174246;293.3601854;-0.00436213
274.0722222;274.05;0;0.923879533;-0.382683432;-0.998426815;0.056070447;0.300660995;0.389574265;0.472663621;293.4378793;293.4422414;293.4174246;-0.025259693
274.15;274.0722222;0;0.866025404;-0.5;-0.997203797;0.074730094;0.214515309;0.300660995;0.389574265;293.4126196;293.4378793;293.4422414;-0.05970407
273.9777778;274.15;0;0.79335334;-0.608761429;-0.995632079;0.093363608;0.13699241;0.214515309;0.300660995;293.3529155;293.4126196;293.4378793;-0.092674461
273.85;273.9777778;0;0.707106781;-0.707106781;-0.99371221;0.111964476;0.07910295;0.13699241;0.214515309;293.2602411;293.3529155;293.4126196;-0.104821265
273.9464286;273.85;0;0.608761429;-0.79335334;-0.991444861;0.130526192;0.050664348;0.07910295;0.13699241;293.1554198;293.2602411;293.3529155;-0.107640638
274.05;273.9464286;0;0.5;-0.866025404;-0.988830826;0.149042266;0.054279466;0.050664348;0.07910295;293.0477792;293.1554198;293.2602411;-0.082919002
274.0973214;274.05;0;0.382683432;-0.923879533;-0.985871019;0.167506223;0.090327744;0.054279466;0.050664348;292.9648602;293.0477792;293.1554198;-0.04853474
274.15;274.0973214;0;0.258819045;-0.965925826;-0.982566473;0.185911607;0.15001564;0.090327744;0.054279466;292.9163254;292.9648602;293.0477792;-0.014644688
274.2625;274.15;0;0.130526192;-0.991444861;-0.978918346;0.204251982;0.222544746;0.15001564;0.090327744;292.9016808;292.9163254;292.9648602;0.023261833
274.45;274.2625;0;3.82E-14;-1;-0.974927912;0.222520934;0.297772755;0.222544746;0.15001564;292.9249426;292.9016808;292.9163254;0.058460069
274.75;274.45;0;-0.130526192;-0.991444861;-0.970596567;0.240712075;0.364126889;0.297772755;0.222544746;292.9834027;292.9249426;292.9016808;0.082798801
275.05;274.75;0;-0.258819045;-0.965925826;-0.965925826;0.258819045;0.411183089;0.364126889;0.297772755;293.0662015;292.9834027;292.9249426;0.102122793
275.2645833;275.05;0;-0.382683432;-0.923879533;-0.960917322;0.276835511;0.432182713;0.411183089;0.364126889;293.1683242;293.0662015;292.9834027;0.116501207
275.45;275.2645833;0;-0.5;-0.866025404;-0.955572806;0.294755174;0.4215793;0.432182713;0.411183089;293.2848255;293.1683242;293.0662015;0.099804151
275.60625;275.45;0;-0.608761429;-0.79335334;-0.949894147;0.312571768;0.375306603;0.4215793;0.432182713;293.3846296;293.2848255;293.1683242;0.061020089
275.75;275.60625;0;-0.707106781;-0.707106781;-0.94388333;0.330279062;0.299927515;0.375306603;0.4215793;293.4456497;293.3846296;293.2848255;0.021266322
275.8447917;275.75;0;-0.79335334;-0.608761429;-0.937542459;0.347870865;0.208181602;0.299927515;0.375306603;293.466916;293.4456497;293.3846296;0.023612667
275.95;275.8447917;55.65167984;-0.866025404;-0.5;-0.930873749;0.365341024;0.112043481;0.208181602;0.299927515;293.4905287;293.466916;293.4456497;0.124006736
276.26875;275.95;146;-0.923879533;-0.382683432;-0.923879533;0.382683432;0.008704243;0.112043481;0.208181602;293.6145354;293.4905287;293.466916;0.093301505
276.65;276.26875;213.4902693;-0.965925826;-0.258819045;-0.916562256;0.399892024;0;0.008704243;0.112043481;293.7078369;293.6145354;293.4905287;0.037366827
276.9375;276.65;267;-0.991444861;-0.130526192;-0.908924477;0.416960783;0;0;0.008704243;293.7452038;293.7078369;293.6145354;-0.042687587
277.05;276.9375;163.2614014;-1;-4.36E-14;-0.900968868;0.433883739;0;0;0;293.7025162;293.7452038;293.7078369;-0.241703133
276.9277083;277.05;28;-0.991444861;0.130526192;-0.892698209;0.450654976;0;0;0;293.460813;293.7025162;293.7452038;-0.263427314
276.75;276.9277083;8.596649485;-0.965925826;0.258819045;-0.884115394;0.467268628;0;0;0;293.1973857;293.460813;293.7025162;-0.227403823
276.5483333;276.75;0;-0.923879533;0.382683432;-0.875223422;0.483718887;0;0;0;292.9699819;293.1973857;293.460813;-0.16347313
276.35;276.5483333;0;-0.866025404;0.5;-0.866025404;0.5;0.065375623;0;0;292.8065088;292.9699819;293.1973857;-0.092164353
276.55;276.35;0;-0.79335334;0.608761429;-0.856524555;0.516106274;0.17659665;0.065375623;0;292.7143444;292.8065088;292.9699819;-0.016691081
276.75;276.55;0;-0.707106781;0.707106781;-0.846724199;0.532032077;0.311901544;0.17659665;0.065375623;292.6976533;292.7143444;292.8065088;0.032221826
276.4134804;276.75;0;-0.608761429;0.79335334;-0.836627762;0.547771839;0.448440099;0.311901544;0.17659665;292.7298752;292.6976533;292.7143444;0.074480929
276.05;276.4134804;0;-0.5;0.866025404;-0.826238774;0.563320058;0.57286646;0.448440099;0.311901544;292.8043561;292.7298752;292.6976533;0.117806866
275.9573529;276.05;0;-0.382683432;0.923879533;-0.815560869;0.578671296;0.672835588;0.57286646;0.448440099;292.922163;292.8043561;292.7298752;0.144751233
275.75;275.9573529;0;-0.258819045;0.965925826;-0.80459778;0.593820186;0.735296359;0.672835588;0.57286646;293.0669142;292.922163;292.8043561;0.144353282
275.3;275.75;0;-0.130526192;0.991444861;-0.79335334;0.608761429;0.752984542;0.735296359;0.672835588;293.2112675;293.0669142;292.922163;0.13046423
274.85;275.3;0;7.85E-15;1;-0.781831482;0.623489802;0.727386638;0.752984542;0.735296359;293.3417317;293.2112675;293.0669142;0.098611141
274.4;274.85;0;0.130526192;0.991444861;-0.770036235;0.638000154;0.663343918;0.727386638;0.752984542;293.4403428;293.3417317;293.2112675;0.058550607
273.95;274.4;0;0.258819045;0.965925826;-0.757971723;0.652287411;0.57131051;0.663343918;0.727386638;293.4988934;293.4403428;293.3417317;0.022054048
273.7;273.95;0;0.382683432;0.923879533;-0.745642165;0.666346578;0.463714947;0.57131051;0.663343918;293.5209475;293.4988934;293.4403428;-0.016902541
273.55;273.7;0;0.5;0.866025404;-0.733051872;0.680172738;0.351327997;0.463714947;0.57131051;293.504045;293.5209475;293.4988934;-0.069397812
273.3;273.55;0;0.608761429;0.79335334;-0.720205247;0.693761056;0.245959638;0.351327997;0.463714947;293.4346471;293.504045;293.5209475;-0.109048717
273.05;273.3;0;0.707106781;0.707106781;-0.707106781;0.707106781;0.164035387;0.245959638;0.351327997;293.3255984;293.4346471;293.504045;-0.135545867
272.8;273.05;0;0.79335334;0.608761429;-0.693761056;0.720205247;0.116808297;0.164035387;0.245959638;293.1900526;293.3255984;293.4346471;-0.147843139
272.55;272.8;0;0.866025404;0.5;-0.680172738;0.733051872;0.111569824;0.116808297;0.164035387;293.0422094;293.1900526;293.3255984;-0.135687403
272.7642857;272.55;0;0.923879533;0.382683432;-0.666346578;0.745642165;0.151299156;0.111569824;0.116808297;292.906522;293.0422094;293.1900526;-0.100909339
273.05;272.7642857;0;0.965925826;0.258819045;-0.652287411;0.757971723;0.231126922;0.151299156;0.111569824;292.8056127;292.906522;293.0422094;-0.076575233
272.533631;273.05;0;0.991444861;0.130526192;-0.638000154;0.770036235;0.339488587;0.231126922;0.151299156;292.7290374;292.8056127;292.906522;-0.049990547
272.05;272.533631;0;1;5.44E-14;-0.623489802;0.781831482;0.469606117;0.339488587;0.231126922;292.6790469;292.7290374;292.8056127;0.003538049
272.1028646;272.05;0;0.991444861;-0.130526192;-0.608761429;0.79335334;0.613391576;0.469606117;0.339488587;292.6825849;292.6790469;292.7290374;0.05304404
272.15;272.1028646;0;0.965925826;-0.258819045;-0.593820186;0.80459778;0.753439191;0.613391576;0.469606117;292.735629;292.6825849;292.6790469;0.029482874
272.0429688;272.15;0;0.923879533;-0.382683432;-0.578671296;0.815560869;0.875098294;0.753439191;0.613391576;292.7651119;292.735629;292.6825849;0.100482995
271.95;272.0429688;0;0.866025404;-0.5;-0.563320058;0.826238774;0.989090594;0.875098294;0.753439191;292.8655949;292.7651119;292.735629;0.131247273
272.0164773;271.95;0;0.79335334;-0.608761429;-0.547771839;0.836627762;1;0.989090594;0.875098294;292.9968421;292.8655949;292.7651119;0.151142929
272.25;272.0164773;8.958333333;0.707106781;-0.707106781;-0.532032077;0.846724199;1;1;0.989090594;293.1479851;292.9968421;292.8655949;0.181704158
272.6497727;272.25;25;0.608761429;-0.79335334;-0.516106274;0.856524555;0.993047337;1;1;293.3296892;293.1479851;292.9968421;0.218064574
273.25;272.6497727;41.00877193;0.5;-0.866025404;-0.5;0.866025404;0.930055366;0.993047337;1;293.5477538;293.3296892;293.1479851;0.252222511
274.005;273.25;60;0.382683432;-0.923879533;-0.483718887;0.875223422;0.799826002;0.930055366;0.993047337;293.7999763;293.5477538;293.3296892;0.271808241
274.85;274.005;91.31578947;0.258819045;-0.965925826;-0.467268628;0.884115394;0.592221987;0.799826002;0.930055366;294.0717845;293.7999763;293.5477538;0.25313988
275.80375;274.85;145;0.130526192;-0.991444861;-0.450654976;0.892698209;0.302096214;0.592221987;0.799826002;294.3249244;294.0717845;293.7999763;0.180449042
276.75;275.80375;224.1728777;2.94E-15;-1;-0.433883739;0.900968868;0;0.302096214;0.592221987;294.5053735;294.3249244;294.0717845;0.181443601
277.5520833;276.75;315;-0.130526192;-0.991444861;-0.416960783;0.908924477;0;0;0.302096214;294.6868171;294.5053735;294.3249244;0.238494013
278.25;277.5520833;441.1218485;-0.258819045;-0.965925826;-0.399892024;0.916562256;0;0;0;294.9253111;294.6868171;294.5053735;0.312727513
278.8371212;278.25;530;-0.382683432;-0.923879533;-0.382683432;0.923879533;0;0;0;295.2380386;294.9253111;294.6868171;0.197049737
279.25;278.8371212;413.2262906;-0.5;-0.866025404;-0.365341024;0.930873749;0;0;0;295.4350883;295.2380386;294.9253111;-0.028188163
279.4506993;279.25;228;-0.608761429;-0.79335334;-0.347870865;0.937542459;0;0;0;295.4069002;295.4350883;295.2380386;-0.184876356
279.45;279.4506993;87.94311224;-0.707106781;-0.707106781;-0.330279062;0.94388333;0;0;0;295.2220238;295.4069002;295.4350883;-0.30340871
279.2163462;279.45;5;-0.79335334;-0.608761429;-0.312571768;0.949894147;0;0;0;294.9186151;295.2220238;295.4069002;-0.265666673
279.05;279.2163462;0.25297619;-0.866025404;-0.5;-0.294755174;0.955572806;0;0;0;294.6529484;294.9186151;295.2220238;-0.204340394
279.1;279.05;0;-0.923879533;-0.382683432;-0.276835511;0.960917322;0;0;0;294.448608;294.6529484;294.9186151;-0.175756781
279.15;279.1;0;-0.965925826;-0.258819045;-0.258819045;0.965925826;0;0;0;294.2728512;294.448608;294.6529484;-0.154771008
279.2;279.15;0;-0.991444861;-0.130526192;-0.240712075;0.970596567;0;0;0;294.1180802;294.2728512;294.448608;-0.142802534
279.25;279.2;0;-1;-8.33E-15;-0.222520934;0.974927912;0;0;0;293.9752777;294.1180802;294.2728512;-0.185993263
279.045;279.25;0;-0.991444861;0.130526192;-0.204251982;0.978918346;0;0;0;293.7892844;293.9752777;294.1180802;-0.20920508
278.75;279.045;0;-0.965925826;0.258819045;-0.185911607;0.982566473;0;0;0;293.5800794;293.7892844;293.9752777;-0.17699643
278.7085714;278.75;0;-0.923879533;0.382683432;-0.167506223;0.985871019;0;0;0;293.4030829;293.5800794;293.7892844;-0.156318969
278.65;278.7085714;0;-0.866025404;0.5;-0.149042266;0.988830826;0;0;0;293.246764;293.4030829;293.5800794;-0.086760206
278.4064286;278.65;0;-0.79335334;0.608761429;-0.130526192;0.991444861;0;0;0;293.1600038;293.246764;293.4030829;-0.134547053
278.15;278.4064286;0;-0.707106781;0.707106781;-0.111964476;0.99371221;0.001336884;0;0;293.0254567;293.1600038;293.246764;-0.045145437
277.999375;278.15;0;-0.608761429;0.79335334;-0.093363608;0.995632079;0.045427226;0.001336884;0;292.9803113;293.0254567;293.1600038;-0.023232174
277.95;277.999375;0;-0.5;0.866025404;-0.074730094;0.997203797;0.098591118;0.045427226;0.001336884;292.9570791;292.9803113;293.0254567;-0.007396099
278.165625;277.95;0;-0.382683432;0.923879533;-0.056070447;0.998426815;0.157628999;0.098591118;0.045427226;292.949683;292.9570791;292.9803113;0.01975744
278.35;278.165625;0;-0.258819045;0.965925826;-0.037391194;0.999300705;0.218093907;0.157628999;0.098591118;292.9694404;292.949683;292.9570791;0.033653339
278.3;278.35;0;-0.130526192;0.991444861;-0.018698866;0.999825161;0.271273905;0.218093907;0.157628999;293.0030938;292.9694404;292.949683;0.049728977
278.25;278.3;0;-1.37E-14;1;-1.96E-15;1;0.313663107;0.271273905;0.218093907;293.0528227;293.0030938;292.9694404;0.062659746
278.2;278.25;0;0.130526192;0.991444861;0.018698866;0.999825161;0.340329834;0.313663107;0.271273905;293.1154825;293.0528227;293.0030938;0.065705999
278.15;278.2;0;0.258819045;0.965925826;0.037391194;0.999300705;0.347552099;0.340329834;0.313663107;293.1811885;293.1154825;293.0528227;0.061598923
278.05;278.15;0;0.382683432;0.923879533;0.056070447;0.998426815;0.334910252;0.347552099;0.340329834;293.2427874;293.1811885;293.1154825;0.049118332
277.95;278.05;0;0.5;0.866025404;0.074730094;0.997203797;0.303994081;0.334910252;0.347552099;293.2919057;293.2427874;293.1811885;0.032829847
277.925;277.95;0;0.608761429;0.79335334;0.093363608;0.995632079;0.258966441;0.303994081;0.334910252;293.3247356;293.2919057;293.2427874;0.011639305
277.95;277.925;0;0.707106781;0.707106781;0.111964476;0.99371221;0.20490427;0.258966441;0.303994081;293.3363749;293.3247356;293.2919057;-0.013066973
278;277.95;0;0.79335334;0.608761429;0.130526192;0.991444861;0.148409835;0.20490427;0.258966441;293.3233079;293.3363749;293.3247356;-0.038700929
278.05;278;0;0.866025404;0.5;0.149042266;0.988830826;0.097070805;0.148409835;0.20490427;293.284607;293.3233079;293.3363749;-0.059991641
278.1;278.05;0;0.923879533;0.382683432;0.167506223;0.985871019;0.058623753;0.097070805;0.148409835;293.2246154;293.284607;293.3233079;-0.077503476
278.15;278.1;0;0.965925826;0.258819045;0.185911607;0.982566473;0.039238727;0.058623753;0.097070805;293.1471119;293.2246154;293.284607;-0.084310108
278.115;278.15;0;0.991444861;0.130526192;0.204251982;0.978918346;0.043980337;0.039238727;0.058623753;293.0628018;293.1471119;293.2246154;-0.0781848
278.05;278.115;0;1;1.91E-14;0.222520934;0.974927912;0.07435531;0.043980337;0.039238727;292.984617;293.0628018;293.1471119;-0.058000755
278.10375;278.05;0;0.991444861;-0.130526192;0.240712075;0.970596567;0.127879458;0.07435531;0.043980337;292.9266162;292.984617;293.0628018;-0.03074315
278.15;278.10375;0;0.965925826;-0.258819045;0.258819045;0.965925826;0.19779463;0.127879458;0.07435531;292.8958731;292.9266162;292.984617;-0.0632074
278.05625;278.15;0;0.923879533;-0.382683432;0.276835511;0.960917322;0.275569867;0.19779463;0.127879458;292.8326657;292.8958731;292.9266162;0.017813458
277.95;278.05625;0;0.866025404;-0.5;0.294755174;0.955572806;0.373930537;0.275569867;0.19779463;292.8504791;292.8326657;292.8958731;0.125522449
277.93;277.95;0;0.79335334;-0.608761429;0.312571768;0.949894147;1;0.373930537;0.275569867;292.9760016;292.8504791;292.8326657;0.250826731
277.95;277.93;0;0.707106781;-0.707106781;0.330279062;0.94388333;1;1;0.373930537;293.2268283;292.9760016;292.8504791;0.292563846
278.02;277.95;0;0.608761429;-0.79335334;0.347870865;0.937542459;1;1;1;293.5193922;293.2268283;292.9760016;0.311783767
278.25;278.02;0;0.5;-0.866025404;0.365341024;0.930873749;1;1;1;293.8311759;293.5193922;293.2268283;0.325180286
278.7833333;278.25;0;0.382683432;-0.923879533;0.382683432;0.923879533;1;1;1;294.1563562;293.8311759;293.5193922;0.32183897
279.35;278.7833333;0;0.258819045;-0.965925826;0.399892024;0.916562256;1;1;1;294.4781952;294.1563562;293.8311759;0.313969204
279.7575758;279.35;0;0.130526192;-0.991444861;0.416960783;0.908924477;1;1;1;294.7921644;294.4781952;294.1563562;0.326577784
280.15;279.7575758;4.5;2.45E-14;-1;0.433883739;0.900968868;1;1;1;295.1187422;294.7921644;294.4781952;0.360253103
280.5290909;280.15;9;-0.130526192;-0.991444861;0.450654976;0.892698209;0.993048462;1;1;295.4789953;295.1187422;294.7921644;0.31241476
280.85;280.5290909;4.846153846;-0.258819045;-0.965925826;0.467268628;0.884115394;0.876337227;0.993048462;1;295.79141;295.4789953;295.1187422;0.20098498
280.8533333;280.85;0;-0.382683432;-0.923879533;0.483718887;0.875223422;0.668293482;0.876337227;0.993048462;295.992395;295.79141;295.4789953;0.098949811
280.75;280.8533333;0;-0.5;-0.866025404;0.5;0.866025404;0.405525731;0.668293482;0.876337227;296.0913448;295.992395;295.79141;-0.004107494
280.8475;280.75;0;-0.608761429;-0.79335334;0.516106274;0.856524555;0.118174795;0.405525731;0.668293482;296.0872373;296.0913448;295.992395;-0.10842479
281.05;280.8475;3.445093458;-0.707106781;-0.707106781;0.532032077;0.846724199;0;0.118174795;0.405525731;295.9788125;296.0872373;296.0913448;-0.14758585
281.5916667;281.05;8;-0.79335334;-0.608761429;0.547771839;0.836627762;0;0;0.118174795;295.8312267;295.9788125;296.0872373;-0.170099324
282.05;281.5916667;5.371935528;-0.866025404;-0.5;0.563320058;0.826238774;0;0;0;295.6611274;295.8312267;295.9788125;-0.203451526
282.15;282.05;1;-0.923879533;-0.382683432;0.578671296;0.815560869;0;0;0;295.4576758;295.6611274;295.8312267;-0.149907064
282.25;282.15;100.9890055;-0.965925826;-0.258819045;0.593820186;0.80459778;0;0;0;295.3077688;295.4576758;295.6611274;-0.018544276
282.35;282.25;200;-0.991444861;-0.130526192;0.608761429;0.79335334;0;0;0;295.2892245;295.3077688;295.4576758;-0.047262048
282.45;282.35;99.56896552;-1;-2.99E-14;0.623489802;0.781831482;0;0;0;295.2419624;295.2892245;295.3077688;-0.268032518
282.1295455;282.45;0;-0.991444861;0.130526192;0.638000154;0.770036235;0;0;0;294.9739299;295.2419624;295.2892245;-0.264979643
281.65;282.1295455;0;-0.965925826;0.258819045;0.652287411;0.757971723;0;0;0;294.7089503;294.9739299;295.2419624;-0.215077236
281.4412879;281.65;0;-0.923879533;0.382683432;0.666346578;0.745642165;0;0;0;294.493873;294.7089503;294.9739299;-0.18889441
281.25;281.4412879;0;-0.866025404;0.5;0.680172738;0.733051872;0;0;0;294.3049786;294.493873;294.7089503;-0.104131867
281.1059524;281.25;0;-0.79335334;0.608761429;0.693761056;0.720205247;0;0;0;294.2008468;294.3049786;294.493873;-0.144147986
280.95;281.1059524;0;-0.707106781;0.707106781;0.707106781;0.707106781;0;0;0;294.0566988;294.2008468;294.3049786;-0.144150341
280.5118012;280.95;0;-0.608761429;0.79335334;0.720205247;0.693761056;0;0;0;293.9125484;294.0566988;294.2008468;-0.152270842
279.85;280.5118012;0;-0.5;0.866025404;0.733051872;0.680172738;0;0;0;293.7602776;293.9125484;294.0566988;-0.163899857
278.861413;279.85;0;-0.382683432;0.923879533;0.745642165;0.666346578;0;0;0;293.5963777;293.7602776;293.9125484;-0.165972393
278.15;278.861413;0;-0.258819045;0.965925826;0.757971723;0.652287411;0;0;0;293.4304054;293.5963777;293.7602776;-0.135240478
278.05;278.15;0;-0.130526192;0.991444861;0.770036235;0.638000154;0;0;0;293.2951649;293.4304054;293.5963777;-0.124320456
277.95;278.05;0;2.16E-14;1;0.781831482;0.623489802;0;0;0;293.1708444;293.2951649;293.4304054;-0.118374379
277.85;277.95;0;0.130526192;0.991444861;0.79335334;0.608761429;0;0;0;293.05247;293.1708444;293.2951649;-0.011781762
277.75;277.85;0;0.258819045;0.965925826;0.80459778;0.593820186;0.035177707;0;0;293.0406883;293.05247;293.1708444;-0.012596774
277.8;277.75;0;0.382683432;0.923879533;0.815560869;0.578671296;0.068560313;0.035177707;0;293.0280915;293.0406883;293.05247;-0.023816282
277.85;277.8;0;0.5;0.866025404;0.826238774;0.563320058;0.1057627;0.068560313;0.035177707;293.0042752;293.0280915;293.0406883;-0.026438359
277.6;277.85;0;0.608761429;0.79335334;0.836627762;0.547771839;0.150670948;0.1057627;0.068560313;292.9778369;293.0042752;293.0280915;-0.020283288
277.35;277.6;0;0.707106781;0.707106781;0.846724199;0.532032077;0.203641808;0.150670948;0.1057627;292.9575536;292.9778369;293.0042752;0.006598774
277.25;277.35;0;0.79335334;0.608761429;0.856524555;0.516106274;0.2623899;0.203641808;0.150670948;292.9641523;292.9575536;292.9778369;0.033417204
277.15;277.25;0;0.866025404;0.5;0.866025404;0.5;0.317814258;0.2623899;0.203641808;292.9975696;292.9641523;292.9575536;0.050874726
277.05;277.15;0;0.923879533;0.382683432;0.875223422;0.483718887;0.361872532;0.317814258;0.2623899;293.0484443;292.9975696;292.9641523;0.062413271
276.95;277.05;0;0.965925826;0.258819045;0.884115394;0.467268628;0.389795513;0.361872532;0.317814258;293.1108575;293.0484443;292.9975696;0.071512625
276.95;276.95;0;0.991444861;0.130526192;0.892698209;0.450654976;0.398417585;0.389795513;0.361872532;293.1823702;293.1108575;293.0484443;0.075346251
277.05;276.95;0;1;4.07E-14;0.900968868;0.433883739;0.385130902;0.398417585;0.389795513;293.2577164;293.1823702;293.1108575;0.067876092
277.15;277.05;0;0.991444861;-0.130526192;0.908924477;0.416960783;0.349048662;0.385130902;0.398417585;293.3255925;293.2577164;293.1823702;0.050883001
277.25;277.15;0;0.965925826;-0.258819045;0.916562256;0.399892024;0.292977102;0.349048662;0.385130902;293.3764755;293.3255925;293.2577164;-0.038051971
277.35;277.25;0;0.923879533;-0.382683432;0.923879533;0.382683432;0.222490297;0.292977102;0.349048662;293.3384235;293.3764755;293.3255925;-0.022096933
277.45;277.35;0;0.866025404;-0.5;0.930873749;0.365341024;0.167865831;0.222490297;0.292977102;293.3163266;293.3384235;293.3764755;0.050580598
277.725;277.45;0;0.79335334;-0.608761429;0.937542459;0.347870865;0.819072693;0.167865831;0.222490297;293.3669072;293.3163266;293.3384235;0.200107201
278.05;277.725;0;0.707106781;-0.707106781;0.94388333;0.330279062;1;0.819072693;0.167865831;293.5670144;293.3669072;293.3163266;0.276036945
278.1568182;278.05;0;0.608761429;-0.79335334;0.949894147;0.312571768;1;1;0.819072693;293.8430514;293.5670144;293.3669072;0.308346666
278.25;278.1568182;0;0.5;-0.866025404;0.955572806;0.294755174;1;1;1;294.151398;293.8430514;293.5670144;0.322988205
278.4792929;278.25;0;0.382683432;-0.923879533;0.960917322;0.276835511;1;1;1;294.4743862;294.151398;293.8430514;0.32526922
278.85;278.4792929;0.620967742;0.258819045;-0.965925826;0.965925826;0.258819045;1;1;1;294.7996554;294.4743862;294.151398;0.333120913
279.4805556;278.85;2;0.130526192;-0.991444861;0.970596567;0.240712075;1;1;1;295.1327764;294.7996554;294.4743862;0.362889654
280.15;279.4805556;36.1660693;4.61E-14;-1;0.974927912;0.222520934;0.988511046;1;1;295.495666;295.1327764;294.7996554;0.423363652
280.6287879;280.15;68;-0.130526192;-0.991444861;0.978918346;0.204251982;0.866666759;0.988511046;1;295.9190297;295.495666;295.1327764;0.305335157
280.95;280.6287879;41.20550028;-0.258819045;-0.965925826;0.982566473;0.185911607;0.614789676;0.866666759;0.988511046;296.2243648;295.9190297;295.495666;0.12303464
280.9729665;280.95;12;-0.382683432;-0.923879533;0.985871019;0.167506223;0.277213471;0.614789676;0.866666759;296.3473995;296.2243648;295.9190297;-0.086224717
280.95;280.9729665;4.007462687;-0.5;-0.866025404;0.988830826;0.149042266;0;0.277213471;0.614789676;296.2611747;296.3473995;296.2243648;-0.224844399
281.3244361;280.95;0;-0.608761429;-0.79335334;0.991444861;0.130526192;0;0;0.277213471;296.0363303;296.2611747;296.3473995;-0.243009177
281.55;281.3244361;0;-0.707106781;-0.707106781;0.99371221;0.111964476;0;0;0;295.7933212;296.0363303;296.2611747;-0.252778235
281.3288095;281.55;0;-0.79335334;-0.608761429;0.995632079;0.093363608;0;0;0;295.5405429;295.7933212;296.0363303;-0.234280708
281.05;281.3288095;0;-0.866025404;-0.5;0.997203797;0.074730094;0;0;0;295.3062622;295.5405429;295.7933212;-0.218412715
280.7461905;281.05;0;-0.923879533;-0.382683432;0.998426815;0.056070447;0;0;0;295.0878495;295.3062622;295.5405429;-0.123078663
280.45;280.7461905;0;-0.965925826;-0.258819045;0.999300705;0.037391194;0.029565782;0;0;294.9647708;295.0878495;295.3062622;-0.096662198
280.2738095;280.45;0;-0.991444861;-0.130526192;0.999825161;0.018698866;0.09128846;0.029565782;0;294.8681087;294.9647708;295.0878495;-0.070050923
280.25;280.2738095;0;-1;5.40E-15;1;2.44E-16;0.180688975;0.09128846;0.029565782;294.7980577;294.8681087;294.9647708;-0.100003413
280.4619048;280.25;0;-0.991444861;0.130526192;0.999825161;-0.018698866;0;0.180688975;0.09128846;294.6980543;294.7980577;294.8681087;-0.162345974
280.65;280.4619048;0;-0.965925826;0.258819045;0.999300705;-0.037391194;0;0;0.180688975;294.5357083;294.6980543;294.7980577;-0.168852628
280.6214286;280.65;0;-0.923879533;0.382683432;0.998426815;-0.056070447;0;0;0;294.3668557;294.5357083;294.6980543;-0.162818214
280.55;280.6214286;0;-0.866025404;0.5;0.997203797;-0.074730094;0;0;0;294.2040375;294.3668557;294.5357083;-0.09029486
280.45;280.55;0;-0.79335334;0.608761429;0.995632079;-0.093363608;0;0;0;294.1137426;294.2040375;294.3668557;-0.138276585
280.35;280.45;0;-0.707106781;0.707106781;0.99371221;-0.111964476;0;0;0;293.9754661;294.1137426;294.2040375;-0.133001961
280.25;280.35;0;-0.608761429;0.79335334;0.991444861;-0.130526192;0;0;0;293.8424641;293.9754661;294.1137426;-0.126510269
280.15;280.25;0;-0.5;0.866025404;0.988830826;-0.149042266;0;0;0;293.7159538;293.8424641;293.9754661;-0.122976556
280.0203125;280.15;0;-0.382683432;0.923879533;0.985871019;-0.167506223;0;0;0;293.5929773;293.7159538;293.8424641;-0.122327422
279.85;280.0203125;0;-0.258819045;0.965925826;0.982566473;-0.185911607;0;0;0;293.4706498;293.5929773;293.7159538;-0.124287904
279.4560764;279.85;0;-0.130526192;0.991444861;0.978918346;-0.204251982;0;0;0;293.3463619;293.4706498;293.5929773;-0.132558625
279.05;279.4560764;0;-5.68E-14;1;0.974927912;-0.222520934;0;0;0;293.2138033;293.3463619;293.4706498;-0.121414962
278.9929293;279.05;0;0.130526192;0.991444861;0.970596567;-0.240712075;0;0;0;293.0923884;293.2138033;293.3463619;-0.053180696
278.95;278.9929293;0;0.258819045;0.965925826;0.965925826;-0.258819045;0.023354241;0;0;293.0392077;293.0923884;293.2138033;-0.044692655
278.6781818;278.95;0;0.382683432;0.923879533;0.960917322;-0.276835511;0.059250977;0.023354241;0;292.994515;293.0392077;293.0923884;-0.041752517
278.45;278.6781818;0;0.5;0.866025404;0.955572806;-0.294755174;0.108131108;0.059250977;0.023354241;292.9527625;292.994515;293.0392077;-0.01676485
278.4025;278.45;0;0.608761429;0.79335334;0.949894147;-0.312571768;0.169389987;0.108131108;0.059250977;292.9359976;292.9527625;292.994515;0.011641097
278.35;278.4025;0;0.707106781;0.707106781;0.94388333;-0.330279062;0.234428938;0.169389987;0.108131108;292.9476387;292.9359976;292.9527625;0.036777085
278.25;278.35;0;0.79335334;0.608761429;0.937542459;-0.347870865;0.294555262;0.234428938;0.169389987;292.9844158;292.9476387;292.9359976;0.0575773
