t_amb;rad_dir;u_hp;t_room;Change(T Room)
263.15;0.0;0.0;288.15;-0.1368237622375173
263.15;0.0;0.0;289.37222;-0.1435129610627279
263.15;0.0;0.0;290.59445;-0.1502021598879385
263.15;0.0;0.0;291.81668;-0.1568913587131492
263.15;0.0;0.0;293.03888;-0.1635803905171657
263.15;0.0;0.0;294.2611;-0.1702695893423764
263.15;0.0;0.0;295.48334;-0.1769587881675871
263.15;0.0;0.0;296.70557;-0.1836479869927977
263.15;0.0;0.0;297.92776;-0.1903370187968142
263.15;0.0;0.0;299.15;-0.1970262176220249
263.15;0.0;0.11111111;288.15;-0.1043263267068391
263.15;0.0;0.11111111;289.37222;-0.112280997186587
263.15;0.0;0.11111111;290.59445;-0.1201313960628429
263.15;0.0;0.11111111;291.81668;-0.1278899009605699
263.15;0.0;0.11111111;293.03888;-0.1355668142640391
263.15;0.0;0.11111111;294.2611;-0.1431714733132104
263.15;0.0;0.11111111;295.48334;-0.1507113727780116
263.15;0.0;0.11111111;296.70557;-0.1581931495439346
263.15;0.0;0.11111111;297.92776;-0.1656223786533806
263.15;0.0;0.11111111;299.15;-0.1730044542128973
263.15;0.0;0.22222222;288.15;-0.0737337610764156
263.15;0.0;0.22222222;289.37222;-0.0826843930258841
263.15;0.0;0.22222222;290.59445;-0.091461673813071
263.15;0.0;0.22222222;291.81668;-0.1000848001378961
263.15;0.0;0.22222222;293.03888;-0.1085700249021344
263.15;0.0;0.22222222;294.2611;-0.1169319710564099
263.15;0.0;0.22222222;295.48334;-0.125182737043857
263.15;0.0;0.22222222;296.70557;-0.1333330508300394
263.15;0.0;0.22222222;297.92776;-0.141392103013269
263.15;0.0;0.22222222;299.15;-0.149368551503622
263.15;0.0;0.33333334;288.15;-0.0457813125429161
263.15;0.0;0.33333334;289.37222;-0.0554904531304173
263.15;0.0;0.33333334;290.59445;-0.0649831798397069
263.15;0.0;0.33333334;291.81668;-0.0742819508263044
263.15;0.0;0.33333334;293.03888;-0.0834059949198339
263.15;0.0;0.33333334;294.2611;-0.0923727043902819
263.15;0.0;0.33333334;295.48334;-0.1011966631516497
263.15;0.0;0.33333334;296.70557;-0.1098908844567801
263.15;0.0;0.33333334;297.92776;-0.1184666337333783
263.15;0.0;0.33333334;299.15;-0.1269345020040769
