t_amb;rad_dir;u_hp;t_room;Change(T Room)
274.15;0.0;0.0;294.15;
274.15;0.0;0.1869223090259774;294.04054099021;-0.0565943632127527
274.15;0.0;0.3063018620841372;293.98394662699724;-0.0252703170894506
274.15;0.0;0.383943796429768;293.9586763099078;-0.006626799306332
274.15;0.0;0.4349967893412668;293.95204951060146;0.0046957382367622
274.15;0.0;0.468090707227412;293.9567452488382;0.0115575393390372
274.15;0.0;0.4884915114435754;293.96830278817725;0.0155430346404727
274.15;0.0;0.4996859039745642;293.9838458228177;0.0175886322954283
273.86022727272723;0.0;0.5041588763925307;294.0014344551132;0.0154442756085586
273.1772727272727;0.0;0.5086407265990243;294.0168787307217;0.0095260731093276
272.3806818181818;0.0;0.5200213884470424;294.02640480383104;0.0039175680508947
271.75;0.0;0.539001159133678;294.03032237188194;0.0012556778718817
271.29521103896104;0.0;0.5617129704539037;294.0315780497538;0.0007623759440775
270.85844155844154;0.0;0.5850063950466811;294.0323404256979;0.0003494567334882
270.4674512987013;0.0;0.6088466189799256;294.0326898824314;0.0002600429595531
270.15;0.0;0.6327669546517041;294.03294992539094;0.0006759716259807
269.8954464285714;0.0;0.6559230032169068;294.0336258970169;0.0013837496284736
269.6842857142857;0.0;0.677729990624764;294.0350096466454;0.0021458703088796
269.5309821428571;0.0;0.6979481162555525;294.0371555169543;0.0031010779822508
269.45;0.0;0.7160893603338168;294.0402565949365;0.0043641519013704
269.418125;0.0;0.7314295927538863;294.0446207468379;0.005677035925828
269.39666666666665;0.0;0.7436214224449822;294.0502977827637;0.0066819322426567
269.376875;0.0;0.7529181217335138;294.0569797150064;0.007361441037176
269.35;0.0;0.7596666431533146;294.06434115604355;0.0076954653609391
269.30234375;0.0;0.764315839127891;294.0720366214045;0.0076168585320033
269.2395833333333;0.0;0.7675009824199936;294.0796534799365;0.0072526804643757
269.18203125;0.0;0.7697260668709365;294.0869061604009;0.006849564002664
269.15;0.0;0.0;294.09375572440354;-0.1365159401018445
269.27859375;0.0;0.0;293.9572397843017;-0.1350650078936723
269.58875;0.0;0.0;293.822174776408;-0.1326283339923293
269.92953125;0.0;0.0;293.6895464424157;-0.1300373867778717
270.15;0.0;0.0;293.5595090556378;-0.1281190840450108
270.25875;0.0;0.0;293.4313899715928;-0.1268227112755653
270.355;0.0;0.0;293.30456726031724;-0.1256018453711931
270.42375;0.0;0.0;293.17896541494605;-0.1245381673439283
270.45;0.0;0.0;293.0544272476021;-0.1237129111696617
270.45;0.0;0.0;292.93071433643246;-0.1230358365319261
270.45;0.0;0.0;292.80767849990053;-0.1223624674901202
270.45;0.0;0.0;292.6853160324104;-0.1216927837637626
270.45;0.0;0.0;292.56362324864665;-0.1210267651833305
270.45;0.0;0.0;292.4425964834633;-0.1203643916895771
270.45;0.0;0.0;292.32223209177374;-0.119705643333134
270.45;0.0;0.0;292.2025264484406;-0.1190505002738859
270.45;0.0;0.0;292.0834759481667;-0.1183989427801179
270.4578125;0.0;0.0;291.9650770053866;-0.1177081938025708
270.48749999999995;0.0;0.0;291.84736881158403;-0.1169015044680463
270.5484375;0.0;0.0;291.730467307116;-0.1159282004014699
270.65;0.0;0.0;291.6145391067145;-0.1147378845662387
270.775;0.0;0.0;291.4998012221483;-0.1134258109935331
270.9;0.0;0.0;291.38637541115475;-0.1121209183345968
271.025;0.0;0.0;291.27425449282015;-0.1108231672885153
271.15;0.0;0.0;291.16343132553163;-0.1095325187696403
271.275;0.0;0.0;291.053898806762;-0.1082489339062249
271.4;0.0;0.0;290.94564987285577;-0.1069723740392305
271.525;0.0;0.017425542073868;290.83867749881654;-0.1006678158484533
271.65;0.0;1.0;290.7380096829681;0.0754292991761644
271.76593749999995;0.0;1.0;290.81343898214425;0.075914483122915
271.86749999999995;0.0;1.0;290.8893534652672;0.0762406407245066
271.9603125;0.0;1.0;290.96559410599167;0.0764695543213633
272.04999999999995;0.0;1.0;291.04206366031303;0.0766626186972416
272.135;0.0;1.0;291.1187262790103;0.0768033153332794
272.2033333333333;0.0;1.0;291.19552959434355;0.0767630715171776
272.245;0.0;1.0;291.27229266586073;0.0764361214236259
272.25;0.0;1.0;291.3487287872844;0.0757185484534375
272.22109375;0.0;1.0;291.4244473357378;0.0746458230080975
272.17291666666665;0.0;1.0;291.4990931587459;0.0733805315718996
272.11328125;0.0;1.0;291.5724736903178;0.0720095044973732
272.04999999999995;0.0;1.0;291.6444831948152;0.0706177456607406
271.97734375;0.0;1.0;291.7151009404759;0.0691450225531866
271.89374999999995;0.0;1.0;291.7842459630291;0.0675764748027631
271.81328125;0.0;1.0;291.85182243783186;0.0660618215087538
271.75;0.0;1.0;291.9178842593406;0.0647472854992656
271.73984375;0.0;1.0;291.9826315448399;0.0640048505097183
271.78125;0.0;1.0;292.0466363953496;0.0638096876440386
271.83203125;0.0;1.0;292.11044608299363;0.0637145038224957
271.85;0.0;1.0;292.17416058681613;0.0632774890308383
271.80984375;0.0;1.0;292.23743807584697;0.0622392051836868
271.73875;0.0;1.0;292.29967728103065;0.0608920055048542
271.67328125;0.0;1.0;292.3605692865355;0.059620201664984
271.65;0.0;1.0;292.4201894882005;0.0588002529991058
271.668125;0.0;1.0;292.4789897411996;0.0584172343548061
271.705;0.0;1.0;292.5374069755544;0.0582318026438883
271.764375;0.0;1.0;292.5956387781983;0.0582805235295609
271.85;0.0;1.0;292.65391930172785;0.0585999564258941
271.95;0.0;1.0;292.71251925815375;0.0590651962182846
272.04999999999995;0.0;1.0;292.77158445437203;0.0595263992710783
272.15;0.0;1.0;292.8311108536431;0.0599835922242846
272.25;0.0;1.0;292.8910944458674;0.0604368016718126
272.35;0.0;1.0;292.9515312475392;0.0608860541594822
272.45;0.0;1.0;293.0124173016987;0.0613313761834888
272.54999999999995;0.0;1.0;293.0737486778822;0.061772794188414
