TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
274.15;0.0;0.0;294.15;-0.10945900979001383
274.15;0.0;0.1869223090259774;294.04054099021;-0.06555362480833629
274.15;0.0;0.3216015241935088;293.97498736540166;-0.033992256720105904
274.15;0.0;0.4159986174706047;293.94099510868153;-0.011936219064380754
274.15;0.0;0.4797907151466377;293.9290588896172;0.0029085152992196326
274.15;0.0;0.5207116350228493;293.9319674049164;0.012373191033045591
274.15;0.0;0.5448657246992019;293.9443405959494;0.017901513431090744
274.15;0.0;0.5570093241427962;293.9622421093805;0.02061697889257439
273.86022727272723;0.0;0.5607977374702887;293.9828590882731;0.018561797654190842
273.1772727272727;0.0;0.5638137800656747;294.00142088592725;0.012571558621499326
272.3806818181818;0.0;0.5732041651886524;294.0139924445488;0.007018786699640863
271.75;0.0;0.58946596018761;294.0210112312484;0.004558623181049855
271.29521103896104;0.0;0.6084712094961094;294.0255698544294;0.004295058940077989
270.85844155844154;0.0;0.6269797544630515;294.0298649133695;0.004031674069552645
270.4674512987013;0.0;0.6450460290444503;294.0338965874391;0.004050993893240399
270.15;0.0;0.66224196362015;294.03794758133233;0.004537866780907856
269.8954464285714;0.0;0.677765108840601;294.04248544811327;0.0052399322630210165
269.6842857142857;0.0;0.6911468622140859;294.0477253803763;0.005890158679452362
269.5309821428571;0.0;0.7023299353141028;294.0536155390557;0.006629962028358539
269.45;0.0;0.7110263112772022;294.06024550108407;0.007553266610637734
269.418125;0.0;0.716768974993919;294.0677987676947;0.008351366421341561
269.39666666666665;0.0;0.7195799744301443;294.076150134116;0.00865895921092722
269.376875;0.0;0.7201311854611971;294.0848090933269;0.0085293648568065
269.35;0.0;0.7191053045531672;294.0933384581838;0.008017067065298094
269.30234375;0.0;0.7171827871727421;294.10135552524906;0.0071281266038854
269.2395833333333;0.0;0.7151132234204991;294.10848365185296;0.006070515176792594
269.18203125;0.0;0.7133692775029312;294.1145541670298;0.005135843111276961
269.15;0.0;0.0;294.1196900101411;-0.1366578771636823
269.27859375;0.0;0.0;293.9830321329774;-0.13520616814095585
269.58875;0.0;0.0;293.8478259648365;-0.1327687216765863
269.92953125;0.0;0.0;293.7150572431599;-0.1301770061272957
270.15;0.0;0.0;293.5848802370326;-0.12825793926465787
270.25875;0.0;0.0;293.456622297768;-0.12696080654744368
270.355;0.0;0.0;293.3296614912205;-0.12573918485448793
270.42375;0.0;0.0;293.20392230636605;-0.12467475517503626
270.45;0.0;0.0;293.07924755119103;-0.12384875146232333
270.45;0.0;0.0;292.9553987997287;-0.12317093337738351
270.45;0.0;0.0;292.83222786635133;-0.1224968249572636
270.45;0.0;0.0;292.7097310413941;-0.1218264058991516
270.45;0.0;0.0;292.58790463549497;-0.12115965601135185
270.45;0.0;0.0;292.4667449794836;-0.12049655521267683
270.45;0.0;0.0;292.3462484242709;-0.11983708353184237
270.45;0.0;0.0;292.2264113407391;-0.11918122110686655
270.45;0.0;0.0;292.1072301196322;-0.11852894818447035
270.4578125;0.0;0.0;291.98870117144776;-0.11783748769378496
270.48749999999995;0.0;0.0;291.87086368375395;-0.11703009074017277
270.5484375;0.0;0.0;291.7538335930138;-0.11605608292731594
270.65;0.0;0.0;291.63777751008644;-0.1148650671973593
270.775;0.0;0.0;291.5229124428891;-0.11355229756042749
270.9;0.0;0.0;291.40936014532866;-0.11224671264672259
271.025;0.0;0.0;291.29711343268195;-0.11094827313461036
271.15;0.0;0.0;291.18616515954733;-0.10965693991766137
271.275;0.0;0.0;291.07650821962966;-0.10837267410347423
271.4;0.0;0.0;290.9681355455262;-0.10709543701250361
271.525;0.0;0.0129655945197534;290.8610401085137;-0.10357426923524696
271.65;0.0;1.0;290.75746583927844;0.10927008007036569
271.76593749999995;0.0;1.0;290.8667359193488;0.11007954094590931
271.86749999999995;0.0;1.0;290.9768154602947;0.11071411716443398
271.9603125;0.0;1.0;291.0875295774591;0.11124198842518974
272.04999999999995;0.0;1.0;291.1987715658844;0.11173185282284219
272.135;0.0;1.0;291.3105034187072;0.11216440772922426
272.2033333333333;0.0;1.0;291.4226678264364;0.11239186307842405
272.245;0.0;1.0;291.5350596895148;0.11229062441720769
272.25;0.0;1.0;291.647350313932;0.11173777314959905
272.22109375;0.0;1.0;291.7590880870816;0.11076961041304381
272.17291666666665;0.0;1.0;291.86985769749464;0.1095697033238337
272.11328125;0.0;1.0;291.97942740081845;0.10823638804397977
272.04999999999995;0.0;1.0;292.0876637888624;0.10686698969598123
271.97734375;0.0;1.0;292.1945307785584;0.10539182936919969
271.89374999999995;0.0;1.0;292.2999226079276;0.10379316416650311
271.81328125;0.0;1.0;292.4037157720941;0.10224390163593101
271.75;0.0;1.0;292.50595967373;0.10091437604386448
271.73984375;0.0;1.0;292.60687404977386;0.1002386416006156
271.78125;0.0;1.0;292.7071126913745;0.10019351340815189
271.83203125;0.0;1.0;292.80730620478266;0.1002634879493391
271.85;0.0;1.0;292.907569692732;0.0999337721960906
271.80984375;0.0;1.0;293.0075034649281;0.09889753916034195
271.73875;0.0;1.0;293.10640100408847;0.09749146456271185
271.67328125;0.0;1.0;293.2038924686512;0.09616315022744115
271.65;0.0;1.0;293.3000556188786;0.09535461209150344
271.668125;0.0;1.0;293.3954102309701;0.09505245599254707
271.705;0.0;0.9944021425650372;293.4904626869627;0.09378049582047264
271.764375;0.0;0.9712347377947734;293.58424318278315;0.08901453531523072
271.85;0.0;0.936728639524544;293.6732577180984;0.08212841703746043
271.95;0.0;0.8954942782094003;293.75538613513584;0.0739567637067167
272.04999999999995;0.0;0.8511571459666825;293.8293428988425;0.06510560571047551
272.15;0.0;0.8065748172245792;293.894448504553;0.05619258730532028
272.25;0.0;0.7636912479575864;293.9506410918583;0.04764065154208192
272.35;0.0;0.7237409854767353;293.9982817434004;0.03972070483516082
272.45;0.0;0.6874209582058907;294.0380024482355;0.03258773672055654
272.54999999999995;0.0;0.6550321608649958;294.070590184956;0.02631079754578313
272.65;0.0;0.6265942220267486;294.0969009825018;0.02089739259358552
272.771875;0.0;0.6019361629242085;294.1177983750954;0.016525744026441774
272.91666666666663;0.0;0.5804033067591949;294.13432411912186;0.013054356251391074
273.053125;0.0;0.561366242881463;294.1473784753733;0.010041241312139059
273.15;0.0;0.5447633628324359;294.1574197166854;0.007185421192613637
273.1590625;0.0;0.5309518562534545;294.164605137878;0.004133383154316539
273.0908333333333;0.0;0.520859934845987;294.1687385210324;0.0012171743655802086
273.0021875;0.0;0.5148895288687864;294.169955695398;-0.0009388550563731122
272.95;0.0;0.5123481599977369;294.1690168403416;-0.0019778627137093763
272.93453125;0.0;0.5117760894840502;294.1670389776279;-0.002235702787764664
272.92375;0.0;0.5120551173527055;294.1648032748401;-0.0022597376640259787
272.92609374999995;0.0;0.512839527665994;294.16254353717613;-0.002051344043570639
272.95;0.0;0.5137373959269287;294.16049219313254;-0.0016216816494323714
273.00792410714286;0.0;0.5143275814007706;294.1588705114831;-0.0009510536603824073
273.09196428571425;0.0;0.5141093514205021;294.1579194578227;-0.00022410731147256795
273.18002232142857;0.0;0.5128472472814981;294.15769535051123;0.0003027199835606447
273.25;0.0;0.5107320295880187;294.1579980704948;0.0004685542731132921
273.28482142857143;0.0;0.5082707453418874;294.1584666247679;0.0002316478842092942
273.29761904761904;0.0;0.5061167091954911;294.15869827265215;-0.00013751311723975395
273.3116071428571;0.0;0.5045449749679397;294.1585607595349;-0.0003628699875654027
273.35;0.0;0.503386641350971;294.1581978895473;-0.0002707238816337911
273.4225;0.0;0.5021463158428088;294.15792716566574;0.00011433405024955329
273.52666666666664;0.0;0.5003046571341284;294.158041499716;0.0006509408724361913
273.6675;0.0;0.4975228927801652;294.1586924405884;0.0013063419817269757
273.85;0.0;0.4934867095814783;294.15999878257014;0.0020518063792224254
274.0675;0.0;0.4879061853847339;294.16205058894934;0.0027544888886230847
274.29999999999995;0.0;0.480699551270057;294.164805077838;0.0032045061920893876
274.5325;0.0;0.4721523399141099;294.1680095840301;0.003323470598827484
274.75;0.0;0.4627364226698341;294.1713330546289;0.0030799020113462584
274.9534821428571;0.0;0.4530461863506184;294.17441295664025;0.002622480399054397
275.1542857142857;0.0;0.443497413443868;294.1770354370393;0.0021545340872543783
275.3529464285714;0.0;0.4342030798482357;294.17918997112656;0.001708772476411026
275.54999999999995;0.0;0.0;294.180898743603;-0.10196598639864007
275.75111607142856;0.0;0.0;294.0789327572044;-0.100307233301896
275.94821428571424;0.0;0.0;293.97862552390245;-0.09867954801194091
276.12120535714286;0.0;0.0;293.8799459758905;-0.09719270816229078
276.25;0.0;0.0;293.7827532677282;-0.09595589057890787
276.314375;0.0;0.0;293.6867973771493;-0.09507840755283198
276.33;0.0;0.0;293.59171896959646;-0.09447253328427639
276.330625;0.0;0.0;293.4972464363122;-0.09395206919293791
276.35;0.0;0.0;293.40329436711926;-0.0933318357541246
276.388125;0.0;0.0;293.3099625313652;-0.09261237900053643
276.4283333333333;0.0;0.0;293.21735015236465;-0.09188545781795303
