t_amb;rad_dir;u_hp;t_room;Change(T Room)
274.15;0.0;0.0;294.15;
274.15;0.0;0.1869223090259774;294.04054099021;-0.0660024559828684
274.15;0.0;0.3223679897377193;293.9745385342271;-0.0344620137638003
274.15;0.0;0.4176605022871867;293.9400765204633;-0.012303724193714
274.15;0.0;0.4822709693525269;293.9277727962696;0.0026502335111899
274.15;0.0;0.5239000667466485;293.9304230297808;0.012199744650104
274.15;0.0;0.5486711043127619;293.9426227744309;0.0177891693891183
274.15;0.0;0.5613633311279986;293.96041194382;0.0205506327157536
273.86022727272723;0.0;0.5656451546200104;293.9809625765358;0.0186962794480791
273.1772727272727;0.0;0.5688254345897021;293.99965885598385;0.0130508206582362
272.3806818181818;0.0;0.5777633476843707;294.0127096766421;0.0077694277684372
271.75;0.0;0.5930096997310623;294.0204791044105;0.005389425057217
271.29521103896104;0.0;0.610706713717316;294.02586852946774;0.00507275179217
270.85844155844154;0.0;0.6278251660750742;294.0309412812599;0.004745346001755
270.4674512987013;0.0;0.644449155256552;294.03568662726167;0.0046795740783522
270.15;0.0;0.6601998907837838;294.04036620134;0.0050513034474306
269.8954464285714;0.0;0.674343915387547;294.04541750478745;0.0056223540261157
269.6842857142857;0.0;0.6864636444409354;294.0510398588136;0.0061425325004051
269.5309821428571;0.0;0.6965273490328056;294.057182391314;0.0067468161658439
269.45;0.0;0.7042833663074577;294.0639292074798;0.0075239216724867
269.418125;0.0;0.7093110646670907;294.0714531291523;0.0081848234368635
269.39666666666665;0.0;0.7116474855125021;294.0796379525892;0.0083905297186674
269.376875;0.0;0.7119326984551767;294.08802848230783;0.0081958220417277
269.35;0.0;0.710807763719979;294.0962243043496;0.0076546598451727
269.30234375;0.0;0.7089047583117702;294.10387896419473;0.0067740751312044
269.2395833333333;0.0;0.706915706678033;294.11065303932594;0.0057489241229404
269.18203125;0.0;0.7052703742388503;294.1164019634489;0.004850562461911
269.15;0.0;0.0;294.1212525259108;-0.1366664287351113
269.27859375;0.0;0.0;293.9845860971757;-0.1352146729100809
269.58875;0.0;0.0;293.8493714242656;-0.1327771798995058
269.92953125;0.0;0.0;293.7165942443661;-0.1301854180587724
270.15;0.0;0.0;293.5864088263073;-0.1282663051580925
270.25875;0.0;0.0;293.4581425211492;-0.1269691266547283
270.355;0.0;0.0;293.3311733944945;-0.1257474594262362
270.42375;0.0;0.0;293.20542593506826;-0.1246829844604917
270.45;0.0;0.0;293.08074295060777;-0.1238569357092842
270.45;0.0;0.0;292.9568860148985;-0.1231790728323858
270.45;0.0;0.0;292.8337069420661;-0.1225049198654346
270.45;0.0;0.0;292.71120202220067;-0.1218344565043025
270.45;0.0;0.0;292.5893675656964;-0.1211676625559334
270.45;0.0;0.0;292.46819990314043;-0.1205045179378316
270.45;0.0;0.0;292.3476953852026;-0.1198450026773798
270.45;0.0;0.0;292.2278503825252;-0.1191890969113274
270.45;0.0;0.0;292.1086612856139;-0.1185367808850514
270.4578125;0.0;0.0;291.99012450472884;-0.1178452775263849
270.48749999999995;0.0;0.0;291.87227922720245;-0.1170378379393923
270.5484375;0.0;0.0;291.75524138926306;-0.1160637877264889
270.65;0.0;0.0;291.6391776015366;-0.1148727298285621
270.775;0.0;0.0;291.524304871708;-0.1135599182543956
270.9;0.0;0.0;291.4107449534536;-0.1122542916330076
271.025;0.0;0.0;291.2984906618206;-0.1109558106414851
271.15;0.0;0.0;291.1875348511791;-0.1096644361721246
271.275;0.0;0.0;291.077870415007;-0.1083801293313513
271.4;0.0;0.0;290.96949028567565;-0.1071028514382419
271.525;0.0;0.0126968869695894;290.8623874342374;-0.1029049492991589
271.65;0.0;1.0;290.75948248493825;0.1274546371127485
271.76593749999995;0.0;1.0;290.886937122051;0.1274099743563965
271.86749999999995;0.0;1.0;291.0143470964074;0.1271894410023151
271.9603125;0.0;1.0;291.1415365374097;0.1268643113068037
272.04999999999995;0.0;1.0;291.2684008487165;0.1265049284091333
272.135;0.0;1.0;291.39490577712564;0.126092675126813
272.2033333333333;0.0;1.0;291.52099845225246;0.12548203715221
272.245;0.0;1.0;291.64648048940467;0.1245544301585823
272.25;0.0;1.0;291.77103491956325;0.1231944127900988
272.22109375;0.0;1.0;291.89422933235335;0.1214448636071097
272.17291666666665;0.0;1.0;292.01567419596046;0.1194913752780735
272.11328125;0.0;1.0;292.13516557123853;0.1174327290966061
272.04999999999995;0.0;1.0;292.25259830033514;0.1153646695308907
271.97734375;0.0;1.0;292.367962969866;0.1132197018766874
271.89374999999995;0.0;1.0;292.4811826717427;0.1109815753459884
271.81328125;0.0;1.0;292.5921642470887;0.1088173054881735
271.75;0.0;1.0;292.7009815525769;0.1068884675498225
271.73984375;0.0;1.0;292.8078700201267;0.1056056390030448
271.78125;0.0;1.0;292.91347565912974;0.1049374255413795
271.83203125;0.0;1.0;293.0184130846711;0.1043859600985683
271.85;0.0;1.0;293.1227990447697;0.1034625579398493
271.80984375;0.0;1.0;293.22626160270954;0.1018828918548138
271.73875;0.0;1.0;293.3281444945644;0.0999725094292216
271.67328125;0.0;0.9999707811805736;293.4281170039936;0.0981492690752361
271.65;0.0;0.9822915746995766;293.5262662730688;0.0930094902224709
271.668125;0.0;0.9530046808361372;293.6192757632913;0.0859007384437404
271.705;0.0;0.9165399920409396;293.705176501735;0.0775413309076498
271.764375;0.0;0.8765096765921354;293.7827178326427;0.068751098296957
271.85;0.0;0.8353856357976948;293.85146893093963;0.0600863627565786
271.95;0.0;0.7947792229720707;293.9115552936962;0.0517499862068007
272.04999999999995;0.0;0.7559293009127781;293.963305279903;0.0438503664724976
272.15;0.0;0.7198214246491137;294.0071556463755;0.0365942431207599
272.25;0.0;0.6869973906110517;294.04374988949627;0.0300923255996394
272.35;0.0;0.6576762883070529;294.0738422150959;0.0243860231340136
272.45;0.0;0.6318498502813518;294.0982282382299;0.0194682725238521
272.54999999999995;0.0;0.6093566277236311;294.1176965107538;0.015299590142547
272.65;0.0;0.5899388215544161;294.1329961008963;0.0118202789669794
272.771875;0.0;0.5732850011323337;294.1448163798633;0.0091550837124714
272.91666666666663;0.0;0.5587275331286539;294.1539714635758;0.0071583998338269
273.053125;0.0;0.5456783463620689;294.1611298634096;0.0054186035438306
273.15;0.0;0.5341134517559906;294.16654846695343;0.0036586263215099
273.1590625;0.0;0.524428654439695;294.17020709327494;0.0015550843963865
273.0908333333333;0.0;0.5175761909441428;294.1717621776713;-0.0005716130856967
273.0021875;0.0;0.5140324933125909;294.17119056458563;-0.0021175151689476
272.95;0.0;0.5132474404179277;294.1690730494167;-0.0027230257375663
272.93453125;0.0;0.5139362048755332;294.1663500236791;-0.0026815403522277
272.92375;0.0;0.5151196765590551;294.1636684833269;-0.0024908791907023
272.92609374999995;0.0;0.5165344929475885;294.1611776041362;-0.0021376847944338
272.95;0.0;0.5178634984297941;294.1590399193417;-0.0016201516506271
273.00792410714286;0.0;0.5187526972314197;294.1574197676911;-0.0009094922975236
273.09196428571425;0.0;0.5187648015574913;294.1565102753936;-0.0001717136706247
273.18002232142857;0.0;0.5177059015517287;294.156338561723;0.0003578630224865
273.25;0.0;0.5157783111093213;294.15669642474546;0.0005326961193645
273.28482142857143;0.0;0.5134778341352673;294.1572291208648;0.0003172245871496
