t_amb;rad_dir;u_hp;t_room;Change(T Room)
282.54999999999995;0;0.2114612802353636;294.1493100347788;0.000136517
282.54999999999995;0;0.2113714513345592;294.1494465519773;0.000108446
282.54999999999995;0;0.2113012051976706;294.1495549983485;8.648224206808663e-05
282.5367188;0;0.2112459435580509;294.1496414805906;-3.52E-05
282.50625;0;0.2113805324648255;294.1496062709788;-0.000233911
282.4726563;0;0.2118617558198779;294.14937235948065;-0.000351574
282.45;0;0.2125924913075951;294.1490207859699;-0.000307789
282.4476563;0;0.2133214752201129;294.1487129970969;-0.000105372
282.45624999999995;0;0.2137687190462948;294.14860762493913;9.713790439036528e-05
282.4617188;0;0.2138920229837422;294.1487047628435;0.000176431
282.45;0;0.2138597437812112;294.1488811939226;7.311503861728852e-05
282.42499999999995;0;0.2139672532082603;294.1489543089612;-9.20E-05
282.4;0;0.2143416125148067;294.1488622681873;-0.000176045
282.375;0;0.2148785417432226;294.1486862229587;-0.000210912
282.35;0;0.2155115763633054;294.1484753107042;-0.000217001
282.325;0;0.2161988128157906;294.1482583101284;-0.000207111
282.29999999999995;0;0.2169142308466447;294.1480511987884;-0.000189167
282.275;0;0.2176420208458207;294.1478620318191;-0.00016796
282.25;0;0.2183728841251027;294.14769407197485;-0.000146291
282.213125;0;0.219101628;294.1475477808749;-0.000219414
282.16;0;0.219985627;294.14732836682003;-0.000374496
282.10187499999995;0;0.2211800285789906;294.14695387057805;-0.000476517
282.04999999999995;0;0.2226264312647689;294.14647735321427;-0.000454893
282.023125;0;0.2241348757775941;294.1460224598654;-0.000218575
282.015;0;0.2253342386426743;294.14580388514094;7.259603398779291e-05
281.999375;0;0.2260817677322807;294.1458764811749;0.000168628
281.95;0;0;294.14604510898255;-0.066748351
281.8538194444444;0;0;294.0792967579334;-0.066909432
281.72685185185185;0;0;294.0123873258861;-0.067238127
281.5864583333333;0;0;293.94514919849973;-0.067638503
281.45;0;0;293.8775106952796;-0.068015151
281.29850260416663;0;0;293.8094955445366;-0.068472045
281.1247106481481;0;0;293.74102349959946;-0.069048456
280.9635633680556;0;0;293.67197504400343;-0.069552508
280.85;0;0;293.6024225361008;-0.069793377
281.0234375;0;0;293.5326291589395;-0.068462187
281.53229166666665;0;0;293.4641669723265;-0.065302563
282.125;9.375000000000002;0;293.3988644095317;-0.058828003
282.54999999999995;30.000000000000007;0;293.3400364;-0.049858778
282.8019141;50.625;0;293.2901776;-0.041885933
283.0478125;60;0;293.2482916960077;-0.037437604
283.2948047;50.625;0;293.2108540920435;-0.038754233
283.54999999999995;30;0;293.1720998592388;-0.043466719
283.83;9.375;0;293.1286331399265;-0.04801766
284.12666666666667;0;0;293.0806154801386;-0.049004519
284.41;0;0;293.0316109615969;-0.04718565
284.65;0;0;292.9844253116644;-0.045613897
284.7931818181818;0;0;292.9388114145752;-0.044580627
284.8484848484848;0;0;292.8942307870883;-0.044033969
284.87954545454545;0;0;292.8501968179152;-0.04362298
284.95;0;0;292.8065738376344;-0.04299864
285.0642045454545;0;0;292.76357519800393;-0.042138274
285.1848484848485;0;0;292.7214369236222;-0.041247375
285.3130681818181;0;0;292.6801895482371;-0.04031989
285.45;0;1;292.63986965774853;0.3195272701008775
285.65;0;0.7679881944491858;292.9593969278494;0.2344174593139882
285.9083333333333;0;0.6149544019904156;293.1938143871634;0.1802687990314666
