TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
271.75;0.0;1.0;292.5090411;0.08290720451282663
270.8584416;0.0;1.0;292.6616968;0.07084248790126366
270.15;0.0;1.0;292.7943294;0.07409885883938622
269.6842857;0.0;1.0;292.9103783;0.07966831083224596
269.45;0.0;1.0;293.0120681;0.06025770124374694
269.3966667;0.0;1.0;293.1075654;0.0594433229163662
269.35;0.0;1.0;293.1896201;0.07687233479179262
269.2395833;0.0;0.984011242;293.258948;0.06470812179940148
269.15;0.0;0.947860462;293.3153404;0.04461531285136318
269.58875;0.0;0.895438733;293.310202;0.04712348292395045
270.15;0.0;0.847635035;293.3584114;0.03071459682995318
270.355;0.0;1.0;293.4123378;0.060704301397728935
270.45;0.0;1.0;293.4822535;0.06791850678105535
270.45;0.0;1.0;293.5495946;0.04599752711260872
270.45;0.0;1.0;293.6137152;0.04753022236489918
270.45;0.0;1.0;293.6835449;0.058774350906822974
270.45;0.0;1.0;293.7611549;0.05384415930839836
270.4875;0.0;1.0;293.8358316;0.06691147759923244
270.65;0.0;1.0;293.9061284;0.05519338706664099
270.9;0.0;1.0;293.9921022;0.05104829808008129
271.15;0.0;1.0;294.0937047;0.08063999495291534
271.4;0.0;1.0;294.1910484;0.06456122463064475
271.65;0.0;1.0;294.2833731;0.06835721879270644
271.8675;0.0;1.0;294.3776348;0.05410893199800304
272.05;0.0;1.0;294.481469;0.06334312064350277
272.2033333;0.0;1.0;294.6120467;0.07002071405801207
272.25;0.0;1.0;294.7483778;0.056910823564819565
272.1729167;0.0;1.0;294.850265;0.07119824283691821
272.05;0.0;1.0;294.9228823;0.06036472785325935
271.89375;0.0;1.0;294.9359158;0.06252769704032553
271.75;0.0;1.0;294.9487347;0.05857067457806864
271.78125;0.0;0.359738652;294.9046915;-0.03912155452682613
271.85;0.0;0.0;294.7122385;-0.12525887163703575
271.73875;0.0;0.0;294.4164186;-0.1346908667546634
271.65;0.0;0.0;294.1041791;-0.11466516137564942
271.705;0.0;0.0;293.868519;-0.13350827865981812
271.85;0.0;0.0;293.6141903;-0.11702570000592354
272.05;0.0;0.0;293.372643;-0.13629447068309605
272.25;0.0;0.0;293.1438603;-0.1276329234454282
272.45;0.0;0.01328103;293.0217912;-0.10807575767186976
272.65;0.0;0.057847116;292.9160415;-0.0924495718837182
272.9166667;0.0;0.133322137;292.8192502;-0.08167388037331359
273.15;0.0;0.237386656;292.7537521;-0.062974657945163
273.0908333;0.0;0.359535924;292.7213689;-0.041577705483362884
272.95;0.0;0.489744413;292.7262535;-0.029207533806938676
272.92375;0.0;0.616624137;292.7738811;0.0022791412307782127
272.95;0.0;0.727078437;292.8609571;0.025696179952488928
273.0919643;0.0;0.809437507;292.9850787;0.056747591074471256
273.25;0.0;0.852707803;293.1315528;0.05796439434093751
273.297619;0.0;0.850918244;293.2820964;0.035991712778497456
273.35;0.0;0.803762151;293.4223965;0.04734887346533635
273.5266667;0.0;0.715028181;293.5405138;0.023580367075475832
273.85;0.0;0.591968161;293.6263283;-0.0016106503750888878
274.3;0.0;0.444778938;293.6789267;-0.014744284754719623
274.75;0.0;0.283470993;293.6868227;-0.03903050299414229
275.1542857;0.0;0.122029379;293.6387903;-0.06847685107398262
275.55;0.0;0.0;293.5132651;-0.10670423575430199
275.9482143;0.0;0.0;293.2738827;-0.09791464910921864
276.25;0.0;0.0;293.0749384;-0.08876942053806336
276.33;0.0;0.732465693;293.0191423;0.05872279830773019
