;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
0.0;271.75;0.0;1.0;292.5090411;0.152655693
1.0;270.8584416;0.0;1.0;292.6616968;0.13263261
2.0;270.15;0.0;1.0;292.7943294;0.116048869
3.0;269.6842857;0.0;1.0;292.9103783;0.101689867
4.0;269.45;0.0;1.0;293.0120681;0.095497286
5.0;269.3966667;0.0;1.0;293.1075654;0.082054663
6.0;269.35;0.0;1.0;293.1896201;0.069327871
7.0;269.2395833;0.0;0.984011242;293.258948;0.056392407
8.0;269.15;0.0;0.947860462;293.3153404;-0.005138315
9.0;269.58875;0.0;0.895438733;293.310202;0.048209377
10.0;270.15;0.0;0.847635035;293.3584114;0.053926407
11.0;270.355;0.0;1.0;293.4123378;0.069915709
12.0;270.45;0.0;1.0;293.4822535;0.067341102
13.0;270.45;0.0;1.0;293.5495946;0.06412057
14.0;270.45;0.0;1.0;293.6137152;0.069829715
15.0;270.45;0.0;1.0;293.6835449;0.077609952
16.0;270.45;0.0;1.0;293.7611549;0.074676723
17.0;270.4875;0.0;1.0;293.8358316;0.07029683
18.0;270.65;0.0;1.0;293.9061284;0.085973806
19.0;270.9;0.0;1.0;293.9921022;0.10160245
20.0;271.15;0.0;1.0;294.0937047;0.097343694
21.0;271.4;0.0;1.0;294.1910484;0.092324699
22.0;271.65;0.0;1.0;294.2833731;0.094261767
23.0;271.8675;0.0;1.0;294.3776348;0.103834122
24.0;272.05;0.0;1.0;294.481469;0.130577699
25.0;272.2033333;0.0;1.0;294.6120467;0.136331107
26.0;272.25;0.0;1.0;294.7483778;0.101887174
27.0;272.1729167;0.0;1.0;294.850265;0.072617311
28.0;272.05;0.0;1.0;294.9228823;0.013033572
29.0;271.89375;0.0;1.0;294.9359158;0.01281885
30.0;271.75;0.0;1.0;294.9487347;-0.044043145
31.0;271.78125;0.0;0.359738652;294.9046915;-0.192453038
32.0;271.85;0.0;0.0;294.7122385;-0.295819904
33.0;271.73875;0.0;0.0;294.4164186;-0.312239473
34.0;271.65;0.0;0.0;294.1041791;-0.235660151
35.0;271.705;0.0;0.0;293.868519;-0.254328676
36.0;271.85;0.0;0.0;293.6141903;-0.241547316
37.0;272.05;0.0;0.0;293.372643;-0.228782641
38.0;272.25;0.0;0.0;293.1438603;-0.12206911
39.0;272.45;0.0;0.01328103;293.0217912;-0.105749684
40.0;272.65;0.0;0.057847116;292.9160415;-0.09679138
41.0;272.9166667;0.0;0.133322137;292.8192502;-0.065498052
