$T_{amb}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heat}$ in kW
2.300012;1.866027813;15.62487972
2.300012;1.697180865;14.24229446
2.300012;1.795186387;15.0129518
1.6;1.842302631;15.07757446
1.2000061;2.344466245;18.9099114
0.9999939;2.339486012;19.03425123
1.3999878;2.281989826;18.3258696
1.6;2.515081667;20.40190715
1.8999878;2.483862375;20.78420226
2.3999877;2.557803183;20.93877596
2.700006;2.547343147;20.91917527
2.300012;2.296123578;18.81421032
2.3999877;1.972577453;16.46319155
1.9999939;2.06389543;17.22168223
2.1;2.083883724;17.01051245
1.8000122;2.180568995;17.9587993
1.6;2.30158576;18.51129896
1.2000061;2.441392508;19.65797034
0.7000061;1.902467337;14.99653041
0.1;2.048005777;16.01115427
-0.2999939;2.175558526;16.77711343
-0.5000061;2.29324666;17.72960599
-1.0000061;2.345668546;17.58388261
-0.6000122;2.231136039;17.18549354
-6.10E-06;2.143453241;16.70737694
-6.10E-06;2.067102471;15.85819073
-0.2999939;2.197428495;17.32806633
-0.5000061;2.23473175;17.51889512
-0.9;2.427979555;18.40048712
-1.7999939;2.436771457;18.4805195
-1.9;2.536537825;18.58521608
-2.1000123;2.98856123;22.3246215
-2.299994;3.236779602;24.14686533
-2.299994;2.943709466;21.37359262
-3.1000123;2.975573099;21.30469006
-4.199988;2.76750176;19.25891527
-4.799994;3.068736069;21.26631607
-4.500006;2.887076548;20.48688883
-3.799994;2.928785521;20.55515072
-3.199988;2.790970437;20.28557669
-0.9;2.941951171;22.33474423
0.3999878;2.63423821;20.6160285
0.7000061;2.413073967;19.26107172
-0.2999939;2.604519176;20.10501121
0.1;2.494906291;19.38575277
0.3999878;2.544326391;20.03695147
0.6;2.589400461;20.83503502
0.8999878;2.506345119;20.00644794
1.4999939;2.425435101;19.43491854
1.6;2.394355451;19.68219086
1.3000122;2.405740777;19.49966226
1.1;2.040924804;16.5106407
1.2000061;2.003875772;15.84323475
1.1;2.124953648;16.97780078
1.2000061;2.328254873;18.70506905
1.2000061;2.426549884;19.756327
1.2000061;2.421229768;19.42330211
1.1;2.222123029;18.02535222
0.9999939;2.326804378;18.67636902
0.8999878;2.352140239;18.97331685
0.7000061;2.128943733;16.83725667
0.9999939;2.262760676;18.05208547
1.6;2.178571854;17.8085322
2.4999938;2.072971722;17.23066042
2.800012;2.079574245;17.73590162
3.4999938;2.029901892;17.73629662
3.6;1.786525949;15.28803077
3.8999877;1.809164423;15.66163936
3.9999938;1.797870085;15.51795884
3.9999938;1.830835813;15.47414395
4.1;1.787020375;15.40871096
3.9999938;1.790735611;15.7539362
3.9999938;1.815484624;15.57866772
3.9999938;1.769911823;15.6494396
4.1;1.738028196;15.24739152
4.1;1.745518072;15.23870116
4.3999877;1.675616581;14.43232762
4.499994;1.574732767;14.02147606
4.700006;1.686471727;15.11809998
5.1;1.63897555;14.72462464
5.3999877;1.672141307;15.26415833
5.499994;1.520995369;13.60842114
5.200006;1.415072995;12.91201697
4.999994;1.361889184;12.36538746
4.6;1.477390824;13.14119377
4.3999877;1.609126695;14.24280585
4.300012;1.719041349;14.72739239
4.200006;1.677107566;14.49997701
4.499994;1.473095053;12.98016503
4.800012;1.567995071;14.1687084
4.800012;1.490332534;13.11898876
4.499994;1.5248202;13.6210367
4.300012;1.609091314;14.39102967
4.300012;1.670988128;14.44488193
4.499994;1.588331712;13.95566593
4.6;1.512862042;13.23044134
4.700006;1.540033171;13.60732085
4.800012;1.526373432;13.434161
4.700006;1.512618439;13.5294088
4.8999877;1.424919382;12.88141681
4.8999877;1.330839513;11.77190692
4.6;1.450552616;12.96228287
4.700006;1.377746986;12.3291003
5.1;1.397798328;12.61534576
5.300012;1.399290341;12.62506653
5.6;1.4010713;12.81294708
5.8999877;1.364800642;12.76314659
6.1;1.265623347;11.79106619
6.3999877;1.333157393;12.80448682
6.499994;1.267875898;11.75394366
6.800012;0.98440387;9.490352583
7.1;0.84120672;8.129124617
6.8999877;0.447025153;4.226202829
5.499994;0.737065884;6.754705621
4.800012;0.747232629;6.521062739
4.300012;0.753045959;6.713428367
3.9999938;0.791011703;6.858197799
3.200006;0.953919655;8.121216156
2.700006;1.0764546;9.163949446
2.300012;1.055417033;8.713535236
2.300012;1.050159621;8.740509061
2.200006;1.101897528;9.047436027
2.700006;1.209096547;10.05327224
2.4999938;0.975503642;7.945079561
2.200006;0.950519989;7.754199841
2.700006;1.12749276;9.507271803
3.1;1.304991802;11.10654011
3.6;1.227071374;10.4176956
3.4999938;1.065323764;9.068058747
3.6;1.090337212;9.307936565
3.200006;1.069226382;9.278959292
2.700006;1.486433288;12.48285189
2.1;1.663505372;13.86355593
1.4999939;1.578133876;12.79539163
0.6;1.787841778;14.22520504
0.4999939;1.706134365;13.39134362
-0.4;1.532900445;11.84140452
-6.10E-06;1.530598426;11.88093714
-0.2999939;1.249242929;9.756437857
-0.9;1.322291906;10.22691075
-1.1000122;1.500472394;11.48222015
-1.4;1.546156407;11.69722861
-1.6999878;1.532705789;11.46484467
-2.199988;0.790977426;5.737137903
-2.1000123;0.124837097;0.928971895
-2.6000123;1.528764243;11.34802097
-2.299994;2.156598229;16.02216159
-2.4;2.461002017;18.26239492
-1.7999939;2.152757083;16.04762983
-1.7999939;1.944493536;14.80443883
-1.6999878;2.20900795;16.57785504
-0.5000061;2.247729258;17.35048199
0.2000061;2.170056316;17.03085551
0.6;2.231698285;17.85590466
-6.10E-06;2.36910373;18.59537492
-1.0000061;2.15962606;16.74815286
-1.9;2.350499416;17.65714629
-2.699988;2.634759432;19.42936084
-3.299994;2.498347708;17.99386053
-3.1000123;1.763101418;12.96027902
-3.6000123;2.438349658;17.37919922
-3.6000123;2.559916768;18.11951736
-4.000006;1.62695816;11.81887288
-4.299994;1.362814374;9.593929598
-4.6000123;1.361048243;9.494604
-4.699988;1.485992612;10.47435082
-3.5000062;1.641458669;11.86329135
-2.9;1.60921866;11.76227021
-3.299994;1.544266666;11.2015043
-3.1000123;1.598522269;11.65035299
-3.0000062;1.852011022;13.71863719
-3.1000123;1.934087005;13.89255371
-2.6000123;1.907919806;13.87337661
-2.0000062;1.794931391;13.49622292
-0.2999939;2.156040279;17.02395587
0.3999878;2.418548457;19.016263
1.6;2.118621502;17.39175273
1.8999878;1.59473511;13.08597093
1.9999939;1.27334653;10.53228114
2.800012;1.063216165;8.877534726
3.3999877;1.131367916;9.599620976
3.200006;1.755052411;15.06586729
2.9999938;1.775825902;15.28221309
2.9999938;1.60986064;13.88771146
3.300012;1.291299584;10.93805187
2.800012;1.096759352;9.364650159
2.9999938;0.393871712;3.353810377
3.3999877;0.379333561;3.269122508
3.8999877;0.386669739;3.356333248
4.3999877;0.458716555;4.135005641
4.6;0.353505451;3.119749331
4.700006;0.375408374;3.3085219
4.800012;0.263371144;2.340422593
4.999994;0.349663729;3.140887019
4.8999877;0.663632228;5.913410123
4.999994;0.718807356;6.398891281
5.200006;0.161901819;1.510611487
5.300012;0.650175321;5.724495342
5.700006;0.789339853;7.170181769
5.8999877;0.723328786;6.699701455
5.999994;0.430673098;3.9870724
5.8999877;0.710544183;6.483334384
5.999994;1.222185507;11.27384773
5.6;0.845538708;7.905485248
5.700006;1.064468413;9.465492226
5.3999877;1.485161249;13.46069269
5.6;1.506436693;13.53502866
5.3999877;1.62247982;14.81632099
4.800012;1.638345251;14.29892768
4.3999877;1.446902117;12.68226615
4.300012;1.131218788;9.848392148
3.9999938;1.236416908;10.89533127
2.4999938;1.277013032;10.5147328
2.300012;1.303122267;10.73789704
1.7000061;1.396371546;11.24961219
0.7000061;1.387804205;11.13619181
0.2000061;1.471823474;11.64189942
0.6;1.43660855;11.13457606
0.9999939;1.750561759;14.22564739
1.3000122;1.692899484;13.7196149
1.6;1.534335673;12.35228522
2.1;1.557505916;12.85438027
1.8000122;1.768433883;14.40060785
1.8999878;2.17761882;17.98103339
1.9999939;2.19482247;18.01005929
1.7000061;2.094441557;17.38546989
1.3999878;2.06170252;16.4176137
1.2000061;2.109653613;17.04950462
1.6;2.231867841;18.34345847
1.6;2.428401898;19.6540273
1.8999878;2.447689324;20.22543165
1.7000061;2.477214741;20.56944627
1.9999939;2.317672127;19.40218247
1.7000061;2.453464464;19.9020827
2.1;2.425925929;20.0814628
2.300012;2.418360988;20.11918528
2.1;2.480849764;20.24552124
1.8999878;2.434812822;20.27593849
2.6;2.340567242;19.76779398
3.200006;2.296742212;19.63482287
2.9999938;2.355111185;19.91012699
2.800012;2.415476059;20.34367413
1.8000122;2.573300733;21.16482069
3.200006;2.359494574;20.09299499
3.6;2.277848999;19.62194849
3.800012;2.343904197;20.45609422
3.8999877;2.269727953;19.88716207
3.8999877;2.207933355;19.08856123
3.700006;2.299069249;20.05128255
3.800012;2.236913725;19.62856265
3.9999938;1.934506749;16.89239885
3.9999938;2.136524436;18.62088817
3.8999877;2.211418738;18.66858558
3.3999877;2.188721642;18.88747971
3.3999877;2.273470394;19.23328578
3.200006;2.168611601;18.29016257
3.200006;2.170556483;18.73800893
2.8999877;2.316775221;19.37740621
3.3999877;2.222901367;19.29527727
4.200006;2.148288875;19.43349193
4.6;2.139361554;18.78236099
5.200006;2.109597862;19.42006941
5.300012;2.046455367;18.36221911
5.300012;2.061570334;18.76931385
5.1;2.070378111;18.19369903
5.1;2.046650457;18.11812057
4.800012;2.099594586;18.78610612
4.999994;2.11928965;19.12872353
5.1;2.098131384;19.12218115
5.300012;2.078589562;18.8648776
5.3999877;2.117724055;19.23597362
6.1;1.927507667;17.89115033
6.700006;1.610757131;15.11563301
7.200006;1.339324611;12.68680506
6.999994;1.615593565;15.25872138
6.999994;1.82088606;17.46017172
6.8999877;1.86043632;17.95053118
6.800012;1.888329124;17.49052898
6.700006;1.356207255;12.87286491
6.300012;1.120986328;10.50736984
5.999994;1.528439299;14.17429604
5.999994;1.637013484;15.45180665
5.3999877;1.111703135;10.12380097
5.3999877;1.048931498;9.55237462
5.6;0.957207051;8.644331274
5.700006;1.029977876;9.319033268
5.6;1.065037248;9.694770466
5.300012;1.060076711;9.453955599
4.800012;1.115667751;9.882988792
4.3999877;0.956377988;8.414273412
4.1;1.176512415;10.24221272
3.9999938;1.285077328;11.20465358
4.3999877;1.315300689;11.62702269
5.200006;1.575666938;14.22741023
5.3999877;1.835048418;16.85304935
5.6;1.83274313;16.62353333
5.700006;2.150538428;19.89067848
6.200006;1.803321587;16.5241256
5.999994;1.385896638;12.80640988
5.700006;1.468915453;13.40220424
5.300012;1.321148273;11.84779493
5.200006;1.398232754;12.47966119
4.8999877;1.536148704;13.9834701
4.800012;1.807875768;16.12550138
4.8999877;2.260638738;19.94687295
4.499994;1.954670688;17.61698906
4.1;2.056847825;17.85633658
3.6;1.84506224;16.32163828
3.1;1.944018201;16.70228904
2.9999938;2.016631017;17.05992596
2.8999877;2.048595149;17.63968709
2.9999938;2.041903976;17.4873793
2.9999938;2.040712745;17.58068275
2.700006;2.105321721;17.33856153
2.300012;2.357365261;19.5437134
3.1;2.324880287;19.59720776
3.4999938;2.11242664;18.17244966
3.800012;1.904835392;16.54937527
4.300012;1.692030886;15.14661589
4.800012;1.824499177;16.29128141
4.999994;1.93959203;17.52333281
5.1;2.112939728;18.75439986
4.800012;2.126812388;18.65291353
4.6;1.919827179;16.67718802
4.700006;1.987537558;17.44499395
4.700006;2.048956617;18.31443684
4.499994;1.838767675;16.44963756
4.3999877;1.208544193;10.53039715
4.6;1.744557783;15.36389786
4.800012;1.608410031;14.63618894
4.700006;1.590153526;14.04371572
4.700006;1.67199732;14.68236394
4.499994;1.668042177;14.70319166
4.200006;1.675526261;14.68981421
3.300012;1.828767258;15.7575856
3.1;1.875074649;16.19337737
2.8999877;1.945934564;16.2705449
2.200006;1.990401385;16.54879466
1.9999939;2.140760529;17.6893167
1.9999939;2.040345619;16.48473909
2.1;1.840820368;15.09019262
2.300012;1.982611007;16.39740548
2.200006;2.493327559;20.62164007
2.700006;2.041584649;16.83851651
2.800012;2.057583308;16.97596088
3.300012;2.695860055;22.74902293
3.6;1.86352273;15.91951383
3.700006;1.609437291;14.24883227
3.800012;1.711455785;14.78270632
3.9999938;1.828124805;15.927621
4.300012;1.463652083;12.82378444
4.6;1.398068258;12.22318687
4.999994;1.506285473;13.96454379
4.999994;1.37114784;12.35720465
4.8999877;1.168058915;10.38557316
4.700006;1.244307823;11.10358111
4.6;1.40104699;12.61821087
4.499994;1.316222664;11.48609722
4.499994;1.29110682;11.34978898
4.3999877;1.303566156;11.60714898
4.200006;1.280598939;11.15823425
4.3999877;1.199558188;10.44504396
3.8999877;1.567308404;13.5947531
3.9999938;1.486427208;12.80401106
4.499994;0.934381357;8.234248697
4.499994;1.161576521;10.29726561
2.9999938;1.479597507;12.6983652
2.3999877;1.543834412;12.87069955
2.800012;1.447140355;12.15408517
2.9999938;1.588315211;13.30406125
3.1;1.645019911;13.97961629
2.9999938;1.286233585;10.8270782
2.700006;1.407145639;11.94993624
2.200006;0.869837794;7.272357641
2.700006;0.449399392;3.777832132
3.3999877;1.135369665;9.839637628
3.3999877;1.243591513;10.53605269
3.4999938;0.997609976;8.511275929
3.800012;0.769681174;6.635556804
3.700006;1.001540818;8.604524332
3.800012;1.119668461;9.453126142
3.8999877;1.084797312;9.464504611
3.800012;1.018138217;9.051735706
3.800012;1.027154863;8.86388733
3.700006;0.940762828;8.120704703
3.200006;0.917115783;7.852977672
2.6;1.16261468;9.848224909
1.8999878;1.257995243;10.39230674
1.3000122;1.422864958;11.48985859
1.6;1.172540168;9.61729294
2.200006;1.270769288;10.24129489
3.4999938;1.122736228;9.745919814
3.9999938;1.393402042;12.24014326
3.9999938;1.365089483;12.21939977
3.800012;1.510568682;13.027255
3.8999877;1.643040962;14.61485542
3.700006;1.864896861;16.19442571
3.200006;1.9520818;16.66637865
3.1;1.977160446;16.92280228
2.800012;1.962955282;16.19163068
3.200006;1.958776895;16.47214771
3.4999938;1.919713135;16.2118198
3.800012;1.622933029;14.19247111
4.300012;1.636006928;14.15273252
4.700006;1.706984163;15.04910298
4.999994;1.683846209;14.91975036
5.1;1.629881489;14.43570134
5.700006;1.465241635;13.53719396
5.8999877;1.504247859;13.89099762
6.3999877;1.481053242;13.64715521
6.499994;1.553256582;15.05461017
6.6;1.563787467;14.37152522
7.300012;1.398701549;13.29399596
7.999994;1.422562898;13.93004012
7.200006;1.357450088;12.92105747
6.200006;1.398956657;13.13992913
6.200006;1.10143565;10.25194378
5.800012;1.100282473;9.932589765
5.200006;1.48738586;13.16652537
4.1;1.560353404;13.17457977
3.6;1.500453798;12.92003226
3.700006;1.468543643;12.77124718
3.3999877;1.658219571;14.2763843
3.6;1.89484556;16.5057174
3.800012;1.723191563;14.92075686
3.8999877;1.632775486;14.09745441
3.8999877;1.387825749;12.04376495
3.8999877;1.412099332;12.08717455
3.8999877;1.472304677;12.80829946
3.700006;1.540319158;13.34440076
2.8999877;1.616196076;13.73677183
2.800012;1.645853508;14.12874268
2.6;1.669660806;14.24360275
-6.10E-06;1.959294311;15.53898076
0.1;1.895508398;14.66834689
0.2000061;2.166152193;16.87801982
0.3999878;2.135693088;16.63693867
0.3000122;2.022674888;16.19242957
1.3999878;1.955243773;16.22620304
1.8000122;2.134598972;17.63258332
2.200006;1.877516709;15.52235273
2.300012;1.955917995;16.15267777
2.1;1.96661448;16.05444439
1.2000061;1.734811723;13.95667938
0.7000061;2.073129584;16.20576187
-0.4;2.587540206;20.10489845
-1.0000061;2.502048448;19.29717071
-0.5000061;2.313955918;18.22191542
-0.69998777;2.4324426;18.89526266
-0.4;2.282191678;17.64377847
-0.9;2.137285498;16.52034746
-1.1999878;2.266370741;17.05791961
-1.1000122;2.342039998;17.58265925
-1.9;2.412784104;18.48706416
-2.9;2.606872921;18.86522516
-3.299994;2.663197968;19.70114681
-3.4;2.801995609;20.13743859
-2.799994;2.668228164;19.2845621
-2.4;2.667875022;19.69087282
-2.5000062;2.663082689;19.88144035
-2.199988;2.810278116;20.98003543
-1.6999878;2.36773889;17.82926445
-0.6000122;2.643889649;20.43238132
0.4999939;2.413892485;19.18003138
1.1;2.542701885;20.49443093
1.1;2.635109478;21.16213261
1.3000122;2.177480055;17.86453823
1.2000061;2.68723938;21.74782644
2.1;2.628402095;21.34242066
2.6;2.313854099;19.46206834
2.9999938;2.416598189;20.5617396
3.3999877;2.383992613;20.13598201
3.1;2.38938983;20.92002832
2.6;2.408666891;19.89163167
1.8999878;2.04397045;16.92310241
1.3999878;1.512611227;12.24855281
0.9999939;1.512916408;12.13482431
0.9999939;1.449293779;11.51545638
1.3000122;1.358210026;11.0236911
1.2000061;1.27722152;10.38790191
1.4999939;1.490547131;11.94750729
1.7000061;1.397680827;11.74720339
1.9999939;1.641603904;13.52492965
1.9999939;1.819528633;15.2322349
1.9999939;1.928086939;16.03027099
2.200006;1.876748518;15.19344497
2.800012;1.424768093;12.00005649
3.200006;1.524478443;12.94230765
3.200006;1.678850041;14.59893843
3.300012;1.575173095;13.5595136
3.1;1.446221588;12.24452664
2.3999877;1.958867826;16.24693729
1.3000122;1.791346123;14.39464733
0.4999939;2.261247256;17.92511285
0.7000061;2.319338053;18.37329784
0.4999939;2.156592738;17.01180791
0.3000122;2.436688141;19.61627762
0.3000122;2.344777883;18.48787839
0.80001223;1.410620604;11.17315444
0.6;1.701642781;13.43675843
0.8999878;1.80058584;14.4797956
0.6;1.749658189;14.03179773
0.6;1.773552091;14.27353625
0.3999878;1.735224102;13.74171832
0.4999939;1.721750459;13.48111203
0.7000061;1.73992073;14.17276007
0.6;1.671342967;13.38185107
0.6;1.837664063;14.79309135
0.3000122;2.00187255;15.6556111
0.7000061;2.216598469;17.77198715
1.6;2.214180052;18.15420547
2.200006;2.063080217;17.13461593
2.300012;2.249349468;18.58741438
1.9999939;2.029117324;16.79777501
1.3000122;1.951060472;16.35431394
0.3999878;2.369597202;18.62683574
-0.2999939;2.394303392;18.51704605
-0.4;2.438364029;18.94518935
-0.6000122;2.408519651;18.79581131
-0.69998777;2.374751813;18.20318647
-1.0000061;2.561097884;19.48290173
-1.4;2.522144319;19.17204233
-1.6000122;2.09384359;15.79740342
-1.0000061;2.123347044;16.37942053
-0.2999939;1.940748098;15.10970758
-0.100012206;1.925389633;15.29424558
1.3999878;1.81753239;14.67557332
1.8000122;1.751791179;14.51836931
2.6;1.584470856;13.22969744
3.200006;1.52082465;13.16389023
3.300012;1.500406611;12.89411364
3.4999938;1.766128825;15.17270484
3.700006;1.585971139;13.96489773
4.200006;1.730927366;15.11925222
4.6;1.561492813;13.87899728
4.700006;1.533638478;13.91052315
4.8999877;1.742787627;15.80968729
5.300012;1.229745413;11.0125368
4.800012;1.685407686;14.82673778
4.200006;1.989419099;17.43030788
3.300012;1.942457293;16.49416145
3.6;2.116127222;18.1557715
3.3999877;1.865698337;15.89973468
3.4999938;1.865885212;15.76344829
2.6;2.223751331;18.95657519
1.8999878;2.33230049;19.02138887
0.80001223;1.626440477;13.04851047
-0.1999878;2.180695612;17.02860534
-0.5000061;2.228964751;17.29077399
-0.69998777;2.301148065;17.77659616
-0.9;2.197921463;17.05099078
-0.9;2.153769576;16.45823112
-0.69998777;2.258123311;17.07018406
-0.5000061;2.169583969;16.78556514
-0.69998777;2.276710397;17.51750838
-0.100012206;2.285686226;17.9839685
0.3000122;2.168745995;17.12901217
0.4999939;2.205204549;17.39290505
0.4999939;2.210634145;17.59768165
0.6;1.981280365;15.82689126
0.8999878;2.142217312;17.07987883
0.9999939;2.319392571;18.81770239
1.2000061;2.014468301;16.21232906
1.2000061;2.500160962;19.99356782
1.3000122;2.662783834;21.22047401
1.4999939;2.627170092;21.39080812
1.4999939;2.614959265;20.94392262
1.6;2.58978944;20.87334141
1.3000122;2.74421941;22.45924636
1.2000061;3.258508856;26.66641557
1.4999939;3.282639366;26.79333154
2.8999877;3.136124757;26.15191941
3.6;3.040292593;26.17867711
3.4999938;3.047690491;26.33915726
3.3999877;3.057819702;25.68295369
3.3999877;3.056595767;26.06209032
3.300012;3.069270567;26.94398452
3.300012;3.071939827;26.11238464
2.6;3.167673467;26.36165899
2.9999938;3.075632752;25.96088592
3.4999938;2.279380804;19.45005426
3.300012;2.007149123;17.14027335
3.300012;1.976389927;17.13624212
3.1;1.907202924;16.25746387
2.800012;2.030441513;17.28618373
2.3999877;2.294690268;19.32242674
2.6;2.077295009;17.65624346
2.6;2.197675236;18.3036945
2.700006;2.040791243;17.1135675
2.800012;1.820404666;15.40602614
2.8999877;2.048098863;17.42192357
2.9999938;2.006637647;16.98794338
2.800012;1.854337969;15.41316603
2.6;1.98992376;17.0655635
2.3999877;1.5399541;12.76916058
2.200006;1.595860462;13.30525953
2.1;1.732271693;14.63371455
2.1;1.697674192;14.35190885
1.9999939;1.771637947;14.75563419
1.7000061;1.836981452;14.98193666
1.2000061;1.907874812;15.33023696
1.2000061;1.72398601;14.06338999
1.2000061;1.822248683;14.54046199
1.4999939;1.771190598;14.17718209
0.80001223;2.314674969;18.40952215
0.7000061;2.318609281;18.59761608
1.1;2.287408197;18.18417876
1.2000061;2.541182895;20.33634829
1.3999878;2.52120599;20.25451996
1.7000061;2.595300172;21.3807922
1.8999878;2.592193065;22.02865889
1.9999939;2.264376375;18.21595269
1.8000122;1.948562165;16.27570937
2.1;1.966064043;16.25140837
2.300012;1.96862138;15.91184049
2.300012;2.024834994;16.75444621
2.300012;2.117399871;17.39556121
2.300012;2.209494507;18.68108455
2.3999877;1.606259678;13.66266339
2.1;1.686743282;14.02347088
1.1;1.844527443;14.6688881
0.9999939;1.947467889;15.69820516
1.6;1.879993981;15.47188661
1.8000122;1.791282391;14.65097924
1.9999939;1.741267065;14.17244217
1.8999878;1.678346235;14.02878675
1.4999939;1.798850729;14.83639611
1.4999939;1.799427952;14.76896233
1.8000122;1.894888468;15.34097381
1.8000122;1.809835521;14.79647676
1.8999878;1.873810187;15.03293432
1.8999878;2.233962187;18.16550058
1.6;2.431290574;19.83500204
1.7000061;2.130289813;17.16938718
1.4999939;2.061493431;16.72741933
1.2000061;1.79211652;14.5801195
1.2000061;1.945400347;15.58159903
1.2000061;1.816324172;14.77561628
1.3999878;1.893467606;15.41197097
1.8000122;1.807764439;14.59714323
1.9999939;2.146841622;17.71241016
2.200006;2.020308948;16.89505556
2.200006;1.87284117;15.59966302
0.9999939;2.065328361;16.3957959
1.4999939;1.975838632;16.17288276
1.8999878;2.018265626;16.66279568
1.9999939;2.078485053;17.23009004
1.9999939;2.047661788;16.83855305
1.8999878;2.060142302;17.00825337
1.9999939;2.047697707;17.19387657
1.9999939;2.041202454;16.99568697
2.1;1.674735947;13.98909915
2.200006;1.624019436;13.2626064
2.300012;1.688789111;13.89613118
2.1;1.890491334;15.51469358
2.300012;1.978569049;16.53226856
2.1;2.028553234;16.92127137
1.8000122;1.875886185;15.46814448
1.8000122;1.978584196;16.41854434
1.7000061;2.016720027;16.0322755
1.6;1.803793617;15.09852699
1.6;1.966844076;15.93691827
1.8000122;1.937890931;16.12467619
1.8999878;1.929911679;15.88135158
1.8999878;1.985207249;16.50499273
1.8999878;2.028190609;16.89984946
1.8000122;1.813166111;15.06141301
1.7000061;1.896982982;15.2052849
1.8000122;1.907007068;15.65690274
1.8000122;1.961257394;16.22060582
1.7000061;1.950695558;15.84852073
1.6;1.97362217;16.09288505
1.7000061;2.00680667;16.27402413
1.8999878;1.951020534;16.38120968
1.7000061;1.958367421;15.95660373
1.8999878;1.959172099;15.96076204
2.1;1.902952283;16.03294742
2.3999877;1.789534013;14.8263522
2.6;1.933072774;15.86958091
2.700006;1.925876768;16.17142765
2.700006;2.000200654;16.6314711
2.700006;1.843085432;15.35208745
2.4999938;1.713252479;14.42672844
2.200006;1.674088283;13.86239485
2.1;1.787578099;15.04397005
1.9999939;1.939353458;16.06568538
1.9999939;2.054909881;16.88224377
2.4999938;1.952822613;16.17029265
3.3999877;1.663830248;14.231518
4.300012;1.709436838;14.86205915
4.700006;1.578944552;14.20421464
4.8999877;1.56122938;13.94668402
4.700006;1.635595434;14.50602624
4.700006;1.690840517;14.65985968
4.800012;1.603960658;14.30797721
4.6;1.545031446;13.75346678
4.700006;1.569627225;13.92059322
4.700006;1.560875216;14.00874507
4.700006;1.535224977;13.58624097
4.700006;1.453931847;12.95746674
4.6;1.350231062;12.21920225
4.800012;1.41471635;12.59505819
4.800012;1.310233928;11.70312427
4.999994;1.331781356;12.16834778
5.300012;1.330223458;12.01493677
5.300012;1.363294824;12.07321204
4.300012;1.43772818;12.53034842
3.1;1.504779172;12.67759251
2.4999938;1.696803011;14.39659083
2.1;1.683690102;13.83509375
1.8999878;1.398992906;11.47890702
1.9999939;1.272215085;10.42037419
1.9999939;0.77324684;6.341201183
2.1;1.039060542;8.723116668
1.8999878;1.005211304;8.265934801
1.8999878;0.975777752;8.09083687
1.8999878;1.001770988;8.238469586
1.1;1.189685601;9.674997565
0.80001223;1.298333763;10.22237325
0.4999939;1.262782084;10.107311
0.1;1.290867378;10.23192624
-0.1999878;1.357750653;10.568067
0.1;1.497278749;11.89149487
-6.10E-06;1.206219695;9.487148232
