$T_{amb}$ in °C;$P_{el}$ in kW;$\dot{Q}_{heat}$ in kW
2.300012;2.395257872;19.61319196
1.3999878;2.371016627;19.46575155
0.9999939;2.29016953;18.45428649
0.7000061;2.210882494;17.49550343
0.3999878;2.089055617;16.35940428
-0.4;2.388054643;18.40867975
-1.0000061;2.279390593;17.89342838
-1.1999878;2.366821087;18.17529561
-0.7999939;2.353098184;17.96931056
-1.7999939;2.472576358;18.59225792
-1.6999878;2.509522843;18.36263658
-1.4;2.482090431;18.59425543
-1.4;2.947096579;22.16235431
-0.7999939;2.787781436;21.65516561
-0.100012206;2.319032558;18.11679938
0.9999939;2.402532514;19.23903735
2.1;2.359089161;19.24087859
2.9999938;2.263003678;18.95421186
3.300012;2.480954699;20.90988708
3.3999877;2.488850042;21.53501896
3.3999877;2.480542312;20.86879752
3.800012;2.742733967;24.13403692
3.6;2.844654014;24.63301687
3.200006;2.904276797;24.58706983
2.300012;3.038118573;25.27995119
1.8999878;3.09201084;25.71237204
1.8000122;3.123403979;25.8489329
1.6;2.857497588;23.72339284
1.3000122;2.826808508;22.73693712
0.4999939;2.915933716;22.79980002
-0.7999939;3.112318124;23.91340149
-1.5000061;3.268273841;24.76537051
-1.7999939;3.373498174;25.66558986
-2.1000123;3.454820445;25.45913396
-2.299994;3.54151273;25.64045323
-2.299994;3.58104536;27.00849814
-2.9;3.686709417;27.20272706
-1.9;3.51526991;26.45830105
0.4999939;3.180294523;25.37140554
2.6;3.287585045;27.45348447
3.8999877;3.191388992;27.14812109
3.4999938;3.21610244;27.26018842
3.4999938;3.181324922;27.1209985
3.3999877;3.195266628;27.57988143
2.3999877;3.259565898;27.50817383
3.200006;3.1378782;26.95970372
2.3999877;2.907939925;23.78879486
1.9999939;3.309081547;27.28892046
1.9999939;3.35600667;27.79985695
2.9999938;3.213154267;27.25426993
3.300012;3.173342662;26.81161526
2.9999938;2.879725193;24.76078255
2.8999877;2.862991422;23.76703808
2.700006;2.885224038;24.17807239
2.6;2.905496302;24.38984302
2.3999877;2.926024192;24.24372374
2.800012;2.865728843;24.06152406
2.9999938;2.834914008;24.09220411
2.9999938;2.830045226;24.02450393
3.200006;2.803040795;24.10397099
3.200006;3.0589168;25.82683479
3.300012;2.537841263;21.79420835
3.6;1.723055577;14.99785533
4.1;2.107413918;18.34512743
4.1;1.961836695;16.83741772
4.499994;2.30553046;20.34965825
5.200006;2.656500854;24.09197828
4.700006;2.717600953;23.98644868
4.700006;2.744348801;23.76866467
4.8999877;2.426764187;22.05673246
5.1;2.702337927;24.13015091
4.6;2.854490841;25.18626855
4.6;2.862338981;24.95788202
4.1;2.925410579;25.21034133
4.3999877;2.89652284;25.53818574
4.300012;2.857360576;25.60051601
4.1;2.52216754;21.78408962
3.800012;2.502987741;21.87571616
3.6;2.540613642;22.1114675
3.4999938;2.533429939;21.43804926
3.300012;2.588647453;22.3331735
3.300012;2.603752285;21.84921359
3.200006;2.632907659;22.31494997
3.300012;2.633076062;22.38138955
3.3999877;2.896625838;24.69206677
3.300012;2.938815382;25.58145562
2.8999877;2.389944288;20.60896917
2.8999877;2.412534719;20.31147841
3.200006;2.452229619;20.72625021
3.4999938;2.172812791;18.62292208
3.800012;2.22724556;19.4624834
3.8999877;2.308810611;20.02316396
4.1;2.809560368;24.53216965
4.1;2.276675854;20.09663848
3.9999938;2.188602644;18.80380719
3.9999938;2.451198749;21.78668488
3.9999938;2.134863021;18.43703804
3.800012;1.96188618;16.89215084
3.800012;2.07246278;17.70986828
3.700006;2.137695808;18.67024254
3.4999938;2.058821693;17.64191345
2.8999877;1.876731756;15.44393726
3.1;1.492420694;12.56600921
3.3999877;1.392961756;11.90374972
3.4999938;1.607366328;13.70099942
3.4999938;1.707125629;14.63094282
3.4999938;1.743076183;14.56967982
3.3999877;1.726757024;14.60114483
3.200006;1.734003261;14.77068778
3.200006;1.491616395;12.65465515
3.200006;1.278447362;10.93021228
3.1;1.649548895;13.79962843
3.200006;1.469948056;12.72353656
3.300012;1.709216945;14.87201356
3.200006;1.708378878;14.28814546
3.200006;1.468086422;12.17934837
3.200006;1.421811455;12.0314155
3.300012;1.70312954;14.51261904
3.4999938;1.676131337;14.26692404
3.3999877;1.902545895;16.40640654
3.200006;2.016707243;17.12604116
3.300012;2.116402345;18.05018253
3.300012;2.167521918;18.35662092
3.300012;2.110268765;18.35101986
2.800012;2.00147197;16.95029507
2.4999938;2.045713295;16.91553372
2.6;2.065116809;17.42998884
2.800012;2.03707752;17.35263344
2.8999877;2.048790749;16.88491481
2.8999877;2.024171103;17.07768331
2.800012;2.035828769;17.25606548
2.700006;2.08872367;17.89432895
2.800012;2.091501524;17.45567363
3.1;1.9331246;16.26954971
3.4999938;1.842782218;15.86745641
3.800012;1.896073296;16.62634529
4.700006;1.916086831;17.00305411
4.999994;1.843923037;16.67493496
6.6;1.549536764;14.71372542
6.200006;1.399042789;12.97952651
6.300012;1.339482673;12.62287326
5.800012;1.543570452;14.08836935
5.300012;1.668657212;14.94250534
4.200006;1.665672031;14.7231021
4.3999877;1.662122568;14.87450432
3.800012;1.682756702;14.2850167
2.9999938;1.865230748;15.96556872
2.800012;1.831711728;15.54097744
2.700006;1.818448736;15.22839195
1.8000122;2.142290448;17.44171557
0.7000061;2.205265538;17.62226089
1.3000122;2.164917235;17.42707092
0.9999939;1.965406771;15.85259683
0.9999939;1.954237189;15.86471975
0.8999878;1.967388877;15.50971339
0.6;1.98115958;15.32481422
1.1;1.537475389;12.14562769
1.4999939;0.7528116;6.11332091
1.9999939;1.59900458;12.90432609
2.800012;1.662377122;13.93523749
3.1;1.706772117;14.56760972
3.6;1.736163878;14.8522303
3.8999877;1.616968833;14.04266233
2.4999938;1.918132802;16.20496052
3.8999877;1.668222435;14.63231657
2.700006;1.654105784;13.75682985
2.200006;1.825481152;15.45592853
1.1;1.871851106;14.96695465
-6.10E-06;2.240517027;17.85858101
-0.6000122;2.294724228;18.11253404
-0.7999939;1.760924089;13.7865205
-1.2999939;1.728988405;12.84507175
-1.9;0.774870247;5.802958807
-2.5000062;1.491550373;10.98042724
-3.299994;2.259146871;16.11136239
-3.9;2.593844292;18.33507446
-4.4;2.40560235;17.19834291
-5.1000123;2.246029003;15.46782531
-5.4;2.619780795;18.03886371
-5.4;2.75523923;19.06585176
-5.199988;2.696825998;18.67958175
-4.299994;2.825817609;19.73108472
-3.0000062;2.581523463;18.96891257
-2.1000123;2.312376147;17.1294642
-1.4;2.265745916;17.13985931
-0.5000061;2.140140729;16.87469487
0.80001223;2.193977813;17.68516191
0.9999939;2.109620113;16.90252034
0.2000061;2.287726018;17.74806168
0.1;2.161599287;16.78157973
0.6;2.332275294;18.41496337
-0.5000061;2.540807943;19.81969012
-1.1999878;2.413688819;18.00498059
-1.9;2.699127219;20.12782844
-3.0000062;2.313293915;17.01877648
-3.1000123;1.525405572;11.10339968
-3.6000123;1.533994625;10.92118565
-3.699988;2.1563211;15.45083491
-4.4;2.550621839;17.83668758
-4.799994;2.700275825;18.67799514
-4.199988;2.554656552;18.02922677
-4.6000123;2.727505741;19.31008123
-3.9;2.449772946;17.45171563
-1.7999939;2.415148786;18.08493132
-0.100012206;2.172539396;16.6306542
0.80001223;1.887273678;15.35592106
2.300012;1.729442616;14.38802235
3.1;1.600251603;13.67603037
3.4999938;1.54965867;13.24154943
4.300012;1.63506059;14.79143204
4.499994;1.505646456;13.09943759
4.3999877;1.501943658;13.20935573
3.9999938;1.48107026;13.18306685
3.800012;1.634969366;14.20609586
3.8999877;1.62220394;13.9677018
3.200006;1.63453575;14.18037862
2.8999877;1.506140367;12.71238969
2.9999938;2.252169051;19.30494879
2.9999938;2.414177326;20.56881922
2.4999938;2.78165885;23.22141455
1.9999939;2.613531935;21.4919914
2.300012;2.850099229;23.80480019
2.300012;2.900739287;24.0182062
3.1;2.823536153;23.73007536
3.6;2.763968296;23.85930295
3.6;2.759514745;23.33555291
3.300012;2.797467748;23.45836294
3.3999877;2.793362495;24.02437259
3.800012;2.733457221;23.83179828
3.800012;2.701403672;23.85487396
3.8999877;2.253153649;19.57537326
4.1;2.547763214;22.32383729
4.200006;2.271446571;19.67940474
4.499994;2.221011764;19.9691994
4.499994;2.519617886;22.30316012
5.200006;2.44472975;21.73062479
5.499994;2.146390413;19.66784126
5.3999877;2.37552989;21.71294666
5.200006;2.43232555;22.30048556
3.800012;2.232812485;18.71835932
2.4999938;2.341102694;19.72299991
1.3999878;2.430273162;20.01220311
0.8999878;2.572232916;20.78813301
-0.1999878;2.673162086;20.99990452
-0.2999939;2.630042077;20.4963826
-1.5000061;2.922175585;21.86175843
-1.4;2.9613615;22.47005484
-2.699988;3.151306157;23.32885068
-2.699988;3.182038558;23.68463175
-3.299994;3.319630993;24.00269108
-2.9;3.312062203;24.16617045
-4.4;3.572457319;24.8298007
-4.000006;3.634890868;25.84634788
-0.1999878;2.900788243;22.62085218
2.200006;2.526520939;21.19007095
3.300012;2.595913383;22.23200195
3.800012;2.516669174;21.88790509
3.300012;2.533759671;21.71655185
2.9999938;2.614498656;22.38411395
3.300012;2.601028411;22.05114761
3.3999877;2.265413015;19.41626586
3.1;1.812787944;15.42107922
3.700006;2.354769309;20.74820032
4.1;2.414535064;20.93427889
4.300012;2.390305778;20.84121912
4.300012;2.342450694;20.76379675
4.300012;2.365524868;20.49825128
4.200006;2.264348992;20.14760286
4.300012;2.126279657;18.65617283
4.3999877;2.185484698;19.2894267
3.9999938;2.251584204;19.90867368
3.8999877;2.258092832;19.54244071
4.200006;2.24591351;19.24133788
4.300012;2.219526794;19.45272332
4.6;2.184391281;19.4360469
4.6;2.131041113;18.74637938
4.700006;2.182449775;19.33505881
4.8999877;1.797659319;16.03245697
5.3999877;1.612420459;14.67365099
6.700006;1.305106785;12.04381818
6.200006;1.57264189;14.48304729
5.1;1.898375442;17.14921711
5.200006;1.702945791;15.34523708
5.700006;1.484570117;13.68550456
5.200006;1.526105813;13.84038814
4.1;2.104481043;18.50339259
3.8999877;1.956303992;17.20962484
3.6;1.786703561;15.22754319
3.4999938;2.047889874;17.63190109
3.700006;1.749342673;14.99003531
3.700006;1.784664543;15.52261244
3.6;1.753794892;15.09900079
3.6;1.410051379;12.23644474
3.800012;1.505486349;12.90993214
3.3999877;1.443075547;12.3840967
2.300012;1.487102181;12.45877147
1.9999939;1.779169751;14.94618583
1.3000122;1.801572979;14.53250778
1.3000122;1.791419037;14.61303196
1.3999878;1.680157147;13.63304022
0.9999939;1.86586939;15.06518521
1.8000122;1.853483536;15.02964238
3.1;2.020957794;17.0400189
4.700006;1.796963244;15.85201938
5.800012;1.809719859;16.70475258
6.800012;1.465100681;13.73301742
8.300013;1.250584277;12.06154847
8.800013;1.201945898;12.21058011
6.499994;1.605592545;14.97430548
7.300012;1.506540711;14.76157914
6.499994;1.364291515;12.52020027
5.8999877;1.456159273;13.44225409
5.200006;1.562083994;13.9175891
4.700006;1.439398485;13.05251243
3.700006;1.512825057;12.77195254
3.200006;1.562922715;13.35689797
2.300012;1.428969799;11.79453572
1.6;1.672945449;13.61932268
1.3000122;1.69671214;13.76919155
0.4999939;1.640514279;12.7682878
0.2000061;1.80977696;14.50227681
-0.4;1.787510288;13.81096593
0.3000122;1.862011706;14.54195743
0.1;1.868770747;14.67159663
0.6;1.907211008;15.17835835
0.6;1.459913559;11.62174813
1.1;1.551426036;12.66453762
1.8000122;1.42683682;11.69158237
2.4999938;1.759179957;14.6025225
2.8999877;1.930001284;16.27729353
2.8999877;2.030697459;17.19615426
3.1;1.913356852;16.33329442
2.8999877;1.904147024;16.12586267
2.9999938;2.163244147;18.03881413
1.9999939;2.630370858;22.21401328
1.2000061;2.90719105;23.45297121
-0.100012206;3.214359738;25.19147267
-1.0000061;3.393029708;25.52241746
-1.6000122;3.54070769;26.63777271
-2.199988;3.677438075;26.88063065
-2.9;3.495853119;26.07707537
-3.6000123;3.612776241;25.83107841
-4.699988;3.839213667;26.8239715
-5.500006;4.391823603;29.83753284
-5.699988;4.562606099;31.752615
-6.000006;4.683785244;31.93129096
-5.500006;4.671315836;32.1300088
-5.9;4.754281399;32.58611616
-5.000006;4.199974933;28.89336083
-2.799994;3.841334929;28.20185544
-2.799994;4.187479248;30.0239212
-1.2999939;3.955681895;29.66515162
-0.4;3.494109885;26.80930692
1.8000122;3.47387432;28.29587997
0.1;3.715624589;29.50536627
-0.1999878;3.762636956;29.44792502
1.3999878;3.550203426;28.61574055
1.4999939;3.138938016;25.33606088
1.7000061;2.973056748;23.95045045
1.7000061;3.392666173;27.88874165
0.7000061;3.69703495;29.74373642
-0.1999878;3.841408906;29.64806742
-1.5000061;4.049726444;30.81947737
-1.6999878;4.109926296;30.5866301
-2.0000062;3.841128103;28.29006914
-2.699988;3.929220579;28.68360162
-2.5000062;3.935185302;29.10123612
-2.9;4.022689367;29.35162981
-4.199988;4.265537097;30.04757912
-4.699988;4.3910853;30.75916146
-5.299994;4.53473496;30.71256243
-6.1000123;4.670092445;32.0170301
-6.4;4.676133917;31.85249267
-3.199988;4.180560441;30.60298384
-0.69998777;3.799418916;29.41869038
0.80001223;3.550459873;29.0722471
0.8999878;3.446094777;27.79565763
2.200006;3.274315269;27.33361695
1.7000061;3.312014935;27.05549538
2.200006;3.224403102;26.58313102
1.4999939;3.277137486;27.03817917
1.6;3.554309028;28.69061923
0.7000061;3.75652559;29.34597961
-0.1999878;3.629985597;28.34088878
-0.6000122;3.514381137;26.65787683
-0.6000122;3.383098732;26.03849913
-0.6000122;3.509925184;26.50894609
-0.6000122;3.369587997;25.68278628
-0.6000122;2.13746002;16.76812435
-0.9;2.589075532;19.81928092
-1.1000122;3.221608739;24.27609243
-1.2999939;3.450080024;26.15123662
-1.1999878;3.450991234;26.24025386
-1.1999878;3.495842976;26.22077531
-1.0000061;3.44811557;26.53589695
-0.1999878;3.329057462;25.9277785
0.3000122;3.150670774;24.76412047
0.9999939;3.176714953;25.60336254
1.8999878;2.757446256;22.66914252
2.200006;2.887770828;23.7099674
2.9999938;2.741902503;23.08712198
2.9999938;2.606162282;22.27220928
3.200006;2.69322181;23.22602965
3.800012;2.569821831;22.44703118
3.1;2.679606828;22.74001194
2.9999938;2.732867129;23.1738341
2.800012;2.607689936;22.17032349
2.700006;2.686738043;22.716965
2.300012;2.604065363;22.02178211
1.9999939;2.733205318;22.41554938
1.9999939;2.81221196;23.18557118
1.8000122;2.831740149;23.55532178
2.1;2.714573854;22.42181509
2.1;2.924057677;23.7905223
1.8000122;2.998414448;24.79100502
2.200006;2.962011393;24.16953912
2.1;2.982746097;24.73787327
2.1;3.272525031;26.97748169
2.200006;3.296683716;27.28000964
2.200006;3.275781761;26.70354444
2.6;2.882003513;24.0860859
3.200006;2.783852151;24.01868127
3.1;3.070979787;26.47750856
4.6;2.57652448;23.23943316
5.300012;2.398142377;22.1287538
5.8999877;2.603638462;23.89553919
6.1;2.589896346;24.22996296
5.800012;2.583012004;23.67610717
4.700006;2.223276814;19.89914796
3.9999938;2.245874441;19.72308334
3.6;2.051905719;17.75631677
3.300012;2.304156272;19.49588265
2.700006;2.461789956;20.44385309
2.9999938;2.485025692;20.93947848
3.200006;2.46090732;21.19304281
3.300012;2.241428181;18.97866715
3.200006;2.132535855;17.99833523
3.200006;2.132779935;18.08937461
2.9999938;2.282323435;19.45656271
3.4999938;2.305000859;19.60762543
3.6;2.320312217;19.85982807
3.700006;2.344218721;21.02492541
3.6;2.355291786;20.10549382
3.6;2.2891169;20.16319016
3.9999938;2.225266665;19.2002824
5.300012;2.104100784;19.02602461
5.700006;2.067164743;18.58526482
6.700006;1.864409082;17.55585422
7.1;1.779344206;17.14324033
7.300012;1.746644876;16.76049739
6.999994;1.757923018;16.44576983
6.800012;1.443292058;13.60865848
6.8999877;1.426393739;13.51559434
6.3999877;1.369626202;12.64012334
5.700006;1.404229377;12.78534811
5.300012;1.454350684;13.1257816
4.499994;1.541082751;13.36655855
4.3999877;1.521219504;13.12766897
4.200006;1.610688316;13.98304534
4.300012;1.515518813;13.34105579
4.1;1.273167161;10.90482959
3.700006;1.520251979;12.9288733
3.9999938;1.578101514;13.60718199
3.3999877;1.59579782;13.8573617
3.3999877;1.621085781;13.84652745
3.1;1.634590815;13.99644295
3.200006;1.623542641;13.84195508
2.9999938;1.542820268;13.02044397
3.200006;1.585714856;13.47747686
4.3999877;1.348705585;11.93432711
5.800012;1.373603556;12.37261553
6.300012;1.329582743;12.63948293
7.499994;1.11836096;10.66855356
7.999994;1.293152074;12.99430702
8.2000065;1.477913304;14.47554085
8.800013;1.48400489;15.08811116
7.800012;1.554983127;14.93991162
7.3999877;1.548852975;14.86035797
6.700006;1.632371235;15.29983271
5.300012;1.803289508;16.48926586
3.800012;1.981109917;17.27598446
3.300012;2.05311933;17.47511322
2.800012;2.117382571;17.70191691
2.700006;2.079107026;16.87411366
1.8999878;2.096748366;17.18936406
1.6;2.253641125;18.17597143
1.4999939;2.333922867;19.32718368
1.3999878;2.399705133;19.76725317
1.3000122;2.447520945;19.88477775
0.8999878;2.45803853;19.95421114
0.8999878;2.548722714;20.07937324
0.9999939;2.575610717;20.77655294
1.9999939;2.453566896;19.90199779
3.3999877;2.309130949;19.40961179
4.6;2.122290422;18.76382157
5.700006;1.969161834;17.86168228
5.300012;2.024936831;18.28718571
5.6;1.909994117;17.2668686
6.499994;1.850163664;17.18426436
6.6;1.87378085;17.59720045
6.700006;1.860982314;17.38281572
6.6;1.816053619;16.64423715
5.8999877;1.895782098;17.2489848
5.499994;1.967284428;17.78199408
4.8999877;2.05494863;18.30465191
4.200006;2.1134445;18.72163828
3.4999938;2.211245206;19.21049262
3.9999938;2.116647926;18.33903746
3.6;2.090353488;18.28804265
3.800012;2.141208193;18.6978847
3.4999938;2.207134336;18.64739023
2.700006;2.347881146;19.27710371
3.4999938;2.277998664;19.9472126
3.3999877;2.303488248;19.33029681
3.200006;2.331057457;19.88659602
2.300012;2.445120456;20.31362674
2.3999877;2.431296522;20.27585695
4.3999877;2.238237743;19.42744653
5.1;2.114766587;19.37283326
5.999994;2.007780645;18.38240221
8.300013;1.770174852;17.72454152
10.2000065;1.562667599;16.28017567
8.7000065;1.633894244;15.99289312
8.999994;1.558954515;15.74804812
9.499994;1.489003865;15.20379364
8.499994;1.850313068;18.2876
8.999994;1.867534604;19.08718591
7.700006;2.047553504;19.44405186
6.300012;2.215676227;20.13501295
5.1;2.358066228;20.97126799
3.9999938;2.509662345;21.8109286
3.4999938;2.616918501;22.57802483
2.8999877;2.732535268;23.23763765
2.1;2.888047776;23.39963429
1.4999939;3.028816073;24.24593881
0.9999939;2.647018651;21.26939772
0.1;2.756055008;22.01178125
-1.0000061;3.039443246;23.936385
-1.7999939;3.221535741;24.40912913
-2.5000062;3.314509185;24.45456604
-2.5000062;3.383302194;24.57967672
-0.9;3.044374749;23.47192818
0.1;3.013768363;23.52342657
1.1;2.739045707;21.73153842
1.8000122;2.789895579;22.83684978
1.7000061;2.85075202;23.34654956
2.200006;2.672930703;22.48661544
1.8000122;2.777419803;23.08797942
3.700006;2.486163;21.33938453
2.700006;2.641233003;22.22706824
1.9999939;2.647390225;21.78572396
0.9999939;2.828015419;22.71956734
-0.4;3.153092214;24.26682155
-2.199988;3.390831632;25.36637714
-2.5000062;3.581788284;26.48186449
-3.0000062;3.501230775;25.02337972
-3.199988;3.650948729;26.67831781
-3.799994;3.825115928;27.42369088
-4.199988;3.915670515;27.90183346
-3.799994;3.860461397;27.4806111
-3.799994;3.828215985;27.09840813
-3.1000123;3.745637571;27.35096035
-3.199988;3.892063568;28.3350147
-3.0000062;3.882018315;28.35039426
-2.699988;3.845245118;28.04980267
-1.9;3.541205896;26.6701527
-0.9;3.512184417;26.99891408
-0.5000061;3.258649761;25.85805353
0.1;3.222303104;25.67866271
1.2000061;3.087084994;24.94715958
0.8999878;3.212695361;25.47470985
2.300012;3.471022425;28.73272957
2.1;3.574058956;29.91257027
1.6;3.58947504;29.74893573
1.3000122;3.611030548;29.16183371
0.1;3.821924738;30.54945777
-0.2999939;2.498530257;19.19396692
-1.1999878;2.59894562;19.7405919
-2.299994;2.374978313;17.8766583
-2.4;2.659216026;19.83559781
-2.9;2.495178528;18.34746433
-3.799994;2.781806924;20.04098992
-4.000006;2.563743565;18.51637311
-4.799994;2.710232969;19.10444756
-5.500006;2.928902877;20.28848933
-6.1000123;3.134486977;21.43323426
-6.000006;3.221999066;21.70746617
-5.699988;3.07296643;21.03628517
-4.199988;2.752145881;19.6888231
-1.2999939;2.342415506;17.82367297
-6.10E-06;2.332333487;18.43630812
1.3000122;2.177919269;17.68324117
1.4999939;2.129699852;17.15167621
1.4999939;2.49722289;20.25364751
1.8999878;2.588889441;20.73422535
2.3999877;2.701888255;22.40406411
1.3000122;3.034549647;24.81181864
0.1;3.072894009;23.90581787
-0.5000061;3.182601575;24.32628591
0.3000122;3.176235081;24.75647854
0.4999939;3.119821483;25.03704547
1.3999878;3.034072019;24.65584122
0.6;2.854294909;22.40503781
0.80001223;2.930232321;23.85793893
1.6;2.926291773;24.00080168
2.3999877;2.847818808;24.12160563
2.4999938;2.837167721;23.95482333
2.200006;2.890343376;24.23053489
1.8999878;2.892737373;23.43867348
1.3000122;2.975983954;24.14501711
0.8999878;3.027540852;24.48431145
0.7000061;3.108395587;25.05749297
1.2000061;3.06473092;24.69558054
2.4999938;2.799594068;23.3815301
3.800012;2.632655601;22.40683239
5.1;2.393935158;21.34449756
4.8999877;2.405338104;21.856305
5.700006;2.307852998;21.24371525
6.200006;2.491823417;22.76531103
7.6;1.999125628;19.48943304
8.399988;1.909177567;18.46518586
7.499994;2.152229169;21.05697821
6.8999877;2.139994278;20.09061986
5.700006;2.075934873;19.16731309
4.1;2.114376099;18.56009034
2.300012;2.479643725;20.33665775
1.9999939;2.478224731;20.45257527
1.6;2.404765818;19.43040566
1.2000061;2.597427337;20.85217812
1.1;2.714603861;21.66924489
1.3999878;2.716904785;22.26632549
2.3999877;2.612862497;21.81769484
2.300012;2.669505993;22.06476789
2.800012;2.634642494;22.40407203
3.3999877;2.575748394;21.61430812
3.4999938;2.536718028;21.97055611
3.4999938;2.776784799;23.91013738
3.8999877;2.436713018;21.4016929
4.6;2.279965516;20.72712135
4.800012;2.071982014;18.02578218
5.6;2.117833501;19.33017867
5.800012;2.114821977;19.47793505
5.800012;2.054943875;18.86479907
7.3999877;1.921606502;18.10616412
6.300012;2.022998173;19.04197669
5.200006;2.121533432;18.92667406
5.1;2.078235431;18.74876054
4.700006;2.20402882;19.7000426
4.800012;2.184036901;19.29206669
4.8999877;2.224044159;19.59756645
4.8999877;2.476946052;22.24314264
4.6;2.582262637;23.06524328
3.1;2.808374336;24.171552
3.700006;2.712017586;23.08614384
2.4999938;2.882374898;24.23351406
2.800012;2.569920217;22.11950927
3.1;2.523986866;21.06545057
0.1;2.908511487;23.17497446
1.3000122;2.783515932;22.32665987
0.6;2.881720655;22.85733147
0.80001223;3.227664278;25.7017351
1.9999939;2.739681155;22.73084827
2.800012;2.959823727;24.80847218
1.1;2.813956684;23.08730798
1.3000122;2.717156854;21.84121652
1.2000061;2.744380254;21.76785677
2.6;2.566078911;21.26477541
3.9999938;2.399179746;21.4025568
6.1;2.207442641;20.65901719
4.3999877;2.355282376;20.76643899
4.499994;2.25530002;19.77413443
2.6;2.550040086;21.37831992
1.7000061;2.667757914;21.93630131
1.3000122;2.820704254;22.67170961
0.9999939;2.827494962;22.41104406
0.9999939;2.802306052;22.55991922
-6.10E-06;2.821484448;21.91472497
-0.4;3.011720726;24.01496686
-0.5000061;3.10926546;24.28624793
-0.6000122;3.186889109;24.66561951
-1.2999939;3.292724607;25.09546823
-0.7999939;3.227312481;24.68291279
-1.1000122;3.263161685;24.59960499
-1.1000122;3.323001151;25.18392881
-0.2999939;3.249270304;25.41951703
1.3999878;2.991632221;24.6983521
2.700006;2.782028063;23.20389133
3.6;2.641139713;23.24194774
4.8999877;2.495054811;22.07783401
5.499994;2.397643882;21.81598977
5.300012;2.392463613;21.92166723
7.6;2.099953414;20.21600012
5.300012;2.288572525;20.65398214
5.1;2.279127699;20.45964305
5.8999877;1.955257573;17.9754633
4.3999877;2.148688621;18.80248065
3.6;2.409140655;20.49621398
2.200006;2.593298072;21.36061657
1.8000122;2.646147372;21.44315987
0.6;2.707008109;21.52575937
-0.100012206;2.840393543;21.79868708
-0.69998777;3.016172053;23.06607642
-0.9;3.0944812;23.83065813
-1.2999939;3.164539397;24.27412955
-1.1999878;3.178185083;24.10426358
-2.1000123;3.344581197;25.21719225
-1.5000061;3.268816661;24.9196879
-2.299994;3.463975753;25.58156558
-0.9;3.35909225;25.88622579
1.4999939;2.888894031;23.75044868
2.4999938;2.819850059;23.55715763
3.800012;2.663794989;23.02286818
4.1;2.533103427;22.15210378
5.700006;2.339566609;21.4648892
6.1;2.170490937;19.82726095
7.1;2.097708518;19.87398015
7.3999877;1.99743768;19.24614189
7.700006;1.845532849;17.30287304
7.800012;1.801534265;17.47303673
6.200006;1.999604299;18.25373834
4.999994;2.148653889;19.36225981
4.3999877;2.214596675;19.81731544
2.700006;2.282406584;19.3428858
2.8999877;2.320917177;19.65276117
1.9999939;2.407145729;19.95141594
2.3999877;2.476142416;20.30559275
2.3999877;2.497292318;20.82784663
2.700006;2.510533895;20.96290348
2.6;2.509629932;21.02462304
2.700006;2.510544615;21.18567205
2.8999877;2.439250163;20.57968375
3.200006;2.44620871;20.39796697
3.700006;2.395463903;20.86031948
3.9999938;2.370466536;20.42740646
4.6;2.189600388;19.62192497
5.6;1.986318945;18.19010376
6.8999877;1.778585903;16.82589226
8.7000065;1.712889271;17.05710427
9.6;1.579664284;15.92223659
10.2000065;1.151434826;12.10893524
9.800013;0.820789105;8.619865856
9.399988;0.846862441;8.584315147
8.999994;0.901240361;9.152443331
8.6;0.903131784;8.976187247
7.1;0.890567857;8.490058687
6.499994;0.882301206;8.467564164
5.499994;0.928738729;8.375129928
4.999994;0.810092491;7.194803651
5.499994;0.715654287;6.419264317
5.499994;0.713639262;6.330990967
4.8999877;0.719075956;6.513997464
5.6;0.810508929;7.329284806
5.800012;0.791613247;7.20994919
5.3999877;0.752793357;6.850138532
4.800012;0.817931538;7.240345956
4.8999877;0.876362065;7.769533703
5.800012;0.885872957;8.242511982
6.8999877;0.880701958;8.304464548
7.800012;0.811624579;7.995580647
8.899988;0.823770047;8.373770459
10.1;0.657651431;7.078295399
11.2000065;0.62303569;6.825404422
11.1;0.53958621;5.865520715
12.499994;0.420141869;4.74107072
12.300013;0.383909418;4.34005453
11.2000065;0.466398103;5.197961731
8.399988;0.581572514;5.693536398
5.700006;0.727082434;6.648308264
5.6;0.752939928;6.811156468
5.999994;0.779557545;7.090308794
6.800012;0.579246822;5.361139943
6.800012;0.514642158;4.729725767
6.6;0.47922976;4.497483188
6.1;0.554453786;5.100883785
4.8999877;0.573167968;5.184438471
4.200006;0.561434495;4.847436626
3.6;0.66148163;5.773950647
2.700006;0.808556907;6.936484954
2.1;0.869341643;7.1145485
1.8999878;0.928879027;7.680829925
3.1;0.915029149;7.69392261
5.300012;0.912845653;8.195153675
7.3999877;0.747783694;7.348086508
9.2000065;0.678829988;7.189246162
10.2000065;0.331154486;3.538921778
10.1;0.415694444;4.352583135
10.499994;0.500168462;5.411110738
10.499994;0.486724231;5.219057643
10.899988;0.305915328;3.368784035
10.399988;0.199399245;2.104056309
9.2000065;0.346063967;3.513834594
6.8999877;0.591818326;5.635707058
5.3999877;0.732527285;6.513090815
4.999994;0.809690128;7.10961875
4.700006;0.631225238;5.560202262
4.6;0.864483035;7.824175713
4.499994;0.861786651;7.708456377
4.3999877;0.984681334;8.617948024
4.700006;0.930489017;8.320258992
4.700006;1.000920187;8.934003187
