,summary,config,name
0,"{'validation_batch_size': None, 'optuna_plot_optimization_history': {'path': 'media/plotly/optuna_plot_optimization_history_0_cd49641e349c01b3a887.plotly.json', 'size': 9009, '_type': 'plotly-file', 'sha256': 'cd49641e349c01b3a887c035a8495db7542dfaec51ba0f15f16b352befeebd8b'}, 'optimizer': 'rmsprop', 'mean_errors_remaining': 0.020543616511514845, 'optuna_plot_param_importances': {'path': 'media/plotly/optuna_plot_param_importances_0_2ad19fca6ff30e19f9f9.plotly.json', 'size': 8104, '_type': 'plotly-file', 'sha256': '2ad19fca6ff30e19f9f9ec9d2d4dd559c1a56705951bb196a569a78fe8e72b1d'}, 'optuna_study_best_params.n_layers': 2, 'optuna_study_best_params.n_units_l2': 4, 'run_eagerly': False, 'shuffle': True, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EAB38D0DC0>]', 'optuna_plot_contour': {'_type': 'plotly-file', 'sha256': '91f05095a242c787eea3aa19f9acdbe0124021316115b8e1ac198fc290cfa764', 'path': 'media/plotly/optuna_plot_contour_0_91f05095a242c787eea3.plotly.json', 'size': 20227}, 'coverage_extra_KNN_test+fit': 0.95, '_step': 19, 'epochs': 50, 'build_fn': None, 'batch_size': 200, 'bounds.HDirNor': [0, 1000], 'bounds.TDryBul': [263.15, 303.15], 'bounds.oveHeaPumY_u': [0, 1], 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA52C59120>', 'mean_errors_test': 0.01302797282260407, 'validation_split': 0, 'coverage_extra_GP_test+fit': 27.63, 'optuna_plot_parallel_coordinate': {'path': 'media/plotly/optuna_plot_parallel_coordinate_0_7ca72b5b90e41a9bbda7.plotly.json', 'size': 8863, '_type': 'plotly-file', 'sha256': '7ca72b5b90e41a9bbda75c32e8645f9aba89af84575c1475edb27a97d9471a9c'}, 'optuna_study_best_params.n_units_l1': 22, '_timestamp': 1719416852.3743317, 'verbose': 10, '_runtime': 410.7226767539978, 'mean_errors_val': 0.014928971289339982, 'mean_errors_grid': 0.1471174604110264, 'mean_errors_train': 0.012835534525226356, 'coverage_ConvexHull': 2.31, 'best_model_val_score': -1.2304756560954997, '_wandb': {'runtime': 408}, 'coverage_grid_occupancy': 1.49, 'best_model_name': 'SciKerasSequential', 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'coverage_true_validity': 53.65, 'true_validity_threshold': 0.1, 'optuna_study_best_validation_score': -0.07037794792262278, 'metrics': None, 'warm_start': False, 'random_state': None, 'bounds.reaTZon_y': [290.15, 300.15], 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'coverage_extra_OCSVM_test+fit': 1.1, 'model': '<Sequential name=sequential, built=True>'}","{'shuffle': False, 'repetition': 5, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_dutiful-sweep-10', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'KFold', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",dutiful-sweep-10
1,"{'_step': 19, 'bounds.TDryBul': [263.15, 303.15], 'coverage_grid_occupancy': 1.49, 'coverage_extra_KNN_test+fit': 6.660000000000001, 'bounds.oveHeaPumY_u': [0, 1], 'coverage_ConvexHull': 2.31, 'best_model_val_score': -0.07354479860993417, 'mean_errors_remaining': 0.012887591428137855, 'model': '<Sequential name=sequential, built=True>', '_wandb': {'runtime': 355}, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EA79382AA0>]', 'batch_size': 200, 'optuna_plot_param_importances': {'_type': 'plotly-file', 'sha256': '8e201002eaefb97babce9b178449cfe99cd42762441a6547e1aacb66c77b3b7a', 'path': 'media/plotly/optuna_plot_param_importances_0_8e201002eaefb97babce.plotly.json', 'size': 8104}, 'optuna_plot_parallel_coordinate': {'sha256': '6fcb1c046eaae1720f56538ec5d03ca427e646cd9629e164998f36732d92ec35', 'path': 'media/plotly/optuna_plot_parallel_coordinate_0_6fcb1c046eaae1720f56.plotly.json', 'size': 8701, '_type': 'plotly-file'}, 'epochs': 50, '_timestamp': 1719416430.1358936, 'random_state': None, 'mean_errors_train': 0.01060621622933314, 'optuna_plot_optimization_history': {'path': 'media/plotly/optuna_plot_optimization_history_0_9fbcf790e1dc8d968407.plotly.json', 'size': 8995, '_type': 'plotly-file', 'sha256': '9fbcf790e1dc8d968407f5f73a794a594eabc492b9ef877c8fa7fc8191261b6e'}, 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'shuffle': True, 'verbose': 10, 'mean_errors_test': 0.012782834456758483, 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'true_validity_threshold': 0.1, 'coverage_extra_OCSVM_test+fit': 6.5600000000000005, 'optuna_study_best_validation_score': -0.22937269774970537, 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA7947C640>', 'optimizer': 'rmsprop', 'mean_errors_grid': 0.019913060760538212, 'optuna_plot_contour': {'path': 'media/plotly/optuna_plot_contour_0_2eaf1505a87e937fab11.plotly.json', 'size': 19019, '_type': 'plotly-file', 'sha256': '2eaf1505a87e937fab11c4ed37e946e2d1612f4fbf9cf2f0f20311b8d7bc5bf1'}, 'bounds.HDirNor': [0, 1000], 'best_model_name': 'SciKerasSequential', 'mean_errors_val': 0.012604039895414289, 'coverage_true_validity': 99.96, 'metrics': None, 'build_fn': None, 'warm_start': False, 'run_eagerly': False, 'coverage_extra_GP_test+fit': 17.71, 'optuna_study_best_params.n_units_l1': 1, 'optuna_study_best_params.n_layers': 1, '_runtime': 357.2685375213623, 'bounds.reaTZon_y': [290.15, 300.15], 'validation_split': 0, 'validation_batch_size': None}","{'shuffle': False, 'repetition': 4, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_visionary-sweep-9', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'KFold', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",visionary-sweep-9
2,"{'_wandb': {'runtime': 396}, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EA790812D0>]', 'mean_errors_val': 0.05807796596954264, 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA962EA8F0>', 'epochs': 50, 'shuffle': True, 'optimizer': 'rmsprop', 'random_state': None, 'bounds.TDryBul': [263.15, 303.15], 'best_model_name': 'SciKerasSequential', 'validation_split': 0, '_step': 19, 'coverage_extra_KNN_test+fit': 0.04, 'coverage_true_validity': 19.81, 'mean_errors_train': 0.05113822860760782, 'bounds.oveHeaPumY_u': [0, 1], 'best_model_val_score': -0.07513542913870239, 'optuna_study_best_params.n_layers': 2, 'optuna_study_best_validation_score': -0.06273286112772718, 'optuna_study_best_params.n_units_l2': 24, 'warm_start': False, 'run_eagerly': False, 'bounds.reaTZon_y': [290.15, 300.15], 'optuna_study_best_params.n_units_l1': 1, 'batch_size': 200, 'metrics': None, 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'coverage_extra_OCSVM_test+fit': 0.33, 'optuna_plot_param_importances': {'sha256': '0198acafaf8d6d774b7c5181942d9d6cd85abefad1678ec32cbee853c9bd5821', 'path': 'media/plotly/optuna_plot_param_importances_0_0198acafaf8d6d774b7c.plotly.json', 'size': 8104, '_type': 'plotly-file'}, 'model': '<Sequential name=sequential, built=True>', 'build_fn': None, 'bounds.HDirNor': [0, 1000], 'mean_errors_test': 0.05924083210082058, 'coverage_ConvexHull': 2.31, 'mean_errors_remaining': 0.0719051254783022, 'coverage_grid_occupancy': 1.49, 'true_validity_threshold': 0.1, '_runtime': 398.8218357563019, 'optuna_plot_optimization_history': {'sha256': '32997787f74dfe6877c13c3d02d1ff80fd781cbb570ed29d689ffe7ce9ded7f5', 'path': 'media/plotly/optuna_plot_optimization_history_0_32997787f74dfe6877c1.plotly.json', 'size': 9008, '_type': 'plotly-file'}, 'optuna_plot_contour': {'_type': 'plotly-file', 'sha256': 'd91c305c5a4f69aa2082846b4a7504353f83f73d71a5a6693e581c42fca5ab84', 'path': 'media/plotly/optuna_plot_contour_0_d91c305c5a4f69aa2082.plotly.json', 'size': 19251}, 'optuna_plot_parallel_coordinate': {'path': 'media/plotly/optuna_plot_parallel_coordinate_0_8d4ece77c4401c3b98d7.plotly.json', 'size': 8813, '_type': 'plotly-file', 'sha256': '8d4ece77c4401c3b98d7952f868496a6110cdc908caa40d27e147cc5aa5d7f98'}, 'mean_errors_grid': 0.2176102604759312, '_timestamp': 1719416059.6637747, 'validation_batch_size': None, 'coverage_extra_GP_test+fit': 2.15, 'verbose': 10}","{'shuffle': False, 'repetition': 3, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_splendid-sweep-8', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'KFold', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",splendid-sweep-8
3,"{'_timestamp': 1719415648.8943276, 'batch_size': 200, 'validation_split': 0, 'optuna_plot_contour': {'path': 'media/plotly/optuna_plot_contour_0_63634d9b5f8b9d6cc428.plotly.json', 'size': 20443, '_type': 'plotly-file', 'sha256': '63634d9b5f8b9d6cc428e83d9150d1bd97010d84e545d8c5d4b9eef69d9311ae'}, 'coverage_extra_GP_test+fit': 11.95, 'optuna_study_best_params.n_layers': 2, 'optuna_plot_parallel_coordinate': {'path': 'media/plotly/optuna_plot_parallel_coordinate_0_19ac355df420590dc592.plotly.json', 'size': 8861, '_type': 'plotly-file', 'sha256': '19ac355df420590dc592f17bb3d0ac587069fbc60c07121b13e6533f1340da33'}, 'coverage_true_validity': 85.69, 'coverage_grid_occupancy': 1.49, 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA79E3D930>', '_wandb': {'runtime': 361}, 'epochs': 50, 'build_fn': None, 'warm_start': False, 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'coverage_extra_KNN_test+fit': 7.89, 'optuna_study_best_params.n_units_l1': 18, 'optuna_study_best_params.n_units_l2': 2, '_runtime': 363.6399767398834, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EA67B4B6D0>]', 'mean_errors_grid': 0.05150708403052148, 'mean_errors_remaining': 0.08109180717948401, 'optuna_plot_param_importances': {'_type': 'plotly-file', 'sha256': 'ff01735416912a9bba770e6106af0527044aad978b5c47353103788289281f2b', 'path': 'media/plotly/optuna_plot_param_importances_0_ff01735416912a9bba77.plotly.json', 'size': 8104}, 'optuna_plot_optimization_history': {'path': 'media/plotly/optuna_plot_optimization_history_0_e7a7da531fa49eaa95ba.plotly.json', 'size': 8988, '_type': 'plotly-file', 'sha256': 'e7a7da531fa49eaa95ba8a23f6839c759fb6d9931f7556e6996f3001b172ce83'}, 'bounds.oveHeaPumY_u': [0, 1], 'coverage_ConvexHull': 2.31, '_step': 19, 'model': '<Sequential name=sequential, built=True>', 'shuffle': True, 'bounds.HDirNor': [0, 1000], 'mean_errors_val': 0.013248470014459616, 'mean_errors_train': 0.014297987414597112, 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'true_validity_threshold': 0.1, 'coverage_extra_OCSVM_test+fit': 0.62, 'metrics': None, 'verbose': 10, 'optuna_study_best_validation_score': -0.06985471356306963, 'mean_errors_test': 0.01340180886823585, 'best_model_val_score': -0.07299721880787301, 'optimizer': 'rmsprop', 'run_eagerly': False, 'random_state': None, 'bounds.TDryBul': [263.15, 303.15], 'best_model_name': 'SciKerasSequential', 'bounds.reaTZon_y': [290.15, 300.15], 'validation_batch_size': None}","{'shuffle': False, 'repetition': 2, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_cool-sweep-7', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'KFold', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",cool-sweep-7
4,"{'bounds.reaTZon_y': [290.15, 300.15], 'optuna_plot_contour': {'size': 20905, '_type': 'plotly-file', 'sha256': 'e1f7b301ca77d4461d3fc46d59bd22bb116d4e26d6d42f2ede6d8168665ec890', 'path': 'media/plotly/optuna_plot_contour_0_e1f7b301ca77d4461d3f.plotly.json'}, 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'optuna_study_best_params.n_units_l2': 49, '_timestamp': 1719415271.2822134, 'batch_size': 200, 'random_state': None, 'best_model_name': 'SciKerasSequential', 'coverage_extra_KNN_test+fit': 0.74, 'model': '<Sequential name=sequential, built=True>', '_runtime': 371.3181965351105, 'run_eagerly': False, 'mean_errors_remaining': 0.030826836941874804, 'optuna_plot_optimization_history': {'path': 'media/plotly/optuna_plot_optimization_history_0_074c0c32697ed823c38c.plotly.json', 'size': 8982, '_type': 'plotly-file', 'sha256': '074c0c32697ed823c38cec12bcce190f53986ac4d6134e0d9c727f5398a4a162'}, 'optuna_study_best_params.n_layers': 2, 'optuna_study_best_params.n_units_l1': 43, 'epochs': 50, 'metrics': None, 'build_fn': None, 'mean_errors_grid': 0.1534457417429921, 'warm_start': False, 'mean_errors_test': 0.012123517950603027, 'coverage_ConvexHull': 2.31, 'optuna_plot_param_importances': {'_type': 'plotly-file', 'sha256': '07d32d54a39bd090df120024d33f32b149f82d1c4bcf693bd68593d1bce7efbe', 'path': 'media/plotly/optuna_plot_param_importances_0_07d32d54a39bd090df12.plotly.json', 'size': 8104}, 'shuffle': True, 'verbose': 10, 'best_model_val_score': -1.6631510856722098, 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'bounds.oveHeaPumY_u': [0, 1], 'validation_batch_size': None, 'coverage_true_validity': 42.28, 'true_validity_threshold': 0.1, '_wandb': {'runtime': 369}, 'bounds.TDryBul': [263.15, 303.15], 'mean_errors_val': 0.011898238384068706, 'mean_errors_train': 0.012260995015011196, 'coverage_extra_GP_test+fit': 9.71, 'optuna_plot_parallel_coordinate': {'_type': 'plotly-file', 'sha256': 'a10b28063d1497e9226834a2dfb73aed1ac919b8d9a6d05949a7396d2ebf8a00', 'path': 'media/plotly/optuna_plot_parallel_coordinate_0_a10b28063d1497e92268.plotly.json', 'size': 9068}, 'coverage_extra_OCSVM_test+fit': 0.22, 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA6F752830>', '_step': 19, 'optimizer': 'rmsprop', 'validation_split': 0, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EA52E63730>]', 'bounds.HDirNor': [0, 1000], 'coverage_grid_occupancy': 1.49, 'optuna_study_best_validation_score': -0.4247919005651264}","{'shuffle': False, 'repetition': 1, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_frosty-sweep-6', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'KFold', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",frosty-sweep-6
5,"{'best_model_name': 'SciKerasSequential', 'optuna_plot_optimization_history': {'path': 'media/plotly/optuna_plot_optimization_history_0_4b0ff17e304d5b95fdb7.plotly.json', 'size': 8979, '_type': 'plotly-file', 'sha256': '4b0ff17e304d5b95fdb7b313fa68cb2bebae316b8badcd8018428b2428d467b6'}, 'optuna_study_best_params.n_units_l1': 1, '_step': 19, 'callbacks': '[<keras.src.callbacks.early_stopping.EarlyStopping object at 0x000001EA540CEFE0>]', 'random_state': None, 'bounds.HDirNor': [0, 1000], 'best_model_val_score': -0.1251164924617681, 'coverage_true_validity': 15.02, 'epochs': 50, 'run_eagerly': False, 'mean_errors_test': 0.08614836276049455, 'coverage_ConvexHull': 2.31, 'hyperparameter_range': '    def optuna_hyperparameter_suggest(self, trial):\n\n        n_layers = trial.suggest_int(""n_layers"", 1, 2)\n        hidden_layer_sizes = tuple(trial.suggest_int(f""n_units_l{i}"", 1, 50) for i in range(1, n_layers + 1, 1))\n        hyperparameters = {\n            ""hidden_layer_sizes"": hidden_layer_sizes,\n            ""loss"": MeanSquaredError(),\n            ""epochs"": 50\n        }\n        return hyperparameters\n', 'coverage_extra_GP_test+fit': 1.65, 'loss': '<keras.src.losses.losses.MeanSquaredError object at 0x000001EA792DE890>', 'model': '<Sequential name=sequential, built=True>', 'verbose': 10, 'batch_size': 200, 'true_validity_threshold': 0.1, 'optuna_plot_parallel_coordinate': {'path': 'media/plotly/optuna_plot_parallel_coordinate_0_ed410d7af5555552590e.plotly.json', 'size': 8899, '_type': 'plotly-file', 'sha256': 'ed410d7af5555552590e2118d620582b07da923784ff8074bb70e5007c1603ca'}, 'metrics': None, 'optimizer': 'rmsprop', '_timestamp': 1719414885.8856285, 'mean_errors_remaining': 0.17470561100313148, 'build_fn': None, 'mean_errors_grid': 0.3211753294645514, 'validation_batch_size': None, 'optuna_study_best_params.n_layers': 1, 'coverage_extra_KNN_test+fit': 0.02, 'coverage_extra_OCSVM_test+fit': 0.09, 'optuna_plot_param_importances': {'path': 'media/plotly/optuna_plot_param_importances_0_0fcb868309eed1bf7616.plotly.json', 'size': 8104, '_type': 'plotly-file', 'sha256': '0fcb868309eed1bf761651ab817876823b84d527a239360c1d4e8cacaa5e89bb'}, '_wandb': {'runtime': 334}, 'shuffle': True, 'mean_errors_train': 0.0756140701721949, 'optuna_plot_contour': {'path': 'media/plotly/optuna_plot_contour_0_74d4aac239f8a94ce4c0.plotly.json', 'size': 20679, '_type': 'plotly-file', 'sha256': '74d4aac239f8a94ce4c0ea3b2fc26fcfa231b8c4f4d8499ad898b91fe4561c48'}, 'validation_split': 0, 'bounds.oveHeaPumY_u': [0, 1], 'coverage_grid_occupancy': 1.49, '_runtime': 336.41607451438904, 'warm_start': False, 'bounds.TDryBul': [263.15, 303.15], 'mean_errors_val': 0.06628621334645073, 'bounds.reaTZon_y': [290.15, 300.15], 'bounds.delta_reaTZon_y': [-0.5, 0.5], 'optuna_study_best_validation_score': -0.17810341780373384}","{'shuffle': False, 'repetition': 5, 'val_fraction': 0.1, 'test_fraction': 0.1, 'name_of_target': 'delta_reaTZon_y', 'config_detector': {'detectors': ['KNN', 'GP', 'OCSVM'], 'tuning_bool': True, 'beta_f_score': 1, 'use_test_for_validation': True, 'detector_experiment_name': 'detector_experiment1', 'use_train_for_validation': True, 'use_remaining_for_validation': False}, 'experiment_name': '1_Boptest_TAir_mid_ODE_noise_m0_std0.01_vital-sweep-5', 'system_simulation': 'BopTest_TAir_ODE', 'config_explo_quant': {'detectors': ['ConvexHull'], 'exploration_bounds': {'HDirNor': [0, 1000], 'TDryBul': [263.15, 303.15], 'reaTZon_y': [290.15, 300.15], 'oveHeaPumY_u': [0, 1], 'delta_reaTZon_y': [-0.5, 0.5]}, 'explo_grid_points_per_axis': 10}, 'config_model_tuning': {'models': ['SciKerasSequential'], 'validation_score_metric': 'neg_root_mean_squared_error', 'hyperparameter_tuning_type': 'OptunaTuner', 'validation_score_mechanism': 'cv', 'validation_score_splitting': 'UnivariateSplitter', 'hyperparameter_tuning_kwargs': {'n_trials': 20}, 'validation_score_metric_kwargs': None, 'validation_score_mechanism_kwargs': None, 'validation_score_splitting_kwargs': None}, 'grid_points_per_axis': 10, 'simulation_data_name': 'Boptest_TAir_mid_ODE_noise_m0_std0.01', 'train_val_test_period': [0, 1488], 'true_outlier_fraction': 0.1, 'true_outlier_threshold': 0.1, 'true_outlier_threshold_error_metric': 'mae'}",vital-sweep-5
